"inst_416" "inst_1009" "inst_1170" "inst_1229" "inst_1289" "inst_1654" "inst_2644" "inst_2689" "inst_4453" "inst_4670" "inst_5226" "inst_5265" "inst_5589" "inst_5630" "inst_6188" "inst_6947" "inst_6988"
"209347_s_at" 10175 14824 11295 8660 19696 12463 6618 2610 573 22235 12712 15804 18104 9022 12022 19289 16455
"209348_s_at" 13355 4796 9504 12847 6410 6858 15820 1490 624 18511 4377 16117 3756 7410 3186 16019 5299
"209349_at" 14301 3210 21862 4758 804 4938 15550 3617 9699 16469 5595 11597 1723 12011 1272 5046 21080
"209350_s_at" 14670 5621 9148 16432 9433 15341 18800 20057 21733 8440 7510 11746 11868 17971 6376 9193 2508
"209351_at" 8423 9014 16685 9254 17376 7781 6546 41 623 20783 12004 16973 18374 1133 11496 12901 14254
"209352_s_at" 10111 22035 20431 17803 191 4506 21806 21115 18741 3520 11084 20853 2943 17053 4857 20610 2230
"209353_s_at" 9587 8383 5074 7538 5276 9634 8684 21778 8467 17786 21675 18661 2711 17874 356 15582 9848
"209354_at" 20055 10615 632 1205 21963 7592 16773 3186 17791 19984 14994 9805 21827 14061 19540 1318 10300
"209355_s_at" 9053 818 16444 18166 17178 122 20180 12950 18398 19705 21254 1390 2712 22249 7161 15876 945
"209356_x_at" 8203 11613 17516 2454 5802 13808 10100 15154 2062 1126 13398 13839 16193 9897 738 1715 14211
"209357_at" 18701 3022 3123 1043 7803 17922 15920 3773 14303 2917 3840 5506 19799 18122 17371 4302 2990
"209358_at" 14782 18070 7339 5701 8133 18093 5904 4190 13299 19073 8044 8419 10128 19475 17106 4264 5257
"209359_x_at" 9261 14665 16 13617 19857 11630 79 1878 20648 507 6122 21675 15725 5986 13148 3188 10577
"209360_s_at" 2365 19438 6502 2699 3825 15308 20826 7534 13685 9343 5037 3207 12213 12861 5408 6625 2946
"209361_s_at" 18739 21423 13675 20665 14825 2842 20550 21964 9715 20740 3803 21157 12503 13266 22047 10609 7732
"209362_at" 3792 6232 3973 18633 8907 4398 15068 9943 16932 15856 9228 19989 1259 17358 14680 8892 4044
"209363_s_at" 14895 21465 2879 19241 21107 17608 18451 19922 16711 17176 18639 20506 11132 10840 2945 21428 18079
"209364_at" 20525 5943 1658 21112 228 453 16223 6767 12265 9660 5118 5475 20649 18576 19051 7298 16633
"209365_s_at" 16390 10897 4216 641 1943 9377 6536 3731 3530 5823 14602 17233 18541 2060 5982 7113 14917
"209366_x_at" 2717 18332 20787 4954 8002 19589 17713 6971 13531 5414 10048 20145 6527 15808 12604 10636 6950
"209367_at" 3800 3245 6480 4740 8993 21671 5453 10148 16522 3956 19104 5333 12376 16311 4056 5319 22011
"209368_at" 9088 2960 10991 15327 14159 13993 7371 13349 3312 6836 19990 1437 10742 12769 8973 18456 16527
"209369_at" 4744 21337 8214 4337 6546 19083 14818 20018 15470 6982 4032 12253 5982 19133 21963 4716 5968
"209370_s_at" 314 11 3424 19128 21621 18755 19250 2861 20983 21108 1150 2753 2559 12889 15005 19922 22090
"209371_s_at" 1888 278 19285 7918 87 5485 10943 508 8506 11773 16087 20912 2227 1715 23 16240 3173
"209372_x_at" 687 18523 1209 6091 19401 17363 3840 21 20775 20968 21411 20050 12160 12716 22112 169 7339
"209373_at" 20031 4961 15863 15710 13180 11333 6908 14016 16725 4369 18106 17737 22246 22144 7076 15472 6458
"209374_s_at" 11193 11745 17298 14098 11378 4157 296 14705 4030 7437 16051 16526 13891 4140 10848 14071 12643
"209375_at" 19448 6305 19292 19592 20987 15030 18466 11170 11869 3134 6251 19463 1957 20304 13275 6344 4103
"209376_x_at" 17125 2522 6594 5145 6648 15882 4125 10984 11879 8813 19880 5169 9661 10786 5632 21523 5146
"209377_s_at" 18538 15435 5463 19150 4045 15432 17378 8702 11996 20007 7053 10887 5304 13535 14936 5658 7301
"209378_s_at" 1364 19408 821 16148 2563 19061 21509 21464 14512 21260 20944 12053 8879 12484 3143 5922 22282
"209379_s_at" 3079 15824 21497 4991 8507 14985 16313 5170 15258 9274 1877 3080 926 2456 2751 3215 1666
"209380_s_at" 5140 3656 9638 19661 2133 18078 18238 12221 12798 3187 728 5503 2963 18499 15708 6887 901
"209381_x_at" 4218 16105 4507 5034 8572 20949 18687 11055 19733 21679 182 21444 3237 22171 21224 2210 3361
"209382_at" 4936 16354 3934 2540 3135 16117 18708 10282 17940 3644 8733 18850 11155 10883 16868 9236 5153
"209383_at" 215 21698 1108 17526 2121 17696 15919 18706 2206 3474 21887 20255 6778 17357 3559 2121 17160
"209384_at" 5229 16159 6064 20062 7807 16062 2448 10183 2859 9243 20951 10997 7718 10531 5695 3573 3432
"209385_s_at" 16314 4713 4528 16467 6600 16716 17055 9915 15800 17436 10452 10639 5548 14442 14221 4571 4881
"209386_at" 363 5842 18347 4657 18765 7793 649 1072 11459 8700 21406 20025 1212 8544 10567 16060 16302
"209387_s_at" 7871 490 17706 20197 18933 9361 2089 16272 17588 4222 18441 10277 14145 453 11752 17842 9604
"209388_at" 20400 19001 6617 20417 21127 20666 18591 8063 18744 21005 9687 20699 6716 18016 19844 21699 7016
"209389_x_at" 5912 4447 4376 4691 7688 16232 14798 10543 13049 16211 10920 10463 9568 3705 5922 9703 17765
"209390_at" 19411 1069 19900 3347 4812 18689 14986 5510 13464 17125 3826 5773 5647 16973 20187 8228 2769
"209391_at" 15549 21078 3239 2842 6459 4879 21521 19208 12756 20964 7192 9344 10077 16298 5566 6643 19347
"209392_at" 8081 12929 1906 13548 386 13772 7169 990 9365 12177 6795 5368 11881 7901 2168 11859 9563
"209393_s_at" 4945 20788 1736 14590 5358 16360 18696 4267 19048 16351 20869 6895 5295 14227 5634 4306 19437
"209394_at" 6052 1449 731 21804 3712 21678 19945 18686 9591 7054 21695 3466 5767 21883 1348 4053 386
"209395_at" 10209 7132 7055 7877 7551 9691 10561 4631 4568 10799 14382 15963 16223 7550 17452 18233 13931
"209396_s_at" 12617 7792 2717 6054 20414 9067 6072 3256 7741 13442 12159 12712 17477 4018 15359 15647 11622
"209397_at" 5367 18839 19290 16788 5812 3029 20175 11470 14883 8972 7548 18700 6489 18596 15440 7853 4339
"209398_at" 15635 5629 19165 16712 2479 4126 5222 9249 16992 7177 9752 644 2376 21184 16791 10397 7617
"209399_at" 14028 18014 18050 5824 17365 16691 18825 7921 20284 21758 21478 22001 21006 11662 21307 18951 6442
"209400_at" 13051 9711 15555 12276 17451 12327 6131 13947 7001 14380 16178 16080 13309 9300 9201 17334 12255
"209401_s_at" 20631 10505 10674 7489 18510 7013 11755 17407 20159 12383 11833 14004 15987 8884 1950 17328 9199
"209402_s_at" 12492 14518 15421 19833 17573 5707 1519 827 19386 6638 15135 15070 13862 8658 9691 17919 12972
"209403_at" 968 17291 1937 21926 5791 22200 14346 8757 15782 4029 365 2267 6516 12442 21061 4646 21982
"209404_s_at" 18226 1982 274 17522 21646 1394 5014 4343 18377 17863 11279 20431 1924 13165 2398 3934 4178
"209405_s_at" 3273 17013 1928 3943 22204 822 5406 19950 21378 499 1806 4946 19193 12413 6317 1403 18233
"209406_at" 17752 16312 4867 6334 8603 15491 14139 7433 15924 16715 9873 21286 6061 14974 17756 7550 6032
"209407_s_at" 18490 16523 21718 627 8873 18982 16393 4388 13653 2281 19976 19930 20226 22251 6338 21792 19547
"209408_at" 3571 19890 5146 18854 4118 14781 14233 8596 16480 9668 5626 5727 5061 17350 19507 5069 6904
"209409_at" 18351 3261 3958 5587 848 17721 19374 10147 15680 3344 2592 846 7865 11716 18150 10320 20931
"209410_s_at" 3700 202 2648 602 3210 19418 577 21948 19682 5993 20842 1617 1084 1120 2366 21998 21048
"209411_s_at" 15334 6066 20297 1686 3567 3310 16961 9729 11139 4270 6607 1413 7599 21609 19821 10575 6607
"209412_at" 17897 16151 18748 17200 3779 4602 21432 18564 4073 3060 2924 7387 8041 16048 20123 22131 4360
"209413_at" 18607 682 21489 5805 616 19558 22154 11013 14238 20266 3817 19112 12564 14048 12534 5677 873
"209414_at" 20415 2477 20291 20858 2254 1731 565 989 21450 21998 7658 21753 4926 12123 19056 20058 21947
"209415_at" 19576 13398 18112 276 11722 9626 934 7138 12179 189 423 9466 19283 17462 807 6275 10727
"209416_s_at" 21296 3331 20372 20649 20346 384 21306 21217 19292 4178 907 21126 19543 3725 2187 20522 20834
"209417_s_at" 21903 18591 1084 16411 8037 435 3198 18658 12896 20429 289 617 6677 19358 19643 20084 16948
"209418_s_at" 15179 16447 7175 1545 6907 15142 19367 18916 15002 17058 9539 9060 20936 17795 16588 20766 5776
"209419_at" 7877 634 2515 19802 1302 10371 11251 18285 918 691 4131 487 3653 20446 22081 2445 13573
"209420_s_at" 6789 6097 21703 5822 22199 3244 16385 7985 2876 5482 22282 2077 21991 20637 20628 9631 1853
"209421_at" 19869 18512 3565 19341 5057 15844 18324 10302 15903 9526 7905 19298 6218 3781 13024 20357 5864
"209422_at" 6384 15372 6552 14870 4744 4576 3071 7896 13352 16707 4889 5372 6316 17747 20143 4707 4682
"209423_s_at" 74 169 615 399 12150 18676 19164 5781 21825 1619 9621 21137 8680 3867 22203 11488 1521
"209424_s_at" 18345 1742 3032 20073 21890 2316 3507 3001 18227 20862 7832 18468 13109 18811 934 1345 6077
"209425_at" 9543 17874 284 3648 7791 9317 2706 21362 19856 1110 3022 4233 2081 3631 10594 125 603
"209426_s_at" 5546 17016 8228 21187 921 15286 17242 20267 15581 18630 18506 3467 7463 16732 2409 10358 6882
"209427_at" 15275 776 9760 16720 19220 21246 22245 17342 12757 3559 8511 2184 885 21822 3196 7846 2095
"209428_s_at" 6867 21843 19358 2811 8780 21389 4998 10311 22065 3942 19333 5193 7251 20025 21053 20966 3870
"209429_x_at" 14182 4949 7605 15593 3778 19000 13244 10966 12144 16456 10115 20263 12007 16681 5180 7261 4340
"209430_at" 16087 2717 3515 4770 5443 14266 12865 11511 13701 4901 6611 9924 10009 13039 15126 19675 4087
"209431_s_at" 19323 3920 20223 2363 4087 15412 19724 5005 10846 17659 9083 5943 10436 21587 14636 3558 3888
"209432_s_at" 1593 5990 2899 4461 4384 20260 1991 4921 17712 18240 9061 9668 19754 1139 21512 4442 2667
"209433_s_at" 16692 3175 3968 19513 5588 2454 15386 11920 14199 19404 8675 3724 7679 13390 19245 20751 4655
"209434_s_at" 20112 16952 7299 20408 2738 1211 17244 4297 19967 19797 9337 9012 4934 18859 3838 2074 5220
"209435_s_at" 1350 18814 20045 2634 4201 2441 18729 10940 9744 817 20876 3452 19536 11603 14142 1113 2301
"209436_at" 3564 11803 13829 9206 7793 7850 14428 18117 556 13882 18434 21533 2303 125 546 15728 7512
"209437_s_at" 267 14562 16432 7045 12906 5303 4850 15228 6771 13283 16262 13889 16199 3965 2719 14948 12423
"209438_at" 21636 22001 1463 5010 20649 2903 22155 5160 2904 9289 682 21632 21345 17292 20658 8828 21182
"209439_s_at" 22111 5518 8985 5312 6202 19974 3768 18341 19895 1956 9395 7130 10887 19397 18514 4417 21952
"209440_at" 5770 15762 4857 15403 5682 18129 14824 18171 13252 16955 8489 19056 9336 16633 16653 2457 7503
"209441_at" 12388 13247 21223 96 7380 10054 17090 2011 2452 2851 2452 11448 8038 22023 2122 18851 1762
"209442_x_at" 21077 4265 14126 5621 20084 16662 1786 260 9885 7048 20588 5212 9314 14996 19816 10329 7373
"209443_at" 11377 1165 1123 11195 11328 4834 22149 15794 7190 14671 21840 575 8823 11874 482 18246 3897
"209444_at" 682 15521 4747 15242 4146 16004 13238 8245 12018 6823 7030 6001 7064 15584 2649 4102 5421
"209445_x_at" 1014 4865 3108 16888 21559 3309 16031 9311 11403 7873 8911 9305 13137 10894 18052 20385 5766
"209446_s_at" 9852 21541 4132 15471 4707 3084 22126 1251 21492 828 6165 479 12380 19647 15273 20624 695
"209447_at" 8338 8846 19442 1160 1174 7757 12276 6384 1018 1153 19692 21625 17489 12384 6407 15402 13211
"209448_at" 13935 19497 1137 19075 235 3758 21270 5721 18510 9130 2755 8146 4264 20491 18056 4229 7437
"209449_at" 5456 3213 7603 14686 20774 19777 19429 5936 18998 9516 11025 7894 6358 11058 14082 10619 2662
"209450_at" 20392 15817 5261 4053 2432 19878 18830 5842 16040 8909 19426 7180 8757 3339 5638 548 7432
"209451_at" 15164 21934 8830 21388 3662 1475 19976 1864 13983 17581 1424 2733 3045 15021 18280 4133 3000
"209452_s_at" 3034 6094 2154 4486 9739 4136 16739 11326 16732 7698 11566 11102 10127 15220 17064 9959 8199
"209453_at" 4852 3218 22280 22276 2185 14416 20760 10849 13748 5142 3609 20365 22266 17334 21931 21261 4080
"209454_s_at" 4153 21358 18356 5891 11593 14576 1490 4861 677 9256 4076 10547 9362 19989 11423 1393 152
"209455_at" 5629 5022 4222 19584 6631 19352 5782 7706 15421 5619 3891 4432 6923 16922 14284 4566 5551
"209456_s_at" 14404 2962 21947 20867 2119 882 2407 11198 18949 16987 3716 20638 9061 1700 486 20781 787
"209457_at" 15968 6032 4397 6828 442 3915 13837 3980 18182 4840 20161 2007 1728 15361 6077 6548 3006
"209458_x_at" 14270 11818 12984 9653 14206 11295 11784 13872 5690 11430 12155 15826 17563 2964 8044 11131 14180
"209459_s_at" 6151 17895 11218 12146 242 16508 13716 63 7478 20888 10727 10797 9144 18149 18999 19704 16831
"209460_at" 20195 18958 16530 13994 9595 19977 3508 1622 9366 10981 11296 6436 20758 13930 1501 21617 17088
"209461_x_at" 16957 19515 3294 18231 8682 2581 14652 9836 18570 8492 3820 19779 10784 20773 14086 19938 19918
"209462_at" 11823 9527 12522 22241 14231 680 10908 12490 3574 17289 1440 21483 2404 20998 8874 5429 14918
"209463_s_at" 1151 1755 8639 18145 21304 17709 17482 19234 21084 17315 4783 11700 9711 15465 2494 6642 17072
"209464_at" 2872 2524 5875 15332 7397 20343 13270 7823 17893 19360 8559 11205 11837 11911 21379 5320 19135
"209465_x_at" 12129 13000 14387 887 14056 12205 7478 13890 3798 15230 14319 15009 15653 8846 8542 14442 11984
"209466_x_at" 2909 14371 18973 15447 16911 466 1642 2215 3916 8478 6588 1016 19709 2749 942 807 15916
"209467_s_at" 3556 4092 6746 17108 1946 21669 5306 12239 12322 1958 9101 19748 12314 17405 17506 2470 4926
"209468_at" 18982 20866 14389 18901 13206 3438 21897 19253 18089 1500 1907 1065 12613 21120 21542 20523 835
"209469_at" 10335 14963 12620 9276 12060 14051 351 19213 13862 1492 456 21520 12997 17443 20694 17989 16138
"209470_s_at" 12297 14095 18032 13464 14913 13571 7590 8335 11560 10415 14908 12774 17615 2611 1165 13376 2916
"209471_s_at" 567 2665 18842 3488 20289 4899 3831 5472 14432 18395 1888 5448 1927 11955 5679 7660 17961
"209472_at" 16213 3846 7630 5423 6188 16193 5889 8712 14967 5661 8721 8829 6063 16928 16725 9587 7418
"209473_at" 2946 21206 7343 112 4209 15979 19867 10961 16716 306 1973 49 6744 12587 16130 18147 92
"209474_s_at" 7744 11844 6912 7428 12000 11387 9880 19710 7846 11575 16096 1781 15419 5038 21884 16363 13253
"209475_at" 3557 876 19782 3858 5919 1487 17754 6518 14753 16534 10227 8086 3880 13225 19688 19885 5446
"209476_at" 6163 17385 6957 18910 6251 15404 17933 3367 10159 9613 4025 9420 4479 15444 17404 7646 6616
"209477_at" 14089 17597 20165 21267 1651 1056 1106 4378 14669 6789 5299 5917 5259 9964 21597 3149 21727
"209478_at" 21289 17033 2242 2906 3875 18467 17983 19424 18715 16624 11620 19840 12069 15297 21446 20429 6346
"209479_at" 4351 19789 8422 19708 3628 18518 4075 6327 10485 16471 8859 7969 1395 9946 15258 2695 5349
"209480_at" 8272 10725 11050 11694 15001 10648 11851 12970 6156 10171 12526 20135 10367 5259 10550 11187 11258
"209481_at" 4480 15788 7469 3276 7865 3428 5083 10363 13002 3191 7981 20096 20832 11584 13033 9618 17821
"209482_at" 17528 20091 9188 17236 6539 19764 13908 11916 11844 5812 7448 12143 10560 15764 15401 19043 20317
"209483_s_at" 12410 6844 12359 7961 16672 12688 12437 907 2744 20771 18180 17347 21065 102 986 15460 15843
"209484_s_at" 18524 957 5165 6026 2446 19508 16315 10177 3251 19094 3619 4249 1972 15781 16423 4020 17257
"209485_s_at" 5457 2334 6756 2483 495 19052 3849 19230 3164 3377 21132 3715 10793 13383 6177 8716 22271
"209486_at" 19485 16653 5662 6421 1497 19673 14739 10628 15500 19110 3873 12106 4093 14652 15771 19399 4514
"209487_at" 14883 19172 16687 6430 18264 17645 13090 587 10123 6795 4834 11173 7711 16767 11596 8192 6793
"209488_s_at" 16395 19558 259 17422 10611 19243 5225 17512 3810 7747 19638 7734 6262 18424 10054 7354 18280
"209489_at" 3334 17184 9176 19337 3571 3062 13416 11190 16558 5525 5754 2520 6036 18132 16044 8363 19889
"209490_s_at" 6282 582 19581 20962 6402 21673 14399 1824 3827 19841 21234 11385 21300 12381 3067 1078 1180
"209491_s_at" 193 13319 21615 21825 19710 9975 3323 20307 21538 21889 724 2221 19204 488 4901 3037 43
"209492_x_at" 18708 15872 8971 4014 8052 18291 5556 10752 10274 16475 10977 9027 20087 14318 17377 20333 18216
"209493_at" 10458 9915 10255 21650 10878 12528 6844 12885 17713 8844 12884 323 16717 16376 7688 11607 15824
"209494_s_at" 16729 21624 19185 4746 4558 3944 18408 18864 9620 18426 18935 19362 947 19703 3846 4104 16772
"209495_at" 4736 16989 19920 15799 9281 16005 2652 5494 19712 6011 3114 7345 20855 3403 21888 8344 527
"209496_at" 8160 14202 16888 7377 12502 6737 483 15057 1315 745 10272 21346 17554 138 1002 6603 5579
"209497_s_at" 1583 2563 622 18874 2934 2805 19968 18807 17559 7852 3519 3772 7216 16763 4786 10465 2368
"209498_at" 9171 13021 17888 3755 15374 10035 11297 14918 10534 10242 11981 16103 16611 4572 6551 14471 9468
"209499_x_at" 1553 21658 20643 16769 20141 22037 1436 5788 20631 4138 19803 4806 20262 13445 21943 354 6707
"209500_x_at" 4012 21351 3454 4941 726 2077 2207 18173 13269 21013 20611 21537 9478 12241 13389 22007 2591
"209501_at" 2149 4024 2933 20757 5295 18813 5470 19828 14728 3196 7351 8244 3394 14929 13111 1599 4147
"209502_s_at" 21808 17772 10901 677 14861 4173 18148 982 10434 6441 1431 11942 10847 20594 2884 1891 6935
"209503_s_at" 4274 16388 9563 16573 5249 16397 15305 18286 13801 18774 19868 11865 12092 12399 4923 8986 16572
"209504_s_at" 19711 768 12264 20206 19261 14836 19887 1319 3282 1366 8193 963 3708 3730 8745 49 2058
"209505_at" 13333 2178 11031 3982 10704 7538 8535 396 2762 3523 1517 19914 7448 20881 11933 20399 21703
"209506_s_at" 21767 13663 9947 4378 11106 3010 985 15298 10977 6951 21368 10141 6401 21830 9781 18853 12650
"209507_at" 14772 19883 7266 15349 8946 15776 18343 9944 17611 15861 11061 9957 9311 13479 17626 8688 18097
"209508_x_at" 19984 2460 5113 1392 4803 329 15539 10224 16090 326 883 9101 546 1867 12980 205 97
"209509_s_at" 17517 19175 5308 15291 6494 19172 16507 19026 15153 4842 10239 8665 11339 16717 17395 19226 19686
"209510_at" 4182 4617 1298 15388 8901 3268 18034 12260 15271 8261 6379 5389 4738 12685 4475 8675 20481
"209511_at" 17634 355 5848 6637 6585 991 17537 19276 21100 15733 9303 9166 20460 3198 2448 5742 16808
"209512_at" 5099 21316 69 21973 2236 19159 18931 11645 13036 7869 5854 9780 1902 21158 4174 2759 2635
"209513_s_at" 5711 17459 20926 2186 6030 15202 3930 19926 16484 6102 7800 19117 9933 19114 14345 7230 17198
"209514_s_at" 18572 1415 2381 16403 6437 3241 18998 5756 11884 6945 8266 12190 5576 10032 15486 19632 5388
"209515_s_at" 20709 20239 3666 4983 3471 20741 19962 11522 14437 9273 7458 4387 4380 14221 13643 21153 6661
"209516_at" 21667 2809 21796 854 22135 21593 5571 19586 13524 2080 9261 1237 21534 17037 21544 1610 1487
"209517_s_at" 14653 6110 7721 17232 20521 19206 15059 18313 13870 17523 10703 10905 3967 11045 18721 19434 1805
"209518_at" 100 16329 20902 2122 21760 21530 18776 9253 9966 21693 10279 1743 1183 19193 14593 22183 21900
"209519_at" 7042 331 21850 10176 67 19683 17324 20846 19474 910 20197 21692 2445 860 19101 15489 2506
"209520_s_at" 1983 5404 9357 20113 6215 18452 3998 11116 15793 20005 8594 7325 7439 13486 1689 20613 20117
"209521_s_at" 19432 7814 10552 7842 12032 13538 4958 17007 1657 11311 14545 17060 18488 4316 2916 12488 15938
"209522_s_at" 21646 17752 22054 9982 1018 16824 20641 6006 9371 11844 6701 7825 4703 16566 21345 3403 20938
"209523_at" 4036 3713 5398 19132 3606 16796 20939 6103 13750 17883 10172 11451 4843 14507 15250 9095 7716
"209524_at" 3652 15643 13637 5275 16726 18604 16080 20450 19686 7023 8011 5234 6512 13206 12350 5748 4675
"209525_at" 1316 2353 12702 5610 12568 792 3970 12140 15059 9423 2150 5784 4879 14730 652 1209 21885
"209526_s_at" 17379 3297 15920 19019 12900 17206 16441 822 15537 19395 3940 8846 1571 12601 7858 3144 5722
"209527_at" 17606 20160 7940 1262 461 20820 20351 9866 16863 21340 7216 6958 2532 16994 18884 19017 4952
"209528_s_at" 319 4034 22157 16022 20071 1119 20289 1987 18470 19159 10778 18515 7959 16246 21016 22175 2897
"209529_at" 3559 18799 9855 12701 18804 4246 19871 13593 874 10254 1448 5285 3744 10707 11489 4758 1488
"209530_at" 14100 1443 16021 1312 17718 20502 2584 9035 20463 21832 20584 1724 5362 22281 11694 22094 1675
"209531_at" 4704 15493 9205 2923 21768 4217 4881 7130 16656 8529 8132 10016 11266 13703 14301 6044 17276
"209532_at" 8855 2470 21854 19136 14482 21457 3278 11706 21239 20353 5223 6566 1386 9832 22252 1828 17297
"209533_s_at" 14159 21899 20081 21570 5730 1980 16477 11433 11758 18177 4655 4681 5718 14180 19067 8459 3096
"209534_x_at" 19266 5215 19291 2888 6434 14906 20087 8461 13302 6939 20068 21788 4272 11287 2482 563 5335
