"inst_1" "inst_2" "inst_3" "inst_4" "inst_61" "inst_1694" "inst_1816" "inst_1858" "inst_5068" "inst_5487"
"219169_s_at" 542 16895 3206 17451 21017 5072 7470 4012 20453 6937
"219170_at" 3952 14096 7225 3394 22205 15791 1325 21167 3503 3726
"219171_s_at" 14774 11225 9986 13484 7996 8975 11594 10759 1581 20568
"219172_at" 3579 3436 15981 18652 291 17799 22198 14562 1290 2063
"219173_at" 21873 20100 3381 21326 21132 12912 13042 14063 15209 15315
"219174_at" 14791 11238 14648 15890 9814 1016 4548 1297 21450 20839
"219175_s_at" 1432 5064 2636 4247 19714 18530 6757 11036 8147 21413
"219176_at" 7536 21600 7661 7296 17048 18121 5883 5687 9311 4605
"219177_at" 21563 21533 5970 5366 14888 18416 9377 11 18564 8130
"219178_at" 17800 21932 21346 21702 15691 15611 4373 978 6945 9675
"219179_at" 1136 10487 346 2473 20764 10717 15040 12406 12594 10440
"219180_s_at" 8258 11932 4476 4039 114 1373 629 683 20644 5268
"219181_at" 20965 12397 8478 5480 20976 9399 10612 20362 3100 14868
"219182_at" 3013 16245 5820 2785 15719 21362 14429 5838 1989 1648
"219183_s_at" 1213 2570 8019 6733 2166 10181 12190 11875 13720 19871
"219184_x_at" 3401 20731 21798 2812 8757 19506 2024 11833 18073 1934
"219185_at" 20104 16875 2066 5313 2878 19173 20719 6357 17449 6709
"219186_at" 8140 13102 18953 21490 18836 16987 22125 4440 18947 20249
"219187_at" 438 18996 21073 3158 10197 20658 19227 12162 4750 7855
"219188_s_at" 3098 1496 2449 7522 17981 2190 7686 3543 18353 19755
"219189_at" 3336 2632 1933 1812 18409 5839 4438 5450 10479 17890
"219190_s_at" 9579 6090 7186 10895 13611 7502 15148 9725 525 17929
"219191_s_at" 12792 6800 11894 15522 12248 10206 12612 5831 10686 14357
"219192_at" 18943 11906 7116 8698 4288 17728 5727 10017 21161 20978
"219193_at" 7108 1775 3074 2668 2757 15366 2988 3819 3098 4309
"219194_at" 1955 676 7061 4114 21603 1890 7981 15172 4243 18990
"219195_at" 13923 10554 14092 13539 12175 9856 16429 17243 12528 10629
"219196_at" 11931 8465 10596 10031 13411 9629 12863 16618 13632 14932
"219197_s_at" 6293 16159 22117 20845 2809 2364 18485 15350 1801 16892
"219198_at" 17807 16632 6493 20777 5645 1758 8777 1195 17550 5969
"219199_at" 554 1612 1229 2265 3517 1792 1204 13852 21604 22102
"219200_at" 5798 20013 19162 3229 21413 4666 3282 3601 17930 19719
"219201_s_at" 11596 7890 9745 10459 8361 4909 3884 11708 16752 3024
"219202_at" 19954 17566 16211 20698 19134 16975 2273 5436 871 19696
"219203_at" 3821 4192 3711 6824 21163 18897 20842 9594 9073 5035
"219204_s_at" 19176 2425 4309 6407 16186 20469 19613 1961 9319 2485
"219205_at" 2256 13457 15316 17079 589 17466 1796 5853 4268 2094
"219206_x_at" 19499 14110 22038 16627 14462 18883 6949 4102 3682 3366
"219207_at" 2179 12909 2508 2312 769 1253 20401 10550 8044 20902
"219208_at" 9522 8464 12331 10009 6730 1684 1461 4452 18581 5660
"219209_at" 10081 10957 9618 15606 9935 22020 4081 8326 9804 5567
"219210_s_at" 1737 1010 8463 4015 21957 16275 18904 3354 20787 20729
"219211_at" 8734 6064 9312 10542 12597 17990 20316 6711 19566 3490
"219212_at" 16934 18502 18421 17542 17109 15465 1254 2315 17613 17393
"219213_at" 21352 4744 21053 3997 21970 12990 16998 18342 16074 11598
"219214_s_at" 8361 3976 2752 18636 19516 19211 315 1881 5739 4665
"219215_s_at" 21827 13956 21910 3183 16178 4094 3380 10300 16958 19598
"219216_at" 11279 11101 15021 15223 8850 479 4043 11185 5517 7105
"219217_at" 18510 18902 19921 5861 19467 15815 7963 3251 7410 5642
"219218_at" 268 15269 6094 74 835 16455 1277 10683 671 22170
"219219_at" 15848 18271 15339 6872 4426 16453 5919 355 3073 17361
"219220_x_at" 6645 15556 4222 4464 16705 15680 4457 6124 17708 4173
"219221_at" 19121 18799 18856 5723 5760 4211 21521 13838 17074 1829
"219222_at" 6605 18548 4072 1689 6175 21999 935 1791 6887 18439
"219223_at" 7289 17359 15962 19173 14006 21973 21076 17311 21158 21079
"219224_x_at" 11920 9009 12941 12846 14374 16852 18949 21912 22277 3977
"219225_at" 13061 10791 10360 13628 12919 4997 11963 11770 11311 1122
"219226_at" 16576 18034 7270 17522 21515 17147 20620 5121 9852 18431
"219227_at" 2177 16481 16741 20670 19982 14481 45 13338 8885 16965
"219228_at" 4453 13530 7400 7316 1574 1981 2865 6910 7022 19352
"219229_at" 21083 21897 21911 19495 16647 16363 9980 11569 1324 18912
"219230_at" 13851 10192 13135 12400 13361 13408 13842 12301 12393 10262
"219231_at" 15676 3840 19693 18001 14051 2756 21639 9181 4925 3892
"219232_s_at" 5133 14559 2387 375 22058 21253 14127 14265 21636 4667
"219233_s_at" 14282 11153 12858 15353 13480 21583 468 9822 22247 9536
"219234_x_at" 10176 7318 1350 7641 12028 11211 19157 11363 18167 2735
"219235_s_at" 1609 2187 2194 980 18443 1823 241 10676 4338 281
"219236_at" 3951 14141 19250 1336 198 20220 385 5844 17986 5073
"219237_s_at" 496 17684 6468 1284 2688 18032 21927 863 1849 3474
"219238_at" 412 997 7701 2225 21158 20554 5251 4749 6309 4800
"219239_s_at" 86 626 673 1484 21205 1696 99 10251 18926 1175
"219240_s_at" 21011 15928 20615 8775 377 19111 3914 5930 18178 19657
"219241_x_at" 2148 2276 1101 2274 3972 20337 21953 22206 1761 22036
"219242_at" 13523 9994 9319 12660 7352 18018 6579 9741 9323 16736
"219243_at" 14618 10540 10550 13496 7779 9739 13229 17449 12482 12568
"219244_s_at" 16579 17704 18140 6816 15109 17102 21140 11332 6425 4517
"219245_s_at" 20016 13926 18199 19869 20738 2573 21323 9982 7515 17763
"219246_s_at" 21378 19595 18086 21685 12527 19395 20669 2098 1697 2068
"219247_s_at" 13997 10544 14333 12248 7953 11873 6625 11403 7403 5296
"219248_at" 17465 19030 16505 7523 4884 3079 2887 4817 19986 7127
"219249_s_at" 39 143 10225 12455 12297 95 22231 16329 1247 11257
"219250_s_at" 2792 19945 3680 7908 8511 16989 21923 15663 18238 1598
"219251_s_at" 10073 9064 13118 12657 7682 5651 1659 9892 21121 9876
"219252_s_at" 6445 12160 19410 18499 8599 15709 18564 11765 2359 269
"219253_at" 4659 15057 18044 7090 16940 17580 8721 1423 10382 843
"219254_at" 9268 6247 9218 10168 13103 20807 8709 7249 3534 17506
"219255_x_at" 3023 2174 6294 1994 2608 18037 19069 19618 13566 19468
"219256_s_at" 18396 13308 16102 21752 1232 14988 244 7099 18909 14522
"219257_s_at" 6734 12012 5095 1659 3485 18932 19245 15463 2231 9034
"219258_at" 19958 18322 21272 21609 17668 6115 5682 1953 19166 18378
"219259_at" 5988 705 15071 8765 19195 21601 10662 2872 13205 289
"219260_s_at" 7244 14847 17187 16468 18960 1671 8675 7232 7714 7037
"219261_at" 20715 13742 2411 1351 3824 16156 5153 10478 708 4099
"219262_at" 20219 16514 19665 20574 8504 16984 12527 17080 21449 20878
"219263_at" 9576 6858 14446 11210 7234 10675 9886 13824 14802 14146
"219264_s_at" 13391 10102 14288 15108 10595 15943 21566 17815 1596 356
"219265_at" 22018 20203 21609 17312 292 11532 5793 11900 5232 10216
"219266_at" 12820 9732 14749 13835 9570 16454 19909 22251 21139 21950
"219267_at" 8308 16183 19699 17740 4019 5581 3112 7927 20380 1902
"219268_at" 6923 2139 1098 2057 2588 19499 3902 21149 9929 136
"219269_at" 19005 590 6956 3022 3732 4369 7422 9124 1467 16768
"219270_at" 1633 2223 20536 20826 18873 21318 21870 10557 1988 21568
"219271_at" 3002 18826 21094 4951 1476 19614 131 19325 22147 5857
"219272_at" 452 822 290 937 21416 19162 22129 12486 4861 20980
"219273_at" 12785 7752 12017 14099 10614 7991 11434 20469 19606 13814
"219274_at" 15180 11733 14991 16270 9713 7724 21565 12841 20986 8505
"219275_at" 20150 21681 19555 3529 16271 16006 7623 9984 10148 4693
"219276_x_at" 21815 19842 21026 20029 15657 18701 2302 5006 10200 17531
"219277_s_at" 14935 9801 11707 15823 11731 9214 7143 20073 673 13638
"219278_at" 12620 9054 12052 10124 7689 21466 21862 12786 10089 5215
"219279_at" 11750 5198 10584 11001 8991 11764 8239 1330 18998 10452
"219280_at" 19871 15951 7881 20294 1927 18409 306 1971 20467 20688
"219281_at" 4333 19632 17162 9479 20189 21565 4552 7274 18641 19544
"219282_s_at" 5087 13992 2933 20770 19912 11899 14320 10421 14582 16478
"219283_at" 18416 17085 15800 18153 2766 3994 1826 5836 7622 5708
"219284_at" 18273 4098 17653 17411 8831 20917 554 5314 9396 8937
"219285_s_at" 14001 7641 14988 15999 11787 14503 17764 14808 4038 17554
"219286_s_at" 20446 21940 20253 20565 14790 19544 19267 6170 8948 17793
"219287_at" 2788 2086 1180 1006 3440 4057 19871 10526 21980 20477
"219288_at" 20411 14995 18419 6657 5062 17979 6078 13371 7969 9382
"219289_at" 1307 14429 7513 3034 1297 16027 6043 374 20199 3821
"219290_x_at" 22256 19762 22094 20718 21770 15689 9144 7712 16909 8394
"219291_at" 21165 21557 21295 5418 17545 17680 21541 424 20516 18810
"219292_at" 20515 17120 17709 6533 3716 6151 323 948 17580 5131
"219293_s_at" 5491 4632 17195 5763 15676 18094 19754 6814 19533 5852
"219294_at" 2272 7877 10892 2681 6847 2885 20950 648 1599 19816
"219295_s_at" 21537 21327 21819 21903 7906 1520 5503 1479 18993 9580
"219296_at" 5887 16747 18382 6812 14467 20853 7154 6655 3561 17725
"219297_at" 17615 20016 21344 19910 16790 17318 20425 5648 17875 20076
"219298_at" 5254 5045 4402 3280 1459 22193 14564 16243 11537 5059
"219299_at" 15303 15828 18025 4330 16005 15169 7654 9450 3887 3760
"219300_s_at" 4431 13619 17178 18565 16821 6758 16249 20158 5776 21776
"219301_s_at" 15098 11280 14930 15995 12323 8989 15078 13990 21736 492
"219302_s_at" 14281 10800 14526 15852 16283 6531 17698 12652 19552 8870
"219303_at" 4947 4048 5810 20795 19496 2005 1412 1813 17565 1460
"219304_s_at" 2993 4690 17947 4120 13792 8162 621 10464 7943 19675
"219305_x_at" 4131 3516 8605 16637 18665 20594 9014 12300 719 12890
"219306_at" 8529 21794 19373 1774 16516 16705 8321 8203 4856 18134
"219307_at" 18190 21584 21648 21262 4072 18937 8502 2633 4421 19487
"219308_s_at" 8511 9248 929 11263 21102 13676 11598 19722 2768 16319
"219309_at" 18529 14294 17907 19206 11945 11076 11706 11774 9128 19006
"219310_at" 18517 3670 19663 2611 22158 13860 9947 19398 14255 14099
"219311_at" 21618 20765 17154 2672 6149 18511 20485 2791 7300 8981
"219312_s_at" 971 9717 7440 8065 5817 4473 8438 592 3145 19698
"219313_at" 9460 5652 9031 11813 11291 21007 21949 12306 107 302
"219314_s_at" 20425 15338 15474 18609 21080 5665 9005 18898 20418 8978
"219315_s_at" 21916 16241 19201 19080 21700 7668 18423 13118 11220 16099
"219316_s_at" 2470 21116 17767 3054 2660 2205 16177 8127 8301 5766
"219317_at" 1785 3370 6900 8105 21271 16011 1360 3353 6087 2033
"219318_x_at" 2245 2184 15183 494 21874 13982 15820 17090 21329 5265
"219319_at" 10615 10214 13249 11198 10216 11485 15757 15104 12867 10033
"219320_at" 16447 2931 2518 2394 18106 21119 2152 9520 2338 1862
"219321_at" 5495 20155 19427 6911 21468 1885 2012 12820 8946 3805
"219322_s_at" 7389 20894 16726 19089 2293 4417 20725 10280 8796 7942
"219323_s_at" 1654 1809 16256 7886 877 11083 16229 13148 15210 16519
"219324_at" 3682 2170 4151 1974 19800 1553 6607 9801 10000 19315
"219325_s_at" 12718 7310 11311 12161 8414 8324 12405 1800 14256 4994
"219326_s_at" 19083 21466 3864 18870 18353 15939 1182 1727 21409 4482
"219327_s_at" 4302 2605 7087 18484 2919 15928 4136 402 9491 1720
"219328_at" 19230 15071 18600 19266 7671 3722 6567 180 20909 7584
"219329_s_at" 16421 17650 5748 8153 5360 17804 5810 8049 7865 19556
"219330_at" 1838 12253 2975 4190 15808 15373 9087 142 3227 7935
"219331_s_at" 19412 15307 18823 19900 5930 9295 18550 15088 20606 16130
"219332_at" 17936 13306 21228 4261 18928 540 2109 1454 9260 18392
"219333_s_at" 21832 18601 21686 21909 17990 21646 398 22077 5366 21545
"219334_s_at" 12009 5592 8893 13452 9791 7155 20370 11117 1150 1804
"219335_at" 2381 4660 3429 1418 20749 16154 3671 9234 18352 1440
"219336_s_at" 20617 17010 17072 3429 221 18222 20503 1762 4368 7434
"219337_at" 175 159 1048 644 2148 208 1457 21768 6038 21521
"219338_s_at" 17284 16131 15647 21344 13623 17350 7417 14820 8193 20829
"219339_s_at" 479 1581 2458 12375 1932 100 15011 13959 989 181
"219340_s_at" 20668 18367 3071 17745 22188 4232 6912 1060 19290 2066
"219341_at" 19474 4783 21349 17028 11421 16125 20021 1023 18587 6258
"219342_at" 18776 20354 15421 19429 21200 20656 4426 6254 8737 3817
"219343_at" 3977 13641 15875 5958 2742 16218 20308 7933 9567 7500
"219344_at" 4 40 2 34 2724 3237 818 5670 5321 17822
"219345_at" 17683 21336 19574 19486 13772 288 21529 2720 582 5009
"219346_at" 19674 20751 21456 20951 2863 2742 288 21004 4175 3915
"219347_at" 7245 21369 21128 20920 15619 3702 6232 6473 18275 7651
"219348_at" 18379 4446 17732 19060 16593 4053 2223 8658 6579 19091
"219349_s_at" 1067 15236 576 543 15084 465 1424 1373 19417 20525
"219350_s_at" 18590 15872 15949 8434 20186 16161 6514 5694 6196 7609
"219351_at" 20457 18457 8270 16871 2545 21997 752 6464 8014 5890
"219352_at" 14900 10373 4231 2420 10658 21635 1661 4369 1495 6837
"219353_at" 3372 20087 3057 16812 15490 4179 8644 1596 4206 17006
"219354_at" 21301 3958 20180 19278 8347 2786 21801 6869 18878 19635
"219355_at" 12444 8391 12381 13377 11272 9947 12690 16431 12357 11085
"219356_s_at" 3862 21260 20112 21408 3204 15194 7053 5242 17896 6556
"219357_at" 7296 21496 20550 4020 7594 19574 20003 9057 3197 7187
"219358_s_at" 7144 1002 1895 2858 3244 20248 8475 11918 400 20301
"219359_at" 21237 19790 21425 19357 11834 10351 16325 15376 14253 1056
"219360_s_at" 12761 5773 11476 10623 11519 18717 4220 19879 19062 21900
"219361_s_at" 6 351 351 20 4142 3589 1288 12180 21737 2707
"219362_at" 19318 19655 18089 18928 4796 21426 6711 11412 10512 20759
"219363_s_at" 5245 19909 20553 5053 4819 15168 6313 4978 18329 17081
"219364_at" 11981 7254 11079 15136 9444 9759 14893 20926 16118 15225
"219365_s_at" 630 13827 1517 6440 5912 2835 10187 16760 355 18613
"219366_at" 21275 16745 20901 19620 21015 2024 18634 9148 21223 8641
"219367_s_at" 76 13711 763 1903 16262 8759 2053 8005 3361 12720
"219368_at" 20223 21700 5876 16678 20441 18969 7277 17727 16725 8295
"219369_s_at" 1717 7839 2499 1576 4551 16324 1921 14021 4080 3394
"219370_at" 5140 12910 5350 6829 414 2393 12337 4908 3669 18086
"219371_s_at" 8965 3319 8959 4221 8129 798 7565 9973 18919 3503
"219372_at" 3534 9648 12104 3987 5758 21204 224 131 21718 5727
"219373_at" 4149 3796 15057 1403 15100 5945 8972 9206 6698 6788
"219374_s_at" 2257 20272 15191 5205 21297 3842 4703 4654 5188 3434
"219375_at" 5652 12958 3439 17716 19913 15113 5076 8943 18481 2878
"219376_at" 6975 13710 16781 1389 15672 21041 1977 15614 5929 7208
"219377_at" 20793 21427 17729 4596 15771 711 21571 5965 18629 1901
"219378_at" 4183 21201 7056 1749 15954 17529 4953 11360 19399 20536
"219379_x_at" 9682 9824 9987 11691 354 6439 17 13374 8253 13261
"219380_x_at" 13100 7848 11816 11637 6435 22057 20124 22186 2594 19480
"219381_at" 13646 9962 13612 11943 13304 14816 18309 12685 2164 13727
"219382_at" 2828 13349 2383 2385 5893 20060 9154 9241 1934 16883
"219383_at" 21453 19208 21168 21584 12055 10786 15758 20760 10981 13371
"219384_s_at" 17218 20012 15171 9092 20398 17395 4934 10878 949 7274
"219385_at" 1805 2643 4112 5555 1267 5701 15122 10071 16264 17389
"219386_s_at" 13947 6694 7321 11869 11640 11610 17470 13427 13952 10183
"219387_at" 15080 11664 13970 16229 6882 7039 20544 21937 21173 18738
"219388_at" 17282 21309 7483 5632 1550 4720 6214 16680 3926 2601
"219389_at" 1765 938 68 402 20629 3707 6034 13670 1478 20808
"219390_at" 3325 12206 5025 17278 21526 17808 5263 3572 4978 17178
"219391_at" 10258 6243 4495 10780 11195 6379 13158 13487 13092 12788
"219392_x_at" 16874 19605 6394 7719 16729 15766 9333 10805 2246 18143
"219393_s_at" 2946 6556 1962 1730 2123 9277 11875 15108 22148 16079
"219394_at" 5223 543 4215 4017 16101 20562 2285 10674 2997 7692
"219395_at" 18849 14998 15952 18762 17642 20887 21755 20562 7804 20925
"219396_s_at" 14269 765 1284 1159 18933 13987 18231 16366 5216 1580
"219397_at" 6296 3578 3629 16533 5585 17391 6278 7262 21667 5318
"219398_at" 6361 1195 3005 3646 14658 3334 7904 21525 17274 4331
"219399_at" 4436 12099 21817 7485 623 20553 2251 637 19620 2503
"219400_at" 4364 1596 7433 18196 17492 8609 21761 16895 7805 19322
"219401_at" 1937 11579 14699 1446 11065 5035 7448 12035 2078 1859
"219402_s_at" 22030 17924 21679 21506 19490 17217 20223 7389 8760 9135
"219403_s_at" 22026 21810 22222 21756 1402 21662 7485 7193 19376 6780
"219404_at" 1967 2979 18925 3647 586 7809 14155 13488 7385 249
"219405_at" 15079 11250 14799 2474 13518 10155 4488 9961 7281 20956
"219406_at" 20117 21229 19955 21565 19494 4381 7685 11841 19442 18074
"219407_s_at" 9582 10612 10638 10960 6476 14976 21751 13208 8211 16620
"219408_at" 11349 9369 10209 14704 16396 3934 19847 7595 18446 455
"219409_at" 4424 2990 16491 2982 19471 15377 8872 4374 1337 20429
"219410_at" 15547 13821 16444 17599 18064 16521 6647 1846 8710 20245
"219411_at" 3174 4237 391 2367 9152 16276 14325 694 310 5350
"219412_at" 9245 6178 12883 4515 10449 9439 12229 16606 12872 12250
"219413_at" 2813 77 1565 1451 632 19752 19626 20762 555 588
"219414_at" 21935 20748 21803 21621 12096 2951 16830 15526 14186 20903
"219415_at" 13687 10669 13057 15393 12483 6595 18023 12496 7905 14233
"219416_at" 2597 16887 836 2570 3729 5005 9301 15099 18042 21703
"219417_s_at" 9307 323 11298 10389 9365 703 18584 7411 21147 12141
"219418_at" 22276 16311 8429 2074 473 18955 19136 1540 16861 22027
"219419_at" 20564 18658 18570 19545 3845 2985 21808 9833 5689 22022
"219420_s_at" 6398 14071 16829 8270 19498 3263 8859 4095 8592 3616
"219421_at" 2189 7095 14821 11194 7803 21289 1155 3135 9175 22139
"219422_at" 21642 19422 21428 21252 1782 12104 14240 16005 14910 9729
"219423_x_at" 1336 20054 15898 18665 18479 13582 138 16267 481 20921
"219424_at" 11847 7745 11683 14333 7860 7893 14173 19004 14194 14541
"219425_at" 4701 20475 21185 20314 19508 13017 5431 14907 21749 407
"219426_at" 5936 4996 17338 4625 3092 5886 8571 5892 3906 18742
"219427_at" 14385 5914 9107 9967 9527 8355 12594 21246 1079 19600
"219428_s_at" 6402 3252 5791 17476 14248 21029 20603 4849 3506 3599
"219429_at" 15849 13211 20823 7534 2609 15361 22130 20887 5233 16864
"219430_at" 5344 18742 19642 19016 15567 14770 10892 13269 375 15568
"219431_at" 15463 18327 19439 19471 19096 22095 40 21995 21235 6496
"219432_at" 10022 8748 9688 11686 10234 9787 4874 16107 19733 11880
"219433_at" 13472 10798 12784 14339 9239 3060 1730 1806 19258 21035
"219434_at" 13912 5583 9883 11009 777 14452 13660 8741 10198 6083
"219435_at" 10159 2970 10747 7783 10384 3958 961 8965 1548 21598
"219436_s_at" 15136 10595 4491 14773 10717 8191 14850 19422 10769 12844
"219437_s_at" 22010 15592 3449 6356 3704 422 8962 9423 19588 3626
"219438_at" 4884 2698 21703 21173 19449 4637 18123 17926 9011 20625
"219439_at" 3353 21865 21710 17148 1242 21103 7834 3029 17244 20011
"219440_at" 14669 11338 14242 10403 8821 11974 18258 20808 17000 20013
"219441_s_at" 14788 9653 11567 15549 13948 11832 14182 10091 20277 13858
"219442_at" 5 18 3 15 499 21832 6038 12654 20093 31
"219443_at" 15493 21370 19448 2521 18549 17431 6497 6426 18447 9317
"219444_at" 535 17274 5271 6583 266 22264 3441 2760 22055 21612
"219445_at" 20606 17328 19071 4975 1194 21595 21715 10729 413 19410
"219446_at" 1155 15284 4435 5619 4933 18831 5155 8083 5307 21289
"219447_s_at" 3097 1672 3863 1844 19105 1670 2707 9471 1816 1566
"219448_at" 15652 13623 17171 18561 11955 6270 7985 84 19494 19154
"219449_s_at" 18802 13456 15408 3223 16322 4778 3398 5817 16636 7362
"219450_at" 19375 17543 8219 17459 3217 19915 20057 9842 21136 2243
"219451_at" 12975 11668 2490 83 7146 21778 5555 15611 19392 21717
"219452_at" 10831 7666 11618 12929 7789 9956 16474 14890 14125 13685
"219453_at" 4456 16479 19223 8092 5101 21950 22127 12803 21805 5331
"219454_at" 16992 17006 17237 6093 5386 7415 9763 12939 11066 973
"219455_at" 14883 10585 14678 15822 11283 11710 13459 18822 1725 21139
"219456_s_at" 13982 227 5830 10184 1375 7032 12459 21990 13469 15913
"219457_s_at" 13268 10176 14984 15425 13249 14096 13453 2670 13418 11017
"219458_s_at" 3504 4727 16793 4056 21501 20616 6167 3244 18963 19826
"219459_at" 5679 14029 2378 6643 14593 6120 18931 2605 9958 20043
"219460_s_at" 21726 20052 21531 4948 11197 1735 3940 5877 9509 3552
"219461_at" 6116 3426 2045 3420 4735 3076 19756 13694 2037 11641
"219462_at" 17917 15907 22101 20338 2497 18148 3389 2339 3079 2300
"219463_at" 11469 9068 3832 12273 11487 9184 16758 877 14379 14955
"219464_at" 4588 3915 3769 4742 1294 12321 9866 18520 13879 13667
"219465_at" 8651 5246 9087 9847 3798 9503 12799 14694 12527 13774
"219466_s_at" 9004 5172 12971 12759 12685 13751 17224 20470 15163 13540
"219467_at" 3632 14735 4673 5348 18952 5237 3548 865 18418 7302
"219468_s_at" 2138 4293 16552 18995 2407 310 19180 15413 19541 8226
"219469_at" 8182 17144 8486 13149 22010 97 927 2138 784 19563
"219470_x_at" 3591 20275 16962 20342 17705 21028 1107 4073 3116 17932
"219471_at" 19171 14985 18529 19688 10196 14689 18200 18815 5615 14784
"219472_at" 5527 3718 357 18584 764 10154 15372 11540 6907 21119
"219473_at" 20140 12120 6216 7694 294 4897 2416 11364 724 6708
"219474_at" 2352 10216 1398 366 21178 19302 2346 14943 2769 1899
"219475_at" 2327 17655 735 3017 19265 170 18662 17486 11201 87
"219476_at" 11442 8182 11194 12321 10233 12057 20661 19096 5795 15584
"219477_s_at" 13313 9129 13625 7506 14486 19557 20588 6028 6982 5000
"219478_at" 9639 6614 9363 10162 7615 11894 18387 16726 10903 16225
"219479_at" 19837 19983 21175 19860 19705 20126 795 2525 7051 9654
"219480_at" 13284 10119 9358 15732 20508 11166 16841 17530 15952 12142
"219481_at" 1738 22047 22224 4249 21677 20904 4748 2389 3286 6474
"219482_at" 10745 6688 13278 10552 9218 1011 7431 11434 4237 2871
"219483_s_at" 15978 15454 19557 18699 3002 590 6999 1766 3931 15391
"219484_at" 6582 1894 880 2535 19405 20700 5307 11109 465 1953
"219485_s_at" 8437 14389 18008 4159 16568 15197 1712 2776 7864 9285
"219486_at" 17373 46 1 8178 4228 3697 21254 12133 8250 20193
"219487_at" 7703 17666 16340 8841 11366 16715 3594 4363 19141 19243
"219488_at" 2871 16953 21409 2191 3849 21933 6362 12522 15169 2157
"219489_s_at" 21001 17386 15425 20936 16450 22068 2879 18001 19746 19778
"219490_s_at" 5474 17486 5707 2886 5284 4708 21538 7685 7589 4853
"219491_at" 4178 12209 7328 4961 18215 15598 6044 22069 2349 5785
"219492_at" 576 2733 848 812 5649 20341 5301 3781 20106 16739
"219493_at" 15759 20866 20869 5371 3645 19412 8149 6672 18745 5630
"219494_at" 2366 18907 4588 4435 14494 18431 2491 10924 5726 4371
"219495_s_at" 4169 2319 1173 670 14596 2114 22014 5525 9841 4537
"219496_at" 20491 13318 4753 20470 20801 18193 380 18018 2751 4343
"219497_s_at" 9261 5192 8647 4614 3384 7612 14538 2598 9339 10762
"219498_s_at" 9086 9195 11641 11643 11946 12300 15919 387 9405 16014
"219499_at" 4569 2176 16184 7692 21055 18956 1027 15450 19890 22113
"219500_at" 4542 15559 6289 4320 4659 2317 21732 9538 18958 35
"219501_at" 20362 13776 21523 19947 5712 14838 10444 13002 718 20006
"219502_at" 7756 2054 2665 1117 20364 20772 6956 218 4125 20539
"219503_s_at" 7139 3484 21368 17667 19085 7398 19458 13301 2193 1178
"219504_s_at" 8869 5987 8905 10092 3641 22067 1962 7855 1742 21886
"219505_at" 11377 7858 12589 15073 13045 12056 12080 7502 14047 11292
"219506_at" 16233 12498 15817 3449 22074 6625 18557 11639 1075 14566
"219507_at" 5504 12539 5303 16497 1558 356 9186 2912 20658 4580
"219508_at" 18268 14054 17643 8653 11172 8767 11657 13964 15257 780
"219509_at" 21204 22185 18673 17593 18079 14747 15687 13979 12781 15910
"219510_at" 1977 12989 2420 696 5920 19022 7975 3557 10024 6875
"219511_s_at" 11060 6407 10991 12005 8653 12498 16155 18198 11448 15761
"219512_at" 20719 20650 19334 9650 4963 5472 20654 7174 6037 917
"219513_s_at" 17822 13627 179 391 1289 579 21225 18770 17058 20638
"219514_at" 12797 9288 4964 10195 2054 13280 15196 15369 15859 15207
"219515_at" 5876 18572 3799 4648 19307 5754 4903 8026 7743 3225
"219516_at" 1109 2871 11033 13486 12296 7524 11954 18844 7906 13117
"219517_at" 834 3168 2362 595 16751 21987 2805 12057 9853 3355
"219518_s_at" 16327 18334 20244 19301 15379 19007 3166 21960 5480 5999
"219519_s_at" 13554 8361 9760 14141 11664 10128 14008 20617 14870 13520
"219520_s_at" 16729 17086 17348 7498 4590 16163 3618 2036 17941 6508
"219521_at" 11041 7619 11168 12627 8525 13925 11604 20914 16536 134
"219522_at" 17919 18378 21675 20967 21153 3053 9232 8688 18028 17869
"219523_s_at" 4547 19119 20873 20184 2272 11954 6535 13938 18712 20447
"219524_s_at" 13870 7201 14256 15139 7653 12679 16888 19842 14847 4825
"219525_at" 10746 7605 13182 11844 8081 19295 17695 19630 16108 16710
"219526_at" 5226 4695 7271 4360 18021 1108 8883 8166 17125 9625
"219527_at" 504 9025 11825 13923 11605 15387 1940 21103 7012 22029
"219528_s_at" 5310 4198 731 1860 21478 21581 5344 18008 325 9329
"219529_at" 8215 12342 4018 2339 20092 3425 8897 20338 21491 1585
"219530_at" 4498 2344 2523 2861 16031 16592 1543 12070 7711 19998
"219531_at" 373 7063 476 6945 21554 22042 3257 3642 4414 2349
"219532_at" 15266 4766 14518 15467 8293 15154 3195 13197 1748 17893
"219533_at" 10287 7650 9900 12697 7666 13396 14488 17982 14968 12043
"219534_x_at" 12129 8364 12199 13102 8289 6427 437 19828 3773 12848
"219535_at" 21998 21005 20261 21212 20384 12310 14247 17568 11295 10714
"219536_s_at" 15004 11574 14696 15415 10175 13801 9915 20937 15779 15688
"219537_x_at" 4782 1526 19904 3662 18956 10347 22042 14397 16886 11465
"219538_at" 18839 18140 19764 5663 2887 20186 4651 7490 9824 6122
"219539_at" 16275 21325 20849 20812 15654 4188 4468 4945 20439 1184
"219540_at" 21609 20247 20182 6749 10633 2739 7679 2534 5267 7909
"219541_at" 13037 5798 11202 6944 9074 16827 6676 17389 8959 21655
"219542_at" 6123 3142 7009 4079 16688 1358 1631 14542 3326 21795
"219543_at" 12963 9348 1689 4901 19726 5543 21454 8916 18399 3144
