"inst_455" "inst_995" "inst_1053" "inst_1156" "inst_1215" "inst_1286" "inst_1640" "inst_2641" "inst_2675" "inst_4439" "inst_5010" "inst_5212" "inst_5575" "inst_6174" "inst_6664" "inst_6975"
"206446_s_at" 9194 6240 6664 5855 10348 11565 13512 11441 11731 14462 12180 12927 7810 5949 9006 8583
"206447_at" 9738 11857 12989 8406 11785 18038 14937 8987 9934 14528 5015 15229 639 9158 10815 11829
"206448_at" 5546 3882 5176 10293 15995 9901 20990 21410 20795 7817 3770 229 15697 1516 12445 306
"206449_s_at" 3977 13330 4751 12419 1164 14206 8113 13607 7592 14677 15311 9920 8579 7382 10064 9373
"206450_at" 9099 13046 11255 6247 12484 17729 12345 11910 21703 8307 14565 6154 7131 10937 9608 10718
"206451_at" 3100 18713 21641 18883 17041 2695 3431 16666 2018 8567 8248 7782 19895 21259 20945 21835
"206452_x_at" 3165 19331 18653 18734 20760 22172 3889 3052 21848 5345 16899 20464 12633 21208 20294 13282
"206453_s_at" 2 3522 10684 20340 1841 21631 15230 21194 18021 15523 6188 5706 2596 22198 6939 10205
"206454_s_at" 11283 11504 9445 8232 6636 10509 7331 11109 16129 14424 11661 11619 6527 375 9831 117
"206455_s_at" 22199 12432 13232 10648 11608 11215 14517 14205 10855 15275 12040 4980 5425 787 48 11762
"206456_at" 12988 13303 11457 10054 5498 13461 6991 13307 8624 11574 13318 8674 7963 3924 1716 9358
"206457_s_at" 12456 14541 5792 5979 7771 14004 6492 9093 8331 14220 1935 14934 3725 7080 7286 10374
"206458_s_at" 19959 13707 6669 9985 9051 10172 15062 155 10289 14397 1767 13244 7883 10757 6150 5285
"206459_s_at" 2409 14166 4487 12510 12266 18111 7550 14981 761 5753 9531 9760 1892 12962 6888 9839
"206460_at" 20787 11773 4622 6618 5247 18641 15940 13335 14551 11160 2212 1388 1089 7173 6083 11480
"206461_x_at" 2761 1202 17590 3907 1628 4411 20251 2555 3686 543 2081 201 1812 4079 15728 407
"206462_s_at" 17648 11985 8901 9890 10318 11968 11691 9351 12040 12267 15696 9272 4111 9526 11243 6897
"206463_s_at" 15788 16777 22069 6522 13803 14461 2481 21453 8259 20761 3927 2661 18414 8130 15716 1645
"206464_at" 11547 10765 11233 11289 11734 15979 13421 8165 12571 14376 12256 8867 4040 9302 2685 7891
"206465_at" 1477 13405 8239 12739 8994 13021 14098 7770 10527 14001 9700 8500 3315 5398 9548 6318
"206466_at" 13466 14393 9173 10249 7346 10769 12460 14156 138 13467 15272 13840 3249 1632 8687 11726
"206467_x_at" 3857 14628 13872 8836 21633 3775 1510 18623 575 10015 1586 19011 2616 1686 16630 14318
"206468_s_at" 21570 18466 17374 17446 19838 4830 19515 18665 16311 19937 20724 20255 19078 19402 19963 19466
"206469_x_at" 2727 22110 1705 20641 1518 3185 22160 17443 19130 19268 19159 20454 11992 2488 16093 22044
"206470_at" 8570 7563 10027 6227 11198 16320 13990 12100 18766 19034 8946 8619 7419 777 18494 10159
"206471_s_at" 7260 15705 11307 21374 1039 19387 9167 21820 15903 19697 7571 7419 521 12711 2049 12529
"206472_s_at" 3826 16831 20513 21967 14506 7605 2917 16020 2586 10071 8560 1697 20614 21599 2102 21536
"206473_at" 5338 17471 21905 18966 2332 253 19992 17450 3361 21690 21471 18765 11520 13795 20933 22083
"206474_at" 2197 16720 19496 16357 522 12043 255 21478 1173 6619 20793 2600 18653 3389 21884 15159
"206475_x_at" 9278 12330 8364 13505 7607 13085 9329 10296 12023 13258 11659 15206 3434 5666 6549 5542
"206476_s_at" 9740 1970 4859 1617 4646 11491 14773 9775 19647 13554 15265 1561 5375 3598 10905 12103
"206477_s_at" 18139 9692 6092 13991 11606 13808 7649 11453 7781 556 890 112 2453 8988 5665 10359
"206478_at" 4962 17580 1773 11925 11410 18272 3737 21371 8483 11752 535 8260 18313 9082 1417 19260
"206479_at" 13403 10626 12486 13690 5047 15514 10427 8379 10991 14368 10031 13466 3334 6374 10808 10477
"206480_at" 9961 12892 10121 14941 12410 12701 7926 99 22023 582 18530 5307 9878 3761 21736 2151
"206481_s_at" 8091 13994 3877 10937 2308 10056 13277 12205 6895 12276 10321 14400 3599 5337 8861 11333
"206482_at" 1246 20984 9324 11113 19450 11125 20642 20875 6954 954 6239 8016 15870 5161 17887 18176
"206483_at" 10385 8095 9361 11971 12716 11723 11199 21062 19468 22195 5472 1364 444 2918 22003 9021
"206484_s_at" 11043 7729 8093 12218 10477 13098 9257 11374 9510 13040 13263 11614 6568 8255 8733 8242
"206485_at" 221 7703 3470 14555 6284 10362 8261 8150 15629 13354 12065 12662 5999 7040 8710 8130
"206486_at" 12186 11467 6619 14398 11901 11345 7273 14302 10642 12973 13786 9642 8673 8344 9624 8333
"206487_at" 10726 49 10155 13778 15470 19129 8590 7376 1618 2438 93 19947 10474 12925 20666 5682
"206488_s_at" 7162 6057 11609 459 6567 13680 8610 13341 17581 13146 1702 19688 8770 886 5982 11134
"206489_s_at" 10477 10314 3630 8741 9079 10428 9253 12511 11392 13753 14216 13530 3851 9652 6162 5723
"206490_at" 10756 12479 11957 9867 6134 13454 8098 8938 12461 12337 14335 14122 5991 8295 8230 6709
"206491_s_at" 16179 3680 15896 4979 2390 7614 15986 6074 14692 5276 7392 19769 11738 12757 11375 15478
"206492_at" 4970 10832 12692 5788 20901 5791 7638 1539 16386 19140 19465 11206 20492 13850 20653 2623
"206493_at" 20576 10149 9236 8242 538 18804 8566 12910 12029 4541 15640 13145 17935 15609 155 8738
"206494_s_at" 10784 6764 7385 12032 6121 9487 10823 10381 9923 1810 12561 14002 3462 8910 10829 11038
"206495_s_at" 5288 5272 17293 19534 19308 20068 3522 22278 21895 7730 6238 20367 20335 12766 21143 22126
"206496_at" 10602 12080 3194 14805 11019 15094 12188 8669 1883 10366 15027 9598 3118 2504 745 11335
"206497_at" 11426 9900 5521 16045 2723 20759 11689 5417 17107 4590 8834 7963 21501 21962 15918 11860
"206498_at" 3457 8079 4173 14476 12433 10256 15181 13877 16511 15279 14145 5732 17462 5533 20453 3780
"206499_s_at" 17425 16105 15880 22153 1087 6016 21298 17733 3291 6384 24 3892 18285 17776 21060 17444
"206500_s_at" 21825 2239 19763 21104 20247 21145 925 2342 16371 16401 18315 18862 19115 17941 12925 20795
"206501_x_at" 14149 10568 8334 8938 20950 14665 9305 5027 10695 71 13872 12015 3325 5101 13102 4193
"206502_s_at" 7500 6918 8126 13552 7756 17124 9248 11428 2934 13713 12343 13728 7440 5517 9895 11127
"206503_x_at" 8263 14787 13556 583 820 19194 6962 1597 6395 18082 627 8911 11890 3851 21397 11189
"206504_at" 11627 12920 13172 7374 12633 14816 15085 11020 5297 12114 6207 11845 9645 2078 2214 6289
"206505_at" 9829 10123 10351 7041 6109 15794 14180 12601 7332 14840 11106 13008 7239 9293 6210 6540
"206506_s_at" 15495 20190 20373 761 18505 19953 835 2250 944 17648 1292 20604 20974 4485 616 1918
"206507_at" 12683 714 5594 11860 16849 208 4116 697 20270 2076 2191 22074 17744 15030 2430 19255
"206508_at" 6338 8420 13791 5193 14306 20191 8936 14116 375 19301 178 12651 75 11595 13343 1200
"206509_at" 19436 13656 10411 14796 6074 16890 14460 1487 1558 21926 6474 391 13268 341 20689 13116
"206510_at" 845 8875 5351 20245 21006 7807 209 21950 19389 16979 6304 22055 1298 483 19482 124
"206511_s_at" 617 12611 8790 6133 1455 10096 10896 1705 12454 6716 14899 8653 7371 7148 1021 10642
"206512_at" 9761 9799 10789 6393 10965 15846 10389 9408 2475 11185 12587 6153 13366 9703 9806 16728
"206513_at" 268 11418 12614 17701 3502 21156 7062 378 20007 291 8292 15128 5195 17393 19946 9039
"206514_s_at" 13304 9549 7822 14047 10380 17514 8035 12147 1613 11010 13291 10021 3100 5995 7011 7786
"206515_at" 12516 6353 4782 9736 8765 17005 7342 9608 6856 12642 12770 10042 4476 1095 10443 6203
"206516_at" 12420 13768 5945 11747 6991 14962 12493 2261 1826 2174 3690 11571 13117 2788 1262 3377
"206517_at" 10979 9294 7216 8683 8575 12771 11300 11663 10111 11146 14164 9104 6932 9768 7511 8895
"206518_s_at" 6459 7715 13205 14091 10072 12541 10759 10706 20168 7253 8010 12401 1944 8290 3426 12214
"206519_x_at" 12866 8647 4117 6900 11788 928 6768 7958 17985 13741 12832 8449 7613 2030 11075 4979
"206520_x_at" 4390 10554 13320 21552 10517 5755 603 21347 14542 7376 21797 15888 13059 22127 7412 12582
"206521_s_at" 12042 8976 16281 2563 1457 18135 8178 13103 20861 22156 21722 5154 21849 13559 2386 22080
"206522_at" 9942 11836 5141 20885 6336 3691 7288 11626 19541 10450 927 14167 874 4495 10178 11255
"206523_at" 8569 8982 7217 10567 231 15593 9509 11632 7636 4815 14065 12194 6520 8199 10722 7491
"206524_at" 3589 6094 6528 11472 6792 18101 8839 10408 11630 6072 13976 13326 4205 10952 8780 8799
"206525_at" 5363 14765 9455 12633 11082 15557 12797 13913 9274 4320 14295 13319 3358 8516 8316 7299
"206526_at" 12981 22200 22098 14417 20846 14933 19356 6179 20594 15589 1278 20834 11005 6986 21919 13346
"206527_at" 14937 16270 325 11310 11954 9657 2062 21817 7114 12738 18764 21090 17284 7820 7884 16028
"206528_at" 13262 12605 6458 8881 11772 10855 13468 11947 7095 13443 12624 2745 3593 1977 7490 6838
"206529_x_at" 11161 11710 13770 8113 10503 10999 6840 8628 18173 16414 8636 14984 16314 4957 20918 12035
"206530_at" 18518 20490 13832 9993 5680 14718 7663 364 10337 14899 21848 1915 16934 10429 6570 12525
"206531_at" 8638 10888 13633 6216 884 16150 3835 8281 10726 17790 11822 12380 557 7194 2821 5595
"206532_at" 7130 3305 9307 13149 7355 5885 13997 2200 1171 22005 18342 20969 1007 1540 3140 12549
"206533_at" 19966 16735 20945 18544 19912 6700 2876 19706 14488 19127 20766 18612 14928 19801 15075 19024
"206534_at" 5947 7139 12295 10362 9550 15179 13203 9407 8471 10472 12799 13650 8707 896 746 4167
"206535_at" 9800 14155 12738 9433 7840 13442 9709 11689 7723 12389 11514 12600 4758 6711 7476 7466
"206536_s_at" 15533 886 15973 923 3259 11521 21897 20939 949 4967 21681 2261 10683 21969 19843 3763
"206537_at" 2137 8426 10307 14742 6037 10992 8058 19564 9137 10311 16992 3662 20867 1954 9000 10152
"206538_at" 10880 10516 4479 18440 6739 12020 13822 14668 14378 21875 11765 11898 6273 2188 14013 5377
"206539_s_at" 8386 6896 8367 13220 5385 17413 13944 950 7454 13687 208 8607 4340 10003 11182 7586
"206540_at" 5141 4320 12228 11764 17067 18220 8652 11339 11478 1741 10862 18489 20838 800 833 4217
"206541_at" 1067 6620 8446 8460 8679 14324 10589 8944 7583 3713 12855 12755 7964 10185 8922 6484
"206542_s_at" 21455 5629 21072 2620 17529 3131 3183 20296 3489 9320 3583 6016 20737 19367 19033 16859
"206543_at" 10235 21953 8537 18217 1323 5888 268 21272 15836 21291 19015 1961 21673 3146 13595 11297
"206544_x_at" 12066 18174 14184 17161 20438 2247 19499 19820 4101 18895 18633 3972 21675 17884 12209 19060
"206545_at" 4734 8358 8293 6693 10632 15239 12551 13901 11440 14781 13343 12267 7272 10835 5803 9136
"206546_at" 10482 19856 9656 18001 13714 2224 20739 3707 5724 22174 17582 21543 15792 21861 1850 1495
"206547_s_at" 200 9630 12636 6185 5355 17725 6958 2035 11909 21168 11983 14210 8373 881 9469 5284
"206548_at" 9037 20787 13974 13258 16562 3552 4229 2114 6355 3812 8528 18714 22210 20726 2835 14592
"206549_at" 1604 12751 8918 6687 9810 17234 11209 7383 7054 1176 14153 13644 10472 646 10641 7415
"206550_s_at" 20199 19126 18972 19888 20924 3704 16661 18838 18508 17603 18024 19324 21281 19154 20803 18835
"206551_x_at" 14196 1358 732 18372 1205 20495 813 7710 20120 558 857 19985 9538 3183 2910 13263
"206552_s_at" 13071 13293 3007 6753 11672 15639 6438 8413 6820 14592 13455 12554 3035 6796 6766 9385
"206553_at" 19104 11527 13285 10593 12569 16059 7064 8335 3339 12863 4145 12488 3390 1920 1291 10483
"206554_x_at" 16645 17974 19830 21691 21317 20397 15289 3194 21193 19007 17172 17072 20474 21627 17134 21462
"206555_s_at" 968 5052 19378 3298 18033 8961 18336 3750 2426 4853 4327 4231 15147 18996 5679 19172
"206556_at" 6953 7411 7403 11041 12483 10672 11928 13952 19195 11235 2867 12981 8802 5926 1024 11965
"206557_at" 13649 13281 10310 11434 19145 10151 6311 8888 7280 20391 13849 17205 5468 13422 4038 9005
"206558_at" 2531 18862 11725 14676 1670 8619 19706 21881 2251 1207 787 20163 1252 1633 3924 1423
"206559_x_at" 3548 9376 2592 5256 4911 19885 16835 9927 8019 11927 11488 10704 4735 6696 7296 3137
"206560_s_at" 18043 11872 9446 13511 10271 15710 14939 10967 8556 7648 10156 12100 7975 3211 9897 4406
"206561_s_at" 11081 8502 9294 14042 19544 16988 15224 8593 17484 21410 3209 5901 11206 15419 16038 561
"206562_s_at" 15221 3063 2820 18550 2607 7606 4554 19041 14396 9831 8557 4991 9887 16161 14729 14146
"206563_s_at" 11185 8368 8945 13450 6398 13113 9846 13942 10284 605 15556 13011 6901 11461 10365 8592
"206564_at" 19503 14725 13306 8576 8854 18830 12607 13739 4748 20021 8487 15347 5429 1302 17301 3008
"206565_x_at" 13869 1328 16527 20622 3607 9065 5519 3526 21319 21362 8241 553 2017 3920 3692 3354
"206566_at" 14398 260 9679 8102 6947 10810 15021 10731 20952 308 16847 4684 18924 433 21422 1093
"206567_s_at" 4739 16499 18929 15470 18375 8677 18303 4031 18912 3470 7532 4912 11457 17630 15827 18230
"206568_at" 12721 11777 4455 12852 12377 17467 12065 8088 11696 13653 9147 14591 6778 5685 9273 7392
"206569_at" 13045 7939 10545 1 52 20639 10566 12269 1 11 10408 1021 8777 3902 3681 10949
"206570_s_at" 9138 13809 11401 7277 6263 16658 10516 14364 336 20573 14086 13277 358 14362 437 4834
"206571_s_at" 20951 4813 16355 1742 13539 8821 18998 18428 547 3603 2407 3870 11112 17646 14624 15222
"206572_x_at" 442 20226 2379 4385 19546 8124 22188 834 20668 3790 6660 20927 20991 14313 5535 15238
"206573_at" 922 14020 5313 8555 7335 14300 11258 15757 9417 21687 879 11512 9382 14826 3553 12624
"206574_s_at" 21095 1345 10248 21874 18836 20780 21622 22258 16217 1804 17622 20401 9721 22083 2421 14465
"206575_at" 11636 7220 8127 12104 5224 15382 9347 11502 10472 11225 11952 10582 6718 8707 8205 6307
"206576_s_at" 2206 9646 11213 6033 779 13354 10193 4908 19557 761 10983 9546 8003 9655 1327 4549
"206577_at" 10049 8237 9977 6265 12491 11006 12303 9359 7887 15201 14279 13062 6553 10990 9533 11316
"206578_at" 13139 14582 8214 12035 9127 18238 13599 13179 11609 14403 1860 1528 1740 2795 10087 8761
"206579_at" 489 8434 12551 439 1220 2558 14571 10821 6496 370 8635 8765 3822 11603 2651 4572
"206580_s_at" 317 8713 5070 1829 18371 22126 17384 2736 12912 6511 8162 8019 17698 1249 2531 3535
"206581_at" 1763 6799 6287 12869 13830 11385 12517 8232 11512 21983 9619 14391 3459 3025 403 7553
"206582_s_at" 906 15819 14055 7010 10841 18494 14119 11385 7547 1800 21061 21128 13350 8151 13573 10515
"206583_at" 264 20009 17179 4463 13726 4164 733 22166 20570 4238 17475 8087 11517 11903 11286 3439
"206584_at" 7168 14791 12437 2245 19366 4056 13486 10815 4044 4569 9848 11265 4946 1266 586 12017
"206585_at" 12846 7212 6211 8976 10408 1461 13123 14653 21643 9268 6871 10333 6067 589 7430 9618
"206586_at" 1530 9890 4202 7872 991 2911 812 18894 17548 12205 5672 3297 2851 15036 995 16534
"206587_at" 9606 1173 5128 1005 3254 3387 4882 2895 15359 22272 16079 18109 1922 3403 12370 3702
"206588_at" 8984 14230 11479 14344 6827 16341 14281 8027 6915 14971 9214 8595 7760 7724 10935 9245
"206589_at" 9057 17152 4266 19900 6640 20952 14362 17073 21653 14640 4149 3715 6065 19945 13126 8411
"206590_x_at" 18479 11678 5130 977 20475 15180 8915 2428 4041 456 21070 9943 9211 3770 955 7
"206591_at" 13462 8697 11753 10920 11317 11984 10357 11493 19355 11060 11189 9969 147 7977 1793 4917
"206592_s_at" 20333 3346 2294 15830 17498 6731 17207 15540 14951 7931 2826 2544 19455 14403 11744 15732
"206593_s_at" 20367 18706 14537 20480 4092 19837 17991 6538 20727 19224 4012 4193 18869 21530 20479 2158
"206594_at" 16621 1623 9076 21264 633 14506 131 21500 1742 22194 829 21124 9951 19241 3574 21463
"206595_at" 17248 16674 8731 5853 14072 18672 21999 20243 12518 8377 22033 5572 10349 10480 2812 16618
"206596_s_at" 11541 8912 4056 14338 10448 11518 8881 9584 6239 13219 12503 11340 523 8686 1462 11407
"206597_at" 12088 7471 10386 13639 8162 16718 13184 18524 10701 15489 9899 2949 2638 9135 11071 10543
"206598_at" 9911 12400 3539 11638 11647 16131 12609 11596 16629 10953 10899 8493 6302 5063 5883 8306
"206599_at" 12223 14477 12248 13814 11662 18739 14670 8887 17600 15117 14430 11735 6879 947 4205 5648
"206600_s_at" 20347 11757 11967 8637 12415 14473 12737 13303 1682 1513 14578 7787 8928 638 4544 6917
"206601_s_at" 10194 10757 6938 10027 8978 9611 9593 10645 8898 13767 11755 10953 4357 6322 6284 8142
"206602_s_at" 7442 7310 9957 8017 7247 9946 11957 7943 4505 15286 13573 9729 692 5790 13655 7450
"206603_at" 11406 13532 13079 14650 5770 1587 14708 9026 1368 12705 14471 8887 7317 6281 10946 11398
"206604_at" 666 10902 11227 6694 1355 12655 10141 19945 12543 16015 335 3551 20444 10720 21665 16867
"206605_at" 9106 10653 3593 6119 11177 12460 14422 9736 6781 11439 12992 13195 7503 9161 6145 9780
"206606_at" 10554 9083 8472 9686 7789 12924 9623 9964 8501 12555 11545 10780 4782 6879 9579 7616
"206607_at" 2619 7269 9527 3314 1374 5 14802 121 13130 554 21884 4042 16887 17833 177 11986
"206608_s_at" 17702 9502 6798 14631 10190 10420 11925 11128 11658 13130 11173 8565 5398 4484 8847 7506
"206609_at" 9248 4169 7121 11689 7945 18683 13452 5829 13060 11554 15360 4209 4181 7058 5966 10193
"206610_s_at" 8705 9988 6826 10258 10250 15833 11046 12441 10027 14664 14550 13638 5753 10626 10460 6319
"206611_at" 18363 15972 3143 1924 12119 11271 107 504 20401 14977 255 4339 41 1994 8859 14175
"206612_at" 6670 14878 13979 12901 10697 18107 15200 4989 7793 19467 2425 884 784 7750 867 12362
"206613_s_at" 2863 19608 14734 15310 12992 559 1382 1231 13575 5974 8147 2242 14183 20567 17689 15834
"206614_at" 4652 11849 10129 5981 12138 18073 7316 2462 11442 13534 14413 8719 8013 10499 9343 6855
"206615_s_at" 8460 12703 4612 7584 6098 15591 10236 143 9579 17306 2604 11177 8964 217 19695 8741
"206616_s_at" 10707 14425 12708 13368 8520 15952 6777 10882 18326 11718 8477 3787 5129 5195 9077 12041
"206617_s_at" 6621 12016 7562 8150 8781 17651 6776 7914 3220 13495 11572 11992 3727 8807 9792 6325
"206618_at" 13348 9135 7525 9649 5466 13508 9673 10666 9502 15455 14245 10956 6203 9453 9378 5332
"206619_at" 7093 11626 6566 9284 7895 12739 9062 10616 10528 14604 13209 9241 3747 8254 6776 7986
"206620_at" 9419 7347 12441 11958 6589 10826 13627 8308 11822 3719 15033 9201 324 12233 6159 7731
"206621_s_at" 778 20097 18418 19360 16325 1888 16278 15930 14719 9809 6289 15439 20210 18133 15095 15770
"206622_at" 7304 13326 13347 6053 5463 18747 14989 12281 12264 10943 15253 2520 5269 231 6007 8737
"206623_at" 13942 12346 12129 10894 6653 9734 14496 9389 11963 12511 599 12747 5094 7239 7119 11132
"206624_at" 6482 12254 9291 4327 10896 16611 7420 13010 3233 14236 12142 9806 5123 14189 10940 9065
"206625_at" 20642 8288 10919 11087 6696 17118 11615 9323 3958 700 15111 11967 8015 3442 11097 4281
"206626_x_at" 21245 7862 12841 4092 7198 12000 7086 19774 998 828 1610 13133 4464 451 3523 10765
"206627_s_at" 7744 11072 5095 10322 7126 11602 13545 12477 21789 4919 239 12047 11301 3796 21936 11047
"206628_at" 4232 7783 5285 14514 9311 14367 14774 1907 3052 11281 2017 11717 11291 9192 21281 932
"206629_at" 9498 8100 7604 9932 6394 13199 8938 8007 3112 12846 11442 10659 6104 7238 10205 7209
"206630_at" 4402 6452 9541 10113 11070 18443 6271 14273 12316 12496 9691 11554 4101 1591 6562 10879
"206631_at" 13200 14340 13535 3495 16486 6559 7065 8902 2947 15845 3792 6687 11159 4521 4913 1117
"206632_s_at" 4423 396 516 18711 4049 19895 2193 1951 21282 2210 903 33 1281 3555 13016 888
"206633_at" 10893 7452 10956 12026 19836 14909 10700 9114 6612 585 10586 8722 3898 10970 12253 3223
"206634_at" 15025 13485 10401 6244 5570 15955 14367 12066 22175 12676 2863 12620 3279 3993 518 10810
"206635_at" 412 11909 5650 5454 433 16202 9008 16372 1779 884 2210 14104 1623 21912 3228 8847
"206636_at" 5968 4107 18677 16496 3103 3247 855 16738 17978 1484 21127 6235 20666 16146 20403 21167
"206637_at" 11795 7554 8520 6135 8361 15705 6425 11407 6764 13318 10199 12606 7316 8031 8294 8648
"206638_at" 13302 12156 9876 14833 9488 15183 8878 7375 750 11751 12972 9715 3791 13421 4795 9450
"206639_x_at" 6868 8150 8583 9593 5134 17325 13763 10698 12397 15251 10847 9727 5177 7877 7033 10143
"206640_x_at" 10724 9781 12280 9387 8945 13011 7641 9009 9134 10999 12398 8910 3129 6128 1084 10176
"206641_at" 9777 8365 5658 12572 2133 19752 15140 15792 17796 16053 11895 12542 12817 16894 17392 1889
"206642_at" 11494 4261 11554 6529 11302 16665 13268 8664 7438 14439 14159 14419 3389 9697 7439 10416
"206643_at" 12691 8166 3853 18253 7308 3281 13217 11944 19695 20972 13956 13516 7200 20612 1301 11760
"206644_at" 9071 6160 4262 7233 5764 18233 12781 15498 12638 15103 5522 14317 8717 9546 10072 4463
"206645_s_at" 8155 8888 10755 6585 9960 17524 12414 13291 10848 13392 14009 4212 8629 3370 10478 11625
"206646_at" 692 7496 3268 6071 11407 9905 14554 11014 9264 8477 9179 12845 7065 10194 10945 10568
"206647_at" 10024 6396 8888 8621 10268 15485 14289 12519 11957 11833 9618 12891 3627 7708 10448 9058
"206648_at" 21023 539 1230 1961 256 6888 2028 3095 14478 3563 21090 4689 14979 21272 11696 6380
"206649_s_at" 6019 17820 14819 19794 1585 22092 18559 5500 4065 19309 906 19124 19807 21881 891 774
"206650_at" 11393 9706 14014 14923 9242 14979 12522 21249 20885 18397 20670 12330 21367 697 20703 11027
"206651_s_at" 6845 8391 3131 11027 10701 12126 6583 9059 9056 11347 15458 14044 3816 11892 9890 5365
"206652_at" 3689 2442 19759 386 3605 2818 19611 21001 13478 1890 17746 2146 10676 3208 2542 3009
"206653_at" 21928 21750 22266 1696 2760 2059 5341 20924 4587 18394 21625 19132 18919 19935 20580 20952
"206654_s_at" 7409 310 2627 1184 14941 13721 21521 16461 18425 20222 17712 17911 9803 11505 11603 20668
"206655_s_at" 8416 11918 4771 7160 10208 14020 11459 926 22158 11634 9508 14255 6496 6286 21932 11298
"206656_s_at" 1874 16850 14432 17401 19058 6685 20204 18000 5326 7762 8250 6139 15092 16967 15944 17261
"206657_s_at" 7548 6521 4858 6485 10495 12710 6565 13982 10621 12277 10676 13243 6311 5223 7555 7653
"206658_at" 2037 1226 13524 14456 5177 11548 16090 1537 19611 3677 6675 1511 16638 9148 399 14863
"206659_at" 8678 22027 173 9705 920 16185 21790 3369 12111 3207 2853 7673 16792 10914 414 843
"206660_at" 11730 11444 3629 14821 7029 16259 7259 13825 13713 1723 15228 14750 3031 192 11099 12080
"206661_at" 14409 4739 12535 16336 2430 8120 17595 21360 17151 21927 17068 20549 10884 1640 4212 3728
"206662_at" 1014 110 357 3982 3117 3354 2759 17246 16064 7756 697 134 1299 16316 17693 1180
"206663_at" 2285 7170 13044 11169 13630 13566 6792 12009 8688 11443 15030 14888 6927 2378 10897 10307
"206664_at" 13156 9547 6862 11782 5453 13604 13404 12171 6599 14644 12715 10790 4411 965 9436 4857
"206665_s_at" 11173 21146 18772 13213 4418 18579 3401 20229 22205 21316 21274 21279 21311 2864 20351 15536
"206666_at" 13160 6446 10028 13883 5414 10220 14606 9594 16798 15009 2472 13746 6771 9276 7546 4849
"206667_s_at" 14996 16632 21631 16438 4307 46 2672 5349 2464 8224 21910 15671 9546 19363 18512 12910
"206668_s_at" 237 16952 21521 4943 2687 6844 19755 19351 19012 21039 21582 19157 11581 18525 19633 14078
"206669_at" 6734 136 3614 13700 1409 16253 10174 14073 640 8897 1059 1010 13202 13794 19748 10039
"206670_s_at" 13343 10290 3099 7213 888 17916 14474 8136 9005 17642 12618 14555 817 8504 17910 5378
"206671_at" 21890 13251 10821 8753 8349 17186 13756 9245 8811 11053 11257 8965 7577 11054 5945 11685
"206672_at" 14330 9475 6431 6752 6770 11569 6235 8070 6595 4319 11784 9471 6308 10280 6265 7222
"206673_at" 19235 2983 13502 8093 13037 11455 1662 5416 9449 19920 2565 19753 16772 13709 2883 7367
"206674_at" 20362 7822 4030 4058 11363 2539 7363 8852 13485 6453 12707 14662 8757 12742 8177 9280
"206675_s_at" 10322 3739 15996 4438 17078 1660 19392 20471 3748 1688 7731 2391 2276 3549 4994 14093
"206676_at" 11304 12074 6559 9511 7442 12914 8419 9306 6630 11217 11598 10295 6292 7909 7471 9012
"206677_at" 1069 12024 8953 7375 728 12047 13548 14606 21318 2733 2440 11897 17039 18166 4890 8920
"206678_at" 11836 8335 11450 13977 6174 9792 13249 11328 12332 13588 13250 12035 6461 7359 9409 4716
"206679_at" 11723 10600 13066 7352 7033 18777 8428 1372 7650 13941 14557 9313 308 994 13008 12309
"206680_at" 18747 3519 7023 6270 11878 9468 8387 11016 7470 13453 4069 13132 2834 8203 10231 6984
"206681_x_at" 69 6900 4764 11304 9563 10383 12988 10230 17550 12550 14403 5595 12346 6528 1036 11053
"206682_at" 7600 13450 8592 6109 7319 16046 6900 13849 21127 10397 9598 9024 6158 18658 9994 9856
"206683_at" 4473 162 102 5957 706 9872 481 747 7223 108 1219 81 1643 10880 720 166
"206684_s_at" 20410 7067 11091 852 9138 17214 12124 12015 7703 9799 501 6164 6958 2323 2419 2410
"206685_at" 9881 7448 5044 6313 15860 12177 12647 10621 21259 19850 14825 15327 12042 627 3646 12732
"206686_at" 9091 21238 10654 17729 2114 5698 3540 16331 18854 21779 21977 3221 10561 13175 21815 2284
"206687_s_at" 5269 3976 16336 1448 3173 20789 20315 6905 1570 9779 1940 17088 15965 12010 3851 13285
"206688_s_at" 18706 19060 20249 18099 19561 19018 20939 17848 15156 18205 17398 6763 18146 22014 3094 20529
"206689_x_at" 627 19469 2634 22074 18430 8967 3703 15141 3546 881 18767 21171 9986 2238 16568 13791
"206690_at" 7283 8013 9844 12242 10487 12549 7432 8553 11153 1366 14402 9030 8905 10114 10089 10717
"206691_s_at" 1600 7786 12887 6730 9182 17887 867 4084 7516 7649 10030 12683 6971 5475 2779 8373
"206692_at" 19873 10062 3173 10391 8865 14725 8276 10859 8510 10574 9171 13553 5422 6240 3889 4185
"206693_at" 8933 12263 13015 8581 19390 15110 14719 13700 19402 20966 13408 9905 4402 6211 13716 8115
"206694_at" 12207 14328 10165 6049 11081 17747 11233 11255 10193 13297 10218 8973 3420 7949 7494 10753
"206695_x_at" 21404 20152 22154 2781 19220 20013 21426 4210 5821 17624 19417 18283 11900 2045 16719 20760
"206696_at" 13120 7598 9214 12750 6138 17566 9165 1400 9230 14349 698 4311 216 9204 8954 6297
"206697_s_at" 11718 13459 13171 698 11748 22280 15138 1806 15711 3879 15047 9135 11374 22102 12422 12075
