"inst_325" "inst_449" "inst_484" "inst_489" "inst_493" "inst_544" "inst_836" "inst_953" "inst_999" "inst_1057" "inst_1160" "inst_1219" "inst_1644" "inst_2679" "inst_4443" "inst_5216" "inst_5579" "inst_5947" "inst_5952" "inst_6178" "inst_6938" "inst_6979"
"207827_x_at" 3880 8086 20958 20210 8085 15292 18703 13666 2169 8953 16368 16639 9154 3590 20637 16286 8117 18592 6617 19954 16338 19772
"207828_s_at" 5278 8910 8874 16395 3046 573 758 4440 2130 2841 5576 13555 1417 6445 15641 3018 2605 5267 5376 9721 13467 1426
"207829_s_at" 18521 19876 2462 19784 20469 1168 17827 4426 1907 1192 1234 759 2230 4774 1007 2925 4465 21192 2345 11990 2540 5721
"207830_s_at" 5708 4024 19601 13177 1592 21065 2803 15471 1905 2376 5498 5059 2032 4978 3768 17753 2639 5848 9472 15363 2098 3464
"207831_x_at" 304 2370 20896 21241 12034 21392 17108 17927 14378 19404 4676 4685 16868 10360 15102 19704 7601 16541 6542 13879 3989 1195
"207832_at" 12832 11047 10963 6696 15444 14313 3755 8779 12354 10603 13000 5688 8080 17076 12381 11561 2814 11717 10190 6640 9688 3930
"207833_s_at" 12021 11554 10012 8742 11930 17187 21021 133 672 17290 9493 13529 181 19944 756 3309 21343 17346 305 7874 6056 19143
"207834_at" 1214 889 1625 20616 22048 1380 7523 5604 12329 10590 9544 11294 8168 14711 10138 9468 14251 10232 16680 7321 8935 12773
"207835_at" 510 4341 3030 20790 542 5309 11967 2437 9940 9462 6450 13370 10022 2518 15125 1139 9559 21233 22122 18879 8893 2367
"207836_s_at" 6280 16657 14866 14047 18980 13616 14337 21298 20364 5334 15673 3053 19766 8329 18665 20169 17793 4621 660 17894 21177 21334
"207837_at" 10935 15771 11831 18796 15984 14926 20537 1588 22278 22120 2979 5354 22171 5445 3375 18996 21454 13976 20555 7419 19409 17369
"207838_x_at" 13321 14095 12983 10384 11233 16695 3425 10075 6018 16951 8343 5779 9566 6048 22000 9679 10793 10209 17236 9408 6269 12457
"207839_s_at" 596 19462 5809 19485 277 13520 8606 6747 803 17055 840 19381 6408 629 1196 6730 16183 5002 20279 206 668 13965
"207840_at" 9965 15231 20227 5244 1849 15528 4683 6241 10728 16877 14743 7041 6387 22130 17004 8305 337 17213 21545 1310 6108 7771
"207841_at" 2475 20763 222 6320 20850 12999 7181 11944 7489 13580 14405 10634 11318 15526 9485 5301 15035 9836 17258 7441 10528 8812
"207842_s_at" 19075 19810 3847 2443 4425 6368 14072 19786 14853 21873 4191 2315 3923 6838 17346 15680 17883 14178 7154 3034 16555 16407
"207843_x_at" 17915 5969 9295 4331 8846 9026 17864 18950 18713 19688 19366 3507 4705 8134 7478 19344 5097 18553 4649 18767 14489 15925
"207844_at" 3406 21604 5472 1680 4385 16262 11454 13639 5974 16941 11522 11699 6540 19127 227 10443 11435 2006 16317 8238 11179 13524
"207845_s_at" 1881 21489 196 52 955 19108 13649 1351 15514 157 16710 18041 14962 10987 14662 16276 4671 12024 2287 18938 3833 4404
"207846_at" 10338 12418 11571 6547 12905 15116 2082 10708 6032 14033 15799 7786 12612 20971 12803 6080 1191 7680 13735 4341 4352 10786
"207847_s_at" 1378 22023 3538 21050 21113 19311 17543 19871 20318 20287 3642 342 21872 11552 3658 18288 16701 19312 21868 1925 18661 21623
"207848_at" 14365 11232 12913 9826 14806 11810 6528 6535 8067 16377 12539 12792 5856 19603 10505 11023 10311 9423 13722 11775 8542 10987
"207849_at" 12354 15270 8784 6946 13557 10974 5376 10912 7824 14974 18016 250 6503 22226 21236 3418 20538 18910 14469 1085 12572 10951
"207850_at" 12995 9882 19684 12365 18828 13966 8956 5285 8399 7323 13373 22198 9366 19972 709 6967 12773 11062 9505 562 12478 7466
"207851_s_at" 8594 10771 2802 14831 10623 6376 4321 13158 8905 16211 11085 8351 4392 19964 15162 9613 11751 6418 12343 11943 11450 12012
"207852_at" 8073 13859 12757 6140 12501 9941 6111 12342 784 11740 10039 12950 13190 17529 13479 6178 14684 6734 12138 8366 9120 9656
"207853_s_at" 9628 20394 3424 9719 11443 13458 7046 6913 3316 11287 13219 11079 8575 16618 12647 8253 11898 8359 16235 6599 7392 8746
"207854_at" 10840 12325 11422 5450 10088 17334 6748 11451 8594 7440 12864 9720 10371 19091 12885 10319 13350 9383 12521 4063 8414 9667
"207855_s_at" 1365 9152 2394 19563 14139 4452 13280 284 15396 517 2088 20513 18439 13486 17024 15337 8794 1968 656 11575 21133 20386
"207856_s_at" 16870 2789 15153 14416 5051 9103 16474 16203 19562 5687 16216 19287 18751 7260 18533 19088 21090 11972 10825 19087 3207 18527
"207857_at" 7547 15055 3055 10562 15195 19401 8461 7503 11379 10877 911 5961 5198 6662 3984 11145 13513 10561 17708 9608 9610 6944
"207858_s_at" 12480 12134 10439 7910 11990 13084 9861 11745 5129 13186 9974 10864 9601 15559 9515 8008 12127 2779 15384 5110 10242 9929
"207859_s_at" 6022 554 15686 489 21915 7001 4481 7562 1913 13966 12330 8871 10599 19790 11644 8863 21421 1950 14167 936 8576 11621
"207860_at" 14195 14747 9423 11454 15197 16672 4512 8422 8732 12265 14834 11014 5576 17697 11316 10980 12972 10998 12591 4618 11582 6184
"207861_at" 10733 21975 11854 7969 13239 11035 9168 3439 11333 7024 7899 8845 11028 20317 10324 5296 14669 8500 13272 4457 10162 12639
"207862_at" 19927 18943 15335 4635 1880 10460 8813 10950 1803 17066 12132 6372 10154 21096 6708 3093 17727 20513 13612 13729 12996 12131
"207863_at" 11060 10466 10968 11086 12211 11085 11099 5346 10749 6488 14490 9649 8833 17170 14280 6982 11654 7474 10059 3570 7023 8429
"207864_at" 14121 13837 16558 12288 11924 12322 4167 7501 11813 10338 6921 5456 12067 18338 11479 10412 6666 9880 15052 6177 7957 9262
"207865_s_at" 15725 8301 4601 13308 14981 6255 4406 6786 7260 8628 17398 12386 10416 21449 20235 7311 12228 17288 15199 11581 10310 7942
"207866_at" 13781 15411 3351 12090 15920 16505 10060 13578 12661 7401 8097 13140 13281 22113 8915 5750 17858 7832 12977 8054 10315 737
"207867_at" 12838 13658 21000 7389 7490 12982 10669 13808 10691 14215 8830 12291 7492 18953 18035 8070 1957 757 17502 1164 3038 6038
"207868_at" 216 19891 14235 5414 8647 2303 4031 6231 10780 11987 7917 13869 1551 14789 11866 11465 62 19382 20200 4640 5878 12053
"207869_s_at" 13075 12737 9536 12422 14804 13989 8009 8483 5164 6429 14274 7426 8425 12377 7884 9879 3158 9006 12808 8934 4774 8685
"207870_at" 12871 11537 2434 6086 14794 11951 10713 9679 11927 9438 8717 8209 6141 15794 11784 9851 13486 5114 17715 1188 7596 7526
"207871_s_at" 12398 1002 556 13931 7693 4780 18883 17378 18285 1983 21118 4084 20063 11483 6110 19731 21818 2116 1221 19240 21997 20498
"207872_s_at" 7426 12136 913 17387 15137 9551 8308 9299 10649 15715 12597 12596 10115 14557 11575 9744 15433 7339 12802 131 11489 8105
"207873_x_at" 5669 21762 882 13567 17122 22101 3559 10835 6031 6546 11371 9815 10445 17840 11806 6799 14538 7127 14339 5398 7230 5863
"207874_s_at" 11480 12125 13707 9553 12887 12637 9622 13076 11069 15958 6842 11871 5446 15019 8656 15235 18925 2648 5156 288 12309 13401
"207875_at" 10097 12764 12130 8407 12515 14984 8551 5224 9201 11827 13558 9631 8518 18345 10550 7660 13686 19708 15810 5602 9997 2050
"207876_s_at" 20713 6662 17148 19980 420 7222 4874 12550 7054 17106 14406 5321 10692 12237 3470 5627 19625 13507 1229 10616 12904 12006
"207877_s_at" 10780 9652 420 11952 12381 6546 21054 20283 15285 3363 16149 773 2421 9975 5307 21298 18992 13500 9980 21605 18851 17731
"207878_at" 8342 14676 12296 11227 12759 14738 9360 11001 9080 10813 13495 9414 9306 15588 9358 7599 10679 7996 14807 4099 7373 10426
"207879_at" 10149 15617 13720 8148 15952 14659 9865 12105 9281 6640 9271 9653 13612 14920 11002 12158 8440 17052 11230 2765 6950 7730
"207880_at" 10999 11586 9902 10371 11254 16980 6756 5084 8951 15189 12659 11073 5607 8498 11272 584 8693 20720 18932 5123 8864 7009
"207881_at" 9716 14000 21723 10304 11245 13224 5707 5824 9600 11389 8716 7141 6278 18572 1810 10836 11337 1067 20046 9048 9620 9747
"207882_at" 4407 20606 174 17588 5634 20468 9776 10308 5620 14481 14999 11672 8673 19157 9588 9332 12588 10121 12715 7481 9566 8139
"207883_s_at" 17974 9242 21637 18989 20943 11879 7607 10117 12358 6314 4650 10351 7549 21918 11856 6676 12646 19607 17624 15392 7931 6652
"207884_at" 5453 21303 21526 14173 20582 4149 5082 9916 7397 14895 15503 13150 10092 14409 3730 8595 15443 11319 15371 9437 239 9908
"207885_at" 10762 13279 10420 9580 13231 15884 10279 10740 11994 10618 8750 9455 8014 17667 11088 6062 10381 6785 16799 9209 11345 9593
"207886_s_at" 7455 15643 4351 12605 16081 12734 3575 2210 13322 9001 6787 10267 13807 21009 9650 2199 461 1108 14364 9075 9406 13504
"207887_s_at" 14986 5147 1523 15927 6624 17182 5306 7614 13272 7468 5902 11360 11950 15395 13424 11815 77 531 4915 8605 8375 3013
"207888_at" 10267 15586 13123 11897 16114 14021 9710 6098 9570 16783 13171 11462 13206 4163 12620 11342 10251 10845 15331 8465 5829 6237
"207889_at" 8214 9895 13876 12274 11885 13093 5935 10803 10089 11497 10583 8177 7899 15849 11730 9985 13748 6534 13206 6383 7364 7913
"207890_s_at" 6173 16561 8652 2706 4164 20432 4220 12301 1611 9530 345 3131 12324 4686 20624 9447 20480 7313 13964 13140 6473 3378
"207891_s_at" 4292 17943 7304 20567 20703 19742 20409 21270 20349 20064 18425 20894 19784 21935 15164 18654 19674 21014 963 18634 21733 21685
"207892_at" 11135 10952 13496 9365 13518 9934 11141 10435 12456 15462 8158 4827 4989 14551 8994 6093 9466 4249 21724 10249 10196 11515
"207893_at" 11420 8329 1571 5648 13270 8196 6479 10188 9679 10782 10117 10166 8145 17594 8297 7707 12606 8749 15494 4310 4974 9050
"207894_s_at" 13588 6253 17730 9643 15363 9691 4761 7112 8043 13238 11013 6259 12292 18417 9151 9105 14511 15926 12710 8414 6296 7662
"207895_at" 8531 12690 11286 8455 13652 15198 6452 8859 10121 11069 11136 9553 6806 19762 10969 7763 14759 7402 13945 4118 9821 11859
"207896_s_at" 10277 10871 11342 9096 12137 14017 5295 8420 7322 10050 11821 10230 10974 16961 10300 7249 12591 7716 14906 6871 7622 8962
"207897_at" 19754 4919 1094 21689 16293 21947 11486 13393 5445 13703 9461 12376 8690 21473 1296 6680 17352 21865 21265 7583 11971 12653
"207899_at" 11240 11055 11786 6219 14994 11329 11293 5286 6559 8402 12942 6400 11187 15158 12007 11509 11076 9900 11304 3547 5759 10453
"207900_at" 13111 10246 12990 8193 9977 10960 11211 12248 13406 12480 9752 10309 10527 16465 1586 12172 15407 1127 17315 5515 6260 13359
"207901_at" 9177 11669 2543 11164 13723 11202 12095 13983 8485 15230 11971 13157 6573 3887 8648 3655 8495 11406 12209 2187 9125 13155
"207902_at" 8745 21293 17969 19578 22190 7601 9773 11338 10441 11807 3928 10423 8589 2515 11778 6494 11060 12784 13168 10972 9255 7763
"207904_s_at" 6115 2197 14531 1336 4833 11682 60 2024 21440 20191 826 16868 2650 1983 19305 16849 6139 16630 19976 17455 472 22100
"207906_at" 10103 12018 12342 8108 12647 14605 10144 9518 8034 10089 10020 8244 8322 15128 8530 8561 12065 6802 15232 3726 8366 9618
"207907_at" 8343 14189 12457 7714 10719 15199 5652 10453 9461 11070 8259 9635 10036 46 395 7858 12044 9314 15167 2978 8211 9495
"207908_at" 16711 8801 16119 15065 8934 21016 4313 12778 9846 7895 13701 10364 5968 12514 10331 11382 12168 10958 16079 8656 9530 8684
"207909_x_at" 14123 10050 10262 6992 14059 10022 6248 7571 7224 10951 10376 7972 8340 18752 9719 8531 11798 6798 14625 4850 8876 8356
"207910_at" 13621 21468 5398 11470 18036 10887 6079 7181 6512 11949 11298 10656 12331 17121 13549 10147 5718 5421 15874 6656 5006 9683
"207911_s_at" 110 12200 1762 15791 820 3194 3479 9538 9336 8099 948 12675 10568 2985 11731 10285 12996 13930 16523 13705 3371 7887
"207912_s_at" 13775 10783 13647 10938 12835 11996 11235 9662 8077 10899 13638 6356 8594 15413 10139 7478 11811 8884 14646 5761 5129 8408
"207913_at" 11108 11237 19748 6399 10267 17033 5422 12225 11320 10938 11321 10783 9551 19360 11891 12085 15509 3736 17469 8738 6937 12609
"207914_x_at" 11770 14782 20552 9791 2126 11393 7428 7526 8177 10729 3131 12095 10114 16833 11843 8156 14873 14003 16167 4092 6873 8292
"207915_at" 21629 22164 15872 21294 20603 19442 5793 9201 7685 11205 13323 9399 12578 16139 12313 5934 11262 7011 16273 8133 8130 11747
"207916_at" 7495 14898 5223 10989 9967 10390 2983 10441 11865 12532 12081 6446 11647 17952 7338 6782 12643 447 7527 1132 4894 7397
"207917_at" 20079 257 20180 22092 21437 16423 527 14800 22074 16232 21266 21577 14497 22251 19158 22154 9042 12824 4128 12701 20835 3783
"207918_s_at" 10512 12493 10605 8231 12671 14052 11673 11012 12092 6323 10841 7410 6941 6565 8383 9828 13609 7616 13491 7708 5090 7909
"207919_at" 19990 2402 2363 14922 7802 4562 7307 2733 2072 9563 17706 11915 686 21958 19786 960 2254 2755 3776 19766 5379 1097
"207920_x_at" 1187 3197 15781 2927 21415 1156 17778 976 3463 5841 6163 17572 17376 12813 1301 21062 7513 1436 19896 10129 19589 2948
"207921_x_at" 20890 243 798 20004 127 4360 9475 10271 7010 13731 6961 12872 13083 16697 1027 5982 12192 7013 20747 3994 8918 5926
"207922_s_at" 16836 4957 15058 15276 5212 20722 18851 17702 16414 4116 18297 18832 18711 8704 14087 19992 6272 15669 8183 19756 18496 16390
"207923_x_at" 3805 674 4494 20979 18685 5370 5369 6292 11977 14068 9598 7093 13711 16720 13142 5471 10004 10467 20314 9462 11742 13867
"207924_x_at" 8041 11354 18308 15317 11860 17467 5350 13929 14149 8162 6797 10822 6737 18023 11552 2048 7828 2049 16986 7941 12979 6625
"207925_at" 11610 14270 1715 19119 15331 11958 11082 5358 9329 15001 7251 12140 9221 15426 893 8232 13618 10968 12942 8618 3035 6718
"207926_at" 14486 9950 13045 7876 18654 12332 3427 6620 6655 15066 8663 2866 7006 14710 9691 6709 1052 11295 1298 15394 10998 13405
"207927_at" 13015 9748 10257 10004 9860 17670 10563 9959 10178 16245 12770 12479 8521 19617 11501 9042 14836 7519 13848 4840 9840 11511
"207928_s_at" 13439 10327 9657 6295 15266 14684 7684 12338 12386 16712 12953 9314 5119 15687 10842 6159 12852 8184 20532 4645 11655 6150
"207929_at" 15277 18699 8382 21599 9439 8538 19835 7823 6533 17119 620 260 12825 618 19242 21728 16704 1811 5414 20348 10730 7967
"207930_at" 18683 20300 1574 20994 7912 10286 5996 11873 6243 11185 8008 10632 5630 14517 12401 10725 14918 4054 14947 8329 7717 10948
"207931_s_at" 13845 17833 9727 6308 14210 12569 9266 13457 9345 15753 17005 9025 5934 10868 13562 3188 19247 20840 12723 8596 11615 13021
"207932_at" 13014 15453 9529 8490 15719 14740 11340 10100 10215 6732 8557 11725 6550 4592 8827 7388 11482 18388 15625 6700 12655 13692
"207933_at" 10585 12393 12771 8418 13418 14566 10537 6685 10862 14661 14105 12427 12444 12864 12074 10195 15039 1584 14424 1484 7587 11915
"207934_at" 10438 12340 11911 8151 12944 18171 5062 7957 6464 14211 10787 5292 11889 2614 10748 10344 14865 7183 17052 5181 5683 4627
"207935_s_at" 5676 6237 2495 13984 9867 10797 1261 20927 17497 21094 7099 11510 16748 11571 9462 18338 21212 12397 13011 5720 15640 17871
"207936_x_at" 19753 5226 5561 18291 6906 8009 355 131 68 7144 13684 5290 294 13477 2051 457 1876 1460 515 13369 36 24
"207937_x_at" 20723 16753 18912 18115 5875 7228 8504 1068 7099 14618 11463 21277 257 19175 18108 18643 4067 21036 20331 771 3894 4542
"207938_at" 11805 2832 4537 17727 8013 8772 6475 7113 5494 9156 6777 11759 9804 18983 7347 10471 15793 9797 21205 9911 11790 1733
"207939_x_at" 15880 4922 18433 5240 7869 21357 18560 18644 4153 2464 18574 19306 1831 6428 18659 3001 5088 14494 5453 12290 3461 14424
"207940_x_at" 20540 21486 21332 9266 7246 15679 3387 7214 6200 10125 13462 5522 7337 18767 12006 8033 13303 10563 12564 5436 12037 11768
"207941_s_at" 1438 2948 2377 1014 1517 5373 1136 2296 1520 409 2733 1803 493 2710 4379 1564 677 12049 2119 12609 1183 1850
"207943_x_at" 18500 7615 7156 20627 20893 20072 7082 13784 9787 14817 1494 19882 11707 351 19281 22274 20698 18091 2931 15383 18916 21064
"207944_at" 9881 10438 4350 10024 10677 14731 11379 13572 5563 7584 8056 5660 13182 4152 9110 11300 11574 10279 15777 8367 1323 13789
"207945_s_at" 16935 17562 6166 21478 16936 20267 19482 18920 20748 22148 2946 13938 20512 6096 19840 21695 20174 18412 4375 13111 19839 16826
"207946_at" 2266 21084 9315 21984 825 21559 4127 10140 5624 8728 14091 10773 6992 9038 11696 8115 10339 7652 15503 5116 8190 6174
"207949_s_at" 113 13010 10040 16583 21621 13004 16362 21002 20417 17424 22029 15950 2528 20653 17586 16603 6704 19583 8762 21244 16235 21542
"207950_s_at" 503 4095 2516 18400 19901 10847 12509 4732 2434 4487 505 2958 312 10772 18446 15759 7485 19865 3993 13095 19356 1793
"207951_at" 20872 3993 19145 1518 22100 8379 11456 13811 10675 8168 13932 8441 13127 18384 1174 5854 10338 11502 14152 4467 9337 4846
"207952_at" 12649 14836 14087 12413 12845 17769 4341 6529 11158 10771 10347 10209 7992 18202 8516 5429 10322 6306 15376 5677 9623 9918
"207953_at" 1137 19692 80 13365 11441 19496 10794 6659 12773 7492 434 20226 10172 6837 19879 12670 20219 493 2058 219 14215 330
"207954_at" 17930 21350 14520 21564 9349 5092 6090 9544 8443 11538 7188 6089 4973 17280 9566 11653 14398 11703 12842 706 7880 9200
"207955_at" 8049 10792 21270 5626 9632 16328 1026 9743 11935 16788 13679 7636 12871 22252 4930 310 20935 21582 21638 276 868 14484
"207956_x_at" 3856 5511 6863 13111 1110 3072 14259 16351 13756 3137 4443 13893 4182 1518 4554 2530 2646 13217 4432 14648 14156 4610
"207957_s_at" 8872 14459 13555 9670 9239 2880 8203 987 2791 9891 18853 5504 6610 4469 5355 5828 3690 19385 14080 16813 670 11316
"207958_at" 13554 10706 15535 8720 13777 9871 5335 12101 5767 14902 9773 6407 7394 13543 16289 6681 11439 19828 12087 74 4993 13710
"207959_s_at" 12666 11100 9719 5980 14416 16122 3959 9000 12485 14829 12221 8968 11559 18560 12732 10568 10394 7240 17521 7233 6923 7876
"207960_at" 4794 21569 8231 15441 21392 4255 6658 2272 7795 15119 9015 15238 133 18951 4699 8746 12551 1377 2517 5253 9219 12481
"207961_x_at" 8961 11362 10141 6976 14581 12568 9793 10970 10270 13618 10112 5762 6400 15008 9233 8774 13008 8672 16326 6545 9385 8859
"207962_at" 8354 13665 16675 7035 15672 15739 3082 5621 11453 11663 10198 5465 10017 14435 10492 5341 12653 10044 17937 1512 10429 8490
"207963_at" 8856 12976 20855 15553 14797 10303 10358 7136 9858 16791 9062 13215 11848 21851 11960 18758 272 7599 17335 6548 11194 13329
"207964_x_at" 22129 19407 2629 2134 7939 12213 3785 11537 5533 6509 7009 9918 6493 16534 941 11363 11003 16814 19882 9213 11780 10959
"207965_at" 10569 14932 11876 10581 10801 18450 3850 8778 10284 10605 10516 11031 8845 18204 9386 5318 13786 9503 14997 5831 7807 12514
"207966_s_at" 140 8054 17627 18776 16525 2217 19708 17811 3646 6261 2102 2582 3393 1963 3608 4993 2817 12873 5853 14807 3160 3856
"207967_at" 11265 13715 11334 10133 13755 14882 11219 5227 7612 14965 10824 13205 10702 21721 8707 3102 10739 680 11465 9727 10953 13185
"207968_s_at" 14384 19148 15460 6192 1547 18427 9170 13090 9425 7790 3601 904 12839 10621 4484 7109 21942 21260 22030 16414 5329 7607
"207969_x_at" 18862 20887 948 20377 8207 2030 5179 10514 6775 12354 6447 10898 7261 8683 534 626 17099 5898 14399 1149 1091 7598
"207971_s_at" 19132 19823 14162 20193 9452 8235 19500 1381 1866 15931 20138 20244 19310 11454 6731 1853 22067 17395 1681 22044 18456 21468
"207972_at" 19419 6141 21716 8928 9679 11510 5155 13733 11252 9143 15827 13067 10860 5045 7952 15249 21388 5059 3582 10154 12109 15515
"207973_x_at" 18181 2528 7997 4365 5461 2152 4046 12366 13434 15121 8819 10027 8683 21781 7227 243 1671 13750 16270 20035 2917 13778
"207974_s_at" 15029 3356 6439 18847 5715 19479 16311 18467 4229 20227 19023 4885 17791 11410 17161 19346 20029 18074 9786 11736 14972 19817
"207976_at" 17607 22139 6736 21119 22012 12799 3018 11738 965 7398 15079 7423 13479 15191 17704 8290 12876 5862 10958 2159 9948 7955
"207977_s_at" 8405 10239 10146 12431 13748 14312 4654 9856 11901 15264 7965 10133 5635 6338 11741 6584 7964 14239 15486 7483 2903 6459
"207978_s_at" 11779 8592 5609 7955 17062 19226 4999 13444 7387 8343 9338 9844 6190 6215 12349 10385 11019 9537 15128 8565 8124 9419
"207979_s_at" 9140 20240 4245 1082 11965 20641 5459 11680 5834 8808 10432 9092 9469 15484 12073 9488 13379 4398 12799 3445 5983 12025
"207980_s_at" 15921 7658 15554 973 21015 9439 19931 3859 16189 2249 21165 13535 518 3897 16892 17029 5084 18667 1020 18924 15867 2483
"207981_s_at" 11736 14494 1534 7078 13704 14947 4919 5161 6106 10697 10878 108 9234 2107 834 10849 12233 7151 1870 595 3034 9320
"207982_at" 13421 14855 11715 6644 11130 13531 8580 7420 7283 6617 3291 2884 10077 10879 15576 18852 6172 15677 21195 19222 257 7161
