"inst_325" "inst_449" "inst_484" "inst_489" "inst_493" "inst_544" "inst_836" "inst_953" "inst_999" "inst_1057" "inst_1160" "inst_1219" "inst_1644" "inst_2679" "inst_4443" "inst_5216" "inst_5579" "inst_5947" "inst_5952" "inst_6178" "inst_6938" "inst_6979"
"216032_s_at" 4479 6824 8844 2223 8289 3740 16752 16016 17128 19481 4169 5134 16633 8326 7859 15518 16454 18886 7534 15678 14142 16689
"216033_s_at" 10127 4879 14326 11093 20205 275 332 14385 5832 6822 2669 393 12535 19828 19476 3549 15122 11822 1184 17075 12995 13616
"216034_at" 15624 21922 2347 18783 9437 4940 8810 7850 11076 17056 9569 6802 7696 21124 4805 3123 1534 1659 6408 18637 11679 13539
"216035_x_at" 3571 5532 14217 19652 8905 7140 1729 21913 16774 1819 21768 15076 20947 543 17077 2114 5230 20319 5535 22215 17925 19041
"216036_x_at" 3091 8510 8275 15932 20360 6090 2576 8082 3127 6652 21619 18686 1479 5714 21940 988 18070 696 22032 21896 6496 20178
"216037_x_at" 15648 16627 4062 18622 5976 3183 19725 2910 2450 19586 6098 16655 15036 12895 16943 2063 9831 21198 10543 21267 13710 994
"216038_x_at" 1279 20384 1425 13538 12557 6950 18681 21530 16217 20523 4176 21046 21687 13378 18155 13777 19350 16348 2446 9910 16162 16267
"216039_at" 9505 14565 18049 9163 11515 16353 8393 11059 8919 15577 9480 12503 12653 3924 2861 11911 13339 10123 13204 8858 11356 13141
"216040_x_at" 17595 9276 8130 18264 3019 16927 4370 6019 9852 10523 14417 7934 4498 16241 11298 12012 13905 6979 13946 5317 10908 5805
"216041_x_at" 18262 7270 18342 19069 19158 5047 15504 17344 15766 5595 20777 4085 18100 9229 14683 21704 16681 14456 4089 12700 1645 3165
"216042_at" 6277 18926 5200 14811 18421 7983 11521 10517 12119 16666 11885 13306 8689 9514 3072 9740 11641 16895 21737 177 13698 497
"216043_x_at" 21410 20523 2858 15530 5843 22047 4063 9145 5159 10284 12322 10935 5046 19145 12908 10638 11017 10621 16035 287 9510 11450
"216044_x_at" 18370 17892 6964 21362 17300 9824 20591 18103 20121 21089 14462 1379 20545 17982 17480 22016 21099 20625 3136 4701 19940 16939
"216045_at" 14063 12532 10598 8747 14174 11145 3217 5431 9977 10569 13569 7682 10250 14010 12841 12095 15120 7927 21310 8050 6211 11901
"216046_at" 7060 11005 3212 9741 12200 12737 8413 5614 6537 11214 12373 7268 8395 14796 10845 9097 13774 10147 16890 7559 8518 888
"216047_x_at" 492 8605 22026 21430 14447 10109 5150 13488 11230 15333 7604 6231 8687 13223 19442 11669 13271 11564 17528 658 9375 12559
"216048_s_at" 15540 21449 14976 19613 20415 9266 15842 19790 17904 20991 11797 1221 15081 7293 2083 18527 5217 21190 19907 19978 15632 19550
"216049_at" 18548 22137 106 21270 20749 12476 685 2977 755 1667 10915 20374 3585 7382 3231 21048 3302 20083 1713 600 17669 17658
"216050_at" 13420 14881 13464 11832 9706 10483 10612 10631 12384 8044 9593 6804 5246 18153 842 6420 16060 8821 10309 817 5191 6751
"216051_x_at" 209 591 4419 22104 808 21933 93 7759 9611 13589 100 1090 18025 13715 18849 22273 21245 17251 21167 14969 14968 21831
"216052_x_at" 16709 187 1403 653 2036 15449 17562 6679 5625 9504 14909 1332 67 16915 17411 183 787 30 276 7059 368 20865
"216053_x_at" 14247 13285 19118 12152 15330 10965 4598 12197 9424 16627 9096 12766 9120 7384 9076 8038 5712 7476 14422 10179 5363 13472
"216054_x_at" 6446 9126 18795 20762 20530 20220 7855 14051 12534 12467 21737 19351 1275 21833 18366 12383 4080 19446 9428 16851 2499 344
"216055_at" 20942 713 4579 22170 2850 21013 4238 7622 7642 16079 2189 6371 6382 20282 6431 8323 3159 1281 2515 1246 5444 6285
"216056_at" 12793 8050 8996 9934 21882 17737 7993 7742 10987 15602 8059 6079 5054 20247 13547 10988 395 11229 13882 6992 8674 9884
"216057_at" 10333 11029 10358 6541 15543 10399 7129 8274 12623 7805 5025 13871 9504 7716 18474 464 234 1401 2413 20855 6694 11038
"216058_s_at" 22238 21619 3810 1212 7513 5029 6086 12261 9673 15683 15249 6817 10634 19210 11549 10089 9709 3269 15953 9387 6968 3232
"216059_at" 12993 9985 12810 5605 20468 10367 10586 9406 9943 10876 11907 9110 9996 16753 9099 9617 14297 7678 17525 4052 7907 9221
"216060_s_at" 91 3714 1796 4956 354 18615 1307 870 19305 4570 21260 3986 19662 5706 17801 14494 20827 14657 11455 18860 20013 3401
"216061_x_at" 343 20130 6398 15651 5216 7072 406 1160 616 3253 4532 16558 45 21039 7823 199 18919 2211 7903 21606 21619 1997
"216062_at" 19318 11912 3759 13138 19195 17602 11981 12459 1004 7042 15762 6721 9205 13991 21486 4867 20354 2201 5009 18728 17911 15098
"216063_at" 19293 6459 14947 21995 22031 11826 7925 8324 9246 11735 9992 8070 8415 16982 9901 7893 12061 6617 15212 3370 8323 9587
"216064_s_at" 15593 1548 19591 566 9033 2723 15821 2716 4384 18178 755 17940 2334 8024 7297 20634 19883 21756 11062 15580 20338 18298
"216065_at" 14237 15914 14089 5985 11099 18213 4400 6119 10736 9715 12358 9404 11638 17600 11295 11737 10530 9991 13225 11526 1319 5767
"216066_at" 18427 1211 5724 9886 8327 14513 5585 10750 3610 14001 7804 5501 9311 1817 8921 10952 14464 11546 14340 7570 9336 10369
"216067_at" 17550 19110 19069 7410 10177 21496 9578 528 1478 15105 11832 4119 3842 4370 5693 14965 6229 6073 21198 3035 7845 10452
"216068_at" 10804 14564 12174 9822 14489 16862 6054 5215 2895 10868 13006 11455 5903 17354 491 11061 11316 9391 12901 9193 8444 5815
"216069_at" 3107 1830 7180 1325 20653 13602 21939 42 16393 13251 4841 3552 15100 6194 22232 1135 675 22167 17795 2269 3808 17847
"216070_at" 8048 15327 11188 10413 15927 10318 5928 9638 5859 6667 8200 11017 6321 18005 8600 9323 10225 20139 17671 13115 11905 11992
"216071_x_at" 19889 2944 4990 21042 2161 9012 779 21446 3307 5934 5543 1961 18418 2911 14313 2467 9989 11854 2265 12267 17586 1004
"216072_at" 18350 858 1093 7289 20946 12458 8909 13834 1691 12949 361 625 5316 1603 1055 14147 6469 21239 6123 12987 11064 7810
"216073_at" 11170 9162 18751 9288 9227 12300 10055 5279 11893 13029 13320 11061 9627 9432 10877 10851 13537 8081 17493 5631 7678 6204
"216074_x_at" 10947 13817 10477 7965 15320 16135 18727 2791 19293 19140 11950 19166 17003 18314 20242 19072 10042 2565 19039 7715 21552 1643
"216075_at" 13921 15449 18025 7189 11445 16075 10615 7088 10583 13998 15112 9944 12854 20329 10908 7268 14097 10806 16256 8225 5118 6955
"216076_at" 10001 10494 226 3888 17179 537 17411 5118 12695 12905 7823 5728 12803 20599 12685 8667 2456 11797 18201 7875 11666 121
"216077_s_at" 16815 7047 19592 16379 16876 8983 10651 13924 9177 15092 7154 11997 263 19516 19661 8446 17172 9936 3406 12766 11733 1911
"216078_at" 13601 9561 11122 13701 9813 9683 5934 1435 3319 7633 10100 5845 12320 16370 8766 8676 14394 8361 13227 7023 10028 7604
"216079_at" 13102 13609 12874 10743 11339 13256 4849 6919 12135 8309 10717 9669 9379 21823 17792 4791 1255 11457 19299 16689 6798 6154
"216080_s_at" 16628 18978 999 13664 21664 12774 16809 16428 14630 18575 7233 15306 20664 7867 19584 1521 18795 18707 21359 11578 19608 17729
"216081_at" 19898 9256 3711 21667 7507 8105 2570 9306 6336 9426 3203 8856 12335 20951 4340 10844 2282 1422 19877 9431 8854 10779
"216082_at" 19665 15474 14877 8992 2524 11442 10478 12154 5813 16754 4774 9725 13194 15923 10735 11975 11110 15742 17096 4823 10216 8065
"216083_s_at" 9348 11722 9663 10809 11502 19965 10368 11563 10887 15026 12618 11350 6432 20861 12768 10554 15329 10313 14260 8076 10924 12343
"216084_at" 7428 9751 11636 5853 15815 15181 9096 12240 5463 13436 7408 8097 9396 19595 2094 6175 14705 3695 17500 9022 6660 10663
"216085_at" 4276 2289 21335 20961 21841 9634 3977 12494 12241 8070 7966 10362 5449 17300 363 5972 3032 1736 17604 1190 11658 7737
"216086_at" 8800 16934 17403 4902 2817 9806 9006 9398 10280 14559 7274 6178 7275 15961 11956 10855 13623 12429 16729 18450 4691 6455
"216087_at" 10279 14012 13976 11692 12526 14016 7345 12879 9689 14907 12211 7996 11472 15625 10476 6307 11734 9463 16590 6515 8647 5917
"216088_s_at" 2168 17811 15474 16042 8413 7187 2375 3416 18251 497 18409 15622 17756 9888 14427 18990 20483 4446 5125 15811 19595 20317
"216089_at" 12476 11363 3812 6799 15865 10678 5896 8186 5943 10806 7053 11785 7546 15785 15636 9666 15482 19880 12136 3594 7620 11096
"216090_x_at" 17239 1402 21286 15174 1759 16754 4892 13893 6680 8681 9059 18086 7387 8564 17351 8738 20128 7092 12146 20763 12306 3504
"216091_s_at" 19033 1897 3874 19588 5450 4137 14936 2488 1408 13575 8060 17484 707 16853 6956 2869 17866 17488 17960 6362 1425 21738
"216092_s_at" 20344 4310 1387 2790 6830 7362 9771 1107 3317 6470 2191 10065 15549 15654 2076 225 20866 2674 1666 242 14715 13770
"216093_at" 14463 14709 13521 8659 14874 11020 5329 8955 5717 12409 12633 12324 8175 18902 9619 5776 14115 11628 14264 3015 9819 12362
"216094_at" 16732 11495 6376 10554 6300 815 1324 4494 21605 15381 16370 9520 18109 2453 21647 4341 21200 19406 19194 15769 13002 14155
"216095_x_at" 18470 2439 17680 21208 18794 7425 17360 19701 14929 17418 5312 16073 18687 2995 16762 14431 4855 12096 3476 19542 15308 2554
"216096_s_at" 16729 18810 12450 3985 6304 13194 3363 6623 12483 7897 8644 7045 7000 16897 11627 7266 15446 4723 15512 5982 9107 12529
"216097_at" 9113 15638 11586 11481 15028 15622 7205 7949 6648 10953 3936 12821 6487 18563 13305 5583 10388 11515 15703 77 6550 13858
"216098_s_at" 9468 12013 10063 6695 11780 13670 5726 8767 8280 10614 14656 11302 8023 15073 11471 7525 11849 8946 12534 4607 7156 7280
"216099_at" 10395 13547 12293 8235 12689 14014 9363 8899 8475 16490 6871 13079 8801 17101 9159 8919 10500 7809 17514 7358 7778 9102
"216100_s_at" 5969 1265 929 1485 6835 248 21547 20085 17544 19654 17747 21910 16917 4281 3031 5101 10032 21886 114 12786 16985 3160
"216101_at" 6381 17829 18577 12611 1208 21584 5118 1817 20645 13098 1295 18534 19452 4746 21557 3945 16199 13527 21908 19078 16140 5568
"216102_at" 13378 14221 18953 8806 11200 13125 7787 9148 9854 10236 13465 9768 7472 16220 10406 9518 13121 10111 15319 8220 6577 9803
"216103_at" 13927 12725 14047 6857 6186 19444 12247 6192 12027 7886 13015 10805 13645 906 2840 7313 15862 5489 15121 19249 10239 12235
"216104_at" 8862 10444 10536 11806 16124 11904 6374 10967 694 11382 15406 5661 6617 14236 8844 12115 15911 10079 12548 9642 6909 8325
"216105_x_at" 6720 4587 2127 15404 20230 9367 14028 17020 4182 21206 22072 540 21188 9266 4588 19329 19816 2621 8447 13174 19430 16078
"216106_at" 11972 18962 163 1223 21516 10607 10525 9801 9862 15833 9966 12091 8087 16255 8318 10501 10630 7563 20095 6413 3484 6091
"216107_at" 6465 4137 14581 8090 20005 8955 10773 12493 10989 17010 6931 11172 11897 11442 12294 10518 10886 230 8412 8321 1925 13814
"216108_at" 14188 13291 16674 14068 7501 13714 3125 12761 7181 16421 8512 7653 8973 11355 490 9901 8103 2046 12470 5746 11653 12377
"216109_at" 15851 16723 2529 21931 910 6858 22064 20906 2863 20822 1451 2394 14345 2808 21691 4610 1360 16935 1017 12998 21692 3111
"216110_x_at" 21256 18053 2621 15592 3304 16522 6389 2334 1424 14527 21915 12390 10435 3574 591 2808 5957 19962 21854 14718 382 3122
"216111_x_at" 4302 18972 8990 512 17758 4119 22196 20984 19117 4729 20439 1857 21335 10248 19303 14189 17084 1265 8291 12749 21225 2402
"216112_at" 11450 20997 17129 9376 1078 17148 14687 1443 12681 7093 3444 9922 13659 87 22157 39 22064 12356 9429 20933 15122 21511
"216113_at" 14069 13045 10471 8810 14875 15129 10321 7228 13319 7404 10880 12878 9697 8930 21877 13762 7953 5734 21081 1209 2913 13914
"216114_at" 16417 7318 1262 22179 9100 22118 7584 8255 6429 14377 18026 21599 11813 21013 1915 11917 16796 10255 21612 21591 10506 12870
"216115_at" 15005 18308 223 2237 20076 3373 12255 21966 21584 17177 19679 10558 14390 431 486 3355 3348 666 22088 3136 11741 4107
"216116_at" 9824 12880 10705 8871 13184 14660 10795 9038 9563 14271 8702 10290 10171 3622 11281 12234 10943 8217 4536 7348 10994 10326
"216117_at" 20147 7035 854 10089 21756 15573 9873 3154 12364 13077 14268 10028 10673 22235 382 12275 17052 11154 10590 1992 9129 5987
"216118_at" 5681 6887 867 413 22161 12495 7042 563 12495 12146 9472 12599 11854 15004 17075 9336 14107 3120 15873 8817 7528 1824
"216119_s_at" 705 19787 1203 13240 18502 15605 12059 12658 10992 13864 7825 10507 7066 13638 19501 914 21146 6243 12914 6485 6608 7156
"216120_s_at" 12225 13888 13024 6367 15044 12186 3198 10572 5440 6596 12287 10690 10688 15622 11987 3105 11640 7093 3366 3498 11103 12147
"216121_at" 12392 18875 809 14092 1635 12171 530 9438 13307 12667 4699 1117 7819 3206 1331 20453 2384 21890 11121 17174 15123 13244
"216122_at" 10374 10876 10455 6495 14198 16952 4154 9668 8495 13737 10102 12702 10324 16211 11876 6386 13334 9327 12696 2185 5399 6333
"216123_x_at" 14222 15070 578 624 20345 16613 7664 6881 16644 17070 3570 12737 17109 22141 6569 217 7395 5812 11589 16142 1379 21008
"216124_at" 7739 12733 13719 12395 9603 17034 9663 5495 6111 12064 12941 11193 5220 12014 5359 6362 10470 6654 16545 9308 6422 5828
"216125_s_at" 6266 19644 3914 19701 18188 7269 16346 2765 3520 20333 3264 13460 17022 10937 14825 19540 16771 18724 19425 17351 3662 4953
"216126_at" 20498 18450 6460 17543 19815 4540 8706 13553 10596 9405 3214 11221 11971 9117 19343 2097 11409 1845 13134 13168 5950 6914
"216127_at" 12734 11621 9776 12080 14849 14245 5258 12420 5629 11472 10554 8087 7996 19049 8871 7718 491 7432 14959 5825 4695 9079
"216128_at" 19568 19939 18563 20447 7005 11348 10722 1527 6127 14202 5466 11344 1281 8554 12 11444 19878 21705 9564 2334 5592 664
"216129_at" 401 9750 9819 13035 4672 12331 2651 1815 998 13932 8611 14134 22195 8330 2260 18556 5086 21499 101 2690 4203 22118
"216130_at" 13555 14280 21681 5873 13371 12169 5492 10141 7259 10397 10417 8132 8583 15565 9611 7752 13016 11039 15027 4531 6705 9189
"216131_at" 10651 15034 9531 6996 14777 17383 10601 8635 11745 15704 14908 6289 5406 6855 2274 1274 5499 19790 17320 15105 12522 12114
"216132_at" 8922 3322 12343 8993 6880 8767 11726 10796 6136 8061 2649 13196 6890 21692 18182 9903 2563 18285 21426 7740 3039 6546
"216133_at" 10705 15686 1253 10189 18563 12095 7370 7422 7538 16684 16294 13304 10479 19956 21727 4239 21150 9821 20374 13023 8702 13366
"216134_at" 14246 19791 10043 10266 18152 13088 11356 8650 5226 6738 8410 5898 6482 15309 13391 7286 13817 9420 13837 10989 9309 12159
"216135_at" 8528 15500 13888 6284 13204 14336 5074 7515 12805 12053 8640 12101 7351 12940 3113 9099 15559 11951 14224 7126 11912 7091
"216136_at" 10031 12841 13630 8545 12728 14455 6706 11305 1279 9656 179 7439 6554 939 11722 7169 13462 7846 6192 2538 93 12141
"216137_s_at" 11939 10283 9832 11839 10461 15966 9991 13099 5471 6343 14683 6519 10083 16920 10072 7141 15267 7232 15707 7194 4669 11914
"216138_at" 11742 13314 10699 7456 14778 14162 6282 8626 11930 6783 13978 12236 8537 21036 10511 6752 15217 6932 18110 7622 4966 7371
"216139_s_at" 13886 10178 11591 4905 13886 10365 3620 12084 5861 9706 15387 6412 1586 8224 13352 13589 21034 16991 6863 648 7358 12943
"216140_at" 14254 21483 13409 469 15273 13716 6140 5142 5076 10463 8844 12320 12247 17541 12379 9288 12022 9259 17618 8169 4650 9377
"216141_at" 14899 21669 20988 12268 15435 17523 9203 8244 3609 7342 8370 8947 9715 15074 895 11037 11464 450 13476 5662 11980 13703
"216142_at" 21693 11477 9573 8654 7618 3864 12949 10154 15232 12669 225 1183 19609 6505 791 3775 1764 16987 3949 10977 12039 17933
"216143_at" 12036 12885 11268 6979 21020 11115 9416 8084 8158 9435 13455 10962 5001 16395 10334 7753 13420 9193 16110 5627 7866 9191
"216144_at" 8378 10189 20731 7677 15843 18131 5231 1688 14863 12836 18251 15706 18920 2838 22219 12735 21583 737 4839 14835 10301 11651
"216145_at" 21815 10041 10962 6672 4750 17201 5392 11682 13124 8084 13589 8734 5889 19718 12794 10913 15206 9541 14356 4337 5277 1297
"216146_at" 11053 2145 16186 12824 1974 9558 3829 1702 11143 17007 11565 6315 13462 21671 16571 1175 19049 2924 9216 20150 2056 13687
"216147_at" 13056 13532 13457 7573 10231 9969 6643 10119 13542 15547 283 18914 9269 7211 19409 20943 5586 15914 18473 11423 6494 12567
"216148_at" 3221 18299 20912 11907 499 9598 8603 8164 5090 10826 10228 6348 7949 15777 9328 5752 12101 8201 15325 6832 8597 7015
"216149_at" 9752 14266 10689 11792 10016 15634 10808 7183 6751 7488 8954 10139 11665 21885 10135 10770 13810 10907 15943 15233 10552 247
"216150_at" 10669 17794 8030 4794 8963 17123 7780 9295 6693 12778 11540 6875 2684 13858 14142 12299 19676 17005 15876 423 3013 10543
"216151_at" 7691 12806 9396 6872 11109 14636 6772 10302 10568 13391 12114 12412 11321 8798 11477 6403 14846 10375 16530 4956 12604 11741
"216152_at" 18574 3188 5005 16371 5935 922 8346 4060 13284 15853 3196 7628 8924 16223 10817 17241 13308 602 2902 9365 11070 7667
"216153_x_at" 18179 21140 5576 15004 3300 1260 21086 3877 13927 21825 6695 4593 15130 14060 7661 14469 9452 4480 17953 17770 17869 3667
"216154_at" 6758 21588 1136 6213 19037 11354 8079 6084 7306 10843 10335 9265 2557 15396 10220 6004 10873 5019 14113 4319 8680 6872
"216155_at" 13228 10821 10814 20767 13207 14726 17446 13254 13501 9458 8808 9384 8951 21681 20659 20162 4591 20225 22189 8821 13964 10450
"216156_at" 10155 12612 10514 11228 13573 13659 4452 10410 11371 12814 11977 12243 7676 15886 8436 10276 12295 6830 14052 8291 11332 7769
"216157_at" 11606 21310 6856 11478 11825 17624 9083 3896 11109 8270 7228 9425 4977 15336 12954 10227 14829 9972 16786 7738 11620 13101
"216158_at" 11558 9747 9552 8297 14353 9912 10114 5654 10960 13044 7929 5694 11604 17312 11605 10059 14453 7543 12102 9218 5536 7071
"216159_s_at" 16441 18643 7749 3801 21228 4030 5053 4225 13049 13839 15221 8901 14382 18799 143 936 21568 21449 18130 12139 8955 10844
"216160_at" 7487 15140 10119 7000 11964 18550 10807 13311 11999 7221 9345 6682 5813 21412 9531 10374 10766 1501 12361 5776 10503 12382
"216161_at" 21675 8094 21727 15514 2253 2254 7872 4278 15607 13451 18351 10105 1136 9882 3319 8249 831 1959 18328 1919 11970 12116
"216162_at" 22073 17904 21951 20612 374 13576 8568 15276 17094 16931 15003 7832 441 11700 18451 16483 9192 17049 8900 13731 10626 13846
"216163_at" 11368 9157 19878 14442 14770 15674 5466 9422 6166 9628 14761 7492 11464 578 564 11628 14455 661 14249 13356 8168 12682
"216164_at" 21371 22082 20281 1133 412 9133 5309 9414 11061 15089 11600 10750 5888 16637 9041 3106 475 9747 13913 9325 11391 9370
"216165_at" 13864 15041 9873 11205 13094 14170 11611 11869 12047 8909 13570 9063 13543 9738 10109 9263 15149 21081 19626 8880 10088 7487
"216166_at" 18271 5304 2195 21688 2058 6380 3277 11383 6394 12898 7372 11714 10978 2942 11041 12177 12614 7280 13118 9357 11392 6531
"216167_at" 10271 12526 9441 10868 10736 14039 9288 7829 5891 6978 14171 6047 10787 19233 12870 11253 12027 10082 13839 4759 9944 10769
"216168_at" 1202 14084 1183 11606 387 10812 4675 5178 5305 9510 11563 12417 7333 8157 2614 9025 859 20305 13146 728 12599 7805
"216169_at" 9399 14927 9400 11597 13555 14688 4552 904 7440 6446 14181 5829 7693 18207 13267 10482 14442 1760 6193 8245 15040 15291
"216170_at" 19801 21252 4697 5004 8031 2468 4160 21233 18028 16275 17418 14672 7839 9423 22199 21714 21195 21769 19068 19675 12992 12263
"216171_at" 9871 9686 13916 5547 15473 10228 3740 8888 10918 11108 11717 12139 8224 17919 8351 10969 2067 9994 16809 5822 11424 2059
"216172_at" 9597 22269 11497 22238 3902 21820 3815 1726 13340 17018 7376 12903 6842 3400 811 3372 19802 1941 266 17628 11749 6492
"216173_at" 11715 10402 13760 7757 11220 15501 4680 9637 15765 15563 613 22184 2341 13439 21668 22033 17161 5856 21592 18673 12490 14098
"216174_at" 5245 3202 15251 21569 18361 3655 15666 11176 9465 9755 1217 13911 12260 1753 7537 13613 2315 8441 5138 19016 11954 13928
"216175_at" 20824 3355 5879 19967 3068 3752 1368 13757 18711 13607 3738 20573 17810 10777 19509 21070 18659 21013 20556 21105 13233 2902
"216176_at" 20283 3503 15487 20474 21132 20022 10900 1139 15763 17163 18070 18995 324 5440 22193 21508 5298 21917 10467 11192 11544 20334
"216177_at" 292 17540 6487 18854 5151 21219 17916 930 802 2861 5582 22124 18115 10362 14704 20790 16638 18631 8990 2927 2549 2319
"216178_x_at" 8372 6848 1072 15060 11981 17774 13239 18111 20414 5405 17924 16090 15182 9171 5863 13067 20732 1857 9639 12305 967 18251
"216179_x_at" 13710 4042 20705 5481 15994 18438 6642 2838 4864 17230 9092 2646 16710 18760 18432 523 3875 1953 1402 15185 10823 8115
"216180_s_at" 13324 734 19123 21198 10022 22048 1861 589 20470 2145 9166 4443 2597 6498 6522 2151 22134 21386 5992 1332 5815 17273
"216181_at" 13007 22110 11812 7563 15724 8879 10247 8633 8179 6911 9085 11732 10788 14702 9224 6734 3687 9655 16200 4320 6689 7374
"216182_at" 9911 13872 11154 6018 15441 12997 9286 9505 8456 9999 8987 7959 7869 17640 8569 10389 13639 10565 14644 6317 8786 1606
"216183_at" 22277 4691 21012 3663 1876 5263 3128 7681 12290 9776 15703 16013 13174 15608 88 1463 10601 455 9627 10562 10753 6512
"216184_s_at" 21462 19422 20001 3014 8521 11730 11381 10170 6043 17179 14122 7542 13478 5226 1713 9009 639 6680 17475 9082 10695 13154
"216185_at" 10787 9601 13725 5751 11849 15723 5897 4615 7677 15455 12498 5786 8884 19095 11051 11763 10888 9622 13299 7534 9665 7214
"216186_at" 4307 6272 2506 22233 19199 6249 10383 13486 9005 6489 9653 11156 13344 17875 8765 8053 13973 7370 13643 8077 8170 9462
"216187_x_at" 17398 4571 9339 19890 20532 19862 105 3156 22201 22225 18554 18171 20867 7760 14781 17095 21344 1196 10972 16232 21079 15587
"216188_at" 20884 11302 11270 9251 18398 17697 11854 7124 2370 8592 7623 12072 13412 18286 10205 1418 1105 21281 16089 805 3232 7431
"216189_at" 14423 12974 9900 6024 15629 17099 12182 4613 9693 16473 11580 7614 8946 22048 21214 4144 4427 486 20136 2592 12674 12411
"216190_x_at" 14217 9410 13945 6329 16029 11080 8873 10585 2149 7150 14637 11660 12818 15749 3553 6396 15483 18596 17679 11473 9483 10192
"216191_s_at" 14178 14073 4050 8550 8162 15626 7350 13540 5634 13408 4915 5551 9630 13375 9105 9461 14896 4056 14985 21535 10768 5875
"216192_at" 7478 20441 19404 14054 19091 13451 6860 12290 2765 10909 14458 11504 5042 15994 3830 10023 12881 20277 16217 6260 9872 10249
"216193_at" 7593 13097 15127 14305 12069 9889 3160 9479 10951 15007 9630 9184 12531 17563 13423 5481 18046 15705 16148 5851 1277 365
"216194_s_at" 4761 18405 19339 835 8318 2038 2914 16597 14647 19664 6181 15738 20420 10294 16609 16680 19665 11973 3094 16312 15012 15801
"216195_at" 8891 11751 10858 10603 9368 11310 5828 12716 11125 12269 14528 11758 5596 11468 8837 7065 10936 11433 17436 6173 8442 6191
"216196_at" 18039 3917 1449 18507 3975 21808 4558 11082 7847 13351 5001 8763 13592 13550 3228 319 21149 1894 18147 18125 5430 10196
"216197_at" 13219 21040 13462 14825 8147 21143 7890 9412 11493 15603 4955 1999 4610 1369 21366 22060 3594 21028 9926 15708 1765 17906
"216198_at" 10441 10328 12681 6374 13005 14586 3637 12822 9521 13592 1905 8307 7568 1948 738 18264 2723 11778 20450 20891 6605 13243
"216199_s_at" 20864 8927 19865 17249 561 9303 12878 18521 20010 21200 1344 13476 16888 2480 4956 3252 19790 14744 6467 11014 2569 14279
"216200_at" 13223 14041 10419 11273 15225 16381 11125 1834 10028 7710 9105 6501 5553 5575 4457 12121 6002 3244 3051 4511 8834 3123
"216201_at" 9422 13299 9483 5636 15145 14306 6520 11742 10383 12345 11385 12372 5947 18844 9666 8843 13966 10075 15328 289 8601 11087
"216202_s_at" 17738 5340 6808 697 20029 6854 20974 18172 18916 17404 1350 3358 21182 12187 21388 16635 17425 21813 4062 2078 13150 21033
"216203_at" 21850 16820 5016 18392 2077 21524 755 14129 16396 13196 1418 9959 3837 22152 2071 1134 9128 18906 20665 10422 384 10028
"216204_at" 7933 13645 240 6053 11702 9928 9626 10251 6790 10910 14189 3519 5587 16815 11726 5377 13662 8325 17860 7898 11110 12488
"216205_s_at" 17070 4702 8957 13360 6969 6366 18644 4263 16776 20077 516 17011 17460 19902 6688 14545 17064 20235 9384 15683 1562 18629
"216206_x_at" 19579 801 20895 1414 6487 22076 8419 12302 6413 15512 17936 7222 12434 13092 14896 1566 19497 7534 20175 11539 9096 13916
"216207_x_at" 17572 1283 22180 19590 19755 294 6065 13485 11242 9624 13991 12502 6011 11084 9148 10563 13135 7287 12648 20398 8839 861
"216208_s_at" 1870 1715 11434 16971 3530 3949 10896 13163 9138 13601 12474 9094 7196 18677 10572 8363 11480 10029 15938 6112 7493 11535
"216209_at" 8500 11480 13081 6199 4228 13743 7010 7974 9466 12033 14169 7878 6800 16491 11364 8528 13122 8943 14037 3479 7150 8530
"216210_x_at" 4803 7809 16249 13601 7722 8758 1458 16480 4727 20531 2444 15584 21522 10178 15101 14529 20634 2420 11816 11863 22204 21850
"216211_at" 20480 1096 8587 4005 21759 8203 1655 16491 15103 18459 2713 18591 19064 9006 8194 17589 1380 13425 4418 21015 3531 17560
"216212_s_at" 2735 18788 5596 4849 246 20632 12897 4212 3444 2366 19959 2119 18818 14028 6579 16086 7492 6319 7732 16693 14856 15969
"216213_at" 14811 19279 594 696 6654 6660 7313 13219 5816 9346 15753 11647 7653 17971 13068 7077 14290 9825 13927 2040 8159 13160
"216214_at" 8063 9838 10339 6867 15069 18299 10646 5099 6290 11311 8727 7354 12134 18423 1955 5211 13505 7466 21871 5485 6281 8763
"216215_s_at" 17867 16619 1882 16913 19483 12965 1449 16582 1498 2838 21300 18812 3322 5286 5011 1843 2641 5367 9192 11842 21623 4469
"216216_at" 8383 10955 13979 11512 9665 16223 10836 11709 12258 6952 9332 10539 11600 7856 4142 8973 13403 10624 16554 8029 9614 11426
"216217_at" 20486 6876 21017 19804 12739 4980 3583 7776 894 12676 12155 7616 13850 2060 844 12228 2026 2730 13597 1129 6170 10957
"216218_s_at" 10412 11580 3032 8513 15966 15826 7764 11301 11305 9875 4125 16765 5081 4490 2919 6736 12770 7973 4108 13672 11901 1918
"216219_at" 7380 20431 17887 21120 22276 5525 11366 12687 10889 8462 9575 9804 5321 12158 13383 9918 10231 4331 16841 5364 9766 12767
"216220_s_at" 2451 18530 18725 20082 18023 21497 5273 11717 13408 15826 8693 11464 8899 15759 1848 10387 11559 930 13593 734 5162 609
"216221_s_at" 5005 4266 6320 20749 18683 4181 14022 15478 2930 4192 17332 3909 3465 6384 14696 12680 4400 14046 3921 14190 4302 14400
