"inst_389" "inst_404" "inst_506" "inst_869" "inst_911" "inst_977" "inst_1023" "inst_1081" "inst_1184" "inst_1243" "inst_1668" "inst_2703" "inst_4467" "inst_5240" "inst_5603" "inst_6202" "inst_6959" "inst_7002"
"200695_at" 3505 12741 13933 5387 18416 3064 6207 377 8978 20053 1632 17405 10522 3217 3906 2780 20613 20682
"200696_s_at" 15494 17384 14411 429 4737 1689 1796 511 3670 3048 3483 3651 2001 462 6183 3415 1667 10625
"200697_at" 17108 4514 2173 5419 20856 17309 17522 3654 18526 16438 5788 7703 19402 7907 11245 17208 7774 7238
"200698_at" 5119 21165 4188 20072 20108 19562 18877 17976 20155 20097 10514 17702 10104 10089 18861 18138 19147 21082
"200699_at" 3859 18345 18233 8557 21174 18716 6762 19395 19844 5036 6349 4449 18715 11510 21309 16007 20734 19301
"200700_s_at" 4984 6198 4967 10289 18492 16192 17369 5848 8143 21026 8375 9418 16053 6258 10433 4354 7379 8642
"200701_at" 4896 3054 4551 5047 4497 1811 2046 3306 3740 4294 2177 20899 6149 3126 6277 3574 2323 2381
"200702_s_at" 21996 12375 2004 20564 8016 21639 19996 21123 19831 19830 20989 17987 17913 20571 9520 20388 17808 21305
"200703_at" 5751 18743 14543 21569 20177 21219 21561 21896 21200 19435 21551 19520 19072 10038 12483 18308 21063 20183
"200704_at" 6068 14874 18134 3682 5520 3419 2898 1005 912 6827 4499 6017 17849 4993 4005 4279 3260 2681
"200705_s_at" 5159 14979 14879 8065 7635 3916 6859 5858 18082 6297 19252 17523 19100 11044 10936 8989 7371 10063
"200706_s_at" 2599 20187 14365 3232 5778 1471 15884 1477 3910 3510 4332 9268 4665 1842 2674 5805 1175 3299
"200707_at" 4379 6233 1115 6093 7202 3280 4619 17741 5972 3366 720 9560 6643 18636 19368 13618 2976 2460
"200708_at" 16322 20461 3084 7368 19139 4298 4160 4088 8784 17823 8839 19104 17244 10499 9645 15261 7606 8647
"200709_at" 18712 13128 13928 4445 5593 18039 18943 1928 20701 8168 4734 5373 3046 5709 3387 17554 4225 3907
"200710_at" 4309 1859 3015 4930 5743 3604 3942 1490 19944 2558 2731 17329 8111 2957 5746 19841 1962 7611
"200711_s_at" 4689 2574 16433 6539 6909 14727 6604 17081 18708 5788 7079 18187 5095 6764 5615 21166 7290 7313
"200712_s_at" 16219 17466 18700 9277 1365 16371 21280 21331 18960 19422 7048 8589 19309 4120 7248 19310 19934 8518
"200713_s_at" 6727 13644 17454 20815 19118 19365 19067 19776 19420 17031 19657 19945 20396 18707 10306 16058 19551 20514
"200714_x_at" 4719 3043 16955 5142 18894 2595 2541 632 19301 1763 2722 4467 8369 8776 5735 17180 4312 3820
"200715_x_at" 15126 2787 17805 5985 8181 1314 4639 2571 8237 4941 8042 8727 8134 8301 5894 6952 5120 6828
"200716_x_at" 15689 2643 5576 9924 12584 4228 5950 17480 7687 5863 10224 12768 12525 19182 12311 9164 8034 10203
"200717_x_at" 3577 14720 14419 13451 12095 8350 10704 6123 8702 8156 19620 12679 12438 14160 14576 9075 17578 19156
"200718_s_at" 18294 13583 14580 19159 7904 16830 6623 2916 18785 8062 8380 9632 9016 9294 11196 14390 7883 9525
"200719_at" 21240 3529 4124 9705 20960 19954 15888 3144 19759 18752 8997 9516 8079 6222 7177 19644 7603 10296
"200720_s_at" 6072 13084 15653 6724 4616 4481 17658 4319 8688 17120 7485 4654 6266 3684 5407 6334 19053 6555
"200721_s_at" 17704 18252 20433 7775 8227 14890 4896 2926 21944 1428 6619 19325 6405 5165 12137 5517 4587 8882
"200722_s_at" 4919 20259 19017 4604 1001 17534 21780 19813 4111 2965 8237 18969 17275 10082 9872 6002 22188 6676
"200723_s_at" 4997 13108 16601 8603 5340 16941 17585 5062 6086 17386 8731 7743 17477 19664 10646 14593 17551 10286
"200724_at" 3356 14804 16682 7435 11330 12404 14367 16646 14488 5671 3429 18255 8372 20432 3085 16050 911 13145
"200725_x_at" 17002 4673 6586 10125 19040 4506 5216 4668 8844 5700 9319 9662 10322 19652 9282 13766 6397 9744
"200726_at" 16280 20661 16164 8057 8142 3582 19500 21535 7855 18737 7965 4024 16787 11409 18623 13849 5790 10536
"200727_s_at" 17909 3599 13683 20343 4535 3012 20852 6061 8198 4866 2906 20800 19251 9242 11200 18535 19001 6108
"200728_at" 17146 17651 17855 5146 19930 14897 19490 19801 8050 18881 5637 18201 7945 7879 20309 17991 7554 6282
"200729_s_at" 5689 19386 19512 19392 7365 18829 18618 18092 6957 5923 19595 10025 7668 6587 6811 18120 18446 9756
"200730_s_at" 15715 18172 16663 10363 7139 16135 20099 19652 2651 21119 19692 19219 17582 8316 18834 4858 20220 20235
"200731_s_at" 16717 2991 6383 7836 18526 14921 20992 19121 8075 16552 21257 19906 3036 3964 19202 20481 21484 7773
"200732_s_at" 19591 20017 16883 4835 6754 4697 19704 19868 4856 16637 10524 8652 7062 6503 20016 6944 19899 10031
"200733_s_at" 2288 21892 17204 7815 18378 19107 21398 3581 19394 20626 5914 17308 19586 5384 11973 15053 18772 21007
"200734_s_at" 6620 6449 5094 8349 2274 4048 3519 5992 2926 5912 6270 19792 9729 9719 4792 14791 2492 4979
"200735_x_at" 6162 12826 17548 13868 11632 4638 10269 18626 8780 17250 19493 12733 12483 11304 14636 9124 8895 10208
"200736_s_at" 17861 11405 2954 14104 15936 8072 10660 9342 4689 3340 14174 16840 9801 17862 17094 17092 16132 12496
"200737_at" 6000 16315 18568 7617 5721 14908 5685 17544 18510 17235 8733 10053 8530 1740 1838 6249 6657 5126
"200738_s_at" 15207 15214 17972 8214 6786 4356 6938 17357 18794 16589 10467 9264 10751 10036 9484 14963 6682 8322
"200739_s_at" 16627 4065 13778 8523 3272 2912 21250 21211 18898 3051 21205 19272 10346 10060 8979 13855 17573 8702
"200740_s_at" 5136 4320 14393 19952 19669 17200 17240 3887 18937 7661 9167 18748 10851 11215 9001 14749 20379 19882
"200741_s_at" 18015 16290 5178 13720 11915 3597 10733 18174 18968 6384 9919 12607 12359 19663 14469 8971 19531 20652
"200742_s_at" 4774 13032 6305 1207 1656 788 2160 680 3205 1949 4788 18478 5274 3285 2148 6511 19935 2522
"200743_s_at" 2902 21094 6626 1510 3901 2266 842 3728 4440 1948 2346 10526 9842 3395 4458 4775 3819 3023
"200744_s_at" 18497 18568 14659 5616 4092 3612 6371 4486 5039 6703 7722 8072 16208 20426 7234 14407 7263 6787
"200745_s_at" 15312 16748 21749 5460 7083 4936 16099 17417 6911 17231 8446 9889 10503 8319 10593 16404 6398 8151
"200746_s_at" 15237 16077 18819 4504 8476 17063 15953 5815 18203 5665 5216 8786 9211 7548 8938 16082 8884 9168
"200747_s_at" 14952 19928 16263 1084 1244 2201 384 169 5186 2035 400 17632 3250 2936 2069 18566 654 1081
"200748_s_at" 15666 15181 3518 9893 17970 3939 5918 18678 3079 7699 19683 18240 12545 10961 12221 14478 18004 19948
"200749_at" 2366 18131 19661 6382 19551 19683 20799 20767 8612 18937 9969 7356 20034 9451 19196 20654 19142 10385
"200750_s_at" 18021 15389 20506 10043 7630 14690 17933 20552 18858 7628 20694 9014 12419 10929 18775 16081 19962 19862
"200751_s_at" 5090 17550 4732 5960 2546 17333 20802 18304 5722 7897 9541 4999 6100 5772 8946 17613 6700 8084
"200752_s_at" 14542 12647 21805 4501 3846 15720 1894 3973 6169 1716 2476 7133 7376 9690 7923 16063 738 7912
"200753_x_at" 17915 19543 14882 21682 18638 21050 21269 21296 6221 19791 22072 8939 10647 9589 19058 18878 21551 20430
"200754_x_at" 17048 15726 14133 20440 21074 19844 21018 20990 21284 21165 21577 17996 20843 20385 20757 18960 21431 21554
"200755_s_at" 17153 12374 21745 19801 17889 20268 5591 17361 6817 4510 10451 18532 16962 9073 10203 19416 20082 7934
"200756_x_at" 1519 13145 4109 21517 4106 20493 21598 21481 5412 5790 6552 21595 16657 20347 18762 17294 19995 20257
"200757_s_at" 14480 19813 16561 19211 19264 18513 18442 18006 18992 6450 8869 18624 10398 7213 11338 19931 18491 19975
"200758_s_at" 1939 19324 14399 730 3292 222 2857 19522 18026 7766 6602 20994 7450 4880 8570 16460 1986 9899
"200759_x_at" 18228 14451 2948 319 3280 524 6054 19272 8006 18436 2925 19401 1697 4466 5856 13590 3451 5583
"200760_s_at" 20580 13470 3947 19334 2381 15878 6678 4396 9058 3567 8116 8118 7985 8536 5828 4841 7360 7883
"200761_s_at" 1405 19909 14959 7351 4860 16860 4086 3175 3110 4010 4680 5295 8030 2934 5133 5464 4087 6922
"200762_at" 18543 21868 20101 4176 4431 17832 5653 3912 2658 2703 2112 5109 7905 6893 7476 14826 4615 5575
"200763_s_at" 5813 4807 4342 9973 12577 15471 10695 18850 8280 15771 9176 12741 12495 18812 12389 9136 19496 19061
"200764_s_at" 16033 16787 15299 3960 1402 2289 6426 18676 479 9548 8939 7250 16839 3899 10394 3726 8086 5883
"200765_x_at" 13694 18317 5365 5463 7911 5110 4684 5733 7268 12797 7043 20884 15688 6302 7842 5419 7337 8382
"200766_at" 1304 6083 6121 7188 19737 4227 4060 5571 705 17207 4333 20673 3137 6705 10724 5879 7506 7346
"200767_s_at" 4575 16233 19491 1508 1184 2941 15861 18020 5761 16518 7734 16961 3738 7809 5724 15187 6215 3593
"200768_s_at" 18637 20197 15959 21898 21605 22063 21852 21684 21609 17584 20481 20901 6910 19775 20762 6564 20560 19759
"200769_s_at" 2473 12871 5939 21658 7708 22114 21208 22047 20563 20043 21462 19433 6665 10110 10051 20855 21533 21253
"200770_s_at" 7408 19438 20174 1625 8609 404 2536 17738 19365 4800 4060 21845 1546 3724 5030 21870 2929 6024
"200771_at" 18489 18463 3949 20750 21389 17609 3252 4280 22099 6086 7083 10805 8481 4581 10231 15159 7128 6535
"200772_x_at" 16958 14164 15771 10023 7945 3062 18103 18432 19589 18197 19768 18021 8874 18810 19101 9102 8391 19235
"200773_x_at" 4172 17185 16841 20324 18093 15602 6506 3757 18881 7034 10507 10793 9248 10024 18594 14112 8044 10361
"200774_at" 2793 13300 17262 6613 5497 4917 6262 5240 8282 16191 6456 10358 10721 10218 9219 16472 5685 8914
"200775_s_at" 4606 13838 14304 19804 8568 15385 6314 3238 19804 17371 6060 17034 16722 20875 19540 17621 19138 10341
"200776_s_at" 4605 6097 19884 8861 3169 14975 17989 19228 5902 7619 21249 7686 10718 7036 10499 19871 20254 19762
"200777_s_at" 5817 19141 19848 9108 7800 3856 17685 19221 19008 18223 19916 6530 10797 7989 18513 17148 18071 10308
"200778_s_at" 16822 2906 6157 7151 5255 16251 17891 4878 6184 18011 10493 7781 16561 7801 5516 16706 6923 10476
"200779_at" 5941 3454 3725 2017 18696 306 21180 21872 20930 5512 20430 17721 6857 19353 11626 20199 18623 20516
"200780_x_at" 5658 5078 6074 10263 18271 3657 10591 4604 17940 5834 6865 17569 10586 10793 10331 13674 6876 9045
"200781_s_at" 14569 18202 16107 19690 12454 3353 10553 18257 19434 7871 10547 12663 9751 19195 18851 9054 19408 20095
"200782_at" 15585 13022 18918 7605 4539 4998 5079 1838 2485 6961 3161 3291 10634 3342 4273 16640 4417 6924
"200783_s_at" 4622 191 15495 8669 2951 19556 17406 3244 4461 2187 3366 19370 9581 6099 4091 18733 6152 9584
"200784_s_at" 11619 11538 9868 692 11068 10553 11617 13828 16188 10731 13065 8709 169 13737 12819 7802 16763 12955
"200785_s_at" 6602 2560 21708 18423 16935 5698 8661 7050 10051 10516 16184 5909 2085 17498 13209 11841 13073 17147
"200786_at" 3212 16668 14062 8704 7622 15998 16596 17631 8112 16078 10539 17244 18027 19279 9502 16156 18015 19154
"200787_s_at" 5606 14327 4951 3368 21319 1898 19977 22158 18852 3149 19907 4409 16834 20630 18405 3355 7748 4849
"200788_s_at" 15684 17177 15755 5044 21846 4736 20538 21854 7333 15737 19631 4608 17279 6017 10696 14020 4472 3166
"200789_at" 1466 13370 14814 2983 7814 3866 373 2873 21380 833 4919 9225 9265 1200 10974 18800 6738 3638
"200790_at" 17752 17727 16360 20729 20910 20675 20348 20854 21324 8143 21660 20441 17581 20464 20390 20758 20577 21435
"200791_s_at" 4087 17823 15370 2779 3332 2368 4398 5507 6880 7974 5156 7458 5803 5920 7246 13382 2958 4732
"200792_at" 15646 4602 6465 7710 7451 15681 5158 5696 18583 18298 9095 17877 10241 9605 8902 15179 7346 9306
"200793_s_at" 5499 3366 3865 1247 5225 2638 4283 18750 19237 4075 8142 17818 6419 10972 7480 20457 19893 2763
"200794_x_at" 5150 12998 18333 7810 6447 14762 16414 3741 18376 4332 6239 17310 6208 6248 10291 16001 3879 8752
"200795_at" 4409 13834 789 1338 15561 9434 571 14267 10518 9685 13947 189 11367 15794 4811 12261 16552 18407
"200796_s_at" 1152 18660 1145 2548 130 20540 19103 21977 425 17479 21680 7672 5811 20710 19962 4446 6564 7968
"200797_s_at" 651 19789 21024 7118 19113 17551 18316 3202 8806 15877 4513 7812 2984 10034 8941 15133 2925 19078
"200798_x_at" 4237 20247 19926 4307 6421 4716 17505 17148 5695 3453 8451 2808 6300 7453 9968 16253 5751 9344
"200799_at" 13842 19093 15727 21981 21557 21935 20728 19895 12609 22175 21764 11859 21439 20731 20839 8139 21496 21539
"200800_s_at" 9362 21296 22121 22196 21793 20854 21884 22031 22273 22212 21116 4659 21866 21894 21812 15709 22141 21800
"200801_x_at" 15467 16220 13851 13674 11805 8237 10365 4827 20358 16276 19684 18730 12329 19570 14432 8940 18798 19531
"200802_at" 6443 5608 16712 6775 19066 3470 16431 17473 19053 6787 8212 21098 16743 11326 11176 20630 18050 9724
"200803_s_at" 16610 5249 4262 7231 4199 2411 17016 4946 20040 3905 9025 19824 6739 7031 8050 17893 5130 6825
"200804_at" 14381 2514 5516 6874 4677 5127 4285 4201 6938 7185 6462 18749 7635 7673 9691 18902 5783 7979
"200805_at" 5850 3670 21407 7106 7064 16508 4751 2145 21369 5410 9853 8254 6050 3235 4250 18389 19725 4662
"200806_s_at" 16590 4216 17432 19878 5623 15874 18970 20026 18833 18094 21593 7964 16840 11311 19208 15599 17686 20449
"200807_s_at" 15993 13448 16480 19923 17965 15931 17738 17927 19406 18275 20072 10298 17172 18840 19263 14006 17925 20409
"200808_s_at" 5491 16830 15349 9497 21700 21414 20172 18022 9078 20331 6739 7222 8665 4845 20082 15662 21651 21692
"200809_x_at" 5943 12901 6436 9577 12601 4821 10677 6138 7879 4772 19263 12594 10402 20060 19098 8958 7794 9042
"200810_s_at" 4922 20164 18035 4221 3790 2730 1540 975 8286 2122 1325 5888 5856 2269 3867 18027 1707 2637
"200811_at" 14635 4012 5061 2444 929 4350 1081 653 8100 4046 752 18785 4493 1779 2104 14847 507 1115
"200812_at" 17152 18548 18952 8977 19312 17935 17586 18585 7813 15710 20388 7582 16278 10651 10054 14701 19798 19574
"200813_s_at" 17367 2684 15835 5843 19685 17133 21038 19151 7487 2591 21167 17032 4705 11122 9506 20698 19368 3663
"200814_at" 16217 5414 15992 4823 5427 2726 6861 2082 5404 17089 6511 7853 19814 6105 4356 13567 19599 4812
"200815_s_at" 17893 15257 16494 7857 20860 15790 18152 19393 6581 18021 5679 5194 7318 10900 9902 4088 17903 6950
"200816_s_at" 6306 13087 15646 20751 19894 21079 16253 19267 18523 20243 6543 4996 19215 11053 19374 16096 8802 9083
"200817_x_at" 16244 6579 3529 13603 11649 8748 10242 18126 12537 7821 10281 12589 12340 13960 14451 8956 7350 10040
"200818_at" 15883 6162 15562 4618 4738 19755 18556 4190 19953 16087 6999 18700 10767 18726 10095 16527 4327 9323
"200819_s_at" 5471 4391 4527 13405 11688 4382 10470 18275 18904 7130 20291 12686 10734 18839 12048 9081 6897 10446
"200820_at" 14865 15114 6402 8759 4608 15386 5194 20263 18749 6927 20474 17874 10265 9044 8401 19137 5903 7795
"200821_at" 17416 20321 18649 9130 7400 2019 18910 1562 5294 18957 5327 5141 4945 2801 8794 14990 19602 8336
"200822_x_at" 6020 5325 13908 19325 20360 17287 4376 17272 19162 20597 8878 9066 20773 9404 10530 15815 7641 9075
"200823_x_at" 18073 2681 15973 20636 8191 2978 5996 3674 5271 5645 6835 7220 6585 7399 9457 9160 4071 10551
"200824_at" 15185 6396 13805 18468 9864 6534 3962 12942 5203 3409 18900 9844 5590 5680 18589 18669 16164 15730
"200825_s_at" 5162 16546 4251 9174 20830 4880 6911 17909 21901 17464 9132 20301 18500 11527 21316 20149 18468 19974
"200826_at" 19361 4926 4236 10021 6763 4969 6932 17375 17841 15859 20485 17418 10766 19177 10681 17034 5583 9991
"200827_at" 21063 3421 19906 3197 20120 2032 4750 19447 2226 6473 6156 20103 6280 3254 18896 17082 5513 5528
"200828_s_at" 16076 4619 14372 10241 2040 3833 18014 19224 8197 16604 19623 8848 16382 8956 9808 7154 8692 7413
"200829_x_at" 4826 13507 17565 7816 18473 19071 18197 18321 18564 20203 9092 9461 20290 10344 11014 18475 6822 9477
"200830_at" 5015 16236 18140 9958 19358 16307 4410 3808 8719 18322 8069 19393 10287 10693 8469 6522 6127 8873
"200831_s_at" 15828 6295 18713 6008 5774 15443 19191 17491 20312 16474 8889 9276 16259 19136 20059 13963 5587 7950
"200832_s_at" 16031 13105 20518 7608 19459 2176 18842 5057 8858 21423 8768 7522 17585 10059 19848 16755 17739 19073
"200833_s_at" 5019 17763 19567 5926 19639 15621 19615 18350 6995 16957 20898 7978 8226 10142 9700 18923 6094 10065
"200834_s_at" 15649 15010 14394 19380 11835 4681 10656 6247 8785 18002 19789 12632 12384 11412 14506 9001 8348 10656
"200835_s_at" 10844 11610 11834 19266 21181 20858 5118 21974 7064 18877 308 17938 20284 3204 19929 17302 18115 22045
"200836_s_at" 16238 13200 17143 20590 20454 2460 3782 1606 21688 3732 1712 22145 7976 21544 11829 21736 1585 21967
"200837_at" 15040 21677 16961 19913 20706 16955 6856 5710 4948 5742 9260 20629 16674 11464 6888 19795 6208 7549
"200838_at" 3799 15120 16806 4836 4263 15563 4131 4330 1711 4796 7058 3851 2757 2885 11976 3213 5135 5020
"200839_s_at" 3619 3427 15473 5316 6865 4643 4260 3090 969 2772 6470 5836 6171 7999 9539 3785 5220 6686
"200840_at" 14264 13320 16522 20670 20248 17013 16961 18063 7260 18818 10556 7507 20756 10963 19299 15431 19348 20725
"200841_s_at" 456 13761 22179 6191 489 3170 21739 20605 18169 6038 5773 20711 16443 20381 7023 21265 18410 8059
"200842_s_at" 18570 20827 20766 3887 4566 4844 18967 18346 20552 17192 6804 22066 19050 9318 6603 20156 3404 10333
"200843_s_at" 17983 3035 2946 6543 18299 3163 7035 18477 19468 7663 7202 19822 7770 10351 10085 19259 5765 7978
"200844_s_at" 958 5357 15176 7831 6014 4405 4856 3676 18229 7279 8816 7707 16031 19761 9715 14552 6840 10417
"200845_s_at" 1521 12951 19126 7595 5219 4320 16436 6253 8553 6604 9378 8433 9910 7806 10145 17118 8057 9066
"200846_s_at" 19068 17393 18683 7950 6027 15023 17379 16998 7160 5928 9279 8971 10823 9169 10640 14484 6953 7409
"200847_s_at" 5365 15305 15909 8611 1949 14774 4897 3303 7326 8188 3901 6656 8664 7382 11407 4258 18598 9198
"200848_at" 15870 21988 17005 5267 7361 3965 4460 2046 3778 16734 3401 16841 8367 7761 5534 18967 6404 6447
"200849_s_at" 3933 6552 18046 5395 19171 3253 4432 1941 20340 7907 5207 7692 1924 5896 9901 20694 2718 5153
"200850_s_at" 3861 17585 17561 6349 6080 2806 3205 3543 6042 6673 5153 10121 8480 7188 8136 17855 2819 4235
"200851_s_at" 3006 15066 20054 8514 6631 17498 6048 1728 19885 5653 8248 18867 8132 20933 3119 5474 6422 5942
"200852_x_at" 15746 17711 18637 8983 8415 16629 16538 4079 5115 18642 7303 7666 4780 9621 19186 13398 19713 9833
"200853_at" 14109 13471 14443 20508 7000 17614 16875 17885 19729 15717 20682 18131 9005 9313 12534 19763 8946 10282
"200854_at" 14387 19128 15412 5324 5092 15814 3979 2752 18448 6577 1996 4416 6493 7191 9779 7190 5840 7013
"200855_at" 21542 5472 16351 4194 4653 19039 1132 2301 21023 20341 3563 8043 4429 19848 7479 17072 7392 9401
"200856_x_at" 21202 4249 2117 5342 2359 15045 21473 19290 4390 17649 19328 6789 5967 1107 19339 16841 3903 8669
"200857_s_at" 14256 5734 14636 4090 1296 16769 20394 21122 20292 16952 1258 20404 8915 10169 4708 21554 6696 7622
"200858_s_at" 15295 16318 18286 8659 4916 4003 16052 19086 8309 15670 8033 7129 10095 8665 9406 6845 6128 9440
"200859_x_at" 5459 15864 14963 5483 19835 4779 2544 2592 4447 4899 4532 9900 5593 6749 12026 5221 3612 4841
"200860_s_at" 4588 17923 18293 7047 7813 16311 6764 3882 5483 15787 5761 18796 17169 19062 10611 17130 18322 8739
"200861_at" 3455 13683 13869 1944 930 17755 15776 17032 8488 20841 2734 17235 16864 10643 11472 19760 8334 21840
"200862_at" 1457 20841 16975 4814 21183 17860 19175 17697 18002 7665 6906 18925 19235 19634 19902 15416 21037 9785
"200863_s_at" 6590 4105 13708 6666 6553 3874 5921 4239 7967 17090 9562 9260 18191 18564 5523 14669 4862 8980
"200864_s_at" 3085 15178 20257 6595 6097 16153 5490 5596 18657 18706 4570 5674 6202 2761 4113 20248 5820 5488
"200865_at" 13665 11870 10156 8017 3721 12655 11620 15966 3927 5732 18345 772 18588 8603 378 9688 2653 18286
"200866_s_at" 14801 14049 16441 2551 7138 4259 6384 2852 6423 4196 1690 19568 7856 4869 4323 13296 1871 4254
"200867_at" 3219 17610 20059 20045 18567 17341 20068 20966 7141 17399 7106 7217 19524 10582 12004 3562 19749 8604
"200868_s_at" 2478 5784 19569 9955 7871 4418 20189 20609 2250 7261 9816 19717 17370 11138 11585 4324 6151 19620
"200869_at" 17889 5816 3961 13331 12419 4249 10512 17256 18204 7460 19552 12614 12370 10722 14480 8980 6861 19728
"200870_at" 5914 17046 5675 10438 18515 17912 18398 18528 20625 20164 19645 10253 20361 9253 11837 16852 19925 20550
"200871_s_at" 18492 15909 5173 5835 7020 2887 2842 4970 7384 2289 2316 8959 8500 5238 6418 5473 2626 6728
"200872_at" 21864 13481 15902 9867 6626 3571 16447 18197 8312 16431 10380 18013 12331 19168 18638 6832 6598 10732
