"inst_389" "inst_404" "inst_506" "inst_869" "inst_911" "inst_977" "inst_1023" "inst_1081" "inst_1184" "inst_1243" "inst_1668" "inst_2703" "inst_4467" "inst_5240" "inst_5603" "inst_6202" "inst_6959" "inst_7002"
"201358_s_at" 4116 17467 15602 9272 7638 15403 17201 6290 7303 18505 8306 17747 16735 19927 10526 18056 7057 10188
"201359_at" 3450 3537 14166 6490 6549 2738 7014 5642 4562 15793 5809 17155 6487 5009 6347 15426 5924 5775
"201360_at" 3439 2871 3123 2850 749 3511 4568 1689 2512 1393 5102 20812 6639 19267 4181 19168 2864 3670
"201361_at" 17167 5004 14887 20191 21886 21728 5197 21223 18625 4431 4253 16965 10166 10333 10866 15248 18642 6516
"201362_at" 18118 17798 14643 6590 8064 14876 16378 4838 7842 3282 2934 8213 2467 4020 9791 18481 2065 2187
"201363_s_at" 16414 17496 19626 8789 5980 1514 18610 4162 19127 3533 19198 17609 7210 19134 7596 15166 18797 8256
"201364_s_at" 2746 6434 16762 6908 2453 3374 5428 17484 4561 6765 7294 4650 4654 5125 6769 2403 5060 7807
"201365_at" 20597 19108 4092 8606 4838 4655 20322 1183 3147 1478 2853 18584 9149 20330 3462 15800 6453 6287
"201366_at" 6392 12547 20761 4208 18516 16971 17437 6330 6633 8145 8010 7981 4751 7709 9386 20202 6587 8521
"201367_s_at" 16422 4910 15979 202 22232 648 28 468 235 15270 3860 3357 1962 223 22191 4764 56 5538
"201368_at" 1884 17394 18841 983 1577 1917 1558 1224 2671 6047 943 1226 9042 2210 4298 4142 1942 2950
"201369_s_at" 18464 2206 4072 3962 6119 982 2096 585 6639 18554 205 1672 421 147 3043 15274 1856 1050
"201370_s_at" 16327 19499 18677 21086 21167 21423 22234 19820 4190 19913 19206 18262 20816 3890 3841 21817 19691 3938
"201371_s_at" 5621 16212 15068 10078 5890 20483 18521 18540 18974 18266 10244 19068 18362 8017 11908 18239 7880 9270
"201372_s_at" 14057 9273 13279 12653 17107 11444 6366 9999 467 14575 9758 226 3662 7874 18733 19008 14208 12535
"201373_at" 19674 2046 22053 4459 20296 20375 22192 1029 1431 3979 19944 6859 9057 11068 8115 15417 17457 5556
"201374_x_at" 12457 9825 10645 11691 17153 14269 14055 16307 10273 15129 19083 13489 14458 11894 983 4468 9710 427
"201375_s_at" 17170 15884 20977 9674 20274 18097 19668 19872 18439 6070 19648 7985 16504 20406 12008 13494 19230 19771
"201376_s_at" 5763 15748 18719 5423 2595 2557 17422 6166 7334 17825 6294 9515 17315 3781 6875 5945 5005 2708
"201377_at" 17447 19067 19659 20251 19205 19012 18832 6158 19704 21272 8141 20127 19666 11136 12535 6910 21073 3926
"201378_s_at" 20765 15499 15309 9443 20753 20746 19241 20950 18042 19862 20185 6458 19994 10303 18699 15857 18626 20391
"201379_s_at" 15165 15324 17603 4866 20152 17020 19819 18444 8908 16882 9038 18125 18243 10962 18549 15742 17781 9243
"201380_at" 14548 4157 3939 10115 3369 17547 6534 4127 7615 3201 7002 10808 3468 4471 6083 13762 18736 4151
"201381_x_at" 6298 14585 18872 19390 8497 19988 21391 21597 20290 20857 21221 17365 20921 18833 18684 19155 20456 20310
"201382_at" 4783 2918 1236 3679 2582 5079 21743 14038 5061 21999 2338 8688 10200 21390 1527 21151 21372 22172
"201383_s_at" 3052 6421 20030 129 69 35 67 52 1926 746 191 18804 339 1936 893 6903 537 496
"201384_s_at" 813 4750 6585 102 587 160 147 55 2261 1312 175 3348 1101 746 682 4435 180 288
"201385_at" 4773 15986 16453 8974 20560 16074 20521 5311 19612 19761 20886 8137 20218 10851 18423 13777 20144 20952
"201386_s_at" 3890 16878 18643 19616 7500 17113 19961 20730 21010 21695 20306 9833 18941 10308 20042 17039 21256 21582
"201387_s_at" 11039 2037 640 15845 15095 12927 14873 13855 14993 14416 11793 15187 14205 134 747 5605 12142 9948
"201388_at" 15884 16904 18572 7811 8120 19703 3207 18869 21923 16243 7488 6320 9775 10977 10155 20916 19328 7518
"201389_at" 19842 750 14168 21397 22110 20963 22043 2792 4995 19098 21836 7654 8388 21819 8581 4765 22235 1420
"201390_s_at" 16711 15233 15721 6758 6289 4439 6587 5809 6616 18205 7476 21099 18110 19476 7877 13546 5594 7863
"201391_at" 16442 17034 16076 6673 8376 16393 16683 3971 8258 16381 8693 6869 17640 10205 8663 14259 3142 8420
"201392_s_at" 2601 4120 19140 4421 20368 3538 5352 5282 2523 18867 4441 9852 3477 859 6239 13649 18835 20548
"201393_s_at" 15716 19705 17964 3024 7790 16389 15710 955 18813 20708 4827 9155 8319 7073 11999 18036 21293 4869
"201394_s_at" 16084 13399 14347 3461 2181 16046 18158 2961 18957 8173 6777 4590 5371 6986 5218 13584 5529 8658
"201395_at" 925 1058 1 2840 7383 17990 3679 4119 7957 16930 3095 8999 16389 8694 8853 13972 7511 3047
"201396_s_at" 16276 19075 3149 8815 1006 17982 3092 19287 548 7798 21682 22203 19082 2539 19271 2236 3328 2945
"201397_at" 19155 12567 6001 6211 6107 4304 18235 4274 18956 17862 5174 20869 16918 9199 9641 21576 17658 4119
"201398_s_at" 16579 3445 17119 7229 7100 15108 6213 5267 8740 17708 4716 7520 16276 5241 6866 7004 18047 6142
"201399_s_at" 15987 13293 15460 7213 2266 4073 19975 4036 8362 16378 8165 10917 9169 6429 8152 14035 5702 8663
"201400_at" 6201 16090 6304 8991 5628 16197 6781 4631 19430 16126 9067 18750 10806 11325 8724 17985 5986 10160
"201401_s_at" 16154 1365 2518 21168 21383 20631 21613 21411 6627 19681 21987 20091 7118 19091 20096 17840 19802 21567
"201402_at" 10584 11147 9737 16484 9029 12528 11585 15860 13874 8378 5059 16526 12733 15781 16585 3267 16370 14456
"201403_s_at" 15878 16227 17232 2565 6065 2575 2475 4777 7705 4366 4254 19362 10497 10293 4134 7162 1185 2118
"201404_x_at" 17806 13489 15443 21882 18379 2373 16168 21582 21233 16025 6811 9305 996 3589 18615 16477 7577 6860
"201405_s_at" 18820 4621 2952 8556 4942 14887 6934 19516 8462 8187 9558 19090 16703 8083 9027 15074 7080 7796
"201406_at" 14598 15380 4025 13956 12268 4014 10477 4566 8278 7785 19787 12683 10083 18536 14579 9078 8756 19160
"201407_s_at" 4410 22141 20840 19358 8444 17515 2678 5138 3370 3010 7372 8819 7707 4072 10503 17666 17771 8048
"201408_at" 2276 20107 20780 2262 3045 2811 20645 18930 5605 4947 3694 17433 7689 5910 11302 17652 19308 19405
"201409_s_at" 2447 19384 4441 8354 3307 4513 7045 4335 20377 3431 8387 4754 7089 4400 9847 5493 4432 8543
"201410_at" 845 19637 17399 20600 20506 19415 17474 18694 19031 7967 9569 8635 10422 9462 8857 14453 17891 20038
"201411_s_at" 14549 3113 20867 6681 4033 18917 17382 21503 6327 6496 7585 8886 5850 20991 7664 6645 18365 5198
"201412_at" 5276 5086 16362 264 5028 926 872 2406 4266 7650 622 17339 5526 3052 4719 6509 1839 4065
"201413_at" 3702 16332 18170 10397 5511 15670 6903 19703 19296 7828 5888 4789 6816 5436 6153 3390 7056 6264
"201414_s_at" 18804 19068 879 5752 7854 20058 15874 19177 8069 20415 1233 10636 7437 19161 8262 14197 6485 6283
"201415_at" 16629 18860 14184 7276 6276 17171 5999 17071 1997 7632 7420 7225 9222 4128 6220 20975 4882 7738
"201416_at" 21891 19319 940 1961 4768 363 4242 2671 20994 611 807 9331 3553 5278 5660 17827 1267 5792
"201417_at" 19865 18909 19473 1917 4305 2169 5452 4874 8519 3716 4913 17397 10302 10414 8336 19284 3759 7565
"201418_s_at" 7218 2157 1508 1640 2470 2273 3388 299 21698 2123 10145 22280 6921 2418 10103 7099 2335 5947
"201419_at" 5770 6165 5376 5232 3937 21579 3259 21473 3213 1607 7034 2959 18768 9777 7466 6646 17916 1544
"201420_s_at" 20680 5750 17352 8605 8634 20804 21386 21219 21912 20534 20401 9367 21701 19108 20825 20356 19805 9836
"201421_s_at" 4346 5366 20265 20365 21065 20207 21833 20378 18543 17277 22081 19308 19912 21049 20110 15648 17589 21070
"201422_at" 14453 3312 4794 21129 3962 19322 20075 743 1757 7613 9777 21216 21848 18737 18714 1434 1571 1034
"201423_s_at" 16320 5693 17727 4266 20045 18315 16567 18049 8527 17878 5975 9377 17419 8187 6587 14062 2983 4029
"201424_s_at" 1836 21830 5067 9056 6527 19114 18537 1131 19754 18062 7044 8003 16467 2207 18481 19209 4916 21530
"201425_at" 17542 22272 20614 11199 17113 3237 13344 15437 15015 5699 18577 22189 21294 1275 20383 21683 14689 17980
"201426_s_at" 4104 1835 18813 7221 14875 7528 17049 2162 6338 3052 15354 6819 16396 119 7924 5702 2746 7048
"201427_s_at" 9599 7056 13046 6951 8754 5735 8287 13456 10622 326 10952 15333 81 5109 13168 8175 10412 12716
"201428_at" 12174 15572 6747 4828 3078 3011 17625 2361 12356 1626 20395 14862 4333 6369 2679 9535 2197 1348
"201429_s_at" 5642 3206 6069 13780 12279 8281 10540 4468 13106 11276 19270 12646 12401 14075 14529 9025 8699 20252
"201430_s_at" 13725 8332 14846 12615 15330 10116 12493 12483 16885 21223 13468 12345 19382 16492 18165 12934 13604 18500
"201431_s_at" 11141 21071 21515 13374 12319 8303 10548 11961 10656 17855 14181 16581 6552 14188 14044 8352 12482 16065
"201432_at" 3902 15391 18507 3001 1856 4757 4449 2761 7640 5741 3949 18352 7382 5521 4885 16045 2670 2845
"201433_s_at" 15991 18819 15442 20818 20572 19135 17517 19738 8402 20012 10372 10233 20566 18958 18363 16151 8627 20872
"201434_at" 1794 13607 20029 9598 5570 18218 3867 19889 19542 17554 20095 10672 18134 9653 6737 17686 20748 19544
"201435_s_at" 18247 14426 19276 21289 19783 21676 20798 20984 19690 21493 21724 9472 20447 11104 20498 20175 20190 21336
"201436_at" 14529 15927 9633 21735 19852 19376 22250 22053 21068 21420 19788 20460 20594 9367 20501 20007 21356 10368
"201437_s_at" 17357 21572 18020 21156 20525 21331 21073 20143 20338 19428 21654 10366 9943 7762 12516 17135 20007 9356
"201438_at" 6938 4859 8616 17187 8782 6781 15126 8058 14981 17144 11430 12947 9032 17998 18151 11833 14664 15260
"201439_at" 3699 12855 19541 2196 5956 5093 5675 1328 5737 15984 3812 8615 4609 10776 6163 4803 6222 3453
"201440_at" 16903 20073 20723 9402 5826 4093 4931 4859 18688 21128 5488 2986 6519 9831 8749 3118 6867 5271
"201441_at" 15039 13517 14409 4983 19864 3682 2974 1387 5021 18748 9332 19699 16538 9257 8126 7290 1779 6486
"201442_s_at" 14186 2483 5162 19105 8605 6392 14179 16740 907 20171 13733 475 4926 16334 14870 2027 6284 12678
"201443_s_at" 19088 17176 19161 8068 6363 17559 3238 1833 6046 6376 5215 4294 8688 4567 4642 13761 5371 4239
"201444_s_at" 14414 13992 18807 3666 1276 14804 4141 4276 4308 3418 5557 4740 5547 2001 3879 6187 5957 3160
"201445_at" 5185 11642 15719 17654 9650 14079 15290 13029 13580 15831 13208 5944 16543 2709 15554 409 16977 15691
"201446_s_at" 2327 6427 2029 5836 1844 14737 18965 17837 3324 17015 7177 5173 6522 3158 4053 5881 7688 6783
"201447_at" 20288 16186 19822 9472 3097 15121 19485 21578 4563 4145 4301 6993 5305 1712 10328 5268 6010 5173
"201448_at" 17676 20353 14489 10450 7225 20853 19781 1271 2977 18455 6807 7213 8601 6809 8626 13347 17692 9865
"201449_at" 17916 3296 13883 20097 4086 19925 16271 20636 20033 20595 1372 7609 16790 11518 19715 6462 17659 3927
"201450_s_at" 1192 20407 15425 6271 18445 18932 19144 2426 7721 4053 5780 7075 2322 1375 4334 4661 19127 10086
"201451_x_at" 9773 12033 7339 15069 11409 7835 8225 15636 13929 11486 13415 20348 15118 12543 18216 11121 15931 15515
"201452_at" 13966 10614 1397 8321 10686 13278 12034 7378 1157 2507 13469 21970 8594 4617 1808 19854 13999 7570
"201453_x_at" 15860 21497 14139 7517 4260 3936 5082 3195 7772 6295 7248 9635 17537 7162 8583 14308 5426 19562
"201454_s_at" 2639 3843 6066 3551 3323 4024 4739 5095 4753 18764 6275 7154 10648 7635 9239 5621 2098 3891
"201455_s_at" 18438 19962 20862 9385 4915 14823 5581 4333 17963 16000 4586 3526 9167 1549 11369 3878 8386 3563
"201456_s_at" 15652 18802 16751 3970 1707 3768 5753 1950 5903 8167 4954 9683 8489 5353 7860 14167 20080 3037
"201457_x_at" 5286 4376 14269 8397 3449 3509 6660 6009 19384 5943 8118 18278 16810 7269 7464 19005 5211 7212
"201458_s_at" 5703 21151 21438 5831 7299 16990 5074 3414 6155 6095 3073 10477 10589 9115 11439 18892 8258 5846
"201459_at" 4726 6553 16246 4820 18621 19634 6870 18818 20004 19126 9149 19245 17206 19343 10141 17242 17926 9207
"201460_at" 14481 13285 20831 9344 19052 16542 16337 2451 3628 4917 20284 21393 3603 5646 20264 7224 17449 21901
"201461_s_at" 18942 16548 5644 2277 21789 1326 22223 21394 2715 16470 9073 10556 7240 20472 6099 14185 22258 19726
"201462_at" 12792 13289 17591 7974 20592 3266 16547 3205 15652 4347 5836 13875 4077 8384 5998 11235 3966 6849
"201463_s_at" 14730 2286 18664 6977 6461 4932 5790 17030 18566 5463 8232 17402 10389 9416 6206 15739 5806 7406
"201464_x_at" 14578 17083 20271 155 1471 2180 5614 22102 2969 15805 7717 17190 19282 6536 9797 6180 3558 2108
"201465_s_at" 12294 19770 8745 6369 5137 429 21970 574 19243 7330 22046 4062 2359 2309 20153 4368 21944 3045
"201466_s_at" 13982 12787 6948 591 6662 16067 21471 15085 20180 20128 20973 7099 16327 8465 20793 17457 18899 2097
"201467_s_at" 13583 12486 6369 5568 4773 2874 16812 5799 4140 18901 5652 21575 10844 3157 3432 18548 2433 6621
"201468_s_at" 12430 17459 15470 10252 18723 14965 16503 4948 20193 7816 8902 4905 20286 9133 7865 2696 7143 20559
"201469_s_at" 17522 16374 14236 3220 20769 1979 5892 3981 2794 2117 417 8168 4534 2467 2914 21611 899 22280
"201470_at" 16152 17152 14585 7378 4045 16985 5998 17578 19375 7889 6113 10465 17784 10987 5963 14119 4607 6606
"201471_s_at" 2420 17641 3704 2345 19220 797 4525 2358 1344 4761 2790 36 690 2421 8369 1911 3878 4025
"201472_at" 5655 3606 15828 20374 20034 17582 19947 19933 19283 17600 19350 17928 9552 11125 10157 15875 19603 20025
"201473_at" 254 17913 16967 444 836 2359 17855 21118 18103 2354 673 2752 8668 2263 6394 20896 21190 1154
"201474_s_at" 12668 2180 4229 346 3508 818 1121 15457 11325 19150 1850 11153 1921 22201 1056 2664 20894 243
"201475_x_at" 20223 19218 15296 9843 20872 16692 21249 21240 21970 19212 20953 21672 17817 20138 19706 21624 19005 19783
"201476_s_at" 5128 5561 5128 7227 1517 3235 19458 5910 3768 7784 19685 20598 5164 6533 5953 16885 19207 5425
"201477_s_at" 4825 16476 17113 7198 7291 19822 5027 21298 7757 7606 6422 17276 16408 7831 6501 17460 18771 9250
"201478_s_at" 3086 14460 20781 20928 20667 20272 21733 22110 20565 21470 21684 10141 21417 19946 19662 17505 20434 21024
"201479_at" 17031 6046 20821 20587 21330 19806 20614 20706 18868 20935 20640 10335 21468 20058 20878 16867 21595 21053
"201480_s_at" 1471 14564 17977 2849 5191 17204 16663 1343 1975 22080 19779 2830 22005 3753 20883 14507 20726 4102
"201481_s_at" 8767 9199 19290 1608 20966 15877 5484 5779 21804 954 10346 19258 8115 1545 4781 21591 1862 5639
"201482_at" 17389 21665 20244 19762 5979 2042 2103 2774 2300 4090 3992 19576 6728 10022 12147 18116 19769 5412
"201483_s_at" 2163 3632 14242 5035 6048 3747 3991 1735 18528 5507 8559 7157 7663 21376 8451 4814 3833 4153
"201484_at" 19689 6244 21400 2892 5643 2917 6931 19959 1541 6469 2907 6129 7366 3860 7087 13787 3695 1265
"201485_s_at" 17619 19436 16479 10072 5955 18096 19414 18945 4826 5096 9282 9929 8711 6174 11464 17639 6697 7637
"201486_at" 3064 18225 19805 21444 6707 16465 21385 3302 18445 3227 5305 6427 6528 3645 5994 18736 17954 7262
"201487_at" 6257 20916 14036 19584 4487 20062 20670 18737 8113 19171 20196 20908 16902 3790 19036 13299 22184 7958
"201488_x_at" 20171 15102 6052 8934 18413 15813 16245 18770 7247 3235 5308 18268 4565 6891 4197 5703 18207 5758
"201489_at" 5570 19708 17328 21829 21437 22138 20158 22137 19726 21787 21871 18077 21193 21631 20424 18527 20015 21136
"201490_s_at" 16668 5510 6328 21821 18988 21496 22156 22109 18394 21626 22200 8274 20970 11071 20316 15048 21800 20629
"201491_at" 17200 19130 15298 10015 18991 21088 18303 19632 21099 20493 20676 20586 19345 18548 12170 19753 18497 19673
"201492_s_at" 15432 4581 15026 13336 11625 8089 10401 5278 8738 8058 19182 12581 12333 13951 14440 8947 8948 19347
"201493_s_at" 1982 15793 5174 3263 5019 1878 4358 582 5884 6170 4568 9769 2876 4633 5463 19493 4258 4460
"201494_at" 3254 18104 4112 5653 3166 1900 3099 3430 2912 6361 1766 2272 9070 7494 4984 3455 5312 8345
"201495_x_at" 8150 10936 10760 17862 11386 11139 7368 10771 14103 10648 11846 13926 14827 14522 823 8478 13101 11803
"201496_x_at" 13368 8894 12604 15880 16354 7196 12380 14145 16981 11017 13031 12124 14734 11856 15784 11875 12852 14668
"201497_x_at" 8517 10783 9274 11324 16063 11530 9704 7005 12159 12279 18347 14524 11617 12328 14098 10546 15024 11266
"201498_at" 6022 20563 22108 8447 19005 19245 17591 19109 19535 6053 7095 10425 19862 9736 10908 19443 18866 10710
"201499_s_at" 20127 16192 15780 19570 20861 19264 16966 19388 19345 18295 20088 18609 18178 8528 20376 18443 6694 19547
"201500_s_at" 14621 18378 4972 19726 20944 18207 6886 17760 18316 6738 6310 18189 9383 11101 6903 14370 7391 9596
"201501_s_at" 4048 18298 17385 5286 19337 17705 18593 20025 3861 19525 6475 2515 18888 9112 10375 7184 18020 9478
"201502_s_at" 3941 14198 22225 4112 3559 14770 2862 5547 1209 19733 7042 999 7654 19044 4412 2517 7535 6251
"201503_at" 17605 19979 20715 20910 20138 19226 19674 4608 21105 21574 20505 10600 10500 19489 19135 20857 19002 19664
"201504_s_at" 3257 19750 1302 8428 3243 18652 17030 1486 8088 7937 20780 18597 9608 5453 7696 14350 8830 5010
"201505_at" 7045 10410 21575 3805 22256 20509 6588 14693 12612 3056 8242 14036 6766 7530 7814 11704 2775 5089
"201506_at" 10572 18672 13710 82 309 302 1328 352 16110 6161 3912 15460 6674 1055 3138 20540 901 8677
"201507_at" 15022 14287 15371 4968 8666 18361 6140 18898 20208 19615 4374 19781 4346 6374 5631 18240 7068 1833
"201508_at" 10174 4256 4592 1684 8035 1217 3068 888 12043 3858 2187 3151 8274 3239 6160 16331 2802 3311
"201509_at" 5374 4756 17852 1265 3787 3628 3575 963 18351 17830 8535 2211 10149 10479 7605 19260 19955 3729
"201510_at" 17960 3449 5897 1501 2401 18303 17597 4702 14253 7815 8318 15232 18453 8676 8572 12324 4446 21527
"201511_at" 3035 18648 18225 7784 6243 4948 6962 18296 18278 16071 3312 17895 17739 3930 8196 5047 1870 8324
"201512_s_at" 6618 13133 15758 6546 7433 17388 18404 18559 18640 19089 8724 17065 20860 9683 19119 16751 19820 19239
"201513_at" 17642 15006 622 7303 5998 17157 5069 19062 4736 6096 6830 6817 9482 7961 20093 15699 1923 8139
"201514_s_at" 14495 20345 21279 20732 5541 21550 20411 21910 18669 19062 8188 21241 21016 7945 18593 13278 19045 20045
"201515_s_at" 6423 18506 19889 9609 7468 16381 19340 5712 18983 20325 8097 9720 16939 8562 11542 14121 21250 6043
"201516_at" 17965 14941 6275 19505 20217 20347 17174 20016 21866 18553 21097 19821 19410 20415 20095 17762 19829 21185
"201517_at" 17033 17494 16761 5198 18507 4893 16526 5719 18175 20796 8438 7513 7461 6056 10629 13291 6663 7310
"201518_at" 15512 14062 18109 7323 8093 15401 17376 17610 6026 15854 6879 6868 17388 7653 8713 13943 6729 8197
"201519_at" 14948 6592 20352 9180 20357 3373 17908 17080 19667 7093 3081 5525 17774 18747 19094 4702 3290 10496
"201520_s_at" 2922 12773 19315 9619 8669 16931 6338 6196 7094 16383 10165 4636 20138 11063 11674 13390 18077 10099
"201521_s_at" 5170 16499 3236 6294 1250 18141 17493 4940 18091 7633 8030 19506 5008 8753 9965 15960 17537 5200
"201522_x_at" 3645 14137 5885 19029 9320 8766 12536 14555 7482 4087 300 9561 16150 15871 22136 16418 8508 13152
"201523_x_at" 4258 17765 18075 20843 7676 18273 19564 20813 7012 19590 21727 10802 21327 18908 11421 16221 20284 21078
"201524_x_at" 15977 17690 16845 21044 20129 19041 20110 19213 8988 21212 21265 10075 20872 18922 11574 18207 20478 20263
"201525_at" 21950 4022 15300 5641 1057 599 226 3277 11219 9208 640 15969 711 1477 7408 83 1151 2113
"201526_at" 1272 15849 17683 9900 6658 4198 3281 4301 2262 2642 6268 7941 19257 2187 8785 3913 2639 6748
"201527_at" 6152 17068 6307 7471 5107 15674 15752 5705 7024 16622 19283 21061 18911 10608 10119 5092 7294 9054
"201528_at" 14844 18284 18519 8727 5935 18924 15998 4695 5627 17395 8229 9504 20620 19712 8567 13930 5929 9229
"201529_s_at" 5279 12865 14835 9389 4945 15830 17374 4968 4451 16908 6951 6763 9681 5534 10084 15654 17741 8749
"201530_x_at" 16960 5058 14340 19971 18424 5081 16957 17333 8321 19286 21731 16882 17001 19207 18987 16542 19091 20941
"201531_at" 999 22278 22241 2358 7665 3146 18187 20132 4724 4034 19737 2246 20832 19129 3430 5573 20864 7692
"201532_at" 6227 17463 19498 19983 19403 16878 19358 5975 20179 18724 20324 18338 17723 11496 11442 19077 18372 10349
"201533_at" 4638 20797 5092 7935 18676 18287 18024 17322 1976 5546 3477 3342 17781 5166 7031 7214 7566 8621
"201534_s_at" 387 22215 20782 926 150 15862 16263 3556 7659 16110 1509 4919 2919 2428 3589 18304 1161 3606
"201535_at" 5696 16585 18865 5471 7417 4573 6035 5535 5214 6468 6794 3491 9852 9350 7310 5896 18670 6953
"201536_at" 5278 4237 14231 8259 22073 16588 16257 19805 5516 20572 9847 3814 16433 20853 7413 2135 21214 10376
"201537_s_at" 1887 3088 16550 4197 18295 16332 21236 6315 18404 19319 20195 5074 16115 21029 7921 3625 22162 10352
"201538_s_at" 20358 3216 3505 908 3347 3068 1791 22169 222 19442 20040 1434 8764 6052 11736 4355 1360 21645
"201539_s_at" 21315 20495 4415 9089 9542 10703 12869 15465 12167 1387 18931 3382 1807 6789 825 4144 7009 13178
"201540_at" 14477 18867 13840 19490 7174 4318 16461 3580 4750 5492 3751 21454 18448 7725 7425 20483 2271 9092
"201541_s_at" 16209 20138 19710 9861 5697 16651 6509 18246 20110 16648 6439 5455 6954 5632 8681 18459 4737 8329
"201542_at" 1828 17042 16130 8803 20489 19082 19809 19510 7421 16295 8540 17577 17824 8585 9837 14256 19062 9488
"201543_s_at" 6398 2459 17063 19741 8668 17985 19982 20454 8156 16728 20343 21222 16580 19215 12131 6654 19347 20379
"201544_x_at" 14879 13923 13802 10192 8279 17914 18330 19565 17955 19125 19687 17969 18471 10802 11645 7299 8217 9712
"201545_s_at" 14717 20755 6424 21458 17932 20439 6244 2167 19653 2138 4417 8397 16895 3811 20690 19157 20174 5868
"201546_at" 19485 13605 19675 7280 18012 15737 17029 19589 19147 8008 5070 16795 8985 7919 18850 4739 18030 7028
"201547_at" 11507 7600 7909 15874 9794 6871 12272 9526 9155 14329 11810 2999 14022 15225 1617 16973 13527 19700
"201548_s_at" 3691 14227 15424 2802 1431 1452 3562 1955 1187 20190 1786 2634 3929 7732 3152 17412 1063 2906
"201549_x_at" 21000 9775 15369 1108 3255 1422 1923 920 2375 3179 462 1228 3708 4853 2186 3693 1865 2553
"201550_x_at" 4096 13995 13961 13800 12103 15394 10511 5234 5945 7851 19275 12617 17198 19691 14483 8984 8904 9894
"201551_s_at" 17333 6623 4808 2341 82 1556 4335 1071 20654 4896 4308 17670 4536 3434 8107 15677 1482 2662
"201552_at" 15047 20886 14751 6533 2846 2210 2719 2180 18076 2580 3924 6573 10856 4329 7548 6661 4601 3338
"201553_s_at" 14904 18505 17827 5804 7337 3483 4461 2134 17949 18173 3839 8222 16041 10338 9076 14348 5040 7876
"201554_x_at" 4566 5049 17937 4877 4052 4630 18552 5177 4997 17612 9780 6880 18905 19637 11190 4873 19450 9529
"201555_at" 5337 21164 19679 19521 19995 20749 17530 18586 8271 19196 10122 20979 19579 3512 9559 16373 5941 19935
"201556_s_at" 12994 20033 4650 612 20689 14671 103 9781 11748 4486 20053 10728 2703 9733 12191 19637 21881 891
"201557_at" 20400 4490 3191 5730 472 21098 19613 8929 19817 19263 3817 20872 6337 10298 22108 21973 806 527
"201558_at" 6294 6031 16262 19185 19631 4943 18221 17386 18071 19085 9317 6344 19409 19063 12127 14981 18616 19483
"201559_s_at" 1868 14298 800 2644 304 881 19729 17952 3940 3718 10205 19052 2369 4798 2981 21504 7308 4859
"201560_at" 15750 16052 19702 3625 3779 1993 15743 4068 7307 4065 5702 21854 6388 3097 5480 21866 18029 6116
"201561_s_at" 3134 20604 13873 1645 5187 2052 2823 19071 20056 1885 5485 8720 5695 1768 4230 20409 2487 21266
"201562_s_at" 18502 17586 3987 2974 1997 15826 7024 18808 20570 4439 21556 6781 2925 7018 3461 15111 20382 1718
"201563_at" 16542 14954 4134 7519 19090 15627 15918 5373 4347 19443 9022 8952 9982 4863 7863 16235 6312 9335
"201564_s_at" 11922 6151 9043 22230 17794 4351 21673 16960 8254 5762 20737 10461 7487 13766 20852 20512 16518 15190
"201565_s_at" 15788 13109 15147 1603 346 1858 2272 4177 2482 19146 4400 17415 8681 3508 4577 3642 3314 9614
"201566_x_at" 179 2539 1559 7960 2286 824 1227 623 1096 17092 1111 7017 2730 442 6618 18332 4660 2658
"201567_s_at" 14728 14228 20056 3557 7067 16460 19078 4461 5543 8097 7665 5728 6950 2510 12552 17786 4329 3366
"201568_at" 6721 12607 3595 8959 6076 19638 5293 2440 18612 5900 19516 20837 10659 8203 10342 18562 6405 10100
"201569_s_at" 5784 19986 3867 6030 17871 15792 20981 19441 17822 16369 10289 5210 21431 6295 10975 14110 20054 20617
"201570_at" 16790 12506 14033 19414 7056 20000 20481 20661 7254 19984 7010 8534 19102 20171 19244 17556 20664 9086
"201571_s_at" 15363 3692 15541 3366 1127 2212 18804 19942 6178 8009 21212 9251 5817 8877 10547 6297 4775 9531
"201572_x_at" 14887 14293 19420 1119 19288 15314 20100 4971 2302 2576 5280 5952 6568 1609 20772 4218 2784 3482
"201573_s_at" 2084 13839 19052 9647 19579 19657 20464 18442 8864 20754 8972 10580 21033 20695 18466 18640 19961 21538
"201574_at" 15956 17525 15081 20495 20916 19716 20577 21159 17819 18375 20929 20314 20539 19316 20482 20748 20771 19983
"201575_at" 4188 16658 18790 9875 4019 2392 18105 19746 4355 17143 4304 6516 9815 8852 6716 15552 4810 6782
"201576_s_at" 3396 12226 14861 4528 5658 2235 6463 3022 6768 4737 3808 9979 8064 7092 6102 6926 4175 3648
"201577_at" 15868 6065 6114 10189 18129 15377 18980 17860 20599 20733 20807 18361 18499 20463 11367 19676 21002 20813
"201578_at" 9088 18129 21876 919 2370 1355 1690 411 16642 1534 716 18346 6063 5539 8901 12579 1939 4924
"201579_at" 15634 4788 3988 8975 19088 18775 16442 21532 19770 16206 3398 1499 4706 1696 11698 14991 21475 6850
"201580_s_at" 14610 1009 19815 7493 5867 16691 5842 19252 4093 4177 6241 17860 7185 19424 8496 16871 8489 3906
"201581_at" 4447 13328 16271 3126 4800 18779 16607 1826 5817 5357 10253 7218 7133 2766 9615 13713 4571 3415
"201582_at" 6687 1884 4477 19993 19830 21514 20905 21696 18059 21772 10212 6494 20766 10835 11165 19823 19827 21846
