"inst_419" "inst_426" "inst_997" "inst_1055" "inst_1158" "inst_1217" "inst_1642" "inst_1700" "inst_1822" "inst_1864" "inst_2677" "inst_4441" "inst_5074" "inst_5214" "inst_5493" "inst_5577" "inst_6176" "inst_6936" "inst_6977"
"200683_s_at" 18928 19889 17366 16255 16844 4585 16205 18455 20757 5573 14018 18453 21496 13985 7700 13378 19101 19181 16037
"200684_s_at" 19274 18718 19618 18339 14718 17733 20251 17000 21329 2614 19254 19703 20342 15797 18421 13695 19993 3250 1464
"200685_at" 5340 14104 16100 22260 19069 15762 2059 2849 20378 2868 17689 4737 6267 1609 19566 3525 17137 17377 950
"200686_s_at" 17893 6090 14568 19340 16690 20192 2043 2842 3146 1090 16141 18374 4844 17509 20465 20266 13089 2494 1719
"200687_s_at" 20176 6488 11885 16752 16401 14376 15223 17285 18234 8252 12734 5729 15270 17241 4675 14287 17279 17309 14350
"200688_at" 19131 19651 20897 16226 20877 2077 15623 21273 1745 6757 2887 11864 14826 19019 5037 19355 21084 22266 354
"200689_x_at" 1134 17042 12424 15840 4348 15948 3020 15862 6241 21336 6763 4397 14763 4704 7002 12092 6361 6658 4457
"200690_at" 16822 6785 20043 17949 20464 14801 19258 16784 2264 3707 10889 14431 14392 13785 15974 13215 17138 6984 20975
"200691_s_at" 17511 4496 14381 17947 4273 17956 13352 19038 3695 7482 14234 5843 5224 5039 17035 18873 15629 3103 4363
"200692_s_at" 16772 17646 12930 2547 19946 2625 15656 17892 7219 3412 11740 19505 5899 16524 17994 11787 16521 18544 17053
"200693_at" 16854 4851 12994 15554 2754 14453 13610 5072 7162 8538 18103 12552 16084 1424 15774 12968 14195 17428 15831
"200694_s_at" 13525 5697 16804 16644 17004 15033 17442 3706 20180 10817 11602 5511 19864 13995 16147 15062 15691 17148 2983
"200695_at" 2953 2305 21075 20353 17770 1469 3746 3001 16843 6568 4561 3448 16365 20123 4540 13000 11779 3723 18916
"200696_s_at" 13418 22098 1379 21735 16424 987 19163 21160 19796 7932 21188 20337 5211 21234 6329 17274 20282 4769 4469
"200697_at" 2184 6112 20614 19613 3171 18362 15009 5022 4419 11508 12167 4683 18121 15033 18246 13164 4101 17959 20361
"200698_at" 20798 18515 14587 2297 19120 14656 16807 4360 3639 2515 13142 14825 7833 12753 4244 14053 18784 16740 17745
"200699_at" 12697 3998 13140 21276 16457 17438 18631 15505 18856 2141 4852 17582 6296 16118 4912 17881 12462 1858 1806
"200700_s_at" 1850 2457 12318 17174 18646 2613 18533 15999 3653 7166 12518 17386 5809 15324 5676 15317 14706 5858 4267
"200701_at" 2271 19524 12710 459 4355 16974 13833 16919 4147 5666 15245 17444 6103 13129 3253 12996 15818 3473 18040
"200702_s_at" 3507 16649 14315 16476 16815 14565 14495 18048 21606 21376 17567 4496 20850 14710 18625 3312 12804 17548 17601
"200703_at" 16281 17334 12559 16074 19558 13201 2782 5790 20323 8924 19440 15957 18527 4035 7067 12422 15941 18381 15523
"200704_at" 13663 15176 17262 19914 14301 13478 13730 5766 3883 6468 15207 20838 5458 16290 3450 15435 17383 5619 16693
"200705_s_at" 15583 6345 1697 14464 13914 2429 2794 15463 6314 11299 6624 5890 7514 4330 6772 3420 6178 15933 13967
"200706_s_at" 11803 6022 21163 16583 18570 16791 17946 15749 4749 5288 4229 20317 7123 2459 4093 14906 17140 1990 17298
"200707_at" 3137 21468 11732 689 17771 13115 15166 21420 6877 4838 18320 19134 14643 18770 2596 16436 20243 20828 20480
"200708_at" 2882 2890 16757 2682 727 18619 16317 16240 18055 9093 16342 13202 7391 13977 15595 14355 12177 2736 4501
"200709_at" 16579 3575 20197 1726 20316 15606 14031 18108 17004 8506 19512 16715 15030 20774 7854 16232 15445 5010 3693
"200710_at" 13890 18948 18796 2159 14485 13434 19205 19440 3741 6210 15995 20444 7088 1644 2026 16785 19476 18158 14047
"200711_s_at" 12710 3490 19336 2148 21243 17264 19872 15112 19037 20664 18083 18126 17558 17199 17141 16406 14587 6869 13825
"200712_s_at" 17317 5563 13006 1038 16611 1763 18049 1456 1905 1866 15491 14967 17267 17584 4802 19431 18676 18051 3591
"200713_s_at" 12356 16138 13606 15855 15519 18308 3666 5335 18766 7654 12220 13240 17692 943 18971 18645 16523 6615 3191
"200714_x_at" 14591 5252 19187 20558 19446 16687 14598 19775 7975 5610 11169 16970 6896 14086 18933 16865 19041 18787 15028
"200715_x_at" 11189 19668 12688 18090 2074 13371 13955 5951 4335 11473 11265 14621 8144 3730 4237 3566 15297 6144 3151
"200716_x_at" 874 6930 1956 15209 3563 1882 2519 16562 6616 21058 6757 8159 6618 2286 4649 10287 6356 6828 4138
"200717_x_at" 14368 18161 5731 2681 3312 4498 15311 4793 17904 20725 6668 8062 10177 7686 15424 5823 6262 17867 14263
"200718_s_at" 17434 16670 15353 15842 3553 15642 13065 5196 19253 10258 15939 13150 15756 4798 15931 3340 14163 18089 14286
"200719_at" 16779 778 17029 19363 15021 17344 18267 4350 17605 10488 4944 13328 16895 15709 21050 19571 14258 3907 19866
"200720_s_at" 3016 15881 12945 434 13773 15589 16922 2357 3847 3940 21844 20049 16002 17895 17574 13593 15144 5349 3965
"200721_s_at" 18432 16933 19403 16121 21823 20621 16564 4548 20396 8857 14008 12939 14484 19689 6508 13523 12579 5019 3262
"200722_s_at" 17122 21469 15203 1657 2794 2569 3032 3519 17080 1492 15928 2434 19293 2312 6675 19855 2786 20607 4228
"200723_s_at" 18306 16932 13547 16113 2960 14995 12837 5256 5675 9681 12131 4347 17153 1914 17747 15980 10564 3609 3753
"200724_at" 16383 15991 319 11415 5877 2825 12687 15242 7909 16328 1496 21157 22156 21857 22029 10627 118 6248 10145
"200725_x_at" 1923 16716 11827 2000 13917 15902 3458 16116 5408 8283 11008 14705 16824 13612 6501 10534 10951 15943 4351
"200726_at" 20681 3633 14230 1709 15834 4716 19710 15766 6651 6760 17877 18455 17611 20142 18234 14295 10955 15959 14852
"200727_s_at" 10996 20795 18300 15116 17614 3566 12771 3325 5863 8426 14492 1247 20582 21134 17172 16383 3806 18665 18639
"200728_at" 18159 615 11898 21503 16088 3435 13003 5517 3431 8401 14616 12196 17009 20747 16078 12940 11284 6549 18724
"200729_s_at" 21808 5057 2293 19714 20086 3499 14879 15294 19599 9845 20186 12727 18258 16578 6210 18640 14948 17909 16605
"200730_s_at" 19037 19246 18273 17579 21474 13771 15821 15279 1575 8178 11364 5539 2186 3733 8002 15203 14647 17568 16703
"200731_s_at" 14960 1389 12925 21152 14005 4878 13537 16371 2663 7705 18670 20422 1377 16129 3446 11731 21100 6065 3360
"200732_s_at" 12945 20636 13166 15831 13929 15067 15118 16208 3113 8228 12733 14513 3012 14097 4293 15169 20372 20491 18260
"200733_s_at" 22217 293 12118 1922 22058 20407 743 2133 4338 5929 20522 19672 2452 12766 14960 10158 11529 17899 20078
"200734_s_at" 13932 15452 2263 19323 2896 21690 2133 19861 6033 8393 16535 14199 14747 2651 6284 14472 10877 2022 4504
"200735_x_at" 14764 7045 5785 1333 13974 4154 14129 3995 7462 10810 6720 8116 14839 12390 7902 5891 6316 6709 13639
"200736_s_at" 9894 9329 2601 7023 17121 15155 7178 6344 6768 7396 13184 17149 18494 11406 13877 4170 11877 14493 4542
"200737_at" 14949 6874 20124 15287 19691 15744 21076 5461 4537 10016 17965 14729 16081 16354 20205 13914 15627 19996 20178
"200738_s_at" 13291 1767 2043 1651 15204 3647 16768 15477 16908 11204 11766 12816 8063 17102 16334 13010 11530 6955 15741
"200739_s_at" 3652 17214 17276 924 20421 907 14051 4647 6279 3916 12903 16423 17829 13401 5822 10564 3027 2577 4304
"200740_s_at" 15866 2057 14372 14836 16508 20633 13782 4502 18443 10118 16321 14545 18498 4104 16067 13047 11701 6748 15349
"200741_s_at" 12480 3071 5925 14933 4369 2310 3347 4920 3207 21205 6611 7979 10083 12527 9824 5702 6163 17407 14475
"200742_s_at" 10946 3947 13310 1007 1538 13122 526 1607 3152 4056 3126 12639 6968 3022 3256 19652 11231 16911 16930
"200743_s_at" 13776 17485 21021 15612 16193 16486 13942 2541 5840 6114 14952 17227 4857 14536 7630 19887 15273 2123 13841
"200744_s_at" 16072 17649 16662 14558 18250 4995 16129 16368 4057 5716 15108 15293 16444 16307 5560 13595 15097 16096 17159
"200745_s_at" 20149 6246 16882 14351 15432 14520 3016 20898 5853 4414 12611 5169 7095 17040 16714 13218 12721 18900 18710
"200746_s_at" 17733 4354 18701 17220 15124 17864 20949 18640 19243 4941 18644 18012 6900 12668 15696 11435 20512 5582 14108
"200747_s_at" 15324 20493 21732 19183 13851 21141 13279 19864 20922 2031 16960 3869 2884 15022 6438 10569 17472 16194 17000
"200748_s_at" 13301 5141 1760 14519 3861 1832 2135 17914 4350 6075 16650 8176 5116 15796 4038 9994 14399 17426 13880
"200749_at" 20839 7033 19423 20968 17107 17173 19449 20476 21093 9028 14601 16962 19192 15521 20177 16755 13548 17524 14289
"200750_s_at" 16991 4435 1808 1263 15848 3248 15497 15829 19564 11455 15597 8046 16810 16786 16477 11441 13113 17682 13685
"200751_s_at" 17948 17612 2097 17142 17877 4071 16260 1419 3583 7775 19770 6486 19570 15656 18845 14407 11532 17465 17087
"200752_s_at" 1811 16782 19378 20723 22186 17672 16746 21910 2341 3908 3582 18439 6451 3261 6976 10243 19703 1420 21847
"200753_x_at" 16150 15400 12800 15833 19299 13116 18265 17456 6450 8302 19408 12902 18236 4882 16760 14955 14122 19441 16668
"200754_x_at" 1601 6059 14321 2824 16692 19256 13068 19543 17516 20768 4851 5151 19964 3495 14907 11058 13866 16230 13758
"200755_s_at" 12986 20270 13626 16541 16782 4837 13165 928 4849 3927 11293 3736 4512 2381 1426 11175 14944 3923 16192
"200756_x_at" 3589 3223 12801 1029 2838 1187 15696 925 985 435 16053 15692 6322 13280 20258 15575 4438 18527 2368
"200757_s_at" 13992 17934 14626 17040 15791 15039 16137 16433 3830 5355 13319 5102 2931 3830 3286 17923 13621 20850 2174
"200758_s_at" 2650 18432 12901 1686 3620 14366 15831 18664 2459 5920 13309 15629 6433 14453 5834 10491 13050 6930 16102
"200759_x_at" 18049 3514 2002 18078 19586 3821 19921 21687 6985 8064 10822 18737 2239 13656 3368 12374 15435 20710 3201
"200760_s_at" 12865 17538 19110 16426 17569 18729 19469 4875 2863 3360 4856 16019 18783 16979 18295 13852 13695 17551 3181
"200761_s_at" 16194 5401 13153 2556 17729 20101 12970 15702 5061 2882 19279 16911 7393 17834 17674 18998 12132 16210 3485
"200762_at" 13495 1051 15154 19507 16713 20128 16145 15257 4848 2440 12660 15184 3229 21352 5927 18989 18812 6778 20334
"200763_s_at" 2783 4759 5469 15121 2877 3574 3582 5959 17565 20792 6732 8129 6489 13231 15328 3792 6325 16199 14500
"200764_s_at" 3508 18090 951 20219 247 5963 16472 2193 10922 14803 21708 1007 14319 16996 14754 3220 19094 18215 20406
"200765_x_at" 1609 15401 16816 18682 12844 6415 2298 16141 14270 12625 272 11329 10036 13788 6222 13431 3071 4792 15777
"200766_at" 15712 20004 17333 21368 225 17735 21150 20179 6458 9273 21649 5611 3698 2251 6133 14560 22083 16731 18309
"200767_s_at" 12263 22012 1940 21983 21527 3273 19475 19653 5850 3782 4624 4960 8045 16823 17291 10776 18071 19565 2842
"200768_s_at" 19517 17721 20408 21036 19900 17613 19737 19922 22030 21087 13288 6259 19209 17478 18588 12372 15792 18094 15187
"200769_s_at" 17518 21306 19044 14372 18179 22000 19607 3754 2770 21491 15011 13330 21093 1893 4300 18964 18514 2527 17450
"200770_s_at" 18823 2526 17105 417 16667 14431 1731 15068 1529 5664 21220 19546 4056 3516 1973 3850 20753 19034 20702
"200771_at" 15893 18240 989 22073 14100 19460 3486 15758 17274 4724 11707 13643 6310 3029 18627 17742 4018 19534 14557
"200772_x_at" 13180 17474 1644 1258 14675 13979 16941 18929 6171 20757 12349 11820 15058 5037 15176 2758 6291 17494 13573
"200773_x_at" 12660 4630 1156 15792 4300 14959 1721 5280 16861 21010 4934 6145 7667 1454 15239 3281 10640 17288 15401
"200774_at" 19741 4907 12515 16317 15807 15224 16755 5836 4562 8409 18850 13168 7107 3104 16005 10603 12458 3238 17887
"200775_s_at" 15102 5770 11971 14595 14421 18137 19164 3535 7710 21702 12390 1855 6350 1513 16883 13449 11536 6458 4321
"200776_s_at" 21972 3828 1563 16145 3210 2791 2295 951 1943 10026 15111 5970 18997 16567 4888 17671 14781 17540 13965
"200777_s_at" 20855 15502 12917 17106 15762 14484 2165 4069 7873 10109 16104 4416 7689 4440 7650 12587 13856 5313 4406
"200778_s_at" 3655 3344 14346 19691 18525 17801 12871 4636 2455 8909 4095 4800 16885 3868 15743 18084 14033 17508 2757
"200779_at" 1295 5798 12490 981 15607 1921 16675 5137 568 10658 10815 14055 271 17621 1535 13295 11830 5939 17102
"200780_x_at" 2494 16664 6008 16169 4044 15008 2369 18296 6045 11050 4846 4505 5140 3178 6431 2998 12705 6358 4284
"200781_s_at" 13364 6596 5425 1166 14279 4578 13685 4395 6453 21223 6657 6417 15227 4333 7508 5799 6243 17858 4020
"200782_at" 14285 15544 19066 21685 4135 17906 16763 3050 16971 6226 13890 16543 14870 17601 7052 18572 16050 4273 2832
"200783_s_at" 17202 2036 20428 18763 18611 4659 13751 5257 18429 9783 15358 13612 19470 3421 20796 14427 13182 5282 3916
"200784_s_at" 8392 13939 4988 11679 10992 11544 9226 6951 2176 20402 21113 5672 129 10095 10046 2714 8027 14734 8908
"200785_s_at" 12102 19296 10990 10804 4821 3014 11833 14260 3185 14053 1561 19544 619 11003 1601 8579 7980 2212 11059
"200786_at" 15332 5551 14588 1503 14740 14578 13776 16376 7488 11229 11053 15126 16367 13183 15106 16688 12903 4911 15724
"200787_s_at" 13826 6590 19500 21445 17097 1567 3367 16076 3272 21086 14243 13707 6735 1983 20483 11982 16519 16294 17312
"200788_s_at" 15696 1435 14727 18938 13723 15510 18215 20833 2137 2801 14378 16554 3880 18435 17278 10919 15207 6423 19151
"200789_at" 12713 6276 123 14756 14618 15149 21005 18623 7093 4908 16583 20814 6604 20631 6529 21278 21065 19358 19692
"200790_at" 17533 17139 13352 16231 4154 14030 19927 18116 6987 8927 13284 14377 4112 4976 16185 12443 16805 4941 4041
"200791_s_at" 16125 4428 12807 16070 15122 14306 15153 16522 4306 3977 16845 19775 2199 19762 16538 19047 16120 6585 18969
"200792_at" 14582 3675 12455 17228 3872 3680 13148 18421 17517 11128 14649 5055 7934 3690 7697 10808 10823 4461 13982
"200793_s_at" 941 15863 16748 18183 3985 4757 22069 21077 20816 6646 14111 16131 8134 17159 18023 14609 14600 18706 18736
"200794_x_at" 13828 15719 14247 14855 16848 15062 12823 4022 3577 10297 13572 18604 8032 3316 15896 13891 14963 2304 3036
"200795_at" 2150 5175 10839 10221 9752 8265 6721 346 11039 14875 438 4817 13883 12338 9348 20194 9403 15569 12581
"200796_s_at" 16147 22156 17 350 1320 2884 878 177 717 1585 22098 1990 19817 13494 980 20268 3921 21489 18677
"200797_s_at" 15503 5960 15420 21598 18941 18980 17202 2808 2319 8147 14475 2270 1677 13596 5538 12821 17773 18134 17769
"200798_x_at" 20542 19762 16630 20099 1093 13786 3219 1501 1383 6717 16653 2393 3785 16913 2286 18191 15891 4733 1566
"200799_at" 16578 2638 1399 16889 7829 18324 3419 2919 21811 16864 7698 4446 18862 13910 3559 10966 1411 16922 14844
"200800_s_at" 14635 16924 16848 959 17465 13180 2394 21395 22078 469 15948 6150 16270 21794 920 13937 10870 5005 1602
"200801_x_at" 2009 16533 5848 14755 13908 5069 2403 16284 16864 21208 6581 7946 10052 14597 16257 5667 6134 16077 4521
"200802_at" 13404 7190 16060 2314 15663 4635 3778 4452 1347 9786 4766 12482 1586 4220 4838 14134 14040 5070 13891
"200803_s_at" 13626 15457 12763 14332 14764 14662 19039 2272 2633 10345 11348 17324 14871 4313 6118 2954 13795 5247 2813
"200804_at" 12523 7075 15853 14431 13741 17301 13908 16668 17418 8176 13258 12642 7028 5021 6226 10148 14080 4484 15171
"200805_at" 14613 21193 13538 17146 17605 908 15617 21522 6847 4787 19315 15259 6057 4464 5470 15476 4165 18800 2922
"200806_s_at" 2607 6584 12011 1509 15196 13836 16217 1785 16833 9523 12262 5325 17791 13538 16024 11114 12571 5966 13574
"200807_s_at" 13655 3498 2388 17617 3398 13333 13266 14799 17628 11636 12806 5337 15840 15520 15192 5684 6146 5638 4322
"200808_s_at" 18127 15185 21803 18777 1696 15263 15378 21574 2990 9451 16332 19265 15694 18889 18399 18864 18581 20323 21754
"200809_x_at" 11216 16339 5805 2847 2584 13542 2069 17011 7622 20758 6601 5364 8193 4203 7304 3676 6150 6531 4420
"200810_s_at" 20989 5487 16784 17959 13685 19156 14967 15048 18122 6710 15136 18789 6544 12891 15123 15166 19006 4361 16767
"200811_at" 16661 15406 21534 473 15875 17855 13149 21087 19155 4612 14654 21049 4686 17048 19039 16342 19068 20788 20152
"200812_at" 15056 16578 12550 2217 14251 14252 16100 4906 5298 7732 16905 14646 18246 15916 20488 15006 13576 5092 3671
"200813_s_at" 22149 20095 15777 21658 1849 14625 2008 17393 22241 2077 3910 5814 6220 4656 21508 14282 11169 2593 1609
"200814_at" 2755 5162 13617 2289 3259 17015 3604 17161 3953 3358 19280 19553 20049 1604 4369 17249 18137 5186 13869
"200815_s_at" 12696 4310 19480 18528 18747 17946 19482 20810 5712 8553 16570 18477 3345 18314 5766 15196 15209 6133 18276
"200816_s_at" 20164 19016 14729 20528 19312 17862 13431 18918 21724 5806 16525 13764 16815 19981 20553 19038 16412 16266 14913
"200817_x_at" 857 6216 5580 14265 8156 4891 2408 17515 17328 20831 6598 7958 10063 7470 9813 5686 6148 16901 4167
"200818_at" 13386 2490 15363 20370 14255 3437 14346 16036 5423 11149 12118 13082 15579 5111 6522 3489 11870 3420 14213
"200819_s_at" 2208 5335 5435 1251 13738 5129 3678 17164 6813 21139 6675 6430 8183 5072 7600 3302 6268 5441 3328
"200820_at" 12243 6556 12267 14698 14009 12989 16448 15786 4950 5179 4590 15096 19197 14409 6811 11168 13030 6744 14256
"200821_at" 22175 211 16120 690 20831 19053 18292 1845 7088 4090 21604 16467 5134 19487 17796 17385 20059 5501 19687
"200822_x_at" 10843 3652 12392 19562 2730 3895 3023 18722 6191 20977 3924 15107 19154 17454 7707 3758 11215 16379 3042
"200823_x_at" 1723 3144 2155 18094 1744 16463 1165 5221 4584 20634 13383 2160 15831 13619 16525 10022 6351 5339 2072
"200824_at" 3169 21050 3402 10745 991 18519 5742 10514 7473 4507 3535 17355 19589 13677 12005 18350 18910 15816 9570
"200825_s_at" 11755 19606 16307 16411 20476 1848 17830 17531 54 1322 17274 14966 85 13863 1748 16791 20026 6520 13514
"200826_at" 2486 3462 11656 401 4235 15832 12812 15070 7704 11615 13912 14080 7546 14124 7754 11243 14880 3104 4364
"200827_at" 14711 20890 2288 21734 17969 4072 2781 21539 6226 6863 11452 4855 14588 19308 3280 3154 14952 4182 19307
"200828_s_at" 14777 16266 17567 18058 14308 3321 3790 15802 4252 6475 5021 16179 16716 2990 19015 16443 15406 18576 13752
"200829_x_at" 20124 3831 15048 16520 15018 15170 14523 18851 19541 9368 14671 6532 18061 17538 19019 19996 14326 6690 14159
"200830_at" 14155 5996 14805 15396 14300 4665 14882 5012 18077 7085 15267 17487 16736 18642 21261 16703 18410 16831 17274
"200831_s_at" 239 7241 16972 19808 20305 13296 12973 1463 1048 3882 11988 2497 877 14962 3179 11229 3156 3833 2058
"200832_s_at" 2346 16303 14932 16701 3636 14145 20349 843 4153 6866 16503 13806 1923 14501 2876 2874 16439 2161 3494
"200833_s_at" 18710 2931 13242 15153 14866 16230 19294 5713 19301 6450 17110 18887 6016 17267 16463 15655 15478 3634 14781
"200834_s_at" 13590 4085 5525 1864 3817 4344 3296 5583 17327 10932 6634 8006 10116 13282 7385 5743 6193 5169 2589
"200835_s_at" 4373 11575 18154 19508 1090 4171 20231 21967 19565 22147 12690 5139 17996 20287 1872 3702 15712 1959 20166
"200836_s_at" 13650 20337 15653 2 20760 128 21108 15882 3098 714 19761 13169 22017 751 19686 2235 22237 22159 7026
"200837_at" 13393 4525 13426 18348 13765 18160 2950 4830 6038 8284 11266 18163 16759 2833 4555 16387 17615 16074 2280
"200838_at" 19662 19068 14636 16311 16668 3539 17175 18418 3279 11393 17569 6502 4155 18123 14918 15486 17486 20005 16230
"200839_s_at" 11375 18364 15797 16200 3582 15424 15789 18391 7721 10833 11669 15548 6988 18392 6806 14866 14807 17045 14349
"200840_at" 16071 3853 11617 2648 15105 15883 14660 4450 20159 11219 14005 15256 16177 4981 16165 10901 12470 5131 3721
"200841_s_at" 11531 17298 2283 15404 4049 3111 18428 829 5143 9697 13509 3416 3495 17874 5861 20541 11340 16099 17155
"200842_s_at" 19780 3231 15074 14561 1794 19333 14282 17719 6773 9717 16369 5196 2774 4259 16971 11941 13184 1007 14850
"200843_s_at" 13760 1593 2001 16745 2452 16976 3401 18743 4079 20818 14156 12175 3871 12837 15027 10718 18075 6895 19814
"200844_s_at" 3458 16474 15534 2499 14551 14207 13658 20772 7839 6573 11117 5699 15882 3795 5162 11331 11705 4914 1346
"200845_s_at" 15438 1008 12506 17265 14299 15440 16614 4951 17878 10448 16213 12270 14812 15636 16503 12581 15362 17582 17949
"200846_s_at" 13258 4796 17052 1480 3459 13840 16060 18537 18542 6269 17638 16638 17697 15647 4204 13046 18268 17962 2158
"200847_s_at" 20406 4123 14542 20113 14986 1707 3487 2390 18300 8757 3508 4776 14703 1524 6606 10700 17577 18209 2826
