"inst_5925" "inst_5930" "inst_5972" "inst_5977" "inst_6893" "inst_6898" "inst_7083" "inst_7088" "inst_7506" "inst_7523" "inst_7528"
"200806_s_at" 7767 6283 2024 6675 2415 9504 21554 6072 18296 15437 14513
"200807_s_at" 11497 5444 14487 11210 3019 8456 4503 5483 6856 14021 5682
"200808_s_at" 3107 6592 6722 6955 20327 19745 19863 17827 2531 6072 18805
"200809_x_at" 11505 7441 17692 6447 11870 19718 4104 8395 14031 14936 14599
"200810_s_at" 16604 15935 10113 15835 15752 7808 1301 7801 17662 14539 5610
"200811_at" 4683 15709 5575 20375 19932 9561 18803 19074 573 19118 18959
"200812_at" 5880 6300 8816 7697 14345 8904 16150 6209 6362 15606 16327
"200813_s_at" 2391 19542 8792 16405 16206 17808 1953 21582 21246 17246 21579
"200814_at" 7542 15354 5900 16488 18119 5333 16073 18628 5569 3791 15025
"200815_s_at" 7840 17145 5697 15302 13647 20927 2990 18066 17882 17878 17321
"200816_s_at" 16149 17016 5715 14798 15424 4225 17200 8175 18436 15664 17740
"200817_x_at" 11499 11399 14491 11214 4967 18020 2722 18363 5512 5155 16704
"200818_at" 6606 5811 17833 13999 11748 6711 2027 17669 5348 6513 14696
"200819_s_at" 11761 8054 14785 11438 12453 18983 3935 19409 6579 6230 6790
"200820_at" 3651 6741 18158 7125 19919 19387 19444 4844 15338 6458 5540
"200821_at" 20721 3145 4075 18072 12093 7442 20150 1862 18393 14398 20204
"200822_x_at" 7156 4295 10757 7171 13139 9638 17614 4977 3647 17707 18194
"200823_x_at" 6530 17798 18174 14812 17455 6604 20208 4109 14294 14931 19433
"200824_at" 13204 3059 16986 5847 18615 4549 12291 6893 11708 22023 16121
"200825_s_at" 6205 15029 4769 15335 14232 8070 18670 2092 15029 18041 5070
"200826_at" 8686 16958 8309 14786 11919 19853 14602 20055 15829 16684 14484
"200827_at" 6154 16908 18021 15753 17748 2644 13958 6529 18080 17959 14411
"200828_s_at" 4241 15828 6066 7805 13055 9532 21174 19193 13930 18615 16418
"200829_x_at" 14732 5411 7268 16165 13024 2506 4451 5523 16804 18442 14455
"200830_at" 8880 17720 8468 16433 16816 6189 16109 5123 6840 13735 4877
"200831_s_at" 4462 19167 8359 3803 13535 18760 20039 2515 14399 14749 2861
"200832_s_at" 8077 2951 9592 7044 1374 5138 2652 3552 3003 6524 1958
"200833_s_at" 14761 5153 6932 18124 13169 8068 2538 2139 17878 6076 4247
"200834_s_at" 11606 11556 14613 11316 5069 17933 3074 18972 5430 6040 4546
"200835_s_at" 607 20017 1125 13993 16180 1964 16556 22183 20865 20539 20396
"200836_s_at" 2437 7460 21192 2553 1224 646 2290 20957 3166 2239 14817
"200837_at" 1421 2349 5728 6221 17708 9416 3960 4669 14428 16064 6365
"200838_at" 11725 20607 17578 8225 15343 4771 19042 7794 15645 4384 5473
"200839_s_at" 15187 8649 11575 17839 18233 5934 14344 8290 16726 13884 20059
"200840_at" 8185 7698 7193 15375 11225 7262 3085 6827 14083 15667 5801
"200841_s_at" 4861 20376 6851 5559 14294 20780 22112 21664 20323 19102 18521
"200842_s_at" 6920 16741 8404 5281 11085 6160 2959 17774 14737 14282 5603
"200843_s_at" 18002 7724 9113 7144 12224 2563 1655 6566 5682 4285 14568
"200844_s_at" 6357 7345 7276 8184 2892 4556 2006 6545 5091 13579 4000
"200845_s_at" 15047 5464 9052 7591 3318 7468 18529 6059 15726 6781 4371
"200846_s_at" 4700 7882 11162 18296 18459 19178 19994 8310 5849 6597 6867
"200847_s_at" 17910 16742 9246 17369 13601 9130 1206 5351 4931 20447 18611
"200848_at" 8854 17912 3903 15006 19361 3085 18758 18265 17066 17400 20242
"200849_s_at" 3817 18531 5139 8506 17133 8914 14667 8070 17414 13927 3469
"200850_s_at" 14741 17471 3566 14613 17408 8885 14306 7904 6786 6327 17000
"200851_s_at" 18120 16780 1064 13749 12799 4122 18628 7569 13918 16457 3276
"200852_x_at" 6959 8197 10447 16483 19588 2560 20655 6747 4187 4499 16038
"200853_at" 8006 6763 19137 3124 12222 7555 15641 5489 15145 5823 15967
"200854_at" 7088 5649 9484 6931 11737 19937 17860 3441 3963 17829 6020
"200855_at" 20992 7337 9839 6922 432 1655 2770 21146 4998 22224 19783
"200856_x_at" 15083 3472 893 14548 4379 6101 16163 3375 17998 21029 18814
"200857_s_at" 15399 5789 977 13903 14855 4557 21372 18806 1320 17558 20310
"200858_s_at" 6689 5636 20301 15756 5013 3338 2495 2645 4114 5423 4979
"200859_x_at" 751 812 10917 5501 15106 5420 17431 8030 5151 6269 15534
"200860_s_at" 7871 15838 5871 8508 15125 7500 18590 4912 14991 14585 16682
"200861_at" 2726 4145 9814 14958 15236 2423 16792 3884 2652 15888 2892
"200862_at" 5910 1713 9702 5581 15588 6678 19452 1807 16052 15188 1853
"200863_s_at" 16197 8633 8521 13740 13946 7526 17185 6806 17225 14371 17007
"200864_s_at" 20518 4559 2178 15827 4657 729 17910 1089 17868 5141 19314
"200865_at" 11154 13307 17355 18336 8283 4741 13252 10736 8070 2079 8592
"200866_s_at" 5022 16200 3814 6406 16943 19058 21808 18599 17803 13850 18456
"200867_at" 4300 16379 8406 5727 2607 6667 3351 6421 17116 14868 3841
"200868_s_at" 7507 19990 4425 15393 3784 3098 15040 17639 17929 16217 6678
"200869_at" 11559 8422 14560 11275 12704 17934 18297 18817 4185 5807 6297
"200870_at" 17368 4541 6364 8212 2340 5359 14642 5474 14419 17956 16106
"200871_s_at" 7976 8124 9186 16513 15164 17786 15439 18743 16397 4693 4444
"200872_at" 7626 5822 18609 13872 12023 17904 16947 18433 14322 6929 15605
"200873_s_at" 15238 4929 9312 6547 4593 6942 13698 8099 15405 13463 6228
"200874_s_at" 15435 3013 765 708 12227 3518 19415 128 18093 20783 2899
"200875_s_at" 4947 2361 10802 3760 11808 4891 831 315 4338 6288 1331
"200876_s_at" 14621 7975 7416 16832 15681 8789 4192 6947 14977 13576 15638
"200877_at" 7358 6261 19105 6130 11480 7595 3606 17712 4101 14870 14196
"200878_at" 7620 2223 7209 1656 1622 9483 18097 584 18147 1266 1491
"200879_s_at" 12200 19458 15980 22157 16842 9973 5012 15108 20529 13285 7146
"200880_at" 16020 4245 4302 15523 11227 8928 14332 3982 18542 17778 6497
"200881_s_at" 15775 4446 11460 15295 11115 5670 15579 3146 14194 14393 14634
"200882_s_at" 7426 15819 18945 7755 13783 6808 2781 19869 3811 13661 16192
"200883_at" 8504 19066 4942 14756 14184 5295 16088 3793 16551 6553 6048
"200884_at" 2192 5070 10321 5438 19066 20312 21069 4181 1025 16546 1731
"200885_at" 784 18817 3434 19196 19675 19254 20910 21954 3165 17207 6436
"200886_s_at" 16980 16535 11336 15486 12934 9112 15339 3223 5498 18289 15436
"200887_s_at" 19510 14914 3392 18928 3133 4370 20149 1014 19393 18689 6881
"200888_s_at" 15512 5698 9047 5185 10989 5712 14389 6670 4383 4066 6622
"200889_s_at" 16428 4981 7725 18028 3328 5360 17375 5927 5295 17540 15915
"200890_s_at" 4495 17349 6853 18742 2074 20053 17077 4044 16121 14177 18721
"200891_s_at" 17892 4119 9502 17095 13336 6124 19840 639 5904 4829 1227
"200892_s_at" 8780 16963 6063 18361 11750 3281 17401 7831 17817 19406 17614
"200893_at" 15805 7778 8403 17285 4447 8595 15178 18529 6016 16174 15081
"200894_s_at" 2540 3258 9934 7108 4962 20064 20128 3194 4004 6145 2837
"200895_s_at" 4347 3558 3361 1912 14167 9774 19681 345 6583 16187 277
"200896_x_at" 7990 5764 10945 4797 12721 9791 16127 5553 16127 6596 4300
"200897_s_at" 7807 19921 7358 18737 16190 2452 16069 8340 14620 16386 20871
"200898_s_at" 18613 1457 3782 16242 11467 19155 18906 6467 18240 6884 4229
"200899_s_at" 20031 3933 8648 19632 13052 8199 15717 1367 3685 13688 16169
"200900_s_at" 4001 3122 7062 3541 4055 8808 21271 6010 15220 13937 18716
"200901_s_at" 7343 1673 5057 8155 12223 7215 3638 4332 15389 13416 3569
"200902_at" 8349 5938 8780 15212 1567 2803 18278 4057 14055 4013 3715
"200903_s_at" 4922 7493 6514 5853 14594 7491 20363 8170 5002 4583 17496
"200904_at" 1454 19376 9783 3339 21103 3492 887 4927 2413 3327 897
"200905_x_at" 3836 5484 11171 7227 17476 9802 14482 4500 3708 17060 5174
"200906_s_at" 2992 19637 19312 15172 16591 8828 18182 21889 20971 18146 19270
"200907_s_at" 6764 20359 4201 15406 18217 8111 19896 21930 2946 6077 20569
"200908_s_at" 18250 15977 18658 5171 16658 20824 27 4966 20623 6292 1568
"200909_s_at" 5758 7903 19753 11344 10752 9883 3472 18466 4322 3514 5307
"200910_at" 6643 4644 6818 5457 11983 7068 4053 19691 5739 15070 15654
"200911_s_at" 16726 15295 8695 5708 17296 9816 18442 19238 21217 17403 16799
"200912_s_at" 18993 17951 3201 15358 3751 8516 16514 6711 15129 16267 6137
"200913_at" 3903 19444 7928 15865 11856 9829 20582 1389 21168 19992 4361
"200914_x_at" 17733 3065 11052 8120 11371 2727 16550 2302 5509 17166 1816
"200915_x_at" 6753 7302 6554 18302 12028 7038 4763 4020 17784 16703 3678
"200916_at" 5337 7591 9593 8589 14896 6433 17249 7640 14200 5390 6022
"200917_s_at" 24 2391 3914 18501 20929 21702 13293 21706 4628 3041 4446
"200918_s_at" 7430 7539 8611 6895 17125 8773 20629 2135 15804 16286 16585
"200919_at" 14906 4277 1941 19779 15859 20536 17776 5708 18900 2365 1556
"200920_s_at" 2280 6334 19549 3395 12620 6610 14940 6346 5985 3675 6158
"200921_s_at" 7578 7014 4814 6215 3013 7346 1540 4707 14625 16364 15299
"200922_at" 1083 16921 3287 20198 20560 20829 22184 21305 16003 5896 18353
"200923_at" 1049 8109 20616 8551 19806 3893 21838 424 5776 15954 14597
"200924_s_at" 5052 651 11548 18765 15686 6716 19157 159 4249 3823 14847
"200925_at" 8644 8557 18157 11519 3856 8571 15726 18106 17482 5881 15563
"200926_at" 11952 12002 14976 11591 3960 18813 16400 8047 6707 6235 6174
"200927_s_at" 16785 18375 2920 15178 1252 4396 20010 17664 5326 5745 20567
"200928_s_at" 21174 2970 20792 20233 16936 15357 7128 15652 20582 7769 9099
"200929_at" 17402 16052 4036 18259 11569 9363 13900 6364 5065 15741 16617
"200930_s_at" 480 18918 19518 14158 19025 15432 11429 7659 6663 7544 13006
"200931_s_at" 18152 16093 3031 15888 11358 2978 17809 8622 3952 6952 14640
"200932_s_at" 3334 14970 9651 20288 18051 6153 16868 6911 14023 1676 3059
"200933_x_at" 11854 11887 14869 11510 4424 8766 2269 7730 14597 15416 5958
"200934_at" 17147 7639 2971 17810 5037 8988 4577 4121 5280 13883 6093
"200935_at" 19118 12009 8301 21843 14329 21031 22148 1966 13939 6477 17263
"200936_at" 11877 11916 14895 11529 11816 20370 17117 18589 4973 15165 6210
"200937_s_at" 8316 7006 9736 13755 4129 5438 14457 7221 4875 13843 14792
"200938_s_at" 13457 15165 13663 9901 10254 12107 8448 12605 9875 7332 13890
"200939_s_at" 1613 21641 1187 16566 20309 20788 17976 7059 20315 20435 17246
"200940_s_at" 18713 16059 5684 18979 3409 4964 3931 19211 20017 4244 20237
"200941_at" 7344 16246 11673 17168 16753 8307 14551 20221 4654 16315 14769
"200942_s_at" 4220 7308 11625 6381 12035 5310 16190 5168 5547 6314 19323
"200943_at" 19132 7362 9509 15678 15903 8162 19140 7582 17637 19418 16375
"200944_s_at" 14476 6277 10320 15798 3827 6480 3486 8358 5740 13509 14609
"200945_s_at" 16468 6322 7713 18511 12908 5305 14027 3445 15392 17761 16715
"200946_x_at" 8048 8427 3494 18918 14335 6753 19051 21141 18722 2667 21047
"200947_s_at" 16414 19383 6652 21100 18373 7046 15850 4890 15916 17267 14313
"200948_at" 1714 4571 5132 13818 19825 19677 21233 6429 15167 13889 16313
"200949_x_at" 7880 6548 18577 7803 3682 8429 3992 18520 5378 16279 6010
"200950_at" 8135 8245 5449 15507 14075 6682 20763 17959 17540 6375 17778
"200951_s_at" 10356 12627 15509 12786 6349 13360 6443 12552 8783 9804 7219
"200952_s_at" 20633 12911 12464 2965 10243 13576 6567 17363 10016 4941 7739
"200953_s_at" 9936 16024 16133 12559 6070 17234 9698 13866 10668 18077 17204
"200954_at" 4181 4284 17667 16727 16182 17847 20713 3814 3688 18305 18333
"200955_at" 17749 16107 3491 16238 16345 18010 14612 20393 1417 17842 3577
"200956_s_at" 2436 7150 9861 7552 17431 18978 16860 18333 18950 6726 3007
"200957_s_at" 8803 5229 6790 6609 15459 4362 4714 2843 5491 14846 2379
"200958_s_at" 8609 3883 10449 2422 3200 2799 4058 3887 5375 5327 5057
"200959_at" 3536 3172 21026 2939 10950 7949 2370 1555 4904 4121 4583
"200960_x_at" 4907 6228 18127 8785 13638 8085 13751 6191 4971 6064 6847
"200961_at" 7235 17365 10482 8266 14859 5030 13802 19874 6754 18432 3281
"200962_at" 3985 3682 974 3414 15603 983 17414 3987 406 17468 1986
"200963_x_at" 11954 6760 14982 11593 10877 8377 3304 18868 4675 6755 6644
"200964_at" 7523 6396 6779 7379 14589 9210 18609 2603 15730 5615 5313
"200965_s_at" 5103 6835 10355 15642 11785 5097 19013 5158 16923 16131 3564
"200966_x_at" 5480 15311 18254 17148 14277 19457 19109 7184 14328 5974 14505
"200967_at" 5932 5196 18619 15996 18499 8742 20556 3499 15522 16222 17938
"200968_s_at" 2409 5668 17931 15315 18837 20471 21561 18684 9639 15286 5343
"200969_at" 16920 7349 3754 6364 2085 1572 18164 1304 14979 3580 729
"200970_s_at" 19356 2533 5517 6153 2094 987 19345 1135 6911 14252 3252
"200971_s_at" 7721 4189 8053 7968 13758 17836 2076 18923 6781 5227 18439
"200972_at" 18711 2129 5813 5818 1615 5270 18369 727 20282 14895 4269
"200973_s_at" 15496 1514 7883 7280 2480 7596 21951 8403 16927 3416 17513
"200974_at" 603 19864 11266 2012 12166 19826 19563 18204 2039 4698 2927
"200975_at" 14462 7269 18168 8091 11857 8763 15980 6791 4626 6698 6654
"200976_s_at" 14455 17156 6321 16618 17192 6447 16194 7994 4798 4996 17338
"200977_s_at" 19104 16856 9998 7922 14257 4907 4444 18314 16556 14692 15374
"200978_at" 17525 17704 2653 15442 12056 6931 13830 6998 14699 16041 17433
"200979_at" 3161 5970 3315 18776 349 4250 1811 4060 17705 20723 1734
"200980_s_at" 16422 7679 10379 7365 4603 6280 3021 19553 19252 16685 6310
"200981_x_at" 11675 6949 10790 15115 5055 8857 3319 18979 6347 6241 14970
"200982_s_at" 16746 19337 7681 14897 14945 19303 3419 3216 14630 17753 17934
"200983_x_at" 7958 8531 4610 7272 12074 21300 13929 17884 5289 18423 18477
"200984_s_at" 8872 17109 2556 17857 3765 2132 19284 18646 2932 15573 20908
"200985_s_at" 15194 18537 4171 7341 12705 9559 3023 19411 2042 6051 20001
"200986_at" 9747 12093 12379 11029 8437 10375 6117 14643 7883 13146 11539
"200987_x_at" 2620 15097 7089 4827 14671 18758 17549 6726 16939 14147 16173
"200988_s_at" 20678 4663 4602 16544 16491 20844 18869 1204 6402 20399 16033
"200989_at" 14488 17136 4438 19049 3785 5363 17009 5743 15411 16016 15487
"200990_at" 14715 3538 9837 7040 20955 5631 14920 4480 4893 20239 1600
"200991_s_at" 1768 19266 18420 16190 19460 5502 20997 1481 15118 6573 4028
"200992_at" 8706 5592 4178 13875 11153 6568 16306 17979 5367 4146 17440
"200993_at" 15398 5449 3004 8269 4276 5279 16446 18369 4560 16403 16808
"200994_at" 18199 15445 2414 17355 1804 2611 16454 2277 6500 5521 3791
"200995_at" 18135 1908 3523 17322 12950 2539 2864 1358 19734 13574 5223
"200996_at" 7086 15152 5317 18126 10763 4014 15895 2950 14795 15350 18965
"200997_at" 8447 16634 7910 14889 18738 9014 15478 5843 6019 6749 5840
"200998_s_at" 16480 16163 9377 3327 11723 7653 19191 19208 19530 6303 6448
"200999_s_at" 18487 3734 10464 6509 10797 5178 4482 905 14547 13844 4757
"201000_at" 4107 7672 7991 3802 14436 19362 19063 7238 5023 5069 18018
"201001_s_at" 6463 17248 10021 14083 15223 6935 13754 6613 5643 15900 5373
"201002_s_at" 6816 4496 11204 7060 13506 6761 15467 6009 14731 16204 5988
"201003_x_at" 3941 17207 9724 4330 20925 19864 20531 4112 18039 17563 18014
"201004_at" 3828 15506 10527 16469 19206 17951 14416 7804 14635 14499 14240
"201005_at" 18377 6767 8078 17818 4296 2653 16934 8203 6264 15879 18924
"201006_at" 2148 22080 19562 2227 581 1345 11390 3200 414 2559 22039
"201007_at" 14981 16032 5790 7759 3742 4351 4132 5448 3959 16118 5394
"201008_s_at" 1598 18881 19963 6486 18437 20032 22123 19975 853 21203 21274
"201009_s_at" 3299 19694 18268 4198 15439 20527 19263 21453 6285 14492 18644
"201010_s_at" 16571 17269 11079 18044 14057 2522 20238 17768 14040 14088 18470
"201011_at" 5874 4341 11677 17222 17291 5772 18431 5616 3278 18130 3375
"201012_at" 20412 4729 6075 13873 4834 283 16436 4907 21460 19765 15220
"201013_s_at" 16353 4871 7164 8430 2101 2454 3330 2637 14130 15562 4612
"201014_s_at" 4000 3585 4091 7282 2043 3707 15130 4367 14346 16007 6513
"201015_s_at" 6079 18948 9599 14179 18940 5282 16681 21309 1777 14615 19603
"201016_at" 17260 2631 9628 5925 3950 3825 15330 759 16304 16746 4758
"201017_at" 14750 8219 1254 7460 4769 19540 21705 18967 6247 17413 6400
"201018_at" 7024 3132 7756 6913 3511 2137 20695 1476 3591 21257 3350
"201019_s_at" 15823 4200 6494 16325 5004 5708 14151 1355 13926 14240 1708
"201020_at" 8397 15237 6151 16108 4108 8848 21469 5362 19838 18414 5138
"201021_s_at" 14908 17742 11687 13752 4696 6315 19512 17681 13986 13394 16383
"201022_s_at" 15178 16867 10078 14308 12173 8916 3235 7765 14197 13630 17859
"201023_at" 6487 15185 1815 19777 15335 4356 17372 18139 13991 16864 16380
"201024_x_at" 7600 4858 19348 4896 12642 9556 1872 4212 6864 6029 2667
"201025_at" 18090 4286 9036 8422 11075 3228 16586 5953 3987 2675 4567
"201026_at" 3259 7980 3478 2027 4620 2359 16599 1384 4714 13636 1724
"201027_s_at" 6483 925 9024 4607 12097 2128 19365 2866 17033 18587 2706
"201028_s_at" 3757 17721 5170 14906 15960 7266 18435 19107 9857 6207 19913
"201029_s_at" 6510 8003 6798 18069 16010 1754 1535 17837 5978 14554 16040
"201030_x_at" 20684 6995 14473 6795 4342 20345 5158 6825 8573 8931 14465
"201031_s_at" 14445 7684 6162 19895 4951 5567 4297 5233 5503 5799 4195
"201032_at" 16471 7216 2332 13861 13313 7034 15184 2599 5409 18167 16041
"201033_x_at" 11460 11356 14458 11181 3357 20247 3782 7249 17243 14095 5008
"201034_at" 19565 8719 1573 15377 12022 4446 16736 6249 5441 16760 18322
"201035_s_at" 20640 2822 7478 4092 2925 7680 1310 20836 3839 18582 15755
"201036_s_at" 16722 4274 3300 6580 15599 1833 4070 5614 14811 20560 19076
"201037_at" 8279 6702 8115 5324 12611 5117 4580 5705 6398 14566 15530
"201038_s_at" 18249 3748 3594 8382 11474 811 4387 3042 2234 19490 2096
"201039_s_at" 3303 8453 7186 16514 20770 20210 16287 18356 14521 17651 18678
"201040_at" 5448 8520 3854 15001 16195 7613 19011 17805 4594 14752 4876
"201041_s_at" 17096 564 4469 1500 428 21745 2114 19 5290 15243 586
"201042_at" 20132 20126 1062 20256 12895 10831 13639 7952 12689 788 18707
"201043_s_at" 2089 14908 7546 4889 18244 19723 18254 5309 2592 4553 20280
"201044_x_at" 14395 13201 17339 9328 7696 10369 9080 15563 18690 2072 12234
"201045_s_at" 3687 12052 15018 19065 8361 11798 12828 16789 13183 17736 7000
"201046_s_at" 6356 16464 17756 17340 19099 20223 2424 18862 4809 2128 4945
"201047_x_at" 16458 5617 7385 7852 3952 6283 16851 5383 16284 6862 16082
"201048_x_at" 13535 10169 4054 21978 576 12351 20913 21842 10996 413 21896
"201049_s_at" 11621 16013 14630 11329 4292 18882 4608 19007 14072 6315 14586
"201050_at" 891 22174 17767 17961 21893 21010 22150 2008 349 18207 2344
"201051_at" 4930 5695 2466 15760 5089 4524 19807 17590 19419 18823 16884
"201052_s_at" 3238 3218 7253 15057 16039 7911 20568 2519 6750 14041 15042
"201053_s_at" 16744 3180 2767 14612 12411 6219 20321 18935 16097 17643 16675
"201054_at" 16073 3539 1131 7351 11081 7041 14844 5695 14819 6435 16269
"201055_s_at" 5219 7927 18933 3780 19877 21053 276 22253 19975 13561 21629
"201056_at" 3136 6366 17988 17587 19893 1372 16086 18964 5610 3168 18104
"201057_s_at" 15374 19141 4601 18053 18559 6582 3604 20046 6782 17345 19143
"201058_s_at" 13292 18846 13629 8344 21855 12865 7787 15479 9423 8798 1247
"201059_at" 15327 6832 12025 20763 13327 5210 1077 4359 14493 16053 1445
"201060_x_at" 20087 1074 3000 922 3956 18484 16415 129 19736 17958 374
"201061_s_at" 6566 543 5744 1091 1919 3612 2275 29 3578 4892 442
"201062_at" 20755 14128 9488 5844 5692 9721 16030 14285 18696 12257 13847
"201063_at" 1979 5145 20161 7845 10744 6847 6884 3469 4084 301 2691
"201064_s_at" 5463 4722 5722 7524 13154 6902 20020 1645 15319 15353 4167
"201065_s_at" 14868 17328 3128 8268 12629 6311 15007 5088 13924 15829 6795
"201066_at" 1509 6790 8484 14632 16534 19927 19786 7024 5913 4150 4610
"201067_at" 18264 18152 1871 6256 11726 6396 19149 17915 18740 4809 18064
"201068_s_at" 8332 16119 10222 15907 13087 6742 4223 8539 16772 15083 18693
"201069_at" 20304 4173 19957 17575 6628 2205 12060 9020 11834 4493 12330
"201070_x_at" 3418 18105 10836 6005 14124 3321 20177 1677 5414 16669 5844
"201071_x_at" 18095 15071 2813 15084 4974 6056 18797 7199 6436 17325 17359
"201072_s_at" 932 14897 5513 1642 19769 18266 13989 1493 5582 18984 4634
"201073_s_at" 17108 16419 2199 2016 1447 3320 20934 8388 14883 2913 15896
"201074_at" 17026 8214 6939 8725 11962 8086 4571 2426 5589 5281 1679
"201075_s_at" 6788 6542 2589 14251 4067 8473 20040 5294 16612 2113 15086
"201076_at" 6037 1302 11518 3765 14819 5040 18943 1840 16764 15984 1432
"201077_s_at" 7399 5895 7072 6864 13377 8878 4744 6371 13907 15168 4249
"201078_at" 16946 15725 4985 17744 4993 5361 19463 5933 14295 15603 17417
"201079_at" 4490 5248 8563 5959 17670 8326 20374 1047 5931 13965 4621
"201080_at" 20451 8532 376 13753 13992 2394 426 17803 21028 17699 3948
"201081_s_at" 3419 20222 4917 17064 18794 22236 4607 7835 1448 20214 16374
"201082_s_at" 3428 7095 11404 19191 18305 6571 19744 5604 19074 17231 4968
"201083_s_at" 14938 15041 2880 7592 2050 718 16885 5498 1094 4471 5153
