"inst_595" "inst_622" "inst_662" "inst_841" "inst_958" "inst_1715" "inst_2865" "inst_5084" "inst_5509"
"201692_at" 19385 1298 16541 4820 14533 21731 1831 1114 21083
"201693_s_at" 18139 4634 17109 15602 1461 1 2637 8263 5041
"201694_s_at" 549 888 19559 371 40 8 141 11179 407
"201695_s_at" 7446 19191 13461 18430 19336 950 11571 4153 2682
"201696_at" 18102 21310 21247 19524 19988 20868 18085 6941 15133
"201697_s_at" 4577 16935 20880 4446 18526 2890 17944 7283 6043
"201698_s_at" 20288 15066 14784 4347 3904 19310 13404 16778 14421
"201699_at" 18474 18061 16613 5536 19701 19036 13564 13997 15086
"201700_at" 17538 16853 4511 19121 19722 17069 12134 563 4987
"201701_s_at" 4093 16218 181 16878 17861 21770 20487 20439 16660
"201702_s_at" 4854 20097 924 18007 19821 18114 16076 22048 16836
"201703_s_at" 4021 17058 17659 18337 18250 18335 16509 16633 20802
"201704_at" 19855 2607 5003 21991 18083 4146 3033 17873 1147
"201705_at" 17091 16804 4742 4594 14712 20228 16121 2810 15450
"201706_s_at" 2015 19160 2553 17926 13395 21495 18419 6162 15139
"201707_at" 136 15453 2911 5176 21368 4863 10646 14379 20416
"201708_s_at" 4512 17380 14953 3807 14605 16944 15289 5530 3573
"201709_s_at" 17588 18832 4493 17018 3909 18021 10303 6258 976
"201710_at" 21629 1892 19482 4056 1495 3015 16089 813 3467
"201711_x_at" 4838 17969 19885 3378 16712 5338 18393 19210 16153
"201712_s_at" 3650 14910 22112 19406 17179 21645 10223 6408 15729
"201713_s_at" 5658 20446 4857 18931 16880 18824 17660 6624 20971
"201714_at" 6716 17790 14069 4658 16062 4518 17313 3613 3004
"201715_s_at" 20643 20358 19927 19473 14614 20572 13837 2911 4153
"201716_at" 4367 18316 15091 2706 15075 4279 11480 5099 5139
"201717_at" 17420 19322 4349 17242 15348 18563 15523 4587 15260
"201718_s_at" 21434 20525 3057 4790 21360 18023 21490 19847 21122
"201719_s_at" 6321 21722 22188 16653 20270 21970 17886 17485 18272
"201720_s_at" 13897 5555 7280 11355 5516 4394 4015 8571 10137
"201721_s_at" 19962 9948 20833 6695 10326 18986 9394 12937 14515
"201722_s_at" 7008 17616 1694 16045 15143 19581 18934 18308 15030
"201723_s_at" 7584 13854 15192 15990 13388 2750 13057 7053 3953
"201724_s_at" 3840 1259 18364 15961 17280 5999 12070 16351 4365
"201725_at" 3844 19138 13138 17198 16861 5633 14244 14525 5725
"201726_at" 19873 21226 19930 17384 18020 18381 18444 16224 16257
"201727_s_at" 20029 19461 18554 20380 18001 6073 14633 20432 4874
"201728_s_at" 17915 17045 15869 18888 18879 16263 14782 5906 20754
"201729_s_at" 16683 15758 15444 4979 13996 5942 14008 2980 20425
"201730_s_at" 15247 13981 15244 16514 14507 2499 17676 14798 16387
"201731_s_at" 4281 17561 13597 15835 17831 3318 15896 5171 2869
"201732_s_at" 7526 20639 4874 3635 3816 4984 17386 19421 21646
"201733_at" 3793 3288 19022 3597 3356 17977 18114 22152 16533
"201734_at" 2151 15991 16213 16519 14971 3124 17557 15372 17751
"201735_s_at" 1960 916 3978 4670 16171 5887 19457 15325 15016
"201736_s_at" 2953 17238 3996 14756 3394 20233 10636 5470 13371
"201737_s_at" 15927 22251 19372 20930 21087 21229 14323 4538 15748
"201738_at" 17053 14368 2943 15689 18402 18031 19017 14742 18209
"201739_at" 10759 6996 13128 17438 1268 124 677 4974 17885
"201740_at" 19168 16680 16433 16766 15988 21129 11039 16067 4966
"201741_x_at" 19885 4579 21379 21770 21751 1637 21481 1116 2118
"201742_x_at" 18576 20153 15774 21087 16819 18775 17679 19213 18405
"201743_at" 12650 7756 7596 14340 4076 1488 9289 9066 7641
"201744_s_at" 11289 7701 6947 5875 10439 10078 8422 10887 6327
"201745_at" 6540 2233 16038 15290 18201 4043 17072 7307 17603
"201746_at" 5511 17689 11664 4728 18013 10677 16202 5133 3778
"201747_s_at" 21747 19250 5497 21033 14401 19056 19465 20865 21525
"201748_s_at" 21366 17223 20522 21239 19458 19662 18818 6958 21906
"201749_at" 2018 1150 16873 15395 1809 3086 18497 805 227
"201750_s_at" 7498 4744 6272 20794 8694 9433 20250 6310 9983
"201751_at" 3435 14834 18095 1249 13676 2006 12110 1562 6291
"201752_s_at" 6946 2431 15095 19772 18115 453 21577 1186 1247
"201753_s_at" 18066 9358 853 18369 20772 17963 16878 14735 19014
"201754_at" 5464 15814 4881 14978 13430 16949 10202 6423 14868
"201755_at" 16421 15060 15022 18137 13475 3034 19294 5104 2614
"201756_at" 1450 19210 21039 17798 20144 3544 12605 4423 4219
"201757_at" 17613 14330 4674 16091 15396 4075 2516 6859 16325
"201758_at" 16739 638 815 4578 13447 3275 15225 14333 4212
"201759_at" 4163 20248 13892 15645 15443 8300 17905 20755 15712
"201760_s_at" 16149 16037 4182 17756 20331 21750 18110 14385 4481
"201761_at" 555 2620 306 2372 13320 20231 2952 2175 4848
"201762_s_at" 19681 2276 2149 3010 3915 21241 14638 4960 14196
"201763_s_at" 16482 2314 22282 17737 14999 816 12062 19366 5006
"201764_at" 17439 15547 1486 14912 1267 3441 13453 2767 14444
"201765_s_at" 2967 1607 12571 3046 2648 18467 12266 7740 17496
"201766_at" 19683 5406 20390 14307 1436 7306 9890 19236 21577
"201767_s_at" 17292 21140 17325 3486 13878 599 18495 3129 3577
"201768_s_at" 6356 16865 5342 18037 19395 624 19873 14949 14755
"201769_at" 17641 21913 18882 18537 19059 18242 20290 14240 18580
"201770_at" 19462 18912 3204 4538 15785 15868 12249 14227 13997
"201771_at" 6203 18129 14653 14906 14368 16232 13415 15910 19152
"201772_at" 15345 21300 18155 4486 20492 5320 20088 5350 17145
"201773_at" 21386 22032 18722 20181 18878 18017 17589 17822 18534
"201774_s_at" 16262 19826 20078 19109 20827 21204 20282 19123 18715
"201775_s_at" 6687 21821 4319 20364 19287 17011 21090 18975 20213
"201776_s_at" 2158 16031 2860 21131 20260 19272 17412 18719 16583
"201777_s_at" 17092 20800 17937 15843 14207 4828 17497 21000 18744
"201778_s_at" 19798 19755 15398 17833 18725 5332 14751 5223 16060
"201779_s_at" 6804 14539 14061 14879 15106 1590 11189 17505 13206
"201780_s_at" 16198 14729 17395 3967 14414 21210 19923 4402 18465
"201781_s_at" 4356 18805 1874 17307 13334 336 18358 6227 2035
"201782_s_at" 18366 16593 13270 16525 1602 3563 19705 19242 16488
"201783_s_at" 17297 20205 14848 17571 1136 2551 12257 2123 13566
"201784_s_at" 4615 14881 3801 16784 17826 19692 17582 17644 16952
"201785_at" 3567 5494 20375 13587 12521 21401 9768 8510 729
"201786_s_at" 20760 18809 13127 19057 15967 16299 11520 6863 16834
"201787_at" 9929 9620 7626 2803 1026 13098 1060 967 10426
"201788_at" 3709 17300 15102 15469 15608 19610 18158 16359 19052
"201789_at" 7596 3743 6101 7040 5200 15514 7735 7873 17874
"201790_s_at" 4265 15058 1663 5260 17208 18006 11328 4791 13499
"201791_s_at" 17530 19358 16215 19153 15247 2076 18059 17089 3955
"201792_at" 10650 12009 11686 7039 9022 13555 10022 11515 6686
"201793_x_at" 19563 17691 18003 21307 16797 9271 2136 21595 15933
"201794_s_at" 15085 18216 20838 14923 18558 3639 11053 17253 21105
"201795_at" 22087 22096 2216 21698 21709 21222 19424 18884 21341
"201796_s_at" 18608 20148 14869 1340 2955 13930 22013 21633 1068
"201797_s_at" 15747 15857 5225 4110 14609 18183 19022 19614 2863
"201798_s_at" 2214 17140 16141 2198 15622 21370 12247 4338 13846
"201799_s_at" 6934 2275 14735 2490 734 1123 11257 3460 15511
"201800_s_at" 16129 1897 14086 2466 2652 1402 12999 6400 15061
"201801_s_at" 4940 19554 20657 19818 20137 2355 18354 4283 2329
"201802_at" 16519 17528 18295 21193 14022 21969 11475 1215 16510
"201803_at" 17115 16855 19005 19614 18603 19059 19221 6498 19401
"201804_x_at" 17225 14129 14386 18138 16214 17369 14922 17769 5291
"201805_at" 2876 1544 13740 3561 2212 2360 13379 4672 5429
"201806_s_at" 10417 18477 21756 3583 15779 577 19039 15473 3328
"201807_at" 16576 17964 15109 18982 17117 16517 15599 14233 6265
"201808_s_at" 10563 4445 3100 7734 4933 2787 6934 10917 6328
"201809_s_at" 21781 6232 3933 13029 9677 19101 7448 21705 10215
"201810_s_at" 18574 2268 20585 3244 2745 16900 10834 16607 17398
"201811_x_at" 1304 2478 801 14855 13655 3833 13145 5291 5745
"201812_s_at" 18389 2379 3627 16255 3385 16408 11161 5509 13941
"201813_s_at" 18628 19280 13948 14751 3432 2599 19960 19912 17712
"201814_at" 19228 18928 17192 19789 16279 5665 18101 17453 13819
"201815_s_at" 21897 15114 17568 512 2083 21303 21098 4864 15144
"201816_s_at" 2711 16987 2233 3925 19953 21848 17289 6371 17109
"201817_at" 18985 15556 18233 19697 18808 4233 20187 19358 19131
"201818_at" 20763 17369 19353 16981 17585 15928 15780 6105 18838
"201819_at" 18059 14322 16423 15518 13736 18178 18635 4211 4216
"201820_at" 16049 3385 16177 9483 12903 383 7113 7452 6475
"201821_s_at" 20208 21682 13253 19080 20761 1014 19280 16115 3797
"201822_at" 4564 5648 8203 10826 976 18506 13256 20203 21601
"201823_s_at" 3584 19666 17321 15230 18066 811 15816 15495 18242
"201824_at" 3774 15718 17191 21776 16420 15974 15632 5664 19482
"201825_s_at" 4672 16770 18402 20295 16921 19592 15411 5554 17453
"201826_s_at" 7573 2012 3299 3717 15367 947 11817 6715 14116
"201827_at" 18540 20561 17181 19848 16189 17558 17255 6035 20308
"201828_x_at" 19510 15813 13564 16839 3495 3427 15654 14615 3348
"201829_at" 4961 21903 20591 19273 20616 21503 17192 19752 20932
"201830_s_at" 4724 21413 13672 19367 19398 2457 11677 6594 14484
"201831_s_at" 15535 19165 15231 2311 1746 3824 13170 16630 1346
"201832_s_at" 17316 2104 2228 3098 3181 1113 10514 5038 5538
"201833_at" 15688 21435 16903 17378 15944 18144 17423 16215 15099
"201834_at" 5532 21448 18872 4742 1515 1921 10726 16397 14571
"201835_s_at" 3743 687 15527 979 2095 886 20465 18242 5844
"201836_s_at" 1456 5949 14300 2486 20365 18342 13883 1512 17690
"201837_s_at" 7555 20188 13946 16803 17182 3032 15189 13974 779
"201838_s_at" 1118 3245 20892 2576 21872 5413 12599 18154 5635
"201839_s_at" 17034 16401 1768 5374 14396 14357 11593 14236 17939
"201840_at" 2437 16958 3870 16554 14796 16143 14928 3809 4324
"201841_s_at" 5652 1699 3171 4012 1970 4086 1891 14579 2027
"201842_s_at" 17997 20110 20632 18279 14063 9543 18513 3794 17504
"201843_s_at" 16931 10906 9170 892 15585 7385 14133 14469 19555
"201844_s_at" 4024 20919 13200 18457 21200 2592 21151 18489 19773
"201845_s_at" 21194 19647 1947 19828 21900 429 20710 19315 20499
"201846_s_at" 21350 21071 2731 20123 17016 761 20848 19424 16695
"201847_at" 15027 14841 3911 4408 2512 18267 15330 3971 4614
"201848_s_at" 6731 2640 4911 15667 17920 18623 13169 15831 17990
"201849_at" 5039 16103 15615 5214 17536 20657 17209 19149 15274
"201850_at" 522 5100 2912 469 345 20449 1520 4924 10946
"201851_at" 18457 1663 19063 4648 13962 22000 16922 4814 21755
"201852_x_at" 13492 10919 18577 2398 5857 14891 4098 14702 13493
"201853_s_at" 21146 21560 19111 21580 21011 22155 19537 20969 19567
"201854_s_at" 15806 20540 17288 19134 16545 2885 16940 19046 16712
"201855_s_at" 15951 16234 4594 16829 18633 16960 19383 15311 14544
"201856_s_at" 7039 14512 18806 16580 15862 2902 20237 6347 19890
"201857_at" 1433 2567 20333 4640 16694 4918 14608 13755 16543
"201858_s_at" 12649 8516 4033 6095 9824 3692 8029 5949 8496
"201859_at" 12786 8068 4372 8784 11711 5123 4031 6676 6649
"201860_s_at" 12948 7262 14426 1169 5759 15569 6651 18473 1007
"201861_s_at" 19412 19029 3227 19670 19236 3959 16865 15119 18540
"201862_s_at" 16316 20195 18893 18569 20758 19848 18965 18037 19346
"201863_at" 17208 19012 14522 20850 16200 5280 16655 13837 15156
"201864_at" 7144 19318 17573 4827 15689 3028 18662 16435 4064
"201865_x_at" 932 10385 21024 17882 19829 291 3024 17716 19981
"201866_s_at" 15751 9846 18951 12743 9383 5455 7936 2962 493
"201867_s_at" 21017 19724 16753 17652 19442 2225 20508 21085 20996
"201868_s_at" 7448 21773 3842 20163 20441 16495 19688 7026 21087
"201869_s_at" 319 13286 22114 2267 18058 4566 19938 20132 3567
"201870_at" 6286 13851 4115 4052 14363 5499 12607 7031 1926
"201871_s_at" 4294 2438 3657 3816 2441 17721 11896 6337 2479
"201872_s_at" 18770 20932 18349 18415 20459 15828 18580 14950 16259
"201873_s_at" 5320 21714 14672 18714 19611 18072 17535 19622 20805
"201874_at" 19975 20545 15668 16815 15362 19133 13443 5439 15732
"201875_s_at" 18134 14686 17435 20052 18843 12140 16773 6160 875
"201876_at" 18298 15664 760 18299 15497 22078 17818 6615 17593
"201877_s_at" 4259 18844 14147 2426 17543 18520 14910 15608 19583
"201878_at" 6494 16109 5367 1531 3560 17131 17680 21367 19329
"201879_at" 17367 21602 4367 21374 21108 18523 21545 19827 3490
"201880_at" 20750 20313 14542 19655 19237 998 14658 14539 13242
"201881_s_at" 4607 21159 18528 4171 13542 3736 16356 16907 21195
"201882_x_at" 16609 2969 13100 13561 11888 11845 2775 10565 10752
"201883_s_at" 3530 14386 1630 4062 17424 19479 2497 21470 15791
"201884_at" 18443 10643 1407 6805 10299 1112 20535 21319 16404
"201885_s_at" 4401 20656 13470 5200 13396 16200 14838 16708 5222
"201886_at" 11437 15932 4443 20555 3382 1538 15750 6283 1984
"201887_at" 5609 15017 2399 16668 18350 3787 19882 5699 13995
"201888_s_at" 3552 2185 974 2659 16086 1276 19998 6750 16395
"201889_at" 17226 16830 15457 5628 15959 16566 14004 15534 18628
"201890_at" 18643 21389 5228 21280 21086 21536 10788 2031 2745
"201891_s_at" 6974 2463 3619 5409 13870 16420 12719 6265 14445
"201892_s_at" 3514 14420 14943 4282 13714 2227 11113 14788 5488
"201893_x_at" 16011 9879 17333 11319 6986 5846 8240 130 2361
"201894_s_at" 4879 17796 15996 4777 3316 1976 14802 6389 5668
"201895_at" 18113 19282 16468 3801 14747 18684 18449 18058 19490
"201896_s_at" 22274 22283 21647 22260 22277 22263 22251 22262 22142
"201897_s_at" 19021 15843 3963 5764 14792 16448 15197 13972 16238
"201898_s_at" 4363 17653 18801 15178 15656 1142 14046 3177 2740
"201899_s_at" 16156 16229 1725 17071 19415 18346 10497 3477 5502
"201900_s_at" 6642 1053 2438 1627 2940 5346 11797 2655 3322
"201901_s_at" 20446 20301 18272 5582 15280 20462 15767 16040 17324
"201902_s_at" 17354 6995 19558 21200 3800 14800 18700 4822 865
"201903_at" 5310 2590 13491 17628 16648 5831 14539 1459 4117
"201904_s_at" 12497 4758 9353 20967 21102 11899 15240 19762 261
"201905_s_at" 13936 8945 11525 15061 13631 14157 1165 3874 5280
"201906_s_at" 21072 14220 17636 20141 22094 2091 1408 782 15261
"201907_x_at" 12204 993 10330 5531 7999 6536 1005 9589 8648
"201908_at" 5932 20259 16520 18500 21132 19250 17500 5234 5579
"201909_at" 17031 13075 9206 13942 13110 18872 5552 12334 12643
"201910_at" 22150 4388 13966 3171 2220 6178 12124 16676 21412
"201911_s_at" 5675 15120 21397 1912 1832 6625 20014 21263 2650
"201912_s_at" 19226 22009 15220 19329 19144 21790 14472 14710 17732
"201913_s_at" 3597 14598 13254 20917 17732 19669 16611 14468 15706
"201914_s_at" 2129 777 14123 4755 3872 4030 13643 17619 3131
"201915_at" 1172 6808 6935 19432 22124 18119 17871 14712 4675
"201916_s_at" 7427 20386 3648 18869 19124 18199 15822 14546 19718
"201917_s_at" 6655 15563 990 15491 16116 19225 21958 19620 21436
"201918_at" 3392 18139 19477 14991 15761 17374 16503 21547 20303
"201919_at" 2990 17239 18479 15527 15976 3660 16426 18169 16666
"201920_at" 4785 19340 4316 17037 18056 19875 18595 14207 5405
"201921_at" 15922 14873 1310 16858 13436 21936 12361 6558 19402
"201922_at" 19090 15709 2889 17091 13919 19814 10208 4463 14136
"201923_at" 6688 16642 13267 16358 16378 17113 12331 5492 16655
"201924_at" 20363 14413 1667 14971 2004 20643 18764 20569 18598
"201925_s_at" 1725 7432 402 5161 3179 4931 21003 14002 21426
"201926_s_at" 17982 14127 2321 1089 13636 2073 20704 4438 13876
"201927_s_at" 19274 20498 17535 16861 17261 19342 17480 19325 18548
"201928_at" 19772 19366 18679 18734 17761 22206 18228 14720 16580
"201929_s_at" 19826 21904 21571 17226 16786 15937 13844 14874 20875
"201930_at" 16080 15162 16854 19351 20050 2070 12439 3235 17743
"201931_at" 16720 15258 2828 3543 13652 18722 12547 16158 6311
"201932_at" 17976 21377 16734 20125 18024 4231 19072 6702 5017
"201933_at" 21418 16626 17446 19445 17531 21974 17340 4272 19842
"201934_at" 20170 18341 17434 19161 17801 5663 20707 20599 20829
"201935_s_at" 19898 21756 18359 20311 21166 2870 12074 16029 14113
"201936_s_at" 19339 15143 21915 19358 17553 1274 20449 20324 21632
"201937_s_at" 18645 17736 13112 17777 15827 17924 10975 6962 3261
"201938_at" 20829 18214 1944 5009 14637 17106 14203 5216 14397
"201939_at" 19162 19046 13643 17486 20206 8765 18682 6531 18968
"201940_at" 5096 13705 18959 15587 20088 2861 14975 18671 13202
"201941_at" 57 19230 15455 15516 13976 17925 10676 6033 19645
"201942_s_at" 3977 11863 4645 1288 18963 4125 21506 19632 3979
"201943_s_at" 19472 4984 20230 16474 16374 5124 18410 6085 15600
"201944_at" 5500 13843 2846 5489 3773 2530 13601 6104 5773
"201945_at" 21784 28 13141 17059 7998 1378 19558 21421 21454
"201946_s_at" 20459 19137 15672 18893 17497 2536 11477 16537 16246
"201947_s_at" 20539 19561 18001 16886 15329 5060 12978 16642 14702
"201948_at" 16958 16004 17146 15907 16611 5687 17544 5800 4475
"201949_x_at" 15825 19635 14976 326 14575 17676 18609 20648 4993
"201950_x_at" 2299 15559 1833 16058 16427 17662 15798 16647 3791
"201951_at" 8747 4549 18268 11728 4899 16202 10227 18189 1768
"201952_at" 1765 14267 3690 17589 17405 5860 20456 14107 3718
"201953_at" 16991 19925 2193 4852 13563 4427 13114 4701 17664
"201954_at" 5848 15106 16950 4177 14988 16074 16691 5865 4447
"201955_at" 18340 17730 16527 5317 13602 6002 13213 14328 14451
"201956_s_at" 1963 16703 18425 3527 15557 18531 13928 5362 15224
"201957_at" 16443 15364 18637 4494 14251 19176 11849 18132 2279
"201958_s_at" 10784 7238 11088 14314 4781 8557 6899 7545 11335
"201959_s_at" 4922 16125 19955 18400 20183 19010 14375 13796 17100
"201960_s_at" 15054 1347 21837 20994 20216 17962 12855 16016 13718
"201961_s_at" 416 776 3074 815 15252 3545 13733 19601 17367
"201962_s_at" 369 18812 95 18142 19147 559 20854 7231 17190
"201963_at" 1981 2653 963 16562 16608 5882 16818 18937 17724
"201964_at" 15042 18517 19176 16788 20536 15976 16246 2117 2503
"201965_s_at" 18919 18087 13260 20770 14243 4014 19651 1827 16820
"201966_at" 6142 15374 4978 5013 16356 15985 14822 6094 18705
"201967_at" 4144 20281 15267 14970 19262 17732 21568 15863 4471
"201968_s_at" 1983 17094 17170 2156 2872 17318 14365 5722 4556
"201969_at" 1581 19873 19783 15237 19449 5045 21996 5370 18701
"201970_s_at" 20046 18600 18426 19721 19916 4501 13912 4429 14492
"201971_s_at" 5806 1836 2647 5348 14202 3828 17610 17393 18613
"201972_at" 4458 15549 14130 18527 17296 15848 14012 2392 15486
"201973_s_at" 7237 18376 15145 16941 19254 15971 14864 5451 16851
"201974_s_at" 15982 11098 22253 7883 6223 5399 3432 8705 3770
"201975_at" 15052 14344 17811 19681 17785 295 22176 15938 20217
"201976_s_at" 5261 19397 16084 19438 16503 17435 16214 17920 16878
"201977_s_at" 77 742 16817 15311 2588 2789 15042 14342 415
"201978_s_at" 18956 38 256 2623 2181 1779 11780 7270 1315
"201979_s_at" 18239 16497 19530 22254 22230 20631 11719 21552 16188
"201980_s_at" 4960 1697 3230 5729 3597 19633 14819 3197 5581
"201981_at" 10154 5481 11786 9533 5053 7976 13654 12846 4354
"201982_s_at" 1399 10789 9442 14371 11633 10815 9318 9973 8614
"201983_s_at" 1921 10879 19715 2828 11242 12791 12066 20154 14380
"201984_s_at" 5703 4568 20157 14489 13286 8428 589 19831 22183
"201985_at" 7310 16363 4203 15983 18397 19308 18996 16852 19659
"201986_at" 19223 20614 5429 16810 20502 20109 19621 15466 5312
"201987_at" 16534 20838 18036 19018 21264 5384 14466 18518 17583
"201988_s_at" 3112 1098 17423 1798 2783 18665 11423 5786 20208
"201989_s_at" 1255 14442 2617 4336 14047 17643 17080 15352 4458
"201990_s_at" 2800 11746 19374 20188 16749 17570 13513 18351 17645
"201991_s_at" 17658 21712 13667 18954 17764 5523 16543 17000 19179
"201992_s_at" 17303 20597 16407 21273 20250 4692 21164 18977 19409
"201993_x_at" 22190 20122 19601 21756 21348 21390 20999 19299 17209
"201994_at" 6457 15596 15138 5051 16078 5758 10874 4810 13382
"201995_at" 16863 21784 19627 16892 2409 4153 2796 20928 14790
"201996_s_at" 19433 19662 20442 21076 22098 3169 20318 15927 15467
"201997_s_at" 3198 16911 21378 20857 19014 1713 18154 16339 15958
"201998_at" 17853 6608 18461 6352 8382 20086 8363 326 11754
"201999_s_at" 17182 996 2696 16349 2669 4772 10831 7136 5885
"202000_at" 5904 15351 16799 16900 19192 1884 2824 3074 3443
"202001_s_at" 19366 17017 2045 15059 15240 4222 15243 6424 15275
"202002_at" 318 2444 4747 1650 5583 10699 17946 8247 11961
"202003_s_at" 5670 17063 55 2181 3579 22254 16683 20315 15063
"202004_x_at" 17693 751 15284 14814 3497 3276 21016 5067 3792
"202005_at" 6458 19794 3429 17659 17461 119 14097 3110 5175
"202006_at" 6999 20611 19797 19989 19451 19253 17579 18620 13467
"202007_at" 11699 4369 3965 6574 10424 11094 4736 18253 2263
"202008_s_at" 14108 10829 18281 13257 13231 7105 4593 2721 625
"202009_at" 2199 21703 15416 2737 18769 17563 2272 16264 516
"202010_s_at" 15928 18153 17589 20749 18912 3514 19950 17342 17070
"202011_at" 15851 14674 5090 4940 15299 14602 18284 19635 4462
"202012_s_at" 5447 17260 4312 14952 16931 20490 13272 14067 14902
"202013_s_at" 19400 17279 16792 16496 19884 16569 21525 6598 2957
"202014_at" 7917 4499 14393 947 177 15 544 21568 12072
"202015_x_at" 12584 7139 6894 78 13106 15273 20956 21822 3027
"202016_at" 4385 16379 18867 16212 15084 3393 13375 16470 13826
"202017_at" 1137 14311 4430 3401 2019 11474 12774 18707 15518
"202018_s_at" 13062 8700 7173 9478 8228 12797 5746 9212 9995
"202019_s_at" 5910 18530 15163 4988 3061 21856 9977 3896 2809
"202020_s_at" 3649 18033 21038 17812 19286 16280 17463 14481 15250
"202021_x_at" 2276 16354 18509 5418 2246 2960 13069 19515 15117
"202022_at" 4698 18024 17629 163 263 18642 2810 2442 17813
"202023_at" 19761 18527 466 19593 1113 7910 21518 1005 19479
"202024_at" 3082 16580 2497 4792 2943 20207 10967 15054 3298
"202025_x_at" 5843 14185 2694 16923 1728 4470 18253 2699 15406
"202026_at" 3007 1482 14132 17432 17376 16613 17473 7111 4478
"202027_at" 7079 14866 13108 3093 16943 3415 18867 17908 5677
"202028_s_at" 6765 18211 14416 15342 18044 15887 2326 18968 15436
"202029_x_at" 17267 13995 4654 5761 3613 17904 1789 5208 6097
"202030_at" 15041 14503 5481 15540 18462 6100 13866 1998 5509
"202031_s_at" 4755 18845 16027 18017 2611 18194 10549 7170 15825
"202032_s_at" 21690 16008 4925 19233 16185 2458 17430 3969 20863
"202033_s_at" 4975 20898 16123 14868 1669 1537 15521 21138 18830
"202034_x_at" 618 2578 7497 2500 781 19433 10225 18952 19857
"202035_s_at" 12558 6196 12585 11009 7730 8016 6112 10003 8202
"202036_s_at" 12908 7674 11059 7904 9507 9379 6085 7994 11231
"202037_s_at" 1721 4954 21474 12163 6923 20651 3498 11562 7128
"202038_at" 1179 14055 4000 3528 13420 5214 17860 14771 14402
"202039_at" 15817 20818 2476 1918 1630 19305 2557 15671 1754
"202040_s_at" 18424 18353 16239 4978 14846 4183 17270 6228 16824
"202041_s_at" 7097 13853 4190 5113 3580 5779 11872 6456 5799
"202042_at" 17452 20943 19286 18322 21085 5208 17939 16875 14527
"202043_s_at" 6417 1449 2740 2714 17791 17839 20252 19436 14145
"202044_at" 9645 20782 5829 19275 14564 14428 20526 21378 22170
"202045_s_at" 19086 18069 21983 17911 14686 1695 11100 14516 1477
"202046_s_at" 16917 9361 19283 2377 2283 12549 19858 21553 21115
"202047_s_at" 17897 18691 14944 20852 20906 21487 19573 7062 21442
"202048_s_at" 22255 20176 338 20541 20928 21266 11017 2866 1290
"202049_s_at" 22059 19623 19212 15389 22085 20933 10991 19418 14776
"202050_s_at" 19988 14318 4019 20103 19782 17694 19894 5866 19810
"202051_s_at" 19474 21375 14421 19840 19947 5309 15061 16455 14330
"202052_s_at" 15375 20888 22231 17318 19228 6130 17004 18973 18809
"202053_s_at" 2856 14215 4412 3214 14844 19500 13567 16992 4930
"202054_s_at" 17272 736 4317 14950 3005 982 14566 18422 2616
"202055_at" 20040 21118 17322 20735 20935 1202 21497 19207 15000
"202056_at" 20838 21857 17812 22196 22106 18509 20874 19798 18467
"202057_at" 1845 813 63 18825 14725 21997 11575 7104 22082
"202058_s_at" 6462 20335 13681 20760 14629 3634 18773 16295 16438
"202059_s_at" 20133 21718 20729 20442 22192 1749 16504 17684 15936
"202060_at" 1533 19008 5265 5282 13619 3403 16729 5602 19232
"202061_s_at" 2695 14388 5253 2902 17195 5694 14081 15027 15799
"202062_s_at" 3128 797 1294 2480 16927 2293 16039 19005 5450
"202063_s_at" 7729 9089 12542 10504 9134 10544 1253 20845 2771
"202064_s_at" 3204 14754 1977 2131 15286 8330 16180 942 14605
"202065_s_at" 14950 18160 15050 15483 15749 5149 19674 15805 21257
"202066_at" 15014 21865 16627 18325 17705 21063 17570 6835 15779
"202067_s_at" 208 1796 134 1447 1683 60 13449 648 22095
"202068_s_at" 7239 17741 116 3557 817 3237 15468 1147 20508
"202069_s_at" 7349 20641 16556 16745 17985 4393 16871 15426 17498
"202070_s_at" 3827 21654 13758 15202 19783 18400 17518 14457 1027
"202071_at" 15225 18165 14648 15880 16461 913 15852 6799 18334
"202072_at" 18058 572 324 4360 19292 1944 19969 17574 14993
"202073_at" 6296 4929 1252 936 1016 9572 1862 1862 1952
"202074_s_at" 16646 2032 1182 461 106 14536 1712 18434 14761
"202075_s_at" 9136 3925 15390 2305 4994 8598 14851 6016 4843
"202076_at" 4613 19973 19634 15660 14057 5734 14519 14438 6248
"202077_at" 19665 14141 4347 14793 15841 20357 10711 15190 15491
"202078_at" 20614 20196 13563 20022 18676 5527 16846 14039 16601
"202079_s_at" 940 9130 5519 816 16846 15804 17258 19201 17854
"202080_s_at" 16361 726 5274 4563 1095 1451 9904 368 20080
"202081_at" 7581 14629 3138 4013 14857 780 20174 14260 19497
"202082_s_at" 5747 18111 21249 5657 879 1174 14055 18744 3723
"202083_s_at" 3231 4938 3865 1355 1310 7338 10004 5086 16988
"202084_s_at" 6394 15868 20433 5340 16143 21206 10405 6980 2975
"202085_at" 19579 21539 2653 20924 20922 22192 20071 16159 19056
"202086_at" 6617 9936 5339 12466 11279 19083 13032 1227 108
"202087_s_at" 6454 367 15875 16123 1641 20413 11456 19352 14683
"202088_at" 17508 16385 13400 16961 14471 17939 13840 16969 13755
"202089_s_at" 3665 20006 16674 17275 13632 17336 16485 6183 18811
"202090_s_at" 3983 14985 4096 2927 16347 5352 15810 6990 13938
