"inst_224" "inst_384" "inst_390" "inst_447" "inst_849" "inst_966" "inst_991" "inst_1049" "inst_1152" "inst_1211" "inst_1548" "inst_1636" "inst_2671" "inst_3165" "inst_4435" "inst_5208" "inst_5571" "inst_5767" "inst_6170" "inst_6243" "inst_6931" "inst_6971"
"200659_s_at" 7949 3386 13305 5727 1101 16228 1461 13852 21793 18966 21945 1865 13290 3578 3188 1921 4379 4894 19965 1491 12664 15560
"200660_at" 6531 1199 18708 3825 7414 16999 3032 15287 19710 5983 21275 3363 16196 14090 12659 5417 10742 15578 21973 14474 12931 13707
"200661_at" 2589 13107 4604 15757 1531 1819 2338 1688 711 4919 1834 1520 906 2830 6128 2513 2972 19368 1060 3419 2477 13376
"200662_s_at" 4824 11479 14317 18172 7366 14458 5195 16206 19592 5808 5025 19570 14091 5766 14468 3437 14978 13200 7671 19489 2291 14082
"200663_at" 14071 12363 16482 12481 9063 13332 15265 14007 16737 6299 20585 13874 15520 17161 12150 3424 3752 16949 9617 17092 15368 13018
"200664_s_at" 2292 882 14784 13075 704 13775 3172 774 15055 5417 4781 19407 3582 779 12382 282 1928 13792 1664 17991 16364 11996
"200665_s_at" 10487 8575 8505 12064 13219 5289 8174 7802 12638 11272 15359 5159 5519 7517 19741 6996 9477 8636 16152 8700 5313 5139
"200666_s_at" 2648 2746 15408 17671 3388 1620 1703 1212 3494 7275 4969 13951 1902 2305 11848 2818 2066 14679 4957 2363 16112 12260
"200667_at" 6836 14009 1674 5671 6586 17369 4521 16534 16055 16546 20592 1935 11529 19376 18185 16356 15360 15297 8068 15891 20085 15682
"200668_s_at" 14422 10543 5158 13874 9021 15869 15169 18431 4409 5813 19434 15329 12353 14720 5746 4882 11906 11696 7857 16748 15830 14333
"200669_s_at" 4389 14451 15850 14793 10034 13725 17746 16444 15796 6841 20440 21221 13662 15151 17502 4256 11589 15309 5341 18622 14876 17165
"200670_at" 3703 12664 19606 19008 8873 15507 2341 1417 20145 1832 6408 14631 20137 6372 19506 4147 14417 2626 10117 14102 15692 14093
"200671_s_at" 33 2304 7664 1541 3672 339 3705 15987 1098 20 7693 6129 528 2549 21330 21768 1105 22283 15385 715 139 467
"200672_x_at" 4646 11284 22008 17914 7335 3282 2518 21524 992 20751 6277 14441 11958 13923 14323 19604 21184 16207 1931 17448 1217 19965
"200673_at" 6109 11292 14016 17297 7180 2236 16466 2249 4057 4480 6205 15465 12621 6907 15326 3975 4459 17190 4386 15662 14570 15075
"200674_s_at" 14135 2164 2467 14439 20366 2267 8741 1944 5319 16817 5835 3858 6855 14178 7915 13883 11613 11775 16323 2169 2788 1758
"200675_at" 15726 17615 1190 16826 9065 19330 17840 20600 17864 19188 20248 15657 19572 15207 15018 14325 17214 19499 7049 17586 13351 18485
"200676_s_at" 8728 17322 13522 21717 8326 2169 2233 17943 1891 21737 1003 15245 15173 1235 911 21853 15205 4850 2072 19756 17386 12674
"200677_at" 15043 3354 15474 14900 5325 16554 14807 15857 3162 17092 3488 13810 4976 14786 16354 15713 11917 11609 7231 19019 18111 18092
"200678_x_at" 16968 15436 1740 5343 3642 1859 4968 14186 223 17930 459 2826 952 3689 4821 3120 4123 16074 379 15894 3308 17102
"200679_x_at" 16938 3102 3738 5204 8652 3494 3808 13627 18369 4874 18776 18540 12880 13332 3893 16336 11782 13179 14179 17627 2069 13324
"200680_x_at" 6405 12287 2102 5493 21168 14428 16953 14263 18359 15933 19709 14207 12807 14535 7957 14489 6565 4100 16367 3123 12587 2487
"200681_at" 15415 1489 17316 14985 10080 14438 4354 1812 19777 7515 19801 15035 16798 13815 5454 5767 15759 14313 12051 17116 15035 12890
"200682_s_at" 7125 10702 13512 14129 9314 15472 4239 16590 18262 3562 19863 18887 13428 15845 14551 5671 4578 13021 10425 17997 16488 14185
"200683_s_at" 7699 13803 2985 14249 7085 16327 4825 17967 14961 6401 20268 20077 13740 15176 17657 17566 13659 11483 7665 16400 15470 13123
"200684_s_at" 19774 1774 16181 13916 3496 20412 4009 19560 16089 16412 1417 18580 16468 20369 14865 14652 16095 16477 7481 19689 14587 13655
"200685_at" 12565 14662 19893 21567 5191 20132 4663 21276 19520 3810 18227 16026 17999 5435 2901 1770 4378 15253 10092 20784 2125 20360
"200686_s_at" 3391 14844 14123 3943 6433 21223 1943 15438 18500 4824 539 16200 11879 18751 19474 5349 15501 18365 2647 20767 15851 21015
"200687_s_at" 16180 12462 15622 14869 6086 18433 5082 16416 19419 269 18736 2835 13208 17701 13005 16264 13274 17148 13286 14495 17315 16569
"200688_at" 16089 14019 4900 18275 4670 21634 16720 1242 20356 2982 2872 2317 3618 1699 20295 1879 18212 11482 9399 1399 2175 13696
"200689_x_at" 6634 2012 4263 5284 9557 14391 14435 14218 4186 16174 17911 2899 6897 5360 13110 6071 4366 13011 16360 2945 12619 2364
"200690_at" 2792 18396 16936 16194 4259 19015 17665 17813 20462 4967 2163 4313 21633 19080 17998 17054 18371 11194 13868 17603 20288 17487
"200691_s_at" 16906 15416 13014 16128 7773 3054 3753 2231 18310 15838 19205 3770 18513 13460 15498 4622 11605 16203 9346 14189 12557 14144
"200692_s_at" 18985 10374 19025 16009 8889 17189 15187 15608 19620 1744 18954 17675 19116 6234 5664 15428 10787 11063 13245 17138 17792 15369
"200693_at" 4777 10285 16815 14151 9497 13855 14610 16658 5451 5578 19133 16866 13339 7060 15438 14116 12101 13849 6056 15754 17016 14859
"200694_s_at" 4968 12742 20818 17014 7307 14172 15069 17946 20663 5080 19680 3393 17614 15055 11823 4503 11338 12984 10306 16316 13773 14633
"200695_at" 13997 3435 14230 16202 10339 178 20768 19133 4222 7341 4588 19076 3867 16887 13098 17250 3014 20004 9774 19195 2032 18029
"200696_s_at" 18394 16049 19710 16738 3012 19965 21736 21651 21115 18702 20731 4539 18593 18083 19113 20504 20486 19120 21526 12657 17348 20577
"200697_at" 20002 13105 15671 17961 7326 20594 20012 20271 2204 19671 21853 14825 14819 16303 3572 20059 18718 14267 2752 16027 19275 19648
"200698_at" 7512 14255 15911 20460 7812 15437 16396 17537 16584 3764 20570 14651 17960 14385 17934 5965 13362 15698 9089 13889 14712 15274
"200699_at" 7390 14103 4567 5852 2999 19294 19080 17414 18150 18436 18549 3893 14513 3448 17205 17246 16120 19684 12471 13641 14576 14545
"200700_s_at" 15563 2311 4096 4019 9048 3960 15409 14516 17256 19220 4873 17690 4188 14651 19905 14558 15730 3658 7792 17429 3334 12786
"200701_at" 6762 10710 417 13559 5469 14318 16734 2148 403 16249 235 4603 1574 4570 11769 4631 15302 11295 313 13947 17047 17094
"200702_s_at" 21589 17631 14706 9257 5956 20256 17204 15983 19185 7694 19971 1382 19670 15762 5074 3237 3657 18439 12917 19680 13524 16755
"200703_at" 8208 16910 15003 16229 10500 17459 17544 20550 20590 5215 21991 18718 16150 19059 16001 17693 18377 12490 13726 20888 19836 18389
"200704_at" 18487 14786 2772 4865 1920 16634 17898 17774 1628 7326 4739 675 3555 14302 18459 15119 11772 20612 1654 2322 3458 14044
"200705_s_at" 14971 13106 12572 18170 9537 2460 4798 13840 16243 3019 6600 3022 6727 6437 5667 13797 3738 3057 16209 13782 3339 11663
"200706_s_at" 19638 9774 3177 2691 7012 16218 15799 14244 3969 4943 3023 19467 2739 5710 20733 977 10967 1654 1943 15824 15886 15202
"200707_at" 15254 10141 1698 13410 2982 2722 18336 929 2238 19089 4279 3457 3402 13835 4805 16466 19731 19173 6093 12165 16595 16627
"200708_at" 14695 15558 20925 21744 7209 2420 4459 2261 17135 6276 19926 3125 19474 6452 16227 5114 11651 15998 10058 12573 3325 12362
"200709_at" 17119 14888 14134 17083 2044 15764 17516 14329 18826 4830 19213 2003 12595 7020 1498 18110 14044 18064 10504 12496 16549 17769
"200710_at" 3830 14720 15715 3639 3233 17798 17565 1640 16283 17758 19723 14490 16927 13557 14750 19715 11232 18505 9157 13729 14054 16282
"200711_s_at" 17441 12550 20017 16927 3677 14859 16510 13517 18335 5585 19890 16610 14384 12796 15032 13996 15469 4823 12762 14756 14672 15249
"200712_s_at" 16806 3106 15706 3965 6499 17433 4528 16981 15093 4597 20719 21813 11604 16757 13523 3065 14032 13990 7470 21424 21514 18201
"200713_s_at" 8982 10887 5080 13892 9240 3968 14673 15861 17065 17656 19783 14022 13401 15087 14837 3886 2203 14707 6290 17531 16971 14155
"200714_x_at" 7007 12130 14579 13077 6224 2446 4829 2251 4820 17274 5465 1911 13542 5193 13754 4168 16128 15435 5926 13306 17368 15390
"200715_x_at" 14507 2629 1934 3637 8590 3757 4610 13910 3059 6487 3504 1937 4694 5120 15145 2586 2268 11908 13145 11992 13878 1851
"200716_x_at" 8459 2677 3932 5351 20035 3875 4083 2052 4439 3123 17460 4106 6892 8627 7951 6160 4346 3929 16356 15646 2772 2374
"200717_x_at" 6563 10865 4526 13833 13799 13878 8685 1770 5595 18370 18071 14199 6788 8591 7850 8977 6399 6895 16275 3136 12633 2437
"200718_s_at" 15507 20090 21640 5013 10688 13743 16450 14764 15501 17075 3477 3212 12058 6056 14336 5074 10806 13457 7057 13525 3245 13805
"200719_at" 15524 14120 21077 20825 6863 16138 16224 15469 18966 15818 2519 15812 18236 3583 20328 14868 10732 12680 8366 18919 3013 15747
"200720_s_at" 15714 12238 13131 12872 9971 20384 3573 14649 17113 7775 4620 17634 17392 15959 15476 3422 16966 15308 6661 20577 19501 15645
"200721_s_at" 18670 16604 3622 2555 6335 18846 16890 20423 19840 5409 3535 17181 16264 16392 4547 17413 15929 15621 8134 15642 17040 11696
"200722_s_at" 8364 10035 3799 14329 5776 14920 19786 2034 16515 640 19888 21864 18195 19917 3169 6283 12367 4715 10037 18452 21651 20791
"200723_s_at" 13936 3275 3188 14528 7351 17217 15726 18473 4989 5872 19174 20589 15779 15037 5620 6149 12328 11658 9748 17791 16513 16452
"200724_at" 19729 21566 16633 20201 12409 9733 5165 11571 8552 1871 13810 1624 12951 21485 2334 16233 19598 21938 2864 13428 5453 127
"200725_x_at" 14178 2681 4772 5247 20087 13962 4987 14879 4352 16971 4891 13785 4568 7036 5363 17656 3795 3448 20728 2638 12706 11692
"200726_at" 5198 12719 20277 21314 10379 18997 3702 15614 18569 3014 18134 4592 13755 14763 14458 3716 12121 14885 10974 19976 15060 15776
"200727_s_at" 16464 12209 2799 17593 19994 1047 4711 2186 15969 1704 6034 20040 11509 14862 2288 16351 13547 4426 6708 16578 19323 12750
"200728_at" 19108 10355 13526 15538 6808 3949 15695 17202 15556 4155 18349 4366 4337 6632 14677 6195 3865 18336 8745 16014 16010 14304
"200729_s_at" 3427 11918 17830 21053 5835 15743 2993 15440 17148 1398 4946 17435 11965 15068 14014 3699 13587 16513 5659 20637 18800 17238
"200730_s_at" 15516 13750 19214 14721 10141 15725 18468 19787 18779 6323 2447 21784 1607 14717 18215 20326 16554 20421 11496 16607 21119 18505
"200731_s_at" 18519 17171 16713 4676 9517 20993 19678 21269 18827 4154 2562 21101 17407 16764 20973 19840 17059 13410 13357 18330 20448 19076
"200732_s_at" 21201 20166 20729 5004 9878 18863 18192 19137 16101 5713 17972 19292 16232 16535 16269 17368 18070 12222 12548 14150 19930 18047
"200733_s_at" 4904 18085 21205 2229 20809 21494 3662 20495 20626 7760 3297 15746 19571 21079 21113 17574 18199 17487 6201 14898 20795 20805
"200734_s_at" 18381 11700 16051 5878 4046 2243 14791 16878 1788 16053 18075 1872 17602 17039 4270 3637 14595 4497 4962 20505 1770 12155
"200735_x_at" 6230 1692 12457 12568 13841 3128 8646 1295 5349 7181 6211 13834 6848 13461 7910 5022 6477 3483 16315 11985 12429 11792
"200736_s_at" 11215 5313 12938 19730 14225 7655 8205 5933 2702 16383 1720 7847 2319 21940 12830 12433 4930 13515 6592 9709 10860 5213
"200737_at" 5116 3441 5212 5509 4898 15044 16147 16617 15341 6065 4223 21230 15861 15422 13039 2602 13166 13874 5920 1430 14863 17863
"200738_s_at" 3320 11138 13340 4580 8720 14086 3714 1505 4504 17097 2731 16201 5055 14123 5180 14646 12593 4630 12319 14476 13658 13399
"200739_s_at" 4731 17858 18870 18169 5407 16425 19333 14413 18433 1219 17930 21991 15528 17827 5818 3910 14209 4812 9827 18372 17995 18038
"200740_s_at" 18915 14351 13722 12600 10497 13924 17122 13611 19239 5935 17887 15879 14554 15040 14211 5911 3741 14606 8866 17872 16553 15385
"200741_s_at" 7774 3043 14728 5635 13555 3044 8683 14562 15235 6826 5273 4443 6710 8560 7764 8801 6280 3904 16195 2494 3416 2671
"200742_s_at" 6587 17656 3396 5135 3401 16520 21004 2010 1084 20668 2403 18563 12935 17290 13714 4338 17428 12356 2601 19201 17279 19409
"200743_s_at" 19149 16815 2558 19582 2120 16654 19278 2168 2299 16403 1367 16100 3590 15643 14978 962 19164 14748 1269 17341 19381 16585
"200744_s_at" 15050 15965 15086 16348 4540 15023 17582 13672 4632 7327 19386 17911 11891 14037 14481 18602 13321 11926 5944 16539 19357 15087
"200745_s_at" 16328 12878 17160 12688 4725 16502 17723 19198 15578 18479 17428 18073 13059 15841 15653 20094 14562 15134 5881 19907 19013 14605
"200746_s_at" 17111 14608 13021 15122 6812 18721 18432 15477 17426 4320 6631 16028 14533 16811 6192 15750 15025 14045 8651 18450 18713 19000
"200747_s_at" 20689 21194 12969 391 9596 20841 21717 21929 2689 2180 1314 2069 3096 5025 2975 18129 19326 15975 3012 14735 18062 16491
"200748_s_at" 14551 3227 16039 5639 10338 13424 5086 13716 17544 5925 1160 4475 13818 7235 7967 15315 11199 11552 20945 1494 13095 13532
"200749_at" 7490 16023 17892 19583 4430 18733 18235 18547 20882 3419 20770 3832 18629 12748 15196 14901 17401 12769 9522 20674 18727 18222
"200750_s_at" 7979 9906 15629 5845 20059 3545 3837 1541 17833 5425 20887 15912 16727 14620 7829 6249 12897 4840 13972 14553 13242 12461
"200751_s_at" 2803 3042 16136 15423 5666 14130 4011 1528 16150 4095 19316 21476 13666 5530 15576 1646 4457 15267 9732 13711 17003 13695
"200752_s_at" 16924 1075 2680 2288 1214 13403 4207 18855 15252 5501 20094 3407 15339 3832 18654 1019 11774 18995 3449 3250 1243 21129
"200753_x_at" 15192 13611 20555 5406 6178 14925 3904 19447 19787 2380 21866 19796 12931 13897 15744 3326 3670 12029 11419 20714 20312 19401
"200754_x_at" 17920 10597 5098 12970 9545 15793 15508 14034 19321 15824 21623 14189 14067 15477 12624 14366 13142 11713 13288 13500 12545 12060
"200755_s_at" 16697 18766 21526 13000 6430 16557 15062 17955 3601 2674 5046 18871 13848 14345 5340 18496 13036 12970 8884 15693 12595 15242
"200756_x_at" 4600 13291 4403 3914 5866 16260 4967 17622 2315 4888 6962 22146 17574 2636 12436 2268 18760 1171 6715 21573 18296 11698
"200757_s_at" 16679 11163 17020 17414 5700 14730 18665 18481 15619 7038 17240 4571 14716 18855 17288 20205 14372 18451 9716 14768 17451 20210
"200758_s_at" 3136 1299 14740 5517 1589 960 956 1693 18318 21032 21224 4136 15961 1680 14372 1145 11688 14828 13766 2347 3082 1885
"200759_x_at" 8923 12415 18272 14275 917 15711 2462 2017 18706 17474 18479 763 18501 860 5763 2311 1757 4413 12151 2168 12936 1197
"200760_s_at" 18858 11288 18923 16640 10230 20352 19261 17734 17368 17465 6672 21737 14977 17177 14440 17947 18782 11130 8000 20871 20530 18919
"200761_s_at" 15613 17334 14407 20654 6789 19115 14905 19943 17583 7508 6729 17127 15819 18433 4903 5418 19064 18123 8628 21483 18068 19353
"200762_at" 20885 15549 19504 20861 7206 17038 21681 21803 20047 20257 2546 18235 16562 19527 13484 14683 19674 12884 13798 16034 18587 21117
"200763_s_at" 7266 2047 3890 4467 10719 3896 8156 14147 4616 6320 6525 3311 6859 6135 7920 5449 4433 4512 16326 3297 2866 2582
"200764_s_at" 8086 9881 487 2734 1546 15623 4924 19264 7592 9519 8539 19701 12292 13865 17768 18720 13570 7411 6442 15162 15424 16618
"200765_x_at" 7939 3392 11562 6444 4609 13975 16194 17787 9932 12406 13057 3056 3567 12824 11176 15895 11544 6328 4631 14153 3331 16304
"200766_at" 8109 14495 286 14030 2102 18385 20847 14744 656 432 215 2512 1495 4615 15423 18749 4502 20431 336 13985 14004 15200
"200767_s_at" 20624 12847 16297 18792 7337 1524 1699 1156 16105 18625 6821 1635 12616 6668 13425 3830 12837 11770 6235 17354 14312 16791
"200768_s_at" 5320 2656 19737 13325 2801 2898 2231 15380 21974 2086 22079 1065 21376 12826 14300 17144 12348 13353 21885 14993 12577 14610
"200769_s_at" 6707 13630 19403 13313 1951 2272 16310 14032 22140 3737 22060 20646 20822 2727 18664 1464 3102 1677 19823 13835 17465 15987
"200770_s_at" 1007 1012 7403 4245 584 186 1859 301 19049 19763 6218 16923 15491 5236 2703 3137 4301 13677 6630 12130 2974 12512
"200771_at" 2820 13514 13659 16352 415 737 981 13563 17712 5145 6046 2012 15634 2753 14466 383 4167 16071 5565 13163 1041 12757
"200772_x_at" 17824 12763 14827 13491 20664 2944 4803 839 17382 4665 20523 16746 13423 15136 12174 15744 12268 10999 19987 12902 13422 12265
"200773_x_at" 7302 3055 4236 2044 20413 3422 4946 15750 16029 5661 19486 16038 14229 14408 15212 5480 4448 12306 20175 12072 14077 12585
"200774_at" 8981 14860 4232 16785 6314 15329 4205 17849 16501 6116 18755 13967 11900 6944 16758 3704 4081 13211 5427 18182 12753 15225
"200775_s_at" 8259 11658 13845 3002 20190 3012 14797 15962 17347 15885 19947 3713 11647 5664 15144 5956 13260 4204 8832 13730 13161 17625
"200776_s_at" 915 10946 13450 19596 1790 1070 619 816 3433 2174 19176 16211 4349 3301 12521 638 1195 2872 5877 12913 14585 1797
"200777_s_at" 1775 10885 12613 18585 3733 1595 1248 1050 16700 2838 2616 1017 4649 4617 4871 949 1718 12258 9357 1733 1399 2433
"200778_s_at" 3936 2949 14987 5169 6413 1897 4877 17822 5063 6906 17849 18673 13970 5937 14017 2321 3970 15354 4964 18313 15717 16736
"200779_at" 5452 11148 14599 15383 4586 14539 14391 1516 20153 4617 18961 3552 16829 2446 3969 6154 13760 3223 20327 3503 14360 12791
"200780_x_at" 8766 10568 17338 12603 10523 14870 8733 14379 4129 16203 6959 2669 13495 6621 4804 5952 4432 5400 10405 13998 2469 12156
"200781_s_at" 14128 10759 3928 14697 20599 14490 8721 887 5431 16427 4477 13932 6772 8584 13036 14472 6377 4658 16259 2544 13172 2013
"200782_at" 5526 9763 17282 18609 8953 17668 18286 17907 5769 4806 18120 16967 13767 16348 16223 14259 16903 13843 9609 19638 16751 15286
"200783_s_at" 20969 11011 12442 17541 9961 20969 19998 18508 19748 19587 18471 4080 15771 20348 16847 16381 14232 12987 10587 16732 14965 14326
"200784_s_at" 12264 4194 6606 18383 16180 9046 5357 11484 13055 13112 8399 6470 20752 7950 3489 10230 8144 2563 12076 7593 11583 4786
"200785_s_at" 20750 21018 615 16845 19375 6573 13579 11634 12243 9207 7916 12415 7786 11003 21372 8616 8536 2393 749 768 7543 9184
"200786_at" 14411 1413 4017 14491 6568 3662 15699 1521 5491 17192 19755 15195 13069 6680 11898 5656 4596 14447 8811 14700 13820 13248
"200787_s_at" 6279 10207 13079 5278 1987 3411 18254 17389 21546 16968 21935 16351 20553 7091 4852 4984 12715 17201 21864 14303 13992 16881
"200788_s_at" 8406 2009 17189 4293 3839 19508 19436 13474 18859 3071 19180 16776 17368 5119 14313 18468 13902 5441 13714 17158 3389 14026
"200789_at" 4469 966 4265 15646 2294 15576 729 695 5352 4378 6019 671 20635 5882 14500 1430 2545 19934 7310 13203 13938 18287
"200790_at" 15724 11042 20403 16662 4814 15560 15427 16305 20425 18907 21737 14596 18590 12777 12517 14615 16874 11862 10212 18905 16393 17502
"200791_s_at" 8126 2289 3208 17034 3625 17135 16733 18073 5018 19456 4385 15834 4767 19356 18594 15849 18278 19163 6934 19113 15921 18931
"200792_at" 14885 3259 16856 16940 7933 15385 4350 14010 16738 6253 21636 4162 15110 7038 4880 14382 12480 11486 11986 14788 13372 13599
"200793_s_at" 14529 12325 1802 4098 4208 16016 901 2136 15876 19556 18633 21392 12613 4098 3725 3154 19284 18212 5607 14390 14424 16833
"200794_x_at" 7660 10016 3165 13843 8557 15618 17432 18352 15295 3834 19442 16955 13239 5181 17564 4413 11298 13797 5439 17699 14518 16926
"200795_at" 18440 21243 19723 3615 19703 7931 1313 4861 6806 12214 8452 10137 20292 1774 7474 2076 3836 9244 12515 7934 11654 10645
"200796_s_at" 17202 11738 1741 887 19967 18266 1693 13620 2499 999 17217 22181 522 16930 5850 150 3768 12616 10572 22252 21010 21583
"200797_s_at" 7443 2499 1905 15206 4872 14737 18447 13653 4859 19838 4011 1939 3108 14030 3596 5489 17165 17259 2646 18826 14245 20493
"200798_x_at" 5973 16654 2292 18312 7634 15879 4903 17594 2509 2424 3418 20099 1552 4023 3490 1814 11560 15206 1489 19085 20351 19035
"200799_at" 18813 20608 6457 4409 21443 20523 19339 20680 9695 17326 13634 17204 8057 16563 14492 18885 18368 11138 16701 15921 20460 20887
"200800_s_at" 18882 20309 11487 14820 19941 16384 21097 18277 20560 7029 21200 3779 19061 18025 5823 19990 11261 2176 13876 17179 20936 20797
"200801_x_at" 17155 10248 13817 5717 13733 7179 8370 13481 17050 17218 18710 3061 6684 12795 7731 16109 6242 5303 16168 3080 2571 11940
