"inst_224" "inst_384" "inst_390" "inst_447" "inst_849" "inst_966" "inst_991" "inst_1049" "inst_1152" "inst_1211" "inst_1548" "inst_1636" "inst_2671" "inst_3165" "inst_4435" "inst_5208" "inst_5571" "inst_5767" "inst_6170" "inst_6243" "inst_6931" "inst_6971"
"207347_at" 16472 17697 18721 4200 12971 9105 1431 9809 4334 7738 18004 6619 849 18737 19346 752 21375 19765 9186 7958 14452 9736
"207348_s_at" 5004 20096 20349 18115 106 21161 21421 5048 5751 21390 20966 19472 2991 600 16105 18311 22151 1876 21964 11938 2006 7524
"207349_s_at" 14532 8656 7062 12035 17025 10738 11073 11600 5959 7959 7785 11368 3564 5510 1016 8118 8860 2857 15739 663 4368 11269
"207350_s_at" 4297 2261 3633 13175 2808 21219 792 811 4377 6538 2355 16793 14147 17361 13641 16863 1987 16223 8120 14203 19942 18609
"207351_s_at" 19544 1529 14697 20247 17533 11314 5891 9323 3160 2541 17245 13196 5957 2651 1863 12415 1937 3117 1758 9358 10017 9991
"207352_s_at" 22186 15385 19622 1302 11360 9039 3388 3209 2026 391 19294 15705 2844 72 2372 1522 21898 21442 13698 19157 5489 1126
"207353_s_at" 46 13625 20903 674 15246 7016 9023 7574 7895 10645 12995 7738 6350 11032 4004 7341 6813 6468 10553 4331 8824 4471
"207354_at" 1978 7566 14704 2491 17208 4651 12451 8295 11707 12267 14515 10728 1614 16149 8882 9874 6076 916 8298 10181 1011 11405
"207355_at" 12172 9198 13257 21098 1335 6627 10022 11556 2140 11204 10480 6751 19666 22131 5769 8598 3037 20536 2218 6966 3391 141
"207356_at" 12292 6848 10646 8234 18342 12955 6155 11310 7257 15075 13872 8483 9336 10929 6575 6981 8660 10263 11046 2184 6368 5621
"207357_s_at" 19887 1256 7881 18494 5282 16709 20966 20746 3524 768 15026 20773 17264 19903 4798 18242 21954 14056 10192 2537 20207 16646
"207358_x_at" 14183 16202 638 5706 2554 21799 14989 19355 2600 19410 7153 21062 3646 16160 15060 18410 20573 17998 1068 16944 17629 21512
"207359_at" 714 9435 10772 1632 16376 12113 11351 10479 11518 8309 8256 12960 7321 11098 963 11955 6662 9862 19113 7333 7217 9230
"207360_s_at" 9859 7397 6956 103 12562 7569 11356 5980 88 9548 14257 5475 261 10924 20420 9517 6972 21721 103 5348 6197 2831
"207361_at" 16526 9600 5238 7129 19335 5756 13576 4914 10530 13102 16650 13421 12160 2393 19409 8550 19933 6511 7416 10173 11455 3608
"207362_at" 18972 9009 11426 6676 18778 11134 11242 12536 6825 12461 7809 6756 10634 1553 9563 7023 9132 6136 18305 9592 11088 8529
"207363_at" 12942 6975 11803 12088 17479 12068 13993 12406 10396 8493 16621 9755 15950 614 10158 9382 12238 883 2448 1883 12717 4657
"207364_at" 10829 7944 10081 10068 10972 7509 11074 6794 6096 10358 11646 8282 9906 8866 7825 8922 8011 6887 15922 5856 9600 8876
"207365_x_at" 7772 12469 16685 14484 20092 19321 2192 974 2466 5490 307 22218 15738 15132 2432 20415 14164 1604 3724 21295 3275 18644
"207366_at" 19823 1589 3382 4175 15713 5267 10341 12941 17054 12338 18790 1891 11305 22090 22233 11084 18844 49 14058 66 13160 11278
"207367_at" 15833 19245 1667 779 11521 6012 6958 8589 12968 8862 10843 5334 5389 568 11168 13014 8807 9418 17841 4575 9727 9644
"207368_at" 10392 6681 7432 8728 16073 5819 6232 2559 6715 8750 12142 12139 11239 8090 11557 7948 5015 7636 15989 5908 3565 10936
"207369_at" 15558 12694 429 11988 12374 8451 5554 4982 6773 15019 6675 12300 6264 7324 11725 570 7737 10435 17244 7325 9690 7543
"207370_at" 20639 8535 7395 11614 21402 6044 7016 3526 14235 8805 9139 12590 21296 442 10633 8436 13599 11878 19679 3517 11483 3402
"207371_at" 10843 6187 8263 9493 14592 11174 8537 3330 12222 12684 14772 9621 8858 10236 10380 9066 8549 7793 17389 6889 7133 6295
"207372_s_at" 12043 4581 9110 10727 19595 5016 5514 10867 6742 12223 13387 4912 10806 11228 9618 7332 6169 8412 17548 6905 8826 10238
"207373_at" 11257 5971 8054 9423 12250 7245 7332 2442 9750 10635 11792 7840 15457 508 6587 9656 9448 8889 15241 9040 4293 3138
"207374_at" 8629 14014 7018 5050 10796 5535 11689 9553 7935 14575 15062 5990 8097 9349 11837 7577 12648 6978 12208 3715 3923 9504
"207375_s_at" 8566 20 13306 12884 590 18682 21998 8133 9484 17627 7722 15137 10691 5472 18959 2742 1141 4762 17656 16200 124 823
"207376_at" 18357 925 11646 10566 17779 11193 10804 7724 14164 13989 18290 7235 887 5309 8475 7659 7717 5705 19098 5481 7698 6807
"207377_at" 10688 6394 9077 8288 21426 12216 6872 11467 7165 12771 12353 13108 19691 8305 10304 11148 12026 10742 19077 9748 1847 1989
"207378_at" 10335 5567 8022 9308 13503 9014 8449 6365 9121 10426 12477 8043 7913 9777 7787 8845 6308 6872 15720 7690 6324 5577
"207379_at" 19300 19326 19419 4610 14461 12247 9309 6746 14446 14189 16889 11216 8040 10784 1176 11404 6858 9477 18190 6682 6494 7208
"207380_x_at" 19727 145 70 506 8517 7268 7814 12145 14174 8595 15928 11254 9052 12129 8223 9953 9182 6836 6006 11817 5163 3663
"207381_at" 12066 4261 8645 8403 18906 8796 4147 6632 13541 15549 14594 6620 11657 20883 700 12929 5574 10520 14601 10184 7986 8104
"207382_at" 20698 21861 22188 21222 14803 12402 13104 3407 14359 9653 13661 11446 10627 15859 7089 7025 6743 3800 13371 4062 4212 2641
"207383_s_at" 13218 6349 8130 9322 16181 12898 13400 11593 10299 9509 12492 4689 5793 708 9616 7731 8802 10496 16103 6146 4567 10255
"207384_at" 12569 7196 5926 6228 12134 8725 9578 7862 8387 14803 12263 9605 9451 9169 151 12897 267 7852 16850 6869 9883 10260
"207385_at" 11942 6933 5814 6805 20340 9459 9708 11488 7208 13950 9747 479 20196 1212 12958 8571 5364 16446 20621 18805 8815 809
"207386_at" 19252 14877 21518 4050 17825 9889 13831 13199 9859 16480 9150 13747 19938 971 21610 990 2311 3789 14124 7045 11457 4532
"207387_s_at" 20095 10767 1394 14351 9564 353 1545 4902 20175 21360 5410 11469 19853 18233 3652 1098 2444 720 19818 4300 7949 11335
"207388_s_at" 2199 1754 14978 20920 719 390 965 146 16 500 42 958 6 684 21202 417 2398 1060 11 1601 20712 794
"207389_at" 18575 18524 14401 3122 13057 12359 5953 11288 8735 8153 992 10913 3632 3476 7019 6069 11068 2104 18260 10040 4857 10655
"207390_s_at" 20905 17454 22261 5665 20039 20838 22077 22073 14221 20842 14113 14981 13369 20550 1893 21781 20968 11602 3121 21071 21072 22194
"207391_s_at" 7475 21339 1976 18948 4992 90 20603 1253 650 16700 6792 16936 2855 18651 17027 22275 1640 22275 276 484 13854 12633
"207392_x_at" 9805 22151 20404 20156 16656 11367 13180 3260 7523 1895 17275 13461 8882 20668 21432 784 7745 2712 1174 8426 5498 7520
"207393_at" 3392 7989 18732 487 19314 10036 10298 8105 8329 15018 15358 11571 10549 20865 12227 10416 21000 10590 9502 5561 4958 1432
"207394_at" 21434 16076 17312 483 16585 3931 4091 11341 2960 2192 14798 3686 896 18968 18192 3994 20881 2064 1500 11626 9596 9140
"207395_at" 8245 16423 20678 972 14131 5516 11705 2578 11647 12265 4847 7522 6188 12573 6384 6644 9566 10494 16758 10357 8551 3076
"207396_s_at" 14614 17199 20089 17463 4576 16118 1850 18220 21289 6485 21816 16544 19507 20678 18388 15681 11636 20939 19969 17807 2681 12569
"207397_s_at" 11518 5275 8093 9121 20993 9995 11019 13283 10465 13513 12154 10681 12543 10400 9949 11115 6208 8909 9704 4524 4693 7101
"207398_at" 21813 14506 21564 5352 14396 8069 9807 7528 9328 7916 10910 9556 6204 10151 6529 8886 5155 8734 14703 10130 6461 5696
"207399_at" 1527 15533 5632 14964 11333 11856 12644 7806 10191 9256 14428 5394 8140 7307 7619 11351 5733 8349 19209 5297 9252 5343
"207400_at" 20923 16518 21484 4632 22241 22272 22138 20471 7275 13641 13527 21841 10084 5999 7623 14955 22041 20473 18891 21983 21994 22026
"207401_at" 15755 1011 15989 4346 12524 5709 10683 12837 13277 13532 14990 12106 12252 12440 10324 13324 10587 2463 700 1795 12353 7679
"207402_at" 7533 13553 16958 10545 18719 11298 13686 12051 13909 11121 9131 11048 17695 11319 7532 10930 5510 9003 17809 11493 11843 8623
"207403_at" 21677 9657 1342 204 12867 1000 7321 2977 13898 11105 7079 13634 4151 623 11527 4090 15401 19333 21489 5279 5855 9370
"207404_s_at" 21919 21950 20065 6163 2237 251 53 5585 7070 14116 15406 18779 3085 18061 7587 2189 20834 10272 9391 146 2102 11546
"207405_s_at" 3727 21635 20688 21622 2310 21463 17016 19234 19177 3900 1000 15320 19713 5842 21067 3821 19446 14765 12697 18170 21008 20394
"207406_at" 9053 9239 7745 8923 13963 12348 13327 6715 11883 14594 10686 11962 8176 11782 8865 3192 8284 5641 14863 10815 4201 7736
"207407_x_at" 21694 5880 11177 19446 11260 5640 7040 10436 2485 10869 8498 11808 5544 11045 11554 6841 8648 10718 17377 4318 10246 10861
"207408_at" 7827 18332 15407 1118 11874 3793 11613 3577 20808 17072 5358 11946 17706 19351 22227 21758 3839 3845 4662 302 5727 13711
"207409_at" 9354 8158 6025 7834 15305 11471 13734 7248 13338 10254 7573 5516 6647 855 9601 12492 1723 5470 16504 4309 3976 11216
"207410_s_at" 11629 5410 8315 9445 14558 10249 5324 12997 8742 13784 11540 12012 18468 10165 8639 6792 10297 10842 17265 11868 4203 11068
"207412_x_at" 12717 7061 12124 10086 12951 5131 2612 2918 7969 9313 7334 13448 13649 9351 16719 10508 8504 1081 4576 10594 5479 3651
"207413_s_at" 21541 4036 13574 7929 11485 6694 9678 12618 8309 7978 4694 5351 6336 7775 10055 8188 5421 7881 6951 4993 4352 10566
"207414_s_at" 21125 14104 12980 9931 21972 21124 19718 17617 16222 8949 10202 18061 13795 13820 7490 21273 21877 5642 5206 21654 21958 22075
"207415_at" 20103 18118 2854 13396 16360 5959 11673 7966 6006 435 15555 12980 5332 10170 8674 11616 337 10764 10631 6548 8974 2780
"207416_s_at" 1867 17038 16710 5400 8895 1131 698 10002 21600 10047 19868 15631 20493 17977 2140 2553 2221 993 7388 124 16882 440
"207417_s_at" 1654 9922 7849 16356 18225 9500 10259 7309 1211 19241 8678 5505 11701 11667 2630 7939 6178 4391 20749 2930 4350 6466
"207418_s_at" 11105 8540 6498 7756 18860 8929 9176 6896 9506 11045 11694 11991 5589 10311 7383 8931 6929 6372 1111 5382 3828 4137
"207419_s_at" 13112 7065 2091 1574 19479 4894 11243 12444 1906 2644 19876 11918 5192 17050 11711 10648 7759 19892 4419 10222 8685 4596
"207420_at" 15797 21651 6525 12094 14332 12525 6483 3265 10316 11343 14762 2039 7805 7849 16659 8426 744 12565 5518 11476 3556 4592
"207421_at" 1866 1198 6323 16745 15706 6710 8976 6679 11694 15031 7681 11768 7360 7638 7494 11228 5972 7057 6867 4879 3568 8528
"207422_at" 9852 4912 10417 10820 14112 5129 12251 2642 11799 14427 10636 10436 6610 9953 10232 10779 7101 7018 17104 9200 8511 7648
"207423_s_at" 25 21839 255 5731 19580 13133 12925 5310 8199 12594 1403 13244 4114 2042 7649 1824 19415 7558 20698 4829 4530 3835
"207424_at" 10442 3921 5325 7609 18667 12176 7780 12806 8886 12298 8267 13549 5956 2749 10518 15860 17016 2179 19373 13168 1861 8641
"207425_s_at" 1006 1911 17122 639 4606 1704 1671 747 8340 19199 11858 7546 20226 4459 1005 817 2483 17891 13979 2181 350 13062
"207426_s_at" 2141 12225 18604 1994 11123 5013 10245 6437 10938 410 16967 13318 6063 3037 18506 13482 8547 352 1631 6011 9469 10649
"207427_at" 11714 6974 9749 7388 18298 607 10893 12610 14436 14615 14210 6377 14305 17341 7201 13678 10318 6973 4925 1531 11108 10241
"207428_x_at" 16185 748 5107 2979 8303 3599 17494 19178 16198 19499 19458 21371 20252 19783 5095 4030 18519 12759 8716 18922 19232 15619
"207429_at" 11340 4386 11430 8799 17115 6386 6431 11640 6012 10925 15543 6346 5952 3086 7492 9207 5675 9829 7490 5747 10619 6694
"207430_s_at" 4332 7993 5506 6610 1184 10102 2739 12187 8975 10587 7762 3049 8548 14746 7039 2057 1045 9129 14700 8592 14278 7017
"207431_s_at" 243 450 882 18326 200 82 124 109 2974 2175 3362 2798 2002 4141 15947 264 174 11091 4795 12334 20414 627
"207432_at" 157 3610 9279 21695 18529 11328 11425 12388 14377 14992 13783 11517 6488 2559 10701 9532 933 10121 13429 7216 10115 8922
"207433_at" 12663 20940 15239 17529 16283 4031 8827 7643 6979 14267 10309 13235 7697 175 11623 10963 6156 9392 1745 5383 10156 3529
"207434_s_at" 8846 7025 771 5974 18516 8541 11540 12672 13119 8894 9134 6319 1905 20286 10263 10272 8050 12588 22111 8460 1928 4993
"207435_s_at" 730 15143 17787 911 1955 2867 14892 21245 15778 22263 5320 86 17753 21070 3271 2160 17311 19894 10284 2808 16036 21435
"207436_x_at" 13892 18387 21126 4385 367 1936 3485 14747 14971 4076 18391 20176 18222 20040 18647 18397 14631 1375 3921 19115 18815 19421
"207437_at" 11410 5503 8521 9275 14411 10804 12341 2464 12869 8700 9989 4715 9842 8092 21846 8919 5988 10222 16574 3667 9394 5827
"207438_s_at" 2730 20502 14434 14842 1745 18947 1181 15353 16922 1861 21165 15739 17420 6082 14596 3411 19737 3669 12526 3052 2500 20643
"207439_s_at" 7515 20437 20191 16306 10703 17533 2980 18661 639 16904 14335 21055 19556 1773 19744 15397 11076 13713 19691 643 18365 1947
"207440_at" 5720 9133 8879 11000 2367 11556 16534 8678 11937 413 14034 15288 12086 18768 5135 13850 1251 20175 4540 329 11738 7159
"207441_at" 12908 4308 10833 10467 17939 7167 7303 4298 14298 13785 12217 7993 17034 8275 9044 12177 9877 7543 14309 4590 10401 2887
"207442_at" 12432 4873 6969 6407 12586 10122 11093 6039 9950 10544 13154 9186 8416 7391 6418 11651 7937 10149 14588 3695 6129 5398
"207443_at" 12634 4444 8853 8319 19058 7513 9264 3018 13368 14465 14719 12721 6356 9884 11115 11572 7786 7165 13737 11191 7018 8785
"207444_at" 11759 5956 9145 6129 18094 10144 10941 11839 11285 13090 11641 8275 5651 10362 9338 6443 5270 6348 15334 9381 8149 9095
"207445_s_at" 15115 21022 19718 18900 15201 397 10369 11701 1360 9883 12736 7600 904 15827 11426 8343 6053 700 3537 5710 11839 1129
"207446_at" 8361 197 1687 14923 16166 4638 11539 11466 12456 13530 10815 10389 1128 9925 10761 12124 9598 2403 2050 4380 7178 6331
"207447_s_at" 9312 6776 9223 6499 10969 4730 7829 10050 13835 15320 16480 7045 1265 10505 9477 8642 7373 6251 12619 4502 3054 3444
"207448_at" 11634 5332 6987 6518 19615 9977 10383 7591 11644 8170 12137 11012 7136 9460 7237 10278 6791 10092 17379 5768 6429 5668
"207449_s_at" 8695 21896 3093 14221 17204 8453 10356 3578 14411 13496 15293 4991 7235 9119 11285 12811 6621 2962 21612 11554 9055 10273
"207450_s_at" 9826 5751 7989 8930 4976 7592 13391 8340 14727 11089 11989 10017 20982 9097 9908 9394 9547 6215 15510 8680 4538 6057
"207451_at" 11966 4073 5802 10382 10831 4827 7045 2629 9268 8172 7478 8719 7633 1453 7252 13036 8571 7350 18746 4303 4030 1043
"207452_s_at" 9364 20839 13580 3177 18504 5733 11213 10269 11064 11067 15149 7390 14552 7012 837 13647 5475 350 734 2563 5166 11023
"207453_s_at" 11414 7218 9742 7610 21399 9136 12222 5762 11062 20895 11918 9142 17694 6548 11616 6440 9118 21593 18555 7464 12133 4935
"207454_at" 10425 6930 8769 10462 19319 4578 6887 12141 6525 8008 10960 6080 7776 2628 10210 11384 5190 6191 15483 9974 9802 5708
"207455_at" 21378 16305 18052 3243 16390 12649 9350 9386 17551 4059 9435 11757 15660 17270 3532 911 12646 9688 11576 2019 8092 11034
"207456_at" 5839 9417 6277 11846 18084 11613 11601 3908 9384 11798 16392 9261 8605 10144 6680 9581 8223 6580 14737 6575 7556 7230
"207457_s_at" 21121 176 18147 9551 19447 9507 12642 10230 9939 13444 11497 5070 8242 9711 9737 10262 4818 5807 17688 4763 10359 8038
"207458_at" 7740 18584 12564 3993 21468 14685 18805 16732 14030 4173 17347 19680 6442 20522 19597 16270 16716 13158 7080 19813 16263 20396
"207459_x_at" 22104 13399 2347 6728 19102 10339 5445 8826 13008 2156 1370 11627 8500 3127 8003 376 8007 2907 21138 10437 3202 11101
"207460_at" 9601 8253 6752 11887 16668 11807 5999 12546 7085 12634 14732 975 10215 15324 10332 8527 8125 9516 19214 7832 11479 4261
"207461_at" 9305 5078 10741 9490 11381 11197 11774 6597 14552 8065 10702 10977 10639 10262 6861 6954 8298 10601 17226 9100 713 6898
"207462_at" 6158 18088 364 2379 17454 10564 6657 12117 7139 15413 5067 5866 3684 11538 2152 11977 6067 7956 20364 7265 10403 3019
"207463_x_at" 21618 18763 19064 4845 16707 11547 13335 10726 12508 20861 10063 10380 10545 8344 17306 6916 4633 11606 18905 8343 5544 9247
"207464_at" 8494 18601 8384 2530 13413 8577 15845 5160 12744 14129 9925 10842 255 1115 5159 1627 19583 1886 21933 6085 9500 9635
"207465_at" 9244 9586 10124 6837 16426 1092 10877 4262 14340 9844 15686 13117 9725 8684 11000 7368 6180 1216 18752 9588 9406 380
"207466_at" 17444 16836 15522 17019 15349 1238 9937 12647 10919 13130 2881 9044 12854 963 5056 20315 10795 17493 9901 12267 5206 4609
"207467_x_at" 14712 11561 14534 2615 613 1541 1286 546 5638 6937 18364 865 12980 1885 20187 1099 1761 17841 4056 14795 1726 786
"207468_s_at" 11549 3663 5708 7480 15267 8150 13783 2608 9703 8690 12224 5517 20463 491 19153 5384 6991 6271 20719 2465 4643 10787
"207469_s_at" 4434 1358 5349 18901 2540 14449 14998 18867 4451 18139 553 16575 2826 12899 12815 4016 11664 15001 7462 13700 17227 14477
"207470_at" 18757 5306 6499 12439 16938 5957 11211 11928 7799 12757 14089 12289 16516 7726 6931 13070 12368 10696 17988 11205 10960 10603
"207471_at" 9061 11125 7399 10742 18468 12491 6684 9537 5919 10731 16998 9025 7199 12182 978 12782 6028 5837 17778 10958 10897 5093
"207472_at" 9233 5354 8560 8983 13864 12010 7441 5954 11559 9385 13213 10509 4233 10164 9082 10284 9051 8903 19427 7891 8305 7856
"207473_at" 17661 18876 13376 242 15399 8555 12875 2516 10044 11937 17793 12511 3133 2745 9485 7133 10270 6380 5797 7695 8945 865
"207474_at" 12863 8360 19094 7521 10897 12964 7020 10638 5071 521 10082 9781 19408 3732 562 14041 15630 1607 1206 10474 12160 8815
"207475_at" 13762 3978 10360 11870 14793 11561 9994 2940 6776 13759 16416 10409 6535 20652 10872 6659 7389 9297 6302 6675 6731 5935
"207476_at" 9664 9033 11892 6289 15138 5234 9941 12205 13740 10813 15922 8450 11951 10682 8587 12962 7185 6992 20653 8878 11878 9229
"207477_at" 22099 2987 17504 7098 13011 8520 12748 12235 14123 9480 15326 13338 2062 1187 7228 11045 13511 18438 19551 9057 11396 11147
"207478_at" 18692 13166 20735 842 11413 9089 7813 8293 14435 15499 13335 10521 7104 7575 5568 10183 7155 1738 11813 11388 8752 5727
"207479_at" 9086 9450 8808 9844 14722 9009 7262 12401 14639 10230 12641 12638 7289 12681 4642 6578 10600 10631 15867 4712 10110 3784
"207480_s_at" 20046 13313 16080 20681 2793 242 126 5129 843 16163 2166 272 3704 2579 20158 687 471 18669 798 224 715 12269
"207481_at" 9119 9608 12404 11634 16332 4566 5592 7962 11414 13197 13319 12679 2375 10128 10253 10641 5862 7748 18524 7285 4081 3412
"207482_at" 19382 8730 11504 20280 12118 10480 9537 3776 5982 1020 17036 4990 5443 7412 11178 10813 6095 104 14461 4389 8789 6848
"207483_s_at" 2741 2621 16892 16053 5070 1868 14400 18856 5079 17058 3178 16808 11854 14860 15616 4422 11732 17666 5313 17504 18531 18070
"207484_s_at" 7677 165 1942 15725 20897 1069 2003 15332 21396 930 19464 21292 19809 4778 1658 3335 17420 3427 10030 2012 440 22092
"207485_x_at" 12155 8839 5834 11266 18177 5036 10633 7691 1248 3089 8261 12072 11316 8665 12066 9331 7470 2282 4059 3614 6846 6052
"207486_x_at" 21625 18204 20557 13545 13302 5391 4085 5441 8910 11241 19758 7097 18382 549 16852 11197 6959 1971 19950 6995 9935 9860
"207487_at" 12383 4155 5440 6656 11942 6119 9056 9665 11790 11111 9108 6359 16105 18039 21357 8492 3711 512 19309 11778 1783 235
"207488_at" 9952 8969 9677 7584 16412 8743 8893 4504 11423 13413 12435 6295 8261 2706 7202 11944 2796 2755 17684 8730 8083 8657
"207489_at" 22041 18108 20561 12447 12379 11311 9053 2277 13636 13321 4038 10922 3036 11871 9553 9719 8009 9898 19091 9828 4694 5240
"207490_at" 4810 157 162 5642 18613 8556 13874 2776 15923 20460 643 9407 3536 17629 22165 13903 900 21953 14203 231 10950 7090
"207491_at" 3407 6210 17900 83 18163 5084 10720 6354 8849 13040 15364 12181 7391 15670 118 4888 5646 1225 4278 1989 10951 10782
"207492_at" 18599 16052 20565 22012 8044 8302 22194 180 20460 18378 709 20496 16052 17663 4488 21528 18092 20197 19924 502 3119 21909
"207493_x_at" 9929 5731 7781 8439 18573 7596 13185 3711 11385 12937 10757 916 21372 20475 10797 7361 6056 8885 21057 13261 5296 10331
"207494_s_at" 13077 7108 9454 7113 21773 826 369 5647 6725 20954 13992 13007 15146 248 412 21495 1034 2842 1511 7930 5615 4127
"207495_at" 3490 11634 1020 11726 22261 20736 3698 407 1028 773 10652 19359 17773 4485 712 1431 13648 14511 21876 3449 15854 19207
"207496_at" 275 10826 6313 6651 13602 12261 10434 6434 7274 13745 16205 7498 1768 7555 10161 7573 9060 7626 14989 4074 6578 7320
"207497_s_at" 225 20641 17372 530 11543 6680 12837 12653 14545 10808 10925 8992 10113 12488 10068 7090 9700 6628 14785 8271 8794 3695
"207498_s_at" 387 21951 16242 19626 16926 7715 10577 4716 14176 5226 7084 7335 19635 1547 18368 9795 1536 590 3206 9190 5066 4166
"207499_x_at" 19657 13071 22173 2698 6327 18801 2639 21188 964 21914 931 22078 4944 19055 1659 2594 20917 21697 6637 21869 1721 14399
"207500_at" 12326 9131 5705 12237 21191 3694 9652 4600 9945 9033 11408 5978 21615 19923 11453 9669 6736 715 11411 6089 16124 7626
"207501_s_at" 21431 21822 857 12578 18353 5896 11105 4562 14481 15396 7206 11379 7839 9906 21479 19888 20157 1880 7459 14830 8062 11584
"207502_at" 11424 5512 8495 9328 19358 8380 5545 7008 14204 8830 11749 7327 7292 7615 11219 13063 8742 1503 14431 10757 10677 6222
"207503_at" 19325 15765 12804 20116 11074 2014 15999 2576 13130 2322 11204 9899 957 20032 21295 16913 17209 3 18728 1325 10129 1306
"207504_at" 3157 13483 19721 48 14359 8746 12078 7214 13032 13342 20942 11739 9871 10616 9967 11920 4474 9717 18874 10895 10504 1167
"207505_at" 21466 19924 1566 3355 12711 11022 4423 11815 12257 5229 1267 11569 11251 9727 15389 2632 5580 18156 19640 7553 764 9233
"207506_at" 20954 20514 12797 16852 12428 15432 20939 10289 8707 3600 13978 9317 16450 2711 2020 21000 21996 15425 21391 168 16575 1587
"207507_s_at" 5897 13568 18406 13336 8311 2400 4897 1757 17244 7506 19004 3445 5076 14781 6107 6401 4284 11386 12672 16135 13860 13845
"207508_at" 8559 3394 16274 12929 5165 14206 16752 13934 16544 4388 7228 3446 14201 15033 5891 5823 10993 13107 9969 15082 15786 12770
"207509_s_at" 19035 19518 3839 3627 16883 5262 6760 4256 18004 14502 1215 10725 3174 2914 10379 4199 20717 7236 7155 832 8556 7549
"207510_at" 529 11906 13343 1059 134 142 3451 2945 12290 11185 8638 3010 17217 6707 482 2851 508 2848 12011 831 1313 8544
"207511_s_at" 20855 20229 10427 18983 7565 18402 20853 21983 18875 7027 9419 17088 21336 12924 15975 16829 20861 2704 8142 1344 15977 13843
"207513_s_at" 5566 507 17352 21420 2915 21639 17278 19052 5775 16905 4314 3428 2567 21151 17608 17865 19765 14453 1677 3379 20250 1277
"207514_s_at" 12541 5982 8242 9502 18994 7406 10126 3798 10324 14678 11879 12250 2756 11310 10805 13223 5827 5046 14909 5210 8650 9405
"207515_s_at" 5068 983 17554 14935 1243 2576 622 1048 21073 5772 19964 17905 17951 5851 4110 1882 1652 14237 20484 16262 1171 15497
"207516_at" 1921 7081 4579 11254 14608 9348 6654 6606 11809 11924 10579 7726 8936 335 7896 9084 8361 6198 17905 9579 7187 3568
"207517_at" 11904 4015 9205 3684 12065 1906 7408 12277 12716 21812 15213 12368 10952 8067 1341 17391 5769 723 21354 11036 11026 11188
"207518_at" 1135 12255 9474 8765 21558 15706 3930 8773 15300 2558 9731 11669 6662 1095 1268 1922 21583 207 20837 6774 11850 13050
"207519_at" 16568 17924 2490 2233 14902 10308 6238 7162 7843 9769 1158 4889 571 10530 10286 11733 9079 7473 10347 9770 10372 8198
"207520_at" 22059 16139 13013 6868 5382 1158 11250 10288 19584 10775 13669 12227 1535 3354 12763 2693 20120 7569 21655 3040 5181 10352
"207521_s_at" 18682 211 1031 7578 20841 17521 14793 1148 539 15439 7456 12298 563 1061 9175 3562 20407 5930 1947 71 19825 833
"207522_s_at" 14577 19930 895 7124 2123 859 17441 7016 1321 15126 596 1106 640 18170 11090 15285 13315 10129 2617 403 3158 19745
"207523_at" 16446 4117 12393 7833 12529 12625 7403 11659 7773 8044 7820 7193 5206 704 8015 14447 5423 10017 18812 6674 4601 8778
"207524_at" 3645 21429 18451 14304 1977 13959 21731 12295 3787 21960 3483 19851 19942 21511 21972 2162 22113 19071 1251 445 12955 11514
"207525_s_at" 6193 13152 94 19001 4048 14442 2252 788 12051 19163 2127 1481 18048 3185 15237 2148 2819 17231 8652 2937 2980 11750
"207526_s_at" 3806 20329 20795 15244 13502 10350 11078 9898 11231 219 8453 12238 10667 9046 4711 13242 8299 16343 18944 11038 10787 7300
"207527_at" 15357 18437 17924 21193 18030 8410 11514 9314 13003 11283 13169 12456 16903 12037 9793 13005 2424 9250 18441 11077 9701 2855
"207528_s_at" 6579 19848 3360 12590 20140 19422 288 8221 12133 300 13543 8595 17797 42 6036 493 13903 18813 10518 1185 5303 16476
"207529_at" 20518 16729 16324 14277 13405 3431 12989 10285 13680 14414 5664 10796 8291 10196 11367 12527 7305 4116 18214 10570 8270 7350
"207530_s_at" 13796 5414 11918 10060 12377 7360 6600 6584 9256 9971 11546 7779 8007 9355 5252 8385 7595 5755 14480 6417 2013 5995
"207531_at" 2623 12840 14668 5994 13084 8980 7636 9795 8253 15618 7779 9712 12368 1955 421 436 11054 8213 21556 104 12304 14929
"207532_at" 13133 476 19572 9555 17258 7879 14025 11236 7046 11563 13724 10641 6524 2609 10871 4378 8953 9909 19285 10030 11509 2657
"207533_at" 11472 6623 8956 8058 15904 9624 8228 6089 7157 12311 11721 7793 5515 10661 7571 9162 5626 8231 18349 6555 7424 7417
"207534_at" 2247 8642 5849 9936 13935 7316 8461 7087 5857 10435 9164 4973 10340 9127 10965 7962 4911 9553 10201 11039 9503 8951
"207535_s_at" 20347 19342 3210 696 5098 17267 16168 16898 1676 21555 1061 17929 15302 1521 21652 17064 20858 16165 10091 17730 1228 17582
"207536_s_at" 234 20771 1751 136 12471 10513 10402 12918 13720 12123 12790 4582 1683 13476 10975 10333 350 283 20028 1521 11923 8078
"207537_at" 19909 19587 3310 2278 13849 4747 13052 10267 6676 14243 9260 6927 8375 9632 495 6567 10000 8844 17783 6452 9291 9748
"207538_at" 9603 9433 11093 12202 16994 4647 12374 8990 6171 11875 16466 7728 7945 7796 9598 11387 9868 10779 18420 8423 6964 6159
