"inst_122" "inst_403" "inst_702" "inst_762" "inst_990" "inst_1048" "inst_1151" "inst_1210" "inst_1635" "inst_2670" "inst_4434" "inst_5207" "inst_5570" "inst_6169" "inst_6930" "inst_6970"
"200939_s_at" 9072 6990 16512 11730 5116 10638 12197 13340 13868 11346 21005 12973 7584 13182 2627 8364
"200940_s_at" 19709 13104 3688 18410 19792 21654 3893 2842 19187 6828 14201 14503 21151 17313 21864 19807
"200941_at" 4299 13116 5179 1971 17521 16706 15431 13534 5425 6490 4789 14284 13562 15604 17661 16375
"200942_s_at" 2552 14502 20850 2984 14496 2019 17447 3272 3386 16551 3846 13782 12882 15929 4486 2789
"200943_at" 17231 3981 1961 17222 3371 829 3014 20307 2393 18225 16242 2664 10607 12589 19804 14880
"200944_s_at" 19289 6912 4171 15559 1785 15094 15016 5404 17006 14489 19963 12830 13152 12389 14168 14197
"200945_s_at" 17725 20231 6881 3688 17710 14978 16499 13985 4101 14625 11610 16271 13665 15146 4047 16471
"200946_x_at" 21080 18113 4476 15059 13803 16893 17162 16288 4342 4558 16177 15010 15439 14833 16988 14966
"200947_s_at" 20994 2727 67 21049 15468 18557 18397 16683 2558 15582 20236 14867 13478 15071 17375 16187
"200948_at" 17654 16826 20667 14031 18522 18055 3169 13884 15624 6153 13453 19864 17650 13737 14892 16013
"200949_x_at" 2797 20839 18582 4261 12875 1600 4018 5594 14916 8722 11959 4465 4237 5061 4670 2923
"200950_at" 15267 2561 7229 15221 3264 2106 2330 16783 19366 4523 13377 14041 11769 12088 2993 16359
"200951_s_at" 13565 10400 12194 8679 8823 7089 375 9653 11006 15889 8543 6988 7612 20700 7923 6093
"200952_s_at" 14159 20212 16508 7857 12256 3098 7664 10164 6736 22050 5281 10914 7514 19477 5081 9969
"200953_s_at" 9662 910 14061 10749 11106 11524 20257 13272 14458 17094 7136 7796 10522 16263 11692 8855
"200954_at" 21410 19635 5526 19638 16293 20018 16131 14720 19324 4262 13205 17073 11481 16272 15607 17756
"200955_at" 3348 16245 6506 3121 17088 15324 17266 20427 20390 14033 15789 15463 12494 17312 1969 12293
"200956_s_at" 18558 16097 20970 2877 16589 15505 1837 5333 18679 16714 19183 19649 3066 18275 17140 17761
"200957_s_at" 19359 12937 1335 1539 14392 14434 5132 4240 16257 16476 14005 17677 18390 15984 15836 18395
"200958_s_at" 18753 16510 6200 17370 2186 1722 5077 17451 5279 14345 12182 15758 12076 13680 15855 15045
"200959_at" 16155 5374 4556 16877 2347 1493 15114 712 21394 3691 2690 14843 2559 10602 20293 13983
"200960_x_at" 2624 18444 4151 16966 13300 15669 15870 14156 3736 13962 11686 14943 10935 13214 15089 16874
"200961_at" 15100 17283 2353 3925 15836 16818 16163 15468 15232 18178 18364 16784 12397 16420 17201 18241
"200962_at" 4616 18948 1351 21739 19970 14518 18107 1277 19827 17167 3096 20589 18535 2743 20888 21187
"200963_x_at" 2579 3475 5849 4115 6332 1827 4558 3285 15760 8872 7695 4296 6504 5254 3822 2522
"200964_at" 17362 14114 18322 4563 16484 21461 16708 1808 16072 18084 14542 12345 15641 10230 3582 14740
"200965_s_at" 18580 6685 2002 20382 18142 22157 11808 17498 16469 11603 15875 13493 15673 8709 19206 876
"200966_x_at" 17929 18524 19363 4003 2781 1088 4133 16029 4809 5873 12357 14084 10905 3371 3431 13298
"200967_at" 16427 20826 2334 17105 14338 2642 16031 14036 2066 16051 17455 14727 16409 14890 16849 13844
"200968_s_at" 14452 15994 18506 2649 2596 2455 18977 14867 17639 14670 19519 16836 11183 12696 4263 13197
"200969_at" 19670 19193 3248 3287 2437 14039 18353 18592 2796 19853 20239 4127 17020 16640 15431 13306
"200970_s_at" 18837 3986 3604 16312 13441 18268 16882 19262 16951 18970 18114 12143 13523 14463 17707 13627
"200971_s_at" 16071 18376 2489 18757 2712 2372 20807 15546 2724 6351 15325 1763 4156 12138 4030 13443
"200972_at" 21269 21557 3814 2371 17884 17486 17421 13525 19956 13562 15927 15073 16492 12907 3558 18458
"200973_s_at" 21288 20200 5559 1156 17300 18226 15492 14861 21711 6113 19730 3607 2764 19205 685 19343
"200974_at" 1688 14747 21999 21934 13279 9948 8170 18255 22201 6055 14247 21647 3263 20200 17910 21176
"200975_at" 18102 6212 3763 18520 13147 1773 15256 17356 20054 17886 13862 16044 15481 14867 15400 14516
"200976_s_at" 1836 3192 5533 14722 15400 18903 17503 15391 18207 14930 2132 15076 13817 16148 16438 2221
"200977_s_at" 3792 17441 5372 14602 12695 19480 3470 13455 3298 14694 14350 4571 12444 11107 17397 15328
"200978_at" 3237 6124 7095 14019 13951 15518 4245 19044 4774 7044 15292 13358 4036 12612 14481 14927
"200979_at" 4947 19999 203 218 21205 22035 21698 20089 2206 16392 13107 3252 2681 19696 21487 21604
"200980_s_at" 2441 15790 5416 15202 2423 1283 15076 14072 5659 6992 6065 15281 13867 15800 4617 18202
"200981_x_at" 15627 13345 18023 4204 12602 14160 17710 3202 2983 5887 3616 3510 12183 15896 3445 3269
"200982_s_at" 16974 4648 86 16510 1993 21481 16189 19408 19868 6767 17322 14729 13653 18468 4749 14511
"200983_x_at" 3525 15725 6220 14148 20536 1086 18425 16532 21162 890 17451 13376 14518 18811 17968 2876
"200984_s_at" 4895 14787 4109 16119 17560 16506 1076 16596 15156 17390 2862 13894 18904 19889 17850 2504
"200985_s_at" 18028 3363 5691 2784 16117 18319 16080 16723 17063 18004 5480 3217 12143 2187 3086 13913
"200986_at" 5478 2428 9362 5561 4157 8367 11458 11106 13386 8391 8466 11171 9858 3766 9404 7156
"200987_x_at" 19710 18468 21366 2516 12845 17711 4721 20419 4590 3988 18226 13599 12925 14105 15829 16606
"200988_s_at" 18787 5098 3823 646 13837 21443 20254 15751 19456 20474 3023 20299 17875 11819 21692 15020
"200989_at" 4942 4524 5955 18192 3175 15267 17402 5567 3053 15230 14290 2513 3763 15014 14631 14016
"200990_at" 18632 16190 5699 3524 3193 20013 14670 4225 20433 17562 19070 20293 13228 18359 2943 15364
"200991_s_at" 5010 3590 6633 17943 21148 17534 2212 15111 2972 2339 11737 13438 15666 9702 17820 19609
"200992_at" 17801 12698 4406 14929 3349 16100 15444 19203 19438 5742 16047 11977 14332 16638 4514 18407
"200993_at" 19632 21234 3645 16287 14258 15520 3827 13827 2749 19038 5452 14403 14808 13477 14899 15891
"200994_at" 17439 15816 2444 16025 16467 17120 17015 4177 15656 17844 16621 12925 15346 16715 16717 17230
"200995_at" 21883 13998 4591 15554 20817 17919 20188 18635 2158 6556 19701 3703 18299 9748 20447 18467
"200996_at" 18383 17616 2840 16102 15162 16751 16334 4719 15193 15918 4201 17544 17544 14032 14811 15941
"200997_at" 16031 18048 4008 3281 15148 1785 2299 16378 18593 18786 15159 16804 13732 16399 3809 17676
"200998_s_at" 16561 19281 19696 20208 15227 18741 19744 4818 15980 6532 6058 19483 12722 20003 2151 14057
"200999_s_at" 17825 15985 17542 3301 15590 19476 21588 4979 19921 17388 12882 17400 12318 3099 14772 14294
"201000_at" 4279 12631 20426 16494 16124 16312 1975 15511 18416 5885 13253 13068 12416 14128 2402 14377
"201001_s_at" 17234 13966 2537 19512 2988 844 1773 16357 5076 4695 11968 14663 11415 13885 18321 15026
"201002_s_at" 18007 18558 4020 13499 2156 14605 14612 5441 4535 15028 5909 15186 11882 11690 13998 15076
"201003_x_at" 4482 17832 5280 20579 21396 17844 3854 1952 3911 6459 12088 20556 15034 13447 18870 20094
"201004_at" 14979 17209 4699 3010 15535 15039 14761 15816 17955 14729 19115 12442 12331 15794 13855 14300
"201005_at" 15088 6158 3388 17449 15841 21067 14446 15430 16684 15829 14802 14743 13521 17998 16909 13347
"201006_at" 345 5172 20880 20383 9859 10901 10754 4651 7600 5558 161 1095 466 7592 2632 11873
"201007_at" 18164 6852 20858 1119 1506 14346 17326 16635 16821 15813 5760 19023 12779 13566 17504 13600
"201008_s_at" 5242 19796 6408 21758 14241 15980 1389 15359 770 5494 17071 19434 20936 12450 19072 15392
"201009_s_at" 1179 5215 19804 17241 16672 2037 1822 17264 20673 16326 5993 2994 17308 12231 4250 16917
"201010_s_at" 1116 18988 5295 20305 18881 15152 17101 17230 3048 15084 14929 15581 14251 12653 19092 15294
"201011_at" 16002 16639 5078 14454 12589 2065 20061 20018 3275 16044 16885 18838 14457 13281 3264 16348
"201012_at" 16527 17409 5620 13564 14722 16431 4606 4457 19111 14225 14653 4293 20987 16811 16485 15793
"201013_s_at" 18424 14141 6354 15047 15881 15489 17247 3512 2753 6991 11692 3573 13174 14428 16582 16278
"201014_s_at" 19330 14395 5757 14539 13053 15326 2813 3491 4678 14510 11783 4562 13127 14287 14023 17291
"201015_s_at" 17759 20615 5327 18554 16939 19749 20604 13682 19459 20024 13615 14707 3718 1828 17016 18794
"201016_at" 15870 21578 20240 17891 13139 15089 18224 19112 3363 14502 16878 14152 11781 13510 20659 18585
"201017_at" 20226 20252 3429 15938 13577 1621 17753 13657 5656 15693 14378 17904 16121 11001 16517 17210
"201018_at" 5209 16842 3916 1653 17075 20668 21653 18021 4743 19846 4782 12201 15153 16876 3832 19534
"201019_s_at" 18609 17485 3933 14353 13367 15517 3479 20619 14799 19980 15535 13359 11478 15219 19696 16670
"201020_at" 18312 19547 17094 13939 19783 2281 16052 20180 17504 16834 17300 18835 14587 20905 20137 13588
"201021_s_at" 18607 3887 4572 15360 13648 14794 15382 5344 19381 18729 17376 12848 11960 16508 18816 13016
"201022_s_at" 16418 17893 2924 4324 2131 14171 4605 15365 15667 5920 3652 12991 11650 19624 4915 13139
"201023_at" 20828 15858 17328 2133 17571 16726 18715 4698 15538 18435 12939 15847 19521 17727 15023 14333
"201024_x_at" 5230 18089 1604 22136 2675 16941 16401 16191 4817 16771 15718 4094 3377 9884 18066 16109
"201025_at" 17108 3780 22019 14068 18670 767 18875 17573 1899 4954 15148 14560 16437 16567 18146 12336
"201026_at" 18301 20667 20227 22224 20765 13910 16970 16162 20002 5269 5241 16489 3988 15640 20574 12730
"201027_s_at" 546 5476 4877 20331 13710 16513 15589 1914 2925 18542 17663 17720 12685 17434 4575 18835
"201028_s_at" 15001 5322 6093 14617 14446 2628 14936 4744 3473 4503 4828 14877 14413 9896 19648 17292
"201029_s_at" 395 16721 17725 14701 17785 19393 20783 14125 17200 18236 4227 12944 10943 12247 16580 18827
"201030_x_at" 7491 428 17756 15951 7377 6175 1953 16445 14078 8713 13157 4927 1037 5052 6165 5747
"201031_s_at" 21293 20727 943 2881 2884 14312 20704 14922 16693 18182 17321 16360 14212 11417 19649 17872
"201032_at" 18847 13367 17327 14309 21418 18003 3954 14000 3712 16533 11687 13340 12899 10026 13908 15607
"201033_x_at" 16454 5849 18356 3332 6298 18028 3875 5620 16691 8710 7504 4096 6247 5048 4229 3262
"201034_at" 21105 17513 2969 4683 13483 20994 3135 20406 17022 13494 17059 3107 15212 16254 18297 20820
"201035_s_at" 3930 4620 20877 18017 13096 1617 3142 21357 16973 13668 20461 18187 10921 11272 14902 20255
"201036_s_at" 1863 16621 7215 3446 19548 17550 20033 14781 2764 18698 11489 14313 16071 10597 17963 16502
"201037_at" 5283 15050 19139 17951 13365 19266 2287 14434 5016 14229 4638 13634 12501 10433 4063 14790
"201038_s_at" 19285 18628 3239 14871 19021 18906 20649 16647 19830 20138 16362 18137 17558 19779 17448 20777
"201039_s_at" 1869 13692 17035 662 12911 14618 3368 21245 4308 18609 12470 19915 3352 15730 4225 14645
"201040_at" 20829 15986 2081 20100 2806 18163 18606 3279 3705 14691 5901 15869 3180 19593 14870 20380
"201041_s_at" 19792 21260 18214 16682 2121 293 7282 4528 20904 20444 21634 15273 12132 11231 16656 20324
"201042_at" 1267 6384 6295 15507 8046 6173 7461 4244 738 11624 3707 79 3366 6315 13508 5457
"201043_s_at" 20804 21847 19944 1447 18611 21165 4097 16815 3558 2718 12632 15905 2724 20483 18880 12452
"201044_x_at" 11228 11084 8660 12534 6976 5027 11438 191 12190 18903 8877 4432 1721 9107 6737 4333
"201045_s_at" 12674 10888 14906 13202 11104 2066 9498 13376 11975 22022 889 5531 1716 21969 10833 20997
"201046_s_at" 3489 3812 19167 14173 18649 2105 14905 3598 3782 15982 19361 14346 13833 18700 16077 20613
"201047_x_at" 17731 20811 6280 19690 18616 16778 15562 15883 3977 13906 11408 3783 17672 16369 14898 13457
"201048_x_at" 21882 6551 1572 20967 965 618 133 19352 22076 1126 12358 21086 13632 18191 13572 13273
"201049_s_at" 3224 3967 6212 4185 6305 2148 4247 14091 5142 8768 7573 4421 6335 5122 17351 12403
"201050_at" 14576 17864 2611 2341 481 14820 13179 818 2280 14223 21115 18343 1346 10953 14607 20900
"201051_at" 19015 14322 17877 14288 17329 15069 2530 17638 2130 16681 12130 2934 4332 12574 15338 12885
"201052_s_at" 3406 20502 3387 16842 2528 17028 17095 4453 17641 18332 4553 13026 18632 10704 17795 15202
"201053_s_at" 18513 20022 6078 14978 17666 19144 14629 16971 15049 3699 14103 21200 14801 1374 16911 14424
"201054_at" 16332 20268 4766 19537 13668 1772 15384 14176 4148 18446 17902 15489 12012 16168 15145 16681
"201055_s_at" 22183 12841 20279 18621 20828 279 17409 1293 20427 13178 15505 14190 19606 18416 21422 16592
"201056_at" 74 17810 17581 15883 20456 16012 18547 13668 20526 17661 2621 21691 21474 17840 3777 21864
"201057_s_at" 20234 18373 2842 18064 18473 21001 17201 18212 17950 16775 16421 16846 16608 16252 14246 18385
"201058_s_at" 10232 11103 21328 3496 6503 6531 6935 4066 9096 10800 20276 6886 5528 6423 7567 3355
"201059_at" 4953 18698 18305 20628 2217 19983 14477 16406 1002 13480 20125 18688 12905 1578 19007 17311
"201060_x_at" 22124 17556 3220 18683 18628 13982 1878 22254 1749 15733 21845 16131 15888 12033 17751 1341
"201061_s_at" 2398 14576 19304 19905 19132 19171 18311 1524 3913 13984 4189 19508 18096 20534 17980 18169
"201062_at" 9808 10129 12116 8631 5566 3281 6178 11927 7826 5129 6957 8789 7588 18121 6242 4706
"201063_at" 13031 21319 18282 15878 5616 4921 2625 17896 1594 2823 15071 17283 18481 19229 1992 11860
"201064_s_at" 16042 16514 18444 3478 15985 16094 20967 18213 3360 14410 4336 18588 18243 19754 19781 15918
"201065_s_at" 15522 19279 17412 17553 17973 2157 2217 14690 17790 19350 2792 16033 18425 11954 18632 17469
"201066_at" 5225 16803 17217 15725 16739 15020 4972 4345 2775 13997 14942 14454 15559 12282 3015 14577
"201067_at" 18931 6531 21386 18459 16691 16035 2668 18900 2828 15363 14044 16576 16154 18453 19898 14195
"201068_s_at" 18820 4210 3053 13467 3147 15624 2940 13769 3718 6827 3205 3589 10616 13655 4971 2503
"201069_at" 11122 4940 3355 19708 11978 10872 19287 20543 12106 20697 16742 222 15238 9711 6523 10569
"201070_x_at" 15446 4448 20168 16161 2748 1840 15853 18097 2204 15463 13820 15209 18108 15254 19001 15395
"201071_x_at" 5092 17913 4207 16938 14787 17104 15448 16061 16989 14412 12520 4477 18289 13346 15673 14925
"201072_s_at" 20522 2779 19499 21504 19016 888 3369 2421 4468 20305 20562 21456 11399 15920 3985 12708
"201073_s_at" 18630 20153 3755 18954 16559 17874 20690 21615 1851 18871 14273 14081 16257 1755 19679 19940
"201074_at" 19859 19554 6145 3569 19458 18155 19318 14958 16315 16910 16650 16540 15580 12262 18145 15811
"201075_s_at" 17322 17661 21250 2239 19665 20038 16679 1535 18945 16564 15553 15856 14748 11601 18615 19316
"201076_at" 4159 1764 19042 20797 16389 16525 21100 3760 921 16143 17887 3852 10681 16735 17941 16847
"201077_s_at" 5054 4853 5430 4540 14672 14844 17505 16881 4284 5889 5243 14374 11380 12656 14468 13593
"201078_at" 17286 18613 2750 4113 13969 16745 16841 18554 4981 16389 4727 4069 15162 12602 16369 14548
"201079_at" 20463 16858 19074 20904 13932 15153 18086 15580 15222 18839 14814 17215 10968 14686 14625 14698
"201080_at" 484 19050 7225 16275 19563 262 22228 611 15768 14939 4483 1554 3860 11372 21688 12288
"201081_s_at" 19436 14253 9 17793 276 5827 1577 2758 16962 13891 3030 22053 1162 1194 1738 14032
"201082_s_at" 19057 17346 4614 17130 20418 22248 20497 4373 16967 3843 2899 17291 20290 20379 20136 21616
"201083_s_at" 11403 18428 8929 374 13515 18947 4953 17734 17236 17973 5859 14177 18374 20887 19800 19802
"201084_s_at" 14493 6471 3033 3062 15493 2140 15837 3684 1763 14356 5503 14343 13577 13687 17582 13477
"201085_s_at" 14424 13619 22080 18119 14823 16505 15879 20197 17270 16841 12533 16970 2566 17875 18745 17905
"201086_x_at" 20555 14206 20510 3312 17137 15700 20046 3506 17064 6816 12964 2619 15987 15208 18468 17686
"201087_at" 20287 18937 21042 20517 17688 20918 6772 18859 21442 10696 14770 21508 1413 9476 13857 12547
"201088_at" 22168 17509 2859 16728 2696 14884 16066 16568 4907 16381 4623 13294 12663 13181 18251 12734
"201089_at" 4899 15638 5812 15980 17566 18542 2210 19949 5323 4973 16009 2699 12547 14205 14501 19035
"201090_x_at" 18804 6462 5809 16837 12805 1261 3972 3561 15438 5579 7630 4361 13025 10436 3007 12603
"201091_s_at" 21553 20078 784 3458 3389 17174 18584 4741 15186 17417 5407 20243 12852 14059 14336 13128
"201092_at" 14534 15924 3042 13663 14339 14540 17169 14206 16355 14933 4518 14825 12276 13768 19002 13283
"201093_x_at" 2315 16846 19527 15060 2100 15516 18549 3262 17323 15558 3412 14134 11124 18265 4917 15684
"201094_at" 5015 13643 5689 2582 2951 1378 4067 5407 16590 8909 7734 12100 3451 5307 14684 12346
"201095_at" 1533 18400 6493 19035 20080 454 18165 5110 14813 17625 12296 1393 4356 20031 4716 13569
"201096_s_at" 17930 4381 6875 4790 13380 15565 15436 5401 14827 14813 13256 2733 14015 13557 17222 14848
"201097_s_at" 19457 20995 5182 1697 16402 17066 15066 18966 18001 20115 17511 13291 14561 18777 16510 14952
"201098_at" 19566 13715 2594 1976 13628 14883 16493 17329 17279 17318 14087 18461 16313 15103 16014 15103
"201099_at" 3475 19855 1345 18515 18340 18345 16300 14401 15301 5355 5572 17081 13831 14294 14530 18368
"201100_s_at" 15173 16444 6404 4460 16377 18366 4289 15869 5627 6505 2694 14238 17374 12670 15046 14303
"201101_s_at" 20982 16991 2123 4551 17304 2552 4001 19323 17841 6085 19680 16238 13709 18971 15263 16445
"201102_s_at" 18228 15823 6919 15652 16698 17655 1721 5645 3180 21772 4541 18953 15322 12674 21293 15021
"201103_x_at" 20041 13245 18993 13952 19605 16331 4256 14052 2398 4960 2578 3090 10821 13463 3813 14770
"201104_x_at" 4949 865 17648 4290 14634 18292 2497 4486 2024 7011 3906 20636 2238 9784 3085 15803
"201105_at" 4407 6776 17371 2602 14507 17784 14992 5084 17658 6989 11546 14526 14294 10894 13914 3028
"201106_at" 17248 18067 18150 19402 1745 2498 16267 2040 2237 4959 4090 15472 4405 10881 14939 1774
"201107_s_at" 8111 18455 21417 14619 5799 640 5632 21605 14004 11850 21657 18277 6865 7941 6948 7774
"201108_s_at" 19840 4888 19704 18789 12987 437 816 5275 5026 1682 11505 3277 16075 21463 21314 12825
"201109_s_at" 20028 17126 21583 18495 2219 2092 10362 3167 4896 8080 19216 16155 13991 9246 16326 2277
"201110_s_at" 20898 21786 4418 4097 1951 14556 18207 13463 2874 6782 18518 3697 11917 9629 15173 3064
"201111_at" 18357 12597 19844 15975 13864 19245 15867 15656 5259 15590 5991 15196 11820 12996 2974 15812
"201112_s_at" 18041 15249 3545 18839 14285 2522 16439 15175 15243 15539 5781 12423 11402 15194 15915 14257
"201113_at" 17313 13240 5344 2611 15738 16119 19646 19463 5571 15003 3196 17077 11465 12207 4787 16185
"201114_x_at" 16654 1886 19404 2435 18212 15621 17253 14857 16918 15627 15974 16440 11996 13427 15060 12290
"201115_at" 5287 7071 19480 15615 19502 2638 715 20252 4608 4811 16713 19928 13404 12623 14822 1383
"201116_s_at" 13224 20680 12454 17055 13597 17097 7474 19185 1461 11473 14221 12343 16574 6100 1257 18731
"201117_s_at" 9141 19180 10683 12452 18684 15925 12192 2591 5217 10964 3287 2313 20104 7910 1403 1773
"201118_at" 14568 4551 5109 3261 13229 15384 2618 17454 15716 6868 3209 13041 13382 16072 16896 3268
"201119_s_at" 16919 19341 2250 15463 14982 16605 2644 5499 15099 5981 13766 2559 11055 11743 4024 13567
"201120_s_at" 19899 14783 5606 16997 14562 1658 599 19681 17056 16722 2217 12515 13296 20637 15102 14440
"201121_s_at" 19258 21428 2138 16035 14407 15605 19340 14123 2853 12895 17357 3515 15766 17993 18170 19092
"201122_x_at" 1947 14606 20685 20009 17793 1850 1251 15161 5377 15660 22094 16814 10716 13729 18105 15546
"201123_s_at" 16486 15495 20773 18563 14071 2130 2913 19224 15040 15411 22093 21616 17107 13719 14700 16845
"201124_at" 8116 14353 1812 901 8555 13801 14181 14213 7777 10219 2974 21774 12982 1278 13483 10797
"201125_s_at" 14341 19351 18785 16393 18595 17978 150 20034 17832 13306 20393 4580 17959 828 17947 19912
"201126_s_at" 19419 2274 19123 3676 19857 21613 18440 2236 1399 4725 14931 2907 3114 12998 16212 12305
"201127_s_at" 17244 4966 18397 391 1748 16342 16733 19671 19156 17491 12264 15498 2755 15848 14500 15931
"201128_s_at" 18677 5651 4407 16434 12870 19975 15757 17466 2139 15540 12307 15393 15385 10162 18410 12869
"201129_at" 2472 3375 2640 20852 18195 21536 3991 16203 16321 3815 16962 2744 14438 15771 2853 19207
"201130_s_at" 20591 4063 1962 15558 1162 13961 13152 2034 20073 21023 21866 18450 16501 20950 18357 684
"201131_s_at" 17601 17311 6855 3350 13319 14698 8018 17152 2068 11630 5794 12166 11081 7116 15871 13156
"201132_at" 17791 18108 5231 13642 17003 20083 20131 19393 15864 17080 5619 3137 17154 16856 19265 14901
"201133_s_at" 21666 18079 3193 18450 17233 18838 20945 21806 4979 6836 3352 13373 21800 21311 20563 17594
"201134_x_at" 19094 17293 3294 13448 2913 1948 21419 4309 1985 13407 5069 3512 13914 14784 4411 2666
"201135_at" 15858 17700 5740 15381 13103 13967 15865 14082 16657 6304 15359 14459 12134 12727 4204 14993
"201136_at" 3270 4055 2913 4224 14495 18374 15380 15266 18881 16977 5580 18890 15564 20659 4910 14619
"201137_s_at" 5944 13156 15639 12532 4889 12412 720 3483 8310 6471 18342 9762 10393 22025 12143 9171
"201138_s_at" 19762 2985 21375 21230 12917 2353 16418 14767 3022 6452 13359 11979 2829 12792 18763 15892
"201139_s_at" 591 1507 18263 16880 2095 14386 15686 5137 17292 15229 18925 18686 11871 13710 20086 17743
"201140_s_at" 22225 19264 8373 10539 18138 20439 1174 6230 21297 21290 11005 19603 2121 21019 16764 16958
"201141_at" 19343 1714 9724 10145 11677 13061 15790 5858 12250 5642 1741 20553 6968 12132 6759 3612
"201142_at" 3354 19349 19355 16928 13295 15797 1419 15071 15433 1928 6067 16226 17553 12287 16263 14253
"201143_s_at" 15169 3416 1596 13798 1810 19658 1195 13941 3809 22065 20136 17851 4376 13216 19436 20574
"201144_s_at" 2676 12664 6877 14575 1961 1907 4504 15309 5511 17049 17519 12023 14933 17069 14681 13660
"201145_at" 4312 14116 3079 1392 2765 15884 16314 18634 16388 16248 11460 12497 13764 16036 14224 13545
"201146_at" 22196 21194 6695 1829 14310 15014 2980 2971 15619 18512 12317 18014 16687 15230 21427 19032
"201147_s_at" 21955 7278 10100 8902 11393 9930 8813 11352 7548 2577 10312 11372 19289 4646 12725 4938
"201148_s_at" 61 20487 133 11847 12493 13320 8137 9984 8560 11537 17526 211 841 6652 12678 12302
"201149_s_at" 18996 1647 17881 18419 8087 13184 8263 9678 14449 10458 10427 1202 555 9150 13077 12016
"201150_s_at" 17715 12427 12002 10948 5597 9065 8595 8453 12362 10499 8504 5526 1441 3957 10148 5991
"201151_s_at" 16060 21182 2529 15993 1318 18184 2840 17592 19218 15417 16193 18337 16946 18258 21368 19354
"201152_s_at" 16265 20471 19070 21593 17513 20554 17307 14512 4378 5809 16184 14173 18311 14571 16392 14906
"201153_s_at" 14778 21278 3176 18792 16579 19602 15059 3475 3565 15524 17385 14151 15938 10321 15684 14876
"201154_x_at" 3651 5580 17407 14163 3324 14466 3183 3620 16119 8804 11571 11902 3299 5179 3158 2141
"201155_s_at" 5260 18964 21343 16043 18316 21398 4196 14300 15132 19757 12587 2817 16406 18116 3606 16779
"201156_s_at" 5308 15450 13742 1796 1049 16314 2666 12618 17182 4018 7408 17452 11681 17220 15296 16202
"201157_s_at" 16908 5870 5219 14024 16514 2160 19771 4071 3477 14434 17571 13966 14597 11555 15121 12670
"201158_at" 18884 7551 283 19225 16684 22105 3858 16803 16528 19831 19976 17614 16572 13980 16040 13307
"201159_s_at" 8744 20388 20757 310 20585 5178 17405 5582 12765 1851 16415 18340 798 3034 6503 11926
"201160_s_at" 19033 20653 17885 4100 13726 15976 18825 18237 15892 19796 14894 12658 12890 12870 17020 17867
"201161_s_at" 19011 6623 5477 19303 15720 15381 15877 16433 4060 19450 15995 18328 16303 19170 3434 2216
"201162_at" 9339 10593 14925 10769 4387 7354 20883 8351 8853 17113 9485 9633 5779 12359 7732 4104
"201163_s_at" 5929 7321 12073 8607 11564 10976 15702 13221 6495 15832 9017 11584 3310 16131 8840 6914
"201164_s_at" 16636 6276 3505 2432 15944 20322 15546 3421 4958 18035 15951 3873 17743 17696 15024 17023
"201165_s_at" 19749 19426 5561 13802 19988 760 19052 17767 1817 17142 20028 14833 11404 11811 4774 18276
"201166_s_at" 3924 16159 1977 4530 13947 18780 5214 19515 17463 15930 19947 16366 17963 15138 15045 20096
"201167_x_at" 18091 3819 18084 21105 21026 19325 2137 21147 19632 2247 635 22252 12214 10482 21313 2677
"201168_x_at" 4514 19055 20539 19295 15957 18480 21301 2042 18841 4430 3511 15268 13703 15930 18730 17915
"201169_s_at" 20517 17073 20072 4722 7625 12926 2462 15584 19109 18543 3836 646 20217 21553 13288 12026
"201170_s_at" 2727 16640 2029 16445 18519 14472 17871 13760 1220 5596 4805 1251 12957 12043 3791 21844
"201171_at" 2305 21206 16844 11768 12598 14573 4685 3798 20863 20035 5861 13872 3140 20438 21633 1151
"201172_x_at" 14627 13356 4175 3143 13664 14982 16370 17628 17074 12978 4951 13091 12587 13143 16131 13481
"201173_x_at" 20752 15496 18978 2144 14317 2460 1691 16174 19410 13752 14621 12490 3766 19184 15952 15426
"201174_s_at" 15140 12826 1290 20743 3282 17220 18472 3073 18935 16599 11663 15224 15769 12690 3804 18939
"201175_at" 14790 15768 4986 14706 12972 14365 15678 13744 731 19217 4473 2410 13098 18386 15664 14767
"201176_s_at" 19186 13896 3890 15600 16307 22268 20492 19028 3481 6094 18054 14851 18403 17380 4272 19218
"201177_s_at" 15850 17532 6785 2280 15031 17900 20258 13560 16208 16629 18381 13725 13425 12143 17842 17826
"201178_at" 14755 12990 19959 18451 18759 18278 3212 4342 15563 16041 16911 18511 12357 12278 15180 2286
"201179_s_at" 16754 12489 18606 19606 13066 17622 15593 14045 20188 13856 12945 14694 15509 19268 17059 17758
"201180_s_at" 17735 4293 4733 16715 15800 2296 15250 17561 16120 13665 13778 14203 12406 11920 4199 2836
"201181_at" 20619 17048 8767 812 2221 14488 16073 19370 18440 3882 12761 11961 19713 20076 19026 20280
"201182_s_at" 3296 6798 461 1134 18080 16432 2924 18225 20327 4967 21382 20438 2461 12139 4891 19151
"201183_s_at" 17686 3229 2765 19847 16054 20263 17007 2726 17815 19570 14186 16023 4334 15992 16862 13820
"201184_s_at" 20739 15864 6761 16496 19875 17951 16624 2976 5099 14300 5305 3332 11927 15574 4319 18022
"201185_at" 4896 3455 18657 15279 14789 16654 14255 16553 5304 12324 13428 1481 17069 21581 15703 12820
"201186_at" 4369 14412 21020 4775 16584 2290 20192 2600 17210 18090 16032 14525 18213 16851 15266 21959
