"inst_369" "inst_430" "inst_1013" "inst_1071" "inst_1174" "inst_1233" "inst_1658" "inst_2693" "inst_4457" "inst_5230" "inst_5593" "inst_6192" "inst_6950" "inst_6992"
"200743_s_at" 14140 4711 20997 1818 7190 19997 19890 8447 17324 3277 15663 11347 10747 4336
"200744_s_at" 5200 10270 16220 4676 4326 6680 18245 19050 17507 19562 19030 14674 21825 19163
"200745_s_at" 4169 8244 17368 4959 5531 7288 1352 7948 4941 2013 16649 18443 21163 17411
"200746_s_at" 5678 7900 1864 4163 8133 7782 3628 8274 14041 4098 13892 16739 4857 4888
"200747_s_at" 786 9318 20856 4209 21923 18502 2257 18892 19623 18140 2928 2651 4656 18401
"200748_s_at" 3581 7505 1946 8388 20790 18551 14011 9421 8145 18154 15385 17755 9789 19993
"200749_at" 2325 5182 18145 20239 7569 4474 19350 8312 5672 6481 17793 18004 6367 4140
"200750_s_at" 16368 9334 11948 4165 7741 7369 14803 8800 8015 17745 13733 11637 19619 18039
"200751_s_at" 2620 1177 1723 4777 6456 2930 15690 3872 13950 3234 16351 15049 3424 16879
"200752_s_at" 16267 20282 18821 1861 18309 18791 14168 18258 21611 7127 17022 10918 4684 5064
"200753_x_at" 15391 1984 12774 7091 2288 3302 18321 1844 14215 8797 5547 15219 3007 16905
"200754_x_at" 19827 5379 16239 8434 5177 5416 2446 9440 4687 6103 12294 12834 10486 3474
"200755_s_at" 17184 18819 16823 8714 2806 5393 16768 8201 6293 2322 16363 19259 1763 1759
"200756_x_at" 1020 10342 16170 20454 1619 2177 19021 630 21167 18427 3521 13632 19673 20653
"200757_s_at" 18998 9702 15864 6255 5459 8753 3832 9621 5852 6072 16144 13242 20972 2384
"200758_s_at" 2617 17251 2017 21413 19367 17566 19742 17066 19902 19206 14463 15293 20302 4118
"200759_x_at" 20627 2055 19416 20779 6008 17619 1022 17696 12023 2521 3055 21244 19504 5925
"200760_s_at" 17030 3405 20121 4073 3030 3021 13909 7462 2281 5619 4275 15643 9083 6849
"200761_s_at" 17473 5635 15802 4681 3031 3550 3787 7797 13450 18007 17167 16691 6960 17051
"200762_at" 4506 3934 14029 868 20835 19016 18443 8126 5664 8737 16283 19975 10307 21237
"200763_s_at" 5653 7326 6041 20832 17485 8958 14484 12558 8095 17763 12541 6032 20492 16713
"200764_s_at" 20401 16240 742 5602 2692 14065 19493 21485 16188 7895 15386 1252 20206 17716
"200765_x_at" 17320 16565 16138 4320 16003 13693 1372 499 9682 6155 3373 21764 4819 5754
"200766_at" 1281 4445 14095 561 2767 21815 57 9191 21880 9016 17666 14577 9541 17712
"200767_s_at" 20762 7688 1713 1813 5716 8152 526 10237 13037 8967 17741 17388 6140 19817
"200768_s_at" 5302 2532 12763 5910 18354 3639 14685 18298 1983 2837 4782 12926 3021 7041
"200769_s_at" 14042 5475 20213 7417 524 7723 21431 3863 16902 2630 14987 3843 4126 17117
"200770_s_at" 374 18898 14483 6397 4828 17299 13741 18300 20664 3630 5702 19444 11064 18357
"200771_at" 4226 1639 21157 1342 17570 4584 18569 6060 14275 19965 5577 4027 6681 2929
"200772_x_at" 16282 18399 1312 8236 17662 7300 13654 17059 5032 18013 13031 6001 10968 6900
"200773_x_at" 3258 2232 2435 21673 17455 8596 4382 9898 5639 6068 12575 10191 9289 5091
"200774_at" 3316 8402 16171 8716 7847 17769 14535 10665 6190 8772 12886 14170 5204 5776
"200775_s_at" 5530 2694 12455 7001 3915 3996 1046 6574 17659 5907 4849 15960 9872 17160
"200776_s_at" 2754 7534 15117 8530 3177 6394 20838 4218 17675 6427 12355 11894 3309 4023
"200777_s_at" 17275 2945 12022 6800 8075 18371 4096 6256 12947 4082 15658 15275 8257 6201
"200778_s_at" 13434 17658 17107 22006 3322 6570 1792 4135 14128 18273 3602 12791 3131 3821
"200779_at" 21361 10328 2347 3440 18897 1282 17528 17292 5535 9326 12607 12954 19433 15832
"200780_x_at" 13940 7902 5965 20993 7659 17845 2586 17519 11946 8851 4538 11795 11016 6042
"200781_s_at" 14232 6114 5933 20961 18165 8479 3656 12466 12265 19124 7975 5949 20625 5345
"200782_at" 13978 7768 16574 4507 6981 16715 14231 3105 6039 7442 3234 16214 3325 16157
"200783_s_at" 14081 21470 20203 7997 19203 7159 520 4116 16314 1919 14490 19959 7739 19836
"200784_s_at" 11455 15661 5071 18249 15583 10542 4784 21784 15938 14206 7104 4689 15498 11478
"200785_s_at" 650 408 3403 10342 8614 9825 12640 16773 21680 14847 11159 1148 15133 13549
"200786_at" 13964 9695 13419 5556 2659 8188 14360 8460 13431 19570 5365 11556 7034 15935
"200787_s_at" 19361 7135 12184 7963 5673 4804 21717 8219 17341 20936 12226 11186 6903 18308
"200788_s_at" 4979 5480 19218 5238 19470 4245 2058 8767 13591 17038 3430 19246 6215 20130
"200789_at" 4535 9342 18054 1248 1378 6436 4046 3611 18409 3996 17600 12416 10877 21884
"200790_at" 16747 18554 17441 5074 4327 4548 18584 5036 11983 9100 13675 15374 8891 6278
"200791_s_at" 16881 5643 12174 1903 20514 18722 18292 7058 17452 5028 12091 16865 10217 19653
"200792_at" 14412 10284 12070 20060 6823 17407 14811 9359 6296 9339 16667 13407 9248 4415
"200793_s_at" 2181 10241 1325 3002 3107 17315 20242 9711 5473 1870 18409 16969 7207 2905
"200794_x_at" 15658 9739 15479 7214 7072 20196 3800 6960 19434 6335 12871 16813 5504 6522
"200795_at" 18973 21953 11812 19775 16152 10668 8825 21639 6873 12552 21118 3051 17371 8037
"200796_s_at" 407 1336 14217 21715 19308 2836 17910 6331 19515 19595 13998 13428 240 20069
"200797_s_at" 2533 10261 21219 3992 5954 17475 1499 6318 13277 3080 4646 16983 5019 4480
"200798_x_at" 14414 18355 14597 7446 2763 2021 4374 466 6157 3758 12912 12687 4191 15811
"200799_at" 7530 1269 13665 5726 11790 5531 4037 13215 2519 5405 12865 5769 8338 6878
"200800_s_at" 2358 850 18640 296 1318 3495 16153 2256 4899 19834 17284 15887 3675 5033
"200801_x_at" 13738 7153 5752 20545 17606 17212 3254 12377 7924 17506 7847 5847 20295 16412
"200802_at" 3485 16978 12426 7493 17730 4873 3816 9314 16183 18460 13439 14670 9850 5909
"200803_s_at" 16337 17352 16040 20431 3269 5387 2868 6348 16182 4960 4839 13762 4980 4713
"200804_at" 5164 8846 13571 6876 6269 17992 3994 17363 14747 17290 13417 14895 9173 17074
"200805_at" 4708 20373 13509 5068 5382 5419 15433 10705 20090 5284 4997 19998 9812 20601
"200806_s_at" 1928 9977 2470 6724 2904 2710 2641 2521 5797 8210 5543 11156 9637 7030
"200807_s_at" 16883 9754 1857 20523 7627 5760 14485 7699 5198 17601 7862 5861 10644 16883
"200808_s_at" 17155 6958 21027 199 8026 1110 21524 18681 20069 3101 13458 18984 9905 5430
"200809_x_at" 14169 17997 5526 20076 17371 7931 3218 12395 6310 19833 13152 5866 19891 5324
"200810_s_at" 17166 20393 13855 4581 7145 17729 19149 6729 17339 4314 16485 16156 9505 6412
"200811_at" 13773 8367 19934 2222 19786 17846 3436 17557 18688 6212 4335 15658 5903 2690
"200812_at" 16901 5567 15732 6235 4302 4128 17880 5620 14204 9400 13978 15101 5003 5687
"200813_s_at" 14693 20387 18862 1788 4858 7274 1460 18860 19343 4560 4391 14572 20470 18666
"200814_at" 18820 18617 14375 4365 6740 7777 16275 17297 15095 20527 16586 10771 2284 4916
"200815_s_at" 18728 18999 15391 20782 20713 7684 16683 1659 16230 3980 16942 19907 6651 4816
"200816_s_at" 16126 9536 18856 620 3742 16987 16145 8718 18521 20765 14120 18927 19513 20177
"200817_x_at" 18194 9433 5625 21064 11834 8839 3257 12391 7933 11844 7864 5863 10844 6876
"200818_at" 16565 9051 18983 4544 17910 17472 15357 8663 15887 17620 15250 12582 6612 5680
"200819_s_at" 13994 17219 5893 9033 6760 8826 14430 12492 12699 9064 12113 5976 19578 16554
"200820_at" 2406 9084 14035 20233 4747 6609 19157 6591 15309 19076 5270 12533 5980 18318
"200821_at" 16626 705 19028 1533 3741 3014 19550 749 12785 2333 17183 18690 7377 20939
"200822_x_at" 15151 19232 13739 8152 6425 19827 17182 7781 13849 8792 3458 16908 7811 3168
"200823_x_at" 4003 17919 2149 21655 4270 8996 1870 10508 16108 18104 12148 11306 5494 7032
"200824_at" 17906 17279 3590 15991 7883 8844 1748 10765 17329 926 5505 17014 19159 13038
"200825_s_at" 3351 17270 14617 6151 18620 292 3589 6296 17969 6594 13644 19800 10399 6026
"200826_at" 19045 10526 18504 4514 2857 8603 2703 10696 12505 7479 3933 12877 11042 17821
"200827_at" 18201 21346 1904 3569 4864 2565 14004 21255 13204 20578 16383 11690 21329 20075
"200828_s_at" 14848 8761 14764 8870 4340 4408 17351 17160 20726 16925 5707 11047 7466 5768
"200829_x_at" 5598 7412 18132 3271 19547 5516 17100 6896 12915 8243 12406 12302 3137 18750
"200830_at" 5741 17267 13232 3672 5651 18201 13783 2502 5078 8319 16207 10587 7660 17258
"200831_s_at" 1552 7722 2068 507 3506 1289 4388 5297 3103 17460 2299 3881 2939 6749
"200832_s_at" 13476 1791 12245 2518 6184 1390 1592 5700 1022 6509 5464 18129 2795 1817
"200833_s_at" 14034 2054 14188 2579 19496 2755 17506 5172 3906 18544 12114 15958 10459 18676
"200834_s_at" 13925 6225 5465 8162 7851 17537 2568 12434 7979 8546 7918 5904 9785 17627
"200835_s_at" 12298 8332 1211 21292 7316 17870 22249 21796 3437 20290 19824 3664 1505 20542
"200836_s_at" 1917 21268 15618 3 312 20588 21358 22237 6160 21747 4633 22215 1855 1
"200837_at" 1719 19623 16554 21827 1627 7376 3296 10503 12927 1537 5857 18362 6322 16845
"200838_at" 4227 9122 16117 3536 5891 17607 17073 8971 20729 2148 15155 20725 9619 17536
"200839_s_at" 17048 21187 15315 7064 3629 19106 14833 10099 16622 8876 15036 15522 19431 17533
"200840_at" 16812 10492 12871 8230 4660 5501 2419 5005 5571 5758 4899 11947 10593 7060
"200841_s_at" 1942 19604 16028 6869 2647 2451 16401 17769 5847 18674 13812 10484 4209 7018
"200842_s_at" 1764 10038 13726 6515 19263 6177 16717 17775 12799 8602 5741 14692 8869 6861
"200843_s_at" 16606 9855 2087 6422 18430 7576 19926 10845 12410 16974 14216 15562 20337 5299
"200844_s_at" 18438 9993 12567 6098 3606 3438 18768 6065 3661 18179 3902 12079 6739 6946
"200845_s_at" 2420 1660 13066 4309 7073 4598 16939 5357 3490 6556 13389 14122 5796 18044
"200846_s_at" 13654 8199 14405 5118 6444 7602 13757 8624 19262 7500 14146 14535 10289 15909
"200847_s_at" 16315 2121 18170 5329 2977 3296 14901 5495 6061 4499 12939 13384 9670 20785
"200848_at" 4265 21549 18656 5578 4492 18095 14998 6132 12330 17564 12334 10297 6617 3261
"200849_s_at" 5095 18631 18999 379 8004 7942 3818 7353 12309 1803 16706 19119 10642 4390
"200850_s_at" 4567 17790 14374 2735 7591 8551 19783 8123 16578 7630 5378 15653 7459 17786
"200851_s_at" 3402 4313 19092 6491 3226 7643 15323 5203 3672 20970 15488 17386 2610 4476
"200852_x_at" 15646 16936 16172 5135 19765 19258 18477 3440 16358 4714 16305 18369 5713 20368
"200853_at" 4441 8173 1007 5089 4836 6387 17000 10449 16323 17104 17618 15333 20184 19177
"200854_at" 19557 5127 12830 5547 19811 3984 4390 7817 13360 20931 18492 16710 9057 3389
"200855_at" 18975 4442 1308 21084 20147 2885 2121 18147 13224 18734 20782 21457 975 5774
"200856_x_at" 5352 18686 20820 21143 21913 3238 4417 8939 3144 20075 16813 15455 22248 1814
"200857_s_at" 14262 2601 18242 5401 1790 7571 20562 6115 17362 5882 1660 17789 20231 1434
"200858_s_at" 17600 4272 1123 6799 18030 7555 16957 8264 5570 6808 16203 12589 9560 18313
"200859_x_at" 3909 8254 13519 331 17363 19835 4152 10618 16997 5326 17783 15875 4762 3361
"200860_s_at" 16906 18016 12777 3755 5107 8588 15534 8011 13665 18340 6049 16599 4140 2576
"200861_at" 14024 8562 19810 1476 5661 20651 19781 17253 17752 17221 15554 19809 2731 19506
"200862_at" 1898 5862 14007 483 8005 657 4280 4091 1860 19864 4003 16851 10261 4135
"200863_s_at" 17301 17289 16640 8096 5615 18449 14012 8005 17136 19646 5431 13254 6080 6033
"200864_s_at" 18955 6302 18740 5225 2427 3126 2685 2308 13684 2177 14815 17529 4944 4543
"200865_at" 12360 14250 4051 19321 13985 12450 10023 21184 1408 9724 613 5683 19196 8817
"200866_s_at" 5126 9726 2203 8405 2800 6861 3702 3984 17026 8127 13491 13920 5512 19394
"200867_at" 15806 5512 13696 4727 18304 6289 14328 5413 13006 19444 17343 11928 3220 5219
"200868_s_at" 1680 17578 12657 5873 6379 9014 15364 1793 13889 6996 4349 15071 2997 18215
"200869_at" 13790 16817 5902 8608 17569 8871 16569 12416 7963 8857 7891 5885 19746 16472
"200870_at" 18811 4184 12799 8649 5294 4029 15164 10438 15027 6034 16126 13748 9158 18686
"200871_s_at" 15303 17033 13336 1855 19921 3285 2300 7865 15770 4441 17192 15326 19520 19073
"200872_at" 14628 7894 11945 20326 20580 20140 3553 10016 12393 19380 12798 16540 9877 5516
"200873_s_at" 2736 10395 15449 6120 7472 6882 15840 8918 12183 16978 13123 13452 9912 18221
"200874_s_at" 5265 5611 18318 5892 3661 1646 21725 18971 1762 5797 5536 15058 9349 6620
"200875_s_at" 14823 2693 14524 6716 7454 1966 15801 9738 3286 17082 13013 16268 8824 6962
"200876_s_at" 4168 2253 12951 7314 6594 8127 15203 6117 14448 7593 5934 14859 9924 5999
"200877_at" 2702 5989 2368 7220 17991 7873 16218 8200 16611 19137 13011 15093 9668 16481
"200878_at" 2516 2196 1102 747 18560 3213 2701 21029 1429 6487 18889 12217 6311 16891
"200879_s_at" 12999 2894 11733 19903 15848 17647 9487 15358 19683 14609 15844 5203 19290 10314
"200880_at" 15925 1579 14540 3561 17427 2813 15910 1560 5194 6040 17963 15266 10558 15816
"200881_s_at" 3861 3931 14716 2958 6213 4759 19972 2103 12950 16924 12260 11098 5822 17789
"200882_s_at" 18072 16952 1498 4806 7545 8704 14284 7829 13306 5465 15160 14268 8250 6983
"200883_at" 4530 9968 16462 4412 5978 5946 16026 2228 17825 2286 12728 17736 7192 16127
"200884_at" 16697 17812 15300 2780 7160 3068 17982 17251 5876 4379 15502 10184 9799 20350
"200885_at" 2079 9638 13022 8187 18001 20595 21290 6814 14023 5224 4248 21546 2001 19921
"200886_s_at" 5248 8588 14731 20974 6864 17824 16466 8416 15730 20668 14460 11923 4899 19346
"200887_s_at" 14327 2433 18350 7819 6047 7187 19445 1899 12442 4579 17118 17368 9571 16387
"200888_s_at" 5273 7565 1535 21471 18585 6824 2374 9321 13716 6175 3433 11246 20874 18681
"200889_s_at" 5457 7395 16406 7497 6997 6650 13948 4397 18262 3855 14719 13715 2122 4985
"200890_s_at" 3852 3824 460 20592 18844 4639 19667 10673 17623 4137 15089 15739 2769 4312
"200891_s_at" 4763 1543 14143 3464 19101 3701 21515 3443 4867 21913 19850 14929 9070 20204
"200892_s_at" 18845 9185 14828 8444 6352 7808 19800 6130 18246 4294 14543 16178 5724 15854
"200893_at" 20042 8625 14140 6106 6686 8074 17301 4777 15847 16930 16122 12050 9295 3671
"200894_s_at" 20152 7735 15486 1300 7231 1088 2314 2069 5185 5524 13942 11381 6593 16178
"200895_s_at" 18556 2130 17487 2350 797 2788 21791 4412 3132 6271 18000 17628 4856 19364
"200896_x_at" 16587 17633 13097 8442 4812 4182 14613 8638 4268 19988 12566 12925 10572 7062
"200897_s_at" 6206 17632 17916 20237 13891 19264 14227 20936 20819 17157 5537 12336 8267 19971
"200898_s_at" 3235 19156 18556 8214 6557 5135 4028 18308 19809 20791 18962 16591 1826 20440
"200899_s_at" 17257 5927 18677 21234 18650 18863 4381 19422 6493 7089 4708 19853 10406 5275
"200900_s_at" 3091 5442 12355 4111 3904 3777 20744 8505 3394 7958 4602 2782 2472 16915
"200901_s_at" 5507 9483 20124 1731 7481 3257 18226 10774 17270 6381 17827 12470 21186 6126
"200902_at" 21499 4760 12030 7927 19606 16760 19216 3736 16324 4700 15623 15542 11093 16363
"200903_s_at" 2823 5225 18049 21169 2420 8965 2334 6109 14977 7397 2678 18051 8591 18130
"200904_at" 19013 2458 681 8679 6846 20417 1010 8766 18266 790 16892 20036 1509 992
"200905_x_at" 4601 1518 16692 4137 5949 6586 14407 7635 12390 6250 4289 11924 9612 2584
"200906_s_at" 16066 19403 16946 21399 9714 18425 20959 21607 15299 19577 5299 11841 7493 21053
"200907_s_at" 7531 19308 15147 5906 14914 19120 3780 13051 20005 6191 17129 4568 20546 17407
"200908_s_at" 15550 20879 298 1025 21388 3780 18205 8823 387 1296 22135 12604 9097 18364
"200909_s_at" 3824 9291 1397 5478 7082 8285 2479 12448 7994 6922 15088 5923 19444 5704
"200910_at" 5419 7950 13474 3332 3961 5423 2861 7599 12106 5936 14877 12163 8501 6931
"200911_s_at" 3700 17875 14744 1627 5465 8455 20265 9842 16391 20745 21012 14251 6549 17491
"200912_s_at" 1977 4979 12533 8668 6514 6253 17022 6118 14976 7577 5417 13010 8732 6016
"200913_at" 656 20001 15075 2610 18204 8629 22099 9713 15814 16941 4676 20688 3202 16642
"200914_x_at" 15928 1605 13580 20767 6200 17685 20535 3752 4046 2304 15370 19051 2914 6431
"200915_x_at" 13664 17831 13462 4866 7811 3944 20699 4482 11937 18658 14843 15908 9922 17131
"200916_at" 2089 4650 12831 7427 5745 7502 14539 8737 14004 9049 16204 13974 20686 16334
"200917_s_at" 3785 5610 21595 7513 2911 7905 1101 6077 21590 21587 21062 18223 1896 20941
"200918_s_at" 3775 8156 19687 20954 5590 17581 2598 8798 15402 18877 6066 10155 7584 3518
"200919_at" 5253 10001 19688 2474 5299 1153 15308 7581 5291 3363 17388 3136 21924 19722
"200920_s_at" 15128 8440 14653 5470 7619 6392 16747 10707 12239 20761 13001 16860 9519 4425
"200921_s_at" 2132 3941 18851 4233 5106 7857 14415 7405 13128 2594 3814 18222 3449 17236
"200922_at" 2382 18126 16249 7170 5610 3856 1611 6715 20143 3307 5738 14914 5014 1752
"200923_at" 774 4863 908 11905 11561 921 18554 13563 6089 355 19827 9681 9110 17148
"200924_s_at" 826 18550 15322 2706 21270 3552 18077 5381 14102 8717 14742 21273 6179 17402
"200925_at" 16366 19629 1267 8285 7515 17782 3756 9736 6015 9186 4910 13876 9750 5746
"200926_at" 16505 17468 6073 20248 8112 17892 13683 12559 8096 12244 8093 6033 20363 16142
"200927_s_at" 2016 19028 16886 817 18179 5785 2378 10114 16597 1972 6060 15135 10596 18174
"200928_s_at" 13524 13259 14195 12569 5362 14809 9785 1786 12527 17153 3001 1213 19120 586
"200929_at" 17451 18383 14683 2511 8222 18213 3735 2697 16003 3443 12047 19647 7879 5095
"200930_s_at" 13320 9145 7718 18010 8796 2447 12312 14739 21763 15634 10391 20759 17500 10249
"200931_s_at" 17620 19877 18679 20491 5212 17620 15174 4979 13751 8042 12695 14636 6714 17677
"200932_s_at" 305 21816 19458 7793 6086 20442 1772 18696 13774 19853 18828 17970 9858 1644
"200933_x_at" 14007 17748 12829 7723 18607 8463 14140 12529 8067 12148 8052 6006 8598 16066
"200934_at" 15212 19569 13480 3414 6895 18034 16190 2165 4399 16867 12096 15923 2538 1425
"200935_at" 18882 19903 19722 856 19951 271 18858 6738 16696 1793 4531 21487 4759 21482
"200936_at" 4586 19598 5515 20749 19425 11937 13671 12535 8071 19019 8058 6010 8198 6922
"200937_s_at" 13692 7130 12061 8481 18105 7414 14934 9143 12641 6534 12743 5910 9369 18509
"200938_s_at" 12961 15973 11387 11161 14689 15675 10448 17328 8479 9955 10669 585 14039 7270
"200939_s_at" 8116 20525 5034 16033 9518 14190 5031 15733 17703 2810 10667 13885 19249 14605
"200940_s_at" 980 3343 21651 8407 21271 18059 18473 18530 11930 19740 12757 21400 21217 19907
"200941_at" 17598 6502 16107 5624 19491 7191 16009 5028 14935 4443 16103 17577 7918 4127
"200942_s_at" 17239 9642 15735 5529 6996 18232 14005 3266 15911 6477 16548 16639 7250 15920
"200943_at" 15448 16858 1331 5897 6733 8624 15913 3946 14655 18050 4434 16803 7994 16418
"200944_s_at" 17112 8277 2117 20113 7814 18903 4420 10136 12563 16914 13659 14212 10297 16068
"200945_s_at" 17467 3335 15749 6269 18125 7000 3359 7466 14376 7594 17917 19000 9425 17382
"200946_x_at" 2422 7201 13206 21036 4897 19017 14579 5425 18784 3809 6037 13174 4154 15802
"200947_s_at" 21769 17263 14733 6127 6835 16693 15608 8856 5493 6659 19234 15151 4915 15875
"200948_at" 19055 20849 14309 7540 2704 8598 14488 2166 15531 8971 5771 12679 4555 4285
"200949_x_at" 3365 9162 1762 20488 8059 17387 14429 12388 12003 17714 12102 5859 10597 5753
"200950_at" 2968 16792 2327 1779 4989 8267 20419 8266 16228 18141 15096 12128 10630 5724
"200951_s_at" 6340 11023 8192 9950 1709 9734 9664 8492 8971 11946 6748 22046 11770 10030
"200952_s_at" 15623 3646 6665 9624 9579 11031 10260 21483 11938 1217 10270 3801 14171 14849
"200953_s_at" 15132 1135 3895 9388 8064 15637 5818 17001 215 12640 9020 15289 15736 12987
"200954_at" 4969 1493 17158 21046 2370 8496 13999 4839 3054 1423 2878 13714 6796 17114
"200955_at" 18440 3810 13388 1800 17992 3020 17135 4144 14602 19702 4695 11164 20280 17009
"200956_s_at" 17208 18447 11913 2860 17712 8356 19181 10465 14340 19985 14357 11899 20441 20258
"200957_s_at" 4017 16890 14193 7315 4440 16716 14776 9401 13438 17376 13852 15679 6143 19164
"200958_s_at" 16566 2382 1245 21553 20232 6501 20076 8496 3616 19557 12248 15473 4918 16464
"200959_at" 13551 6613 12496 3256 4425 1805 20836 7404 12697 8154 17833 17601 10056 7044
"200960_x_at" 18228 8694 12641 8082 18501 6733 4253 6185 15815 9298 5591 11340 6979 6744
"200961_at" 3919 8049 16455 6430 5636 6682 18467 5181 16922 8024 2875 16248 6486 19623
"200962_at" 4616 19298 21298 140 5664 7620 21677 8688 15624 8033 13418 1765 22142 20274
"200963_x_at" 17621 17361 5531 21028 18777 8869 14500 12562 8098 17967 8097 6035 9756 6356
"200964_at" 14887 19195 12227 8346 19317 9007 20231 17464 16445 17122 12174 15027 8235 17268
"200965_s_at" 15006 6181 14418 5574 10975 5083 1232 15297 3868 5630 18199 9179 10622 1900
"200966_x_at" 3196 18917 11931 20901 6004 8873 2382 9200 13405 6278 5105 10415 10776 5986
"200967_at" 2690 2498 17106 3488 2792 4740 4165 4472 4277 4523 5565 14821 10637 5845
"200968_s_at" 4497 7587 2559 4894 20975 3114 13796 9902 13425 16906 13966 12255 9000 17159
"200969_at" 16811 4261 17449 4478 6077 737 17755 3749 3605 4343 20189 19210 4881 2748
"200970_s_at" 14577 1011 18916 21543 18194 1835 18112 8536 5120 8185 12371 18973 2241 16268
"200971_s_at" 15701 6747 17570 7690 3208 3464 2078 7697 13028 3984 5247 12014 8392 16724
