"inst_315" "inst_984" "inst_1042" "inst_1145" "inst_1204" "inst_1629" "inst_2664" "inst_4428" "inst_5201" "inst_5564" "inst_6164" "inst_6924" "inst_6964"
"220924_s_at" 16068 16340 16124 18246 3648 4426 6889 15309 6661 11593 12640 3782 13383
"220925_at" 14582 5194 14286 16614 13880 14906 5702 5958 7494 15364 20702 16754 17586
"220926_s_at" 20593 22053 21954 2538 13371 20299 1229 19070 19177 11415 16307 19952 1586
"220927_s_at" 6393 11382 12119 13272 10449 7119 10199 165 8086 4530 3088 7328 5478
"220928_s_at" 15879 11712 927 15759 5800 8233 892 9639 12597 15335 3930 10053 12063
"220929_at" 3597 11899 7423 15634 9201 13228 11845 9173 12852 3603 5759 7173 11878
"220930_s_at" 1082 6117 7529 9488 5281 13681 9556 10163 10979 8763 6766 7488 4463
"220931_at" 16994 10287 9950 6219 4804 14535 10310 778 8897 8675 553 13455 4729
"220932_at" 7115 5798 3311 10666 9803 11072 11080 13537 11136 4765 6270 11657 7303
"220933_s_at" 16708 1957 21282 18462 15351 1220 6230 7968 6829 16990 14605 3602 16803
"220934_s_at" 10602 18430 21031 19125 2970 18364 15856 7677 5016 11496 19881 17607 15459
"220935_s_at" 22201 2905 14857 6547 21616 1934 20810 16642 17259 13595 15288 22032 21185
"220936_s_at" 5485 5142 17527 14584 1193 20259 14584 21406 7364 19289 5886 18637 21181
"220937_s_at" 19572 493 20428 1083 15567 15449 2118 3084 19703 9197 11300 20808 1446
"220938_s_at" 5061 1799 18767 20465 22022 17634 16101 6100 21543 15299 21738 13262 8692
"220939_s_at" 16012 17269 21167 18569 17089 17175 4573 4536 6121 17636 16469 3726 14755
"220940_at" 12941 19562 21490 18020 17713 15371 5243 1689 4660 18472 16135 20866 20375
"220941_s_at" 14061 3325 313 4997 21415 18781 20370 18310 20930 16683 11418 12 22058
"220942_x_at" 12620 20785 17525 5878 13279 5173 15228 6040 5712 14226 13439 17277 18980
"220943_s_at" 2905 15770 14765 20398 12205 22229 652 8360 17614 13224 19857 22009 21043
"220944_at" 14860 13884 12096 12357 5868 5108 11548 11352 18486 2051 1211 1034 11137
"220945_x_at" 15320 21186 1383 2673 19365 15125 3419 6851 2715 16170 12954 1409 19119
"220946_s_at" 14502 2796 145 1739 1534 12221 21827 884 22019 13942 19713 642 14133
"220947_s_at" 12261 14807 15994 21602 17948 16589 16002 18161 5934 18642 11107 18907 1587
"220948_s_at" 3586 14826 16716 19330 2576 4865 8833 8559 5453 16615 13925 5193 17133
"220949_s_at" 3623 4969 17453 20123 15231 16488 4030 4436 5888 9533 14545 17142 15497
"220950_s_at" 9162 123 10782 6935 4985 7575 19583 11172 4153 6796 3910 5910 693
"220951_s_at" 12856 13175 6479 2928 21560 18323 212 775 21721 837 10190 12459 12965
"220952_s_at" 18493 16570 14432 8184 21354 4238 20755 4399 5880 13364 15395 16883 17570
"220953_s_at" 10844 18089 21765 6710 11820 19879 19228 4548 18692 13307 21943 17009 21689
"220954_s_at" 21570 21223 19602 4919 437 18368 5964 6882 21287 20827 9584 1412 3532
"220955_x_at" 19326 682 16052 19869 12463 1404 2297 6470 5267 18807 22041 20391 13189
"220956_s_at" 16859 741 17657 1669 21400 2293 15420 19840 18900 19483 12454 1735 1540
"220957_at" 19571 11470 10850 16076 6911 7620 14432 20207 517 18582 2633 9159 6419
"220958_at" 17345 10868 10692 7645 9073 12063 11565 4261 14173 7652 10790 10400 6956
"220959_s_at" 1451 8517 7501 15392 7036 9558 12979 12783 7700 5430 5690 8868 4278
"220960_x_at" 5389 3779 953 16676 11934 4788 10577 9982 6562 9756 4149 4977 3866
"220961_s_at" 3700 9185 7494 8833 8233 5877 2485 22048 1307 12092 16505 11213 6027
"220962_s_at" 961 8915 13853 16142 16712 18885 1647 8324 22167 1034 1313 19740 5453
"220963_s_at" 1720 7722 13898 14383 11228 7777 9121 2167 12814 2389 1410 13074 9799
"220964_s_at" 14510 15858 14814 19881 17994 17245 20194 4279 2146 11051 21278 3879 14992
"220965_s_at" 9092 5628 8510 13069 9181 9214 13693 12851 8804 3869 1429 5657 6841
"220966_x_at" 10739 14174 20183 18004 3017 16997 7589 5877 16931 15204 11918 14293 3651
"220967_s_at" 11435 1686 6418 3215 20039 3461 19778 1972 21563 15301 9325 16114 3157
"220968_s_at" 5334 68 11449 15740 21061 1253 21 2262 24 22177 433 20587 21787
"220969_s_at" 17647 19054 20149 5718 21789 21252 904 5589 17619 1618 13855 1743 18712
"220970_s_at" 1061 10010 8310 14339 8103 6806 1278 5091 14433 5796 2494 6917 7012
"220971_at" 1139 10443 8475 11632 5481 11908 13801 8794 8879 6576 7677 9690 7049
"220972_s_at" 7908 2889 10967 8997 9582 13324 13080 711 3360 8890 6243 6672 11272
"220973_s_at" 22204 1017 801 22086 12137 2034 18512 5626 20687 10079 1914 21052 21828
"220974_x_at" 22231 19156 379 18032 12120 18391 16966 4109 18682 13784 2380 21046 784
"220975_s_at" 6063 6120 9998 11008 21457 7711 4174 6824 13605 8450 2414 6566 12300
"220976_s_at" 5058 4203 6749 8365 4276 11526 10818 10889 8449 8363 3312 7172 7666
"220977_x_at" 14841 1482 2321 5234 21150 21012 13736 720 3077 20093 8688 1131 1380
"220978_at" 2537 12032 4349 12095 11611 12964 5076 13720 8415 8367 3036 334 5931
"220979_s_at" 1389 10628 3850 9507 3502 8706 10459 1241 13041 9061 5091 6914 9056
"220980_s_at" 17915 17304 14317 18203 16566 15965 15974 15642 18701 11284 13541 15196 13963
"220981_x_at" 8297 12770 13022 13403 1311 8532 22089 8754 1267 5108 5689 1718 11275
"220982_s_at" 6502 12991 7179 8999 4605 8670 13752 7998 14915 7433 12240 12386 9151
"220983_s_at" 10520 685 8402 15750 10975 11049 13154 13408 11624 6555 4030 10482 9195
"220984_s_at" 9428 7276 7877 14104 7387 9915 9237 12994 11732 7978 6532 8340 7209
"220985_s_at" 21885 261 19131 19320 1025 22100 17035 6936 15778 19043 21914 20253 22123
"220986_s_at" 10551 18 10650 6435 12376 7580 22169 15479 194 11762 15866 2557 15167
"220987_s_at" 11361 15542 1058 12536 398 16787 581 20411 1916 10510 13652 781 2447
"220988_s_at" 20663 19012 11222 2687 4774 19439 4081 17144 1506 22068 20937 23 2539
"220989_s_at" 22239 13599 9915 15874 11153 14582 9400 9818 13431 5596 11545 8479 9509
"220990_s_at" 11412 4824 2826 1914 15688 14983 5439 6660 3124 11251 19357 15236 16520
"220991_s_at" 9716 11129 8058 8707 11382 6922 8533 11567 5921 3394 1131 11688 11664
"220992_s_at" 20270 21543 21955 2424 3817 22023 5786 8164 4047 12527 17568 3928 1360
"220993_s_at" 4546 11884 9428 6469 6841 6319 19391 10951 3884 4116 21884 12123 9439
"220994_s_at" 7561 4061 4591 15176 8847 11636 14160 1609 13146 5353 8466 8976 7846
"220995_at" 11770 81 822 21119 300 3037 15939 2614 782 2581 902 17011 2070
"220996_s_at" 818 6332 8480 15696 5209 10475 13662 11708 10349 3113 5860 6893 8208
"220997_s_at" 6461 11395 4150 12819 11516 7939 9514 8383 13576 6025 6020 8031 6108
"220998_s_at" 22159 958 6187 5047 8928 14280 18680 22250 1231 20625 17777 14835 17478
"220999_s_at" 19627 22152 10722 15982 19850 21797 600 4300 21175 21358 17232 778 360
"221000_s_at" 17976 4764 14185 10779 7642 17048 8161 1014 21828 22097 6038 229 16001
"221001_at" 19 7857 8661 7055 9224 9036 13871 12124 12727 4036 1053 10238 7279
"221002_s_at" 19448 20266 20521 18052 8675 15322 15779 10347 5553 21305 2606 18435 13937
"221003_s_at" 7098 6750 7840 13604 10088 10403 8690 8948 9111 8025 5509 5740 6091
"221004_s_at" 6831 8148 6853 17260 12096 14307 7109 2941 1683 7226 14139 6868 717
"221005_s_at" 11550 22106 14788 22165 20449 21636 7293 16881 4533 18243 10625 2672 1556
"221006_s_at" 19156 18940 2794 4676 18806 1271 4793 3953 19344 20628 21637 3683 13572
"221007_s_at" 1890 21469 894 18764 20184 4318 15936 15174 20922 11321 20612 22283 3655
"221008_s_at" 10971 5650 10735 10491 4538 9181 11653 11403 8512 8452 3079 7942 6832
"221009_s_at" 13596 291 7730 7669 5464 13913 11326 18770 12487 2545 2785 8854 4368
"221010_s_at" 4881 11259 11866 257 332 14110 1268 22244 720 8126 10407 10579 10036
"221011_s_at" 2031 9860 12141 15151 9895 13795 9729 5710 8503 7458 1493 9072 7933
"221012_s_at" 21368 18985 19460 2388 20375 20703 17633 5834 7045 18652 16883 15925 21065
"221013_s_at" 2301 11674 4343 4042 9313 13229 12996 3120 14469 8303 147 11643 5494
"221014_s_at" 11620 2471 15074 19885 21562 22155 20264 21905 20927 20530 21037 4270 1647
"221015_s_at" 12820 9692 13226 1782 21044 10541 21074 741 15671 2427 20524 17967 18257
"221016_s_at" 17024 6059 10578 11591 14994 10978 14411 8460 615 7393 636 11157 6963
"221017_s_at" 8363 9502 9210 11574 4073 10513 13317 13249 10261 6243 4760 9106 9567
"221018_s_at" 21754 19395 117 8443 4878 15097 11553 9243 20825 11890 554 10317 359
"221019_s_at" 5839 10773 7504 11619 11655 7866 10874 11213 13883 8723 18850 6838 12336
"221020_s_at" 16489 18590 16084 2202 19781 3702 5419 5184 826 18497 20366 19515 14343
"221021_s_at" 3960 17565 21010 835 3040 20229 20494 18791 18841 20614 15715 21524 19002
"221022_s_at" 1483 11252 12037 1372 87 6070 7667 17339 6272 7139 11309 1260 12593
"221023_s_at" 7649 6591 12182 7829 4570 12923 10044 11693 9242 3499 14930 9648 9386
"221024_s_at" 11052 20396 55 12469 13021 18910 11656 7544 2708 21634 5025 17699 2233
"221025_x_at" 3831 21414 20602 20583 3824 15928 4152 8235 3430 21696 20659 3271 15865
"221026_s_at" 19160 6712 3553 15101 4148 7324 17376 13069 14691 3825 3284 12856 10988
"221027_s_at" 20805 21277 17135 20396 19826 15351 609 18526 2123 21026 18079 17407 14727
"221028_s_at" 3122 20748 21316 6409 3122 21831 21191 17365 19184 15275 10662 19489 21046
"221029_s_at" 7214 9997 10589 12138 14667 10881 11395 892 11261 417 4723 1205 7276
"221030_s_at" 2800 1528 13933 7931 21497 12309 12276 22149 10591 14389 426 6638 4335
"221031_s_at" 59 20289 14173 1700 21438 11515 4009 6599 21853 2011 10207 9952 12871
"221032_s_at" 13255 1267 6580 11779 10677 5856 10842 858 9013 7342 5708 9695 2979
"221033_s_at" 14259 12891 9878 15578 10394 13105 9756 198 14437 8728 1381 7540 8224
"221034_s_at" 17745 7401 9890 12069 11087 6889 12025 13664 8008 7191 7948 10558 6321
"221035_s_at" 9253 13480 5734 15745 7161 10126 17783 955 4006 8875 8710 10169 12423
"221036_s_at" 15604 2154 897 19887 19499 2788 3381 19717 3379 20602 19537 17060 15322
"221037_s_at" 10053 11420 7898 12710 9262 7907 13061 11357 11234 6552 5909 8962 7827
"221038_at" 21828 14527 10130 11055 3272 10275 9981 1377 12180 1742 8709 8575 8810
"221039_s_at" 21315 4699 19753 19714 20208 3883 3949 21292 18023 21155 18891 20615 19559
"221040_at" 6379 7217 6985 7852 8660 13633 14014 13227 13413 5920 842 8906 9643
"221041_s_at" 12114 17703 1669 4810 629 20492 2101 7708 15310 1418 11501 18536 21699
"221042_s_at" 18678 4553 915 8829 8183 20358 9719 18691 18499 19987 8480 3733 3804
"221043_at" 863 1091 13418 3755 21220 11257 1368 415 16660 21616 16284 3548 10800
"221044_s_at" 3018 19192 5252 20721 3295 525 20116 2379 19146 8945 21835 12980 9635
"221045_s_at" 15803 21215 11324 20193 6156 4721 10056 16475 2199 21843 3997 16640 3956
"221046_s_at" 18754 19347 14561 18924 13701 466 5643 7747 5366 18755 15094 4283 1931
"221047_s_at" 1315 11282 5618 7801 10202 7622 9027 13758 11424 3535 716 10212 5989
"221048_x_at" 3427 18718 48 282 21362 583 21024 4423 20373 21521 22044 11901 21010
"221049_s_at" 15216 1452 9893 9034 8306 315 22047 21821 409 10843 16377 1695 17405
"221050_s_at" 755 19269 1187 21513 16001 19564 19880 3091 5931 9287 10468 22103 21873
"221051_s_at" 2274 11268 13037 12133 7623 7272 12188 12171 14119 7772 7602 11755 12223
"221052_at" 12421 14647 14057 8772 2945 1494 3498 723 22132 20496 3544 13176 4807
"221053_s_at" 1976 194 11969 12996 21777 8136 9793 7977 21972 21511 8392 13679 10615
"221054_s_at" 9247 10049 5923 9853 6828 14058 18018 20225 3016 368 5449 1910 10703
"221056_x_at" 5685 1661 19879 21769 3309 703 20677 6857 4617 13836 19677 880 13782
"221057_at" 6490 9178 14141 2225 5000 13948 22114 2082 9769 456 16497 887 11444
"221058_s_at" 4313 22089 22225 4073 15102 17712 1888 16714 7622 15741 17498 2382 20624
"221059_s_at" 13201 21103 21951 20871 13158 15106 16382 8577 15931 20183 15878 17525 15614
"221060_s_at" 2037 7145 9278 3719 9281 13467 16890 1703 12430 3538 18970 6447 6274
"221061_at" 20789 7432 5202 2374 4783 13165 16737 16671 10764 6124 7477 6494 10313
"221062_at" 361 11951 5568 8508 4454 11174 9054 13103 12659 5758 4580 10876 4640
"221063_x_at" 4527 19671 20454 2237 21656 3476 19441 18009 6319 10569 10831 1799 1074
"221064_s_at" 4519 1008 21545 21547 1467 22085 15804 4375 20239 16769 1568 4909 20505
"221065_s_at" 14327 1692 11212 19261 16976 695 2440 1948 6474 14588 12056 18095 19536
"221066_at" 8254 5426 7659 10413 6859 9096 11793 9399 10143 4819 4240 8722 7602
"221067_s_at" 1136 11743 13499 12698 6845 10132 12219 8631 8816 7491 7022 870 5016
"221068_at" 7482 5618 8347 9904 10924 5997 11504 13591 13397 7026 5979 6340 6242
"221069_s_at" 6158 3365 14962 18555 17104 5529 7066 6998 5507 14730 14800 17274 19237
"221070_s_at" 9724 9690 5802 12134 7327 7718 12312 11427 12914 5904 2779 7293 454
"221071_at" 22023 10670 6102 21210 895 10693 22130 16825 572 20032 8919 1179 16012
"221072_at" 3382 9172 7556 8101 7934 10136 13118 10577 13511 5985 6830 9074 7935
"221073_s_at" 16809 16039 13682 107 2153 17708 17215 14797 6847 18951 20972 6714 11152
"221074_at" 9286 11216 10287 10047 6433 6642 12951 10406 9685 3411 5268 11547 7914
"221075_s_at" 8010 10090 6416 11918 10327 11003 14341 8612 8500 6105 3050 9497 8328
"221076_at" 9926 8790 8500 10214 6387 9202 10697 10313 12501 5974 2923 9095 7953
"221077_at" 4865 13133 4751 336 714 563 20617 2002 326 977 11584 13162 12863
"221078_s_at" 345 9950 13985 5028 12340 9222 4221 22240 12208 5848 14990 7692 4881
"221079_s_at" 6000 2410 2135 3405 21893 17516 15167 4181 15545 20994 21090 15074 14286
"221080_s_at" 19103 6224 12732 22060 10731 7385 17594 9436 14489 1065 13142 147 5672
"221081_s_at" 4181 14924 16028 20360 17874 5275 20606 19188 20265 17490 1966 21521 16106
"221082_s_at" 11977 2025 3166 21209 18276 21065 1987 20667 20853 11547 21813 22234 1934
"221083_at" 375 10230 11151 8701 8106 11475 13921 11161 11473 7475 8217 12743 5696
"221084_at" 278 13377 12834 14179 11178 6124 10918 10915 8657 3602 7098 11515 9192
"221085_at" 13287 9530 8860 15859 21143 11235 12298 559 11696 6598 3301 12006 11854
"221086_s_at" 8524 10152 7722 10915 4846 12533 9866 8921 9053 7844 8245 6174 7051
"221087_s_at" 3085 12305 13756 9055 11556 13252 10001 68 13648 8835 5000 12914 12631
"221088_s_at" 3298 10485 11386 12475 12420 422 13883 15889 17605 14042 6569 13246 10881
"221089_at" 9421 5659 9637 15385 4869 14529 9363 222 7437 8397 9434 9982 10524
"221090_s_at" 16043 18164 1739 3870 12643 21631 6011 14274 19075 10480 17358 20948 18912
"221091_at" 11918 5771 11839 12510 9687 11868 10529 13307 9147 4044 8771 7822 6735
"221092_at" 1908 12157 8730 12421 10721 13176 11924 8699 8671 1272 5786 11360 8928
"221093_at" 9122 5949 11701 15261 9677 12307 11046 12839 11849 5331 6896 7949 10001
"221094_s_at" 10756 18064 21134 156 15791 15015 5377 16748 21623 14348 14859 14829 15965
"221095_s_at" 8078 13241 13778 8327 4669 10118 19373 11897 12445 8734 3588 13072 10936
"221096_s_at" 19687 2870 16842 17498 20797 19602 18450 3843 2590 18963 13043 3291 21658
"221097_s_at" 5952 7227 12809 15839 11415 7779 20674 18606 8249 14585 7989 12986 12150
"221098_x_at" 13664 11228 4847 10821 5618 9626 281 13853 22263 21804 19102 1633 18130
"221099_at" 14432 13760 3775 7546 2269 12979 11897 10640 13414 875 7441 11625 8426
"221100_at" 5308 10828 9215 11224 5938 9104 12212 11189 11253 8024 8489 8795 7678
"221101_at" 10349 8382 7939 8922 6394 9344 13561 10387 10167 4837 7474 8821 7704
"221102_s_at" 9785 6246 12473 7021 5864 11430 14298 12270 8296 7403 3484 5459 10017
"221103_s_at" 20196 125 10610 22067 13493 2558 1665 2423 20744 9508 12726 10379 994
"221104_s_at" 18310 8194 10283 1487 13143 7897 1290 21455 5787 2886 16113 11007 8604
"221105_at" 5344 10411 4370 10424 10061 10476 9326 11947 12963 7261 5089 6993 7457
"221106_at" 3532 12708 7299 13371 9037 5784 1154 9738 8266 5529 5105 9266 9775
"221107_at" 21573 12486 10305 350 6263 13256 7856 8161 5915 2765 16030 6066 10324
"221108_at" 9496 2702 11796 8837 9898 13875 549 9601 3247 1040 1272 12894 9696
"221109_at" 7724 10804 8020 11990 4029 11376 8366 12485 11693 3300 7268 6775 4945
"221110_x_at" 17386 9932 14036 14860 10610 8617 19937 1545 11138 925 176 19234 11035
"221111_at" 6704 9042 4352 8075 4553 6651 13920 12935 8845 7054 8474 11435 10456
"221112_at" 12052 18051 3754 16567 5655 382 22214 21851 21362 812 848 10093 11606
"221113_s_at" 20968 12832 6414 9447 7621 2013 4188 22170 148 2 11020 13499 12712
"221114_at" 9537 7093 5358 11201 7801 8749 11944 11558 12495 1353 7899 8056 5184
"221115_s_at" 22014 7918 4637 9122 5720 14617 21254 2801 21298 618 16955 11793 12078
"221116_at" 2006 6201 4156 14660 5451 13778 11087 8911 8732 6605 2857 10973 5314
"221117_at" 7367 8584 8144 10713 6667 9527 11007 10074 10184 4846 3150 8879 7751
"221118_at" 10446 399 13464 11304 11732 12334 22278 12474 10751 427 8239 10898 5275
"221119_at" 19958 430 6611 12626 3419 12655 15343 1663 20914 106 271 13829 12490
"221120_at" 585 3903 12554 4750 2283 1039 521 4342 12449 5041 173 149 3564
"221121_at" 14290 13334 5024 9968 2434 10161 14888 2797 14638 8054 612 708 9802
"221122_at" 147 9656 6320 14050 8335 10815 9411 1177 17595 14084 7553 290 18872
"221123_x_at" 3165 1377 812 21126 650 4621 6165 7042 16499 17541 16556 353 3008
"221124_s_at" 6547 13388 6131 10797 7337 6278 16572 3589 8983 4443 3265 3525 12043
"221125_s_at" 20744 17817 15821 1677 12975 22074 2269 1897 6517 19053 13200 1146 1310
"221126_at" 2396 11731 5172 14270 1046 12145 10096 13769 11131 5492 353 12537 12253
"221127_s_at" 7266 9674 3289 7955 8816 6430 14378 9518 12458 5846 1981 7716 4726
"221128_at" 3163 9245 12722 2799 7460 11624 11373 9834 14117 8313 6779 7394 4631
"221129_at" 11979 5539 10766 13081 4296 6652 10797 10597 13703 924 3191 12087 10376
"221130_s_at" 6610 8199 7084 8239 7484 13659 10920 11769 11806 992 3333 7525 7558
"221131_at" 21557 8044 10079 16080 5855 12022 388 9007 11788 235 739 10121 10806
"221132_at" 7651 6674 8127 10634 8205 12548 12282 11752 10929 4541 4748 9327 8156
"221133_s_at" 7498 10703 8121 10620 6590 9614 11411 9994 11781 4731 6529 8239 7125
"221134_at" 198 12067 5224 14063 5098 11008 11790 11081 8421 5016 3437 12143 10820
"221135_s_at" 21022 4247 16942 20886 1847 4964 6333 4424 16056 17793 2100 20959 19123
"221136_at" 344 10939 7229 13048 9042 11876 7298 3053 14901 3475 7491 5962 1522
"221137_at" 17594 1847 5570 13895 11492 349 14749 11905 7875 9548 1034 5571 10019
"221138_s_at" 15984 12862 10679 2964 15095 7506 15300 2980 116 19106 2456 13206 13034
"221139_s_at" 18112 19132 2813 5164 21650 18494 21813 1674 1259 21021 14616 18230 17919
"221140_s_at" 9720 13496 10239 7110 6496 9236 1336 11358 11163 5396 17137 8339 9375
"221141_x_at" 21706 6870 14080 7965 4487 11621 8126 168 9277 12007 9989 15857 911
"221142_s_at" 1303 20134 15721 221 3964 20955 3601 7102 16529 14031 5236 14989 3256
"221143_at" 954 9023 10683 22201 6918 7808 17422 21683 67 1488 1084 11681 9458
"221144_at" 4027 9385 4779 13497 9886 13886 13374 11117 12367 6520 5835 5421 7934
"221145_at" 6432 7950 13984 15984 5573 10397 12522 9361 12191 7809 3164 5951 5280
"221146_at" 5182 6835 13801 7588 1308 14229 21677 4361 17083 10506 9787 13570 4897
"221147_x_at" 2051 1276 332 6963 10431 4340 13600 18330 17746 21803 8754 14264 3490
"221148_at" 21548 1654 10563 9495 11068 13916 12586 9478 10951 6657 4643 6742 8127
"221149_at" 10430 4292 5543 9174 11529 18138 14845 1807 624 15907 11116 1251 820
"221150_at" 20515 10410 8900 11367 9131 11722 12172 11204 11472 5737 5023 8649 7526
"221151_at" 7573 506 4304 12214 9025 6877 20121 9008 13378 3209 7972 12607 4366
"221152_at" 10419 5409 6551 11846 4362 5843 14030 10473 7818 4087 7850 8005 11864
"221153_s_at" 4248 5954 8594 11733 10825 13949 14382 3117 14414 8573 6968 11992 12029
"221154_at" 8464 5064 11046 9489 10015 12271 19182 10750 10867 13846 2503 6745 10277
"221155_x_at" 18582 2646 6186 19961 305 19305 22205 281 963 14367 1327 68 20830
"221156_x_at" 2111 2036 2893 1220 20232 2231 547 20969 1157 18136 21581 17458 2331
"221157_s_at" 2539 10142 13636 15293 4889 13894 4194 10496 14308 8584 6571 9832 7401
"221158_at" 21079 4175 14564 21009 2727 5189 8898 16537 1435 11623 15868 21489 14478
"221159_at" 14527 9623 7318 14763 8309 12314 14097 12088 11898 4011 3482 11490 7275
"221160_s_at" 7788 10117 4317 13328 9386 13476 13077 12796 14251 6086 7126 9944 8173
"221161_at" 94 6869 9213 15916 11056 9019 13413 10059 12911 3890 6293 8709 9107
"221162_at" 835 6814 6063 14054 9861 12881 13882 21830 9712 5348 4955 11914 11925
"221163_s_at" 2145 5894 4743 7739 7532 13832 1810 11545 12061 387 7230 11908 10986
"221164_x_at" 2950 1494 5842 15487 8763 13912 16153 2914 9723 11233 6088 7468 12740
"221165_s_at" 2357 13802 4884 6061 7025 1444 11755 5658 21735 2480 15839 72 12517
"221166_at" 7245 14406 6504 6768 127 17113 18645 14675 209 2610 12641 2140 12929
"221167_s_at" 7487 5696 11910 12456 10655 6019 20316 13154 9287 1947 8738 12811 12015
"221168_at" 15728 10006 5922 6077 4658 5798 18937 12928 11366 6161 12369 9589 11190
"221169_s_at" 19335 5835 12600 7398 10744 14370 14746 11616 9088 8738 2626 10923 11197
"221170_at" 11433 7719 10691 9723 11030 7259 435 1662 10454 567 10291 8885 5643
"221171_at" 14011 7187 13443 15434 11071 6804 14452 17640 9299 2504 10274 13214 9872
"221172_at" 8784 7054 13523 15941 8511 14082 21868 12607 1039 892 21 315 3362
"221173_at" 21058 11360 6092 12619 8442 11988 13581 13127 7932 3298 5883 6202 5802
"221174_at" 8217 7278 13662 5559 8788 12846 21833 16034 9451 2492 10961 12129 5686
"221175_at" 4640 5542 4909 14737 8262 14441 19978 8952 8201 4490 4475 6330 9610
"221176_x_at" 22038 14474 640 21056 19663 21956 7366 1166 16088 10227 1258 21365 16336
"221177_at" 872 7138 9499 12765 8595 14267 14129 11930 9010 7182 1525 12478 10043
"221178_at" 6793 11133 8265 8219 8359 13246 9330 11936 12695 5298 2320 9241 8092
"221179_at" 8502 5386 8547 9143 4719 11173 13707 7230 13071 8789 4551 873 9572
"221180_at" 2124 10073 11483 13087 5972 11683 9539 10566 9268 6580 2875 5705 7625
"221181_at" 21421 10986 5050 8470 8680 9107 12242 13575 10802 6567 3325 10711 6401
"221182_at" 10330 8802 10198 7422 9424 12337 13690 9684 11120 6326 4440 7537 4591
"221183_at" 21959 8333 7807 10108 9412 6992 11252 9659 11626 5183 6022 8869 7739
"221184_at" 22212 10841 3819 13420 6110 10973 21276 13477 7919 1763 856 6303 10516
"221185_s_at" 4256 489 13864 8094 16519 12606 5034 15824 5146 489 9891 11762 19903
"221186_at" 6437 6977 13521 11450 5863 7333 21720 702 1479 255 10157 13164 5108
"221187_s_at" 1533 17858 20500 2582 21248 20733 1854 3974 19573 1420 16849 3316 3399
"221188_s_at" 14720 7878 6660 19307 20881 15065 18684 3148 16944 79 1719 11978 161
"221189_s_at" 6067 15992 21814 21285 14098 4260 5865 3518 19088 18399 15879 2268 20887
"221190_s_at" 16921 3458 1691 18377 15404 18804 15137 15492 15782 17848 13591 3214 18668
"221191_at" 13411 1540 18434 1521 18913 2111 19198 15619 18500 19792 10061 20991 165
"221192_x_at" 942 21648 5245 16841 16317 21355 19449 1027 18332 13963 9925 21211 21748
"221193_s_at" 17615 16758 20571 17375 12499 3838 15270 8328 6951 21300 20041 2419 14997
"221194_s_at" 12742 2703 1092 1610 11822 1921 20062 18809 15451 16658 21449 20427 18892
"221195_at" 19748 3947 2097 874 22117 22246 21551 5822 2566 16964 20422 4960 14670
"221196_x_at" 2159 5078 15545 2611 18484 17232 5357 18153 4560 21582 21885 21226 21187
"221197_s_at" 21106 12225 5239 15705 11380 7158 9331 46 12874 8587 5855 5850 6705
"221198_at" 7185 9062 6972 10072 6776 8977 13020 9962 9908 4690 5168 8017 6906
"221199_at" 7892 8277 7661 12024 6188 9097 13664 10471 10417 3165 3469 6308 7915
"221200_at" 7109 13484 5186 11476 7608 5822 14815 13635 8235 3827 7204 12587 8835
"221201_s_at" 10066 7698 13129 952 7269 10363 19181 18920 636 1409 2604 13236 4896
"221202_at" 837 7783 3902 7139 7212 7074 10037 12965 13057 7946 10765 8125 6098
"221203_s_at" 19624 20359 19564 20668 2653 21370 16360 14060 5475 1940 10045 3925 20279
"221204_s_at" 4279 9978 8257 15782 6330 7312 251 13671 8509 3979 8611 10567 5200
"221205_at" 1375 2866 13072 483 8114 11084 8515 1456 8445 5784 9824 10219 12086
"221206_at" 17710 18032 15346 6479 13218 20730 19293 7165 20143 14582 8963 15404 15405
"221207_s_at" 19207 18102 14358 9365 16876 17724 3104 2317 6900 21294 6146 3672 14620
"221208_s_at" 20025 1974 2642 3620 16098 5091 16221 7081 2969 20214 22136 18146 18569
"221209_s_at" 17770 9549 5277 9205 6254 11484 3232 9718 14919 9794 8117 11988 4402
"221210_s_at" 22249 21817 16474 2149 10563 18800 1477 9863 5047 17667 15021 19607 16828
"221211_s_at" 7591 6579 12012 15978 7126 7523 17895 6932 13854 8069 19027 7158 6933
"221212_x_at" 8377 5956 6311 15255 6079 13604 13970 8680 7691 3900 9248 5376 10636
"221213_s_at" 10355 21720 11413 1067 15743 20476 20437 4575 686 10089 14248 20303 22050
"221214_s_at" 18825 1986 21370 21789 20714 17294 16386 546 1654 9081 12145 20870 19682
"221215_s_at" 6270 1550 568 13997 12535 4150 189 15688 18257 17858 5603 1896 19376
"221216_s_at" 13474 1272 21207 18593 12038 1010 19266 5422 4069 18935 14690 19914 14874
"221217_s_at" 453 710 7117 19824 18116 11277 22182 261 13591 7830 2070 15092 866
"221218_s_at" 14844 21216 11160 20316 17110 959 20016 15242 2210 12784 10343 16274 13512
"221219_s_at" 5606 17089 15473 21476 3597 15903 7645 5192 7348 14403 10899 15385 1560
"221220_s_at" 16021 21672 15481 16299 16565 255 753 16887 1557 11757 21144 22139 18545
"221221_s_at" 22128 11844 7073 293 798 6609 2090 15805 12044 1857 3463 8212 9965
"221222_s_at" 17595 15578 22258 1328 18449 573 18424 3319 18511 11506 20478 2344 21813
