"inst_267" "inst_268" "inst_382" "inst_638" "inst_703" "inst_1015" "inst_1073" "inst_1176" "inst_1235" "inst_1660" "inst_2695" "inst_4459" "inst_5232" "inst_5595" "inst_6194" "inst_6952" "inst_6994"
"201576_s_at" 1754 1443 15847 7114 5678 18870 1559 4524 15021 9477 10368 10077 7944 5287 14777 6717 9612
"201577_at" 959 2530 2104 7999 6242 17098 4869 19785 17530 7835 20382 11479 15270 12309 19176 8018 18441
"201578_at" 20861 21108 5410 674 16819 2017 742 17006 14975 5327 19137 18935 3453 8335 9554 433 3183
"201579_at" 12742 4145 15323 3802 17913 12770 6476 20127 21407 3713 11656 6390 8185 5136 14426 3148 18309
"201580_s_at" 21029 17296 20227 18947 20412 14211 18945 6175 1644 4218 10347 10301 17953 10926 15006 10470 4378
"201581_at" 7422 3240 757 16188 18334 17057 4758 3264 4191 6635 8237 3214 17681 4423 17048 1406 3554
"201582_at" 15609 5296 17352 7835 16788 15373 1833 2755 4828 2699 5854 3891 8196 2273 10912 496 1669
"201583_s_at" 2825 1812 1707 3584 18497 2830 2701 2995 14782 3526 4402 6435 18394 4452 11885 4636 2733
"201584_s_at" 3441 2588 13295 19250 4784 15783 18991 20851 18697 9128 21941 10278 15713 13368 20577 7251 19052
"201585_s_at" 15578 19014 4526 8071 19949 15832 20877 8086 22032 19923 10698 17692 15665 10935 15731 21140 20634
"201586_s_at" 15986 16100 14038 16306 16383 20462 6696 9508 17220 2894 12377 7309 6007 9902 14453 3350 7968
"201587_s_at" 14936 9129 4697 6918 4106 15011 3462 21703 17978 9682 19703 4607 3483 10721 20907 8683 6299
"201588_at" 7942 7520 5030 7484 5757 18574 3030 7904 16676 4946 11334 7746 15545 7127 16553 6012 6537
"201589_at" 7825 5094 3335 8267 18496 17520 2361 5544 19732 7315 7700 7405 4401 7777 17898 3439 4687
"201590_x_at" 5042 9222 1826 7708 4008 3145 7697 501 14740 8859 1809 18117 16530 20553 14216 9386 8546
"201591_s_at" 12753 3362 13647 6393 4539 20534 21237 20397 14800 9650 7171 7030 1631 7519 15181 4953 18735
"201592_at" 2695 7622 2799 5670 16639 17997 6722 9835 5093 8601 9748 9367 17701 13625 11507 10805 18245
"201593_s_at" 13168 16252 3066 17416 20024 13857 18684 19223 18148 4655 20134 11018 15593 9896 19849 6748 7756
"201594_s_at" 1225 756 13188 19089 18973 14799 2855 8551 19190 8521 11852 17129 5802 8765 16416 3875 18757
"201595_s_at" 6776 3929 2731 3937 1622 2341 1769 19132 17529 4156 11979 6094 15992 7243 20261 5076 6761
"201596_x_at" 6593 16842 12561 16545 16911 6846 12384 18733 21039 20133 15333 17069 10624 16459 8476 20589 9520
"201597_at" 3776 5468 16732 2146 1745 16224 5866 6354 14951 6846 4390 3696 2767 8403 12742 7852 6810
"201598_s_at" 5834 8405 18375 19436 3496 15390 19909 8889 938 21298 20352 10634 6653 20027 15617 6472 22049
"201599_at" 4050 4768 2434 17804 4244 16834 5783 4630 5367 6025 4256 4700 19678 7793 16784 4714 5678
"201600_at" 6171 8545 4074 8889 16702 1468 19020 20750 2597 20434 19490 11428 16019 12667 17936 7866 8469
"201601_x_at" 16021 3449 125 971 22223 21988 22241 12755 21806 9468 21237 17845 1594 21317 1894 22011 7866
"201602_s_at" 6283 3898 747 6944 21773 13053 19075 7712 16664 862 11442 9199 3238 12441 12790 7982 18212
"201603_at" 7017 4761 3297 4481 19982 14765 7335 7387 17263 6992 8501 8564 5675 3252 15293 2979 4502
"201604_s_at" 13136 7574 20384 18275 18548 13901 19043 9250 21120 5422 3273 17050 21539 5865 19689 10414 21979
"201605_x_at" 17998 20119 17234 20537 5526 15923 20952 6687 21324 20095 19488 18927 16234 13965 1119 19598 21498
"201606_s_at" 4795 8136 1924 16705 18843 13563 2319 20673 18448 3851 21212 6905 7569 6154 20737 6853 7479
"201607_at" 5307 6439 17136 1710 4735 15709 6860 9501 16666 1546 21976 4560 20386 1441 21099 2818 6976
"201608_s_at" 5695 8381 13776 1769 20188 15229 19222 21478 14945 2967 21165 9610 16321 10694 19959 6931 8220
"201609_x_at" 4130 1793 14488 6425 5728 14352 7141 19199 15254 18984 9551 7773 4719 5224 17893 20220 7045
"201610_at" 8098 13524 6421 14467 10268 8517 12250 13706 9729 14970 5551 11884 12890 3211 9349 16034 9768
"201611_s_at" 1083 1548 17261 5272 3906 18721 1176 1315 6250 1653 1798 8600 4126 10640 20862 20218 3194
"201612_at" 7241 3157 1921 3558 1996 16317 1860 8691 6353 5778 7066 7909 7959 11181 14212 3188 18290
"201613_s_at" 688 455 12628 841 12865 14447 7701 20619 19316 2784 3049 20363 659 11151 14939 8612 20471
"201614_s_at" 1336 2333 2428 5213 20675 16412 19639 21968 1221 19783 19894 10282 7021 10470 21525 4617 6044
"201615_x_at" 11289 14685 8703 9653 20051 8089 7986 17029 6434 14498 4783 20619 11765 19704 4446 16961 2226
"201616_s_at" 10847 14816 10924 13303 16908 723 13711 11774 5876 18503 85 1702 14473 18459 7581 230 13186
"201617_x_at" 9799 11368 10668 9422 12490 11182 9528 16195 4840 16467 17130 5115 9103 16872 9439 17342 17836
"201618_x_at" 4609 4232 12570 1738 2016 17188 1644 6735 3759 20394 11382 10292 16647 9547 13729 20093 20635
"201619_at" 12975 7701 12874 6311 3549 16049 4176 7465 3801 6160 11188 5869 20024 5884 17312 4111 4827
"201620_at" 13703 5163 18017 17425 1368 15715 4662 8765 21654 20369 19026 20380 16586 12334 11625 10327 18730
"201621_at" 11802 13113 11113 2349 22089 50 8888 14967 1212 16025 13103 9002 13496 9137 8302 19369 17353
"201622_at" 317 564 11717 19758 18445 14770 2199 5413 16286 20702 9818 18826 1811 9489 4404 3333 3096
"201623_s_at" 6891 8953 16876 6428 5175 13238 20144 9716 16519 6848 12014 5590 7317 8022 17176 8848 9477
"201624_at" 18881 17716 17909 271 4692 18773 3039 6276 20610 1088 7151 1132 18391 6702 15911 3074 4167
"201625_s_at" 14550 10045 16620 1368 818 13816 749 1674 1188 4764 3401 885 16773 13031 1710 1307 20768
"201626_at" 3220 1573 1220 1202 20405 16809 11 1758 642 1226 1015 751 1818 1808 3070 1385 1730
"201627_s_at" 3952 1920 16504 955 894 2662 409 6125 1633 7631 2116 3431 19726 13192 3683 1636 2280
"201628_s_at" 2974 2422 17729 3479 2702 13320 6257 1727 14965 4832 3242 7747 20723 9459 4322 3389 18667
"201629_s_at" 746 3289 1134 15985 19112 14450 19618 7514 3354 7675 18948 9336 21117 14000 16986 19485 19257
"201630_s_at" 17611 16971 12714 3849 298 18376 18855 19794 3134 20577 12144 19507 21251 7242 18429 9900 18697
"201631_s_at" 1648 4759 480 16972 20025 2778 2759 71 17589 9266 1336 10771 5656 6596 1741 3094 3060
"201632_at" 13188 6197 1858 7183 6061 2703 3119 8199 5236 5668 11394 8484 16868 11874 17552 4523 6164
"201633_s_at" 4700 2639 11891 19482 1163 14489 4349 5928 6221 8694 9590 19948 21593 2896 12796 10200 4022
"201634_s_at" 4670 6389 1962 18008 21623 18068 4351 2031 16902 6293 4805 3678 4740 2237 17710 1642 1570
"201635_s_at" 6530 19311 326 19047 18617 3124 20113 20248 1047 646 11776 9270 3623 3060 3214 7568 8031
"201636_at" 5595 6010 5253 5293 6181 18233 7715 6398 18492 2437 8380 3253 5298 4714 16619 4413 6337
"201637_s_at" 1074 4396 3985 18569 5516 18127 5187 6139 15683 8298 9275 5891 8014 9719 11354 8737 18928
"201638_s_at" 56 17 7124 21568 1012 10634 8592 11927 14462 13031 21536 21870 15003 11255 19609 14143 16996
"201639_s_at" 6387 2088 20040 18472 17747 15207 20490 21232 4923 2176 7994 19682 4972 10744 11200 10057 21052
"201640_x_at" 7859 6720 20622 18217 20098 2541 1533 21798 2132 13267 5723 17625 1855 9128 13056 3798 19631
"201641_at" 21580 21851 10055 11814 9838 12604 16648 5876 6825 17392 6895 14309 1484 11480 15422 19389 16487
"201642_at" 14165 16043 20152 18451 6317 18812 22118 7024 17011 9879 9948 11300 15288 8638 10749 22113 3826
"201643_x_at" 7134 6360 11841 17822 19354 16478 7496 9044 3270 20849 8537 18604 5312 10532 2495 6501 9639
"201644_at" 5857 9248 12434 20731 2898 17147 6460 6621 19922 20796 21198 3645 17509 7055 17104 1306 4530
"201645_at" 11487 14864 6009 15409 19107 10984 8247 12959 21476 14222 17782 18041 13076 18635 6309 15358 17694
"201646_at" 21772 16554 13617 7782 19390 15520 20910 2473 5788 9206 20138 18612 18756 4062 19379 7009 18793
"201647_s_at" 15317 9619 17070 18792 2226 13870 7154 5288 4118 2447 22023 21784 22107 2781 1343 898 22028
"201648_at" 14483 6189 2690 3409 2685 13273 2339 6883 5246 5838 9649 9393 6233 8247 12466 4244 3231
"201649_at" 3644 6127 15701 8635 2537 16835 7260 19025 4772 9234 9939 18002 5773 8703 3086 7509 20758
"201650_at" 1837 5831 3202 8809 6102 3361 4216 18222 15412 8626 16876 17237 6184 11205 427 9779 7985
"201651_s_at" 18804 15943 20725 18362 16472 18956 18928 2230 15717 20169 8233 4701 3892 7733 13854 3675 7220
"201652_at" 5150 7727 3360 3269 19781 17745 3180 7038 15619 6781 9814 5892 17596 6227 15930 5612 7994
"201653_at" 14376 5948 3506 16003 18098 18528 4097 1301 16291 3856 5450 6607 17718 2914 15941 2766 4637
"201654_s_at" 12402 15219 11397 13416 7364 4214 16842 16258 9487 16365 15563 206 14844 19699 13576 15773 14012
"201655_s_at" 10595 13823 6641 14957 17926 21251 10304 18266 6099 20516 5840 2764 11166 21639 11157 5878 21753
"201656_at" 973 1062 600 240 17376 3681 454 14860 21547 19391 19311 6562 2870 824 12448 553 19832
"201657_at" 725 1822 2157 1486 8967 17216 730 169 21832 2087 6554 8488 7198 620 15815 2988 19175
"201658_at" 12722 17535 14940 20930 19986 924 891 2083 6207 611 6341 2398 2434 5013 10731 1595 1618
"201659_s_at" 14896 4237 16463 3181 1929 14525 4436 1498 16808 796 5466 3768 20095 4254 14197 5215 3447
"201660_at" 7205 7571 4511 4652 19813 17156 4971 4688 1798 5438 4368 2534 5704 11101 12306 2547 5763
"201661_s_at" 6711 6386 18353 8958 20286 16053 2185 2665 1580 3785 3165 1856 17613 3795 12408 1268 4666
"201662_s_at" 13097 6441 2896 4006 19282 16504 4451 2097 3195 9152 3163 2914 16833 9849 18924 3727 18275
"201663_s_at" 4874 2878 14692 17919 4802 17884 19208 3531 20238 8866 9416 17670 20842 9720 14703 10404 19258
"201664_at" 7805 3915 13601 19605 4502 17624 5012 6709 18129 8453 10494 11158 16370 10599 12511 8189 18704
"201665_x_at" 13302 18196 2958 19530 4864 3030 20040 19742 6056 19822 14367 9639 15781 21409 6213 19897 18277
"201666_at" 4649 9642 5273 8565 1476 14195 5773 125 4194 6870 1253 9679 5491 11521 1987 9184 5068
"201667_at" 6624 5800 14898 5690 19266 22020 5153 12922 15388 8262 6216 6763 15277 4228 10602 5442 1745
"201668_x_at" 19983 18399 19272 2320 21790 16192 21956 12625 5817 21007 17275 6639 3052 3433 8019 21492 19966
"201669_s_at" 6473 4150 18692 4779 6274 21280 21268 13410 19649 6718 15497 5041 18085 4438 1873 5393 19211
"201670_s_at" 19199 16225 18447 420 6240 13328 22278 13819 21149 9613 77 17836 2591 12429 9584 5627 4298
"201671_x_at" 17431 19233 4292 7301 18172 20918 7235 7798 2176 8024 11520 3977 5960 1798 13839 3717 7555
"201672_s_at" 2946 3983 3295 16791 19539 14324 6117 7174 5310 6258 9718 6145 19401 9687 17058 6113 4311
"201673_s_at" 17275 6553 20562 3934 20144 16012 4040 20368 1680 1739 20136 10837 3397 20742 16211 20196 3737
"201674_s_at" 3201 2769 15981 3505 2332 16595 20184 21623 6806 9180 21180 18182 889 13282 20832 7411 6608
"201675_at" 20930 16813 20591 1255 6148 15107 3876 20920 6760 4554 20179 8249 4071 9659 21835 6284 4600
"201676_x_at" 12864 8282 2625 19472 4524 2704 19509 8602 15029 6730 18261 9432 19697 11096 15791 6716 5877
"201677_at" 18034 17292 14000 18391 2662 14560 3357 21331 18128 6023 2076 20290 6385 9764 230 8573 20346
"201678_s_at" 1819 2728 3137 18800 923 21860 2036 5375 16447 20760 3674 20474 16282 4115 1627 9702 9121
"201679_at" 5620 3775 15997 20837 16430 2960 21350 22243 4445 9237 11531 22032 21570 11832 20801 21675 21428
"201680_x_at" 3913 3921 14207 18776 18481 19025 6689 7273 5765 20605 7442 19327 3823 11105 10775 3696 18246
"201681_s_at" 3139 1985 1334 19446 18104 17847 7445 19867 17890 2977 8682 5485 7357 9105 12295 6757 8060
"201682_at" 3322 3969 14201 21449 6266 15941 6773 6864 19503 6217 9660 2831 17730 6002 14282 8677 19143
"201683_x_at" 17923 7666 935 17582 1279 20224 6878 1840 16066 1762 12150 5762 5137 5815 17493 9793 4295
"201684_s_at" 13215 6043 15884 6812 18311 20304 5924 5892 19380 19252 11332 10415 15970 8979 12382 3835 6635
"201685_s_at" 3393 8768 15487 398 17717 19461 3181 2620 2912 2015 4117 21023 20554 1452 3468 4501 19337
"201686_x_at" 13992 3027 12270 18846 19273 18772 6830 3600 16522 2984 9924 18512 22093 4312 19998 2563 3710
"201687_s_at" 6869 7268 4634 7254 2763 15822 4862 6392 16374 6460 5029 7088 6065 4625 14037 3414 4238
"201688_s_at" 7656 6166 17850 17846 5660 16090 5787 3920 17924 7202 19746 20234 21947 4090 20272 7826 4507
"201689_s_at" 17204 7752 13306 3785 2218 20514 1989 2182 14567 7019 9050 3037 21277 2314 21366 3193 4453
"201690_s_at" 14296 6149 13031 4133 4812 17883 3335 5332 18240 7333 9202 4764 16569 5715 20711 6368 18499
"201691_s_at" 3917 3858 14020 10556 5619 18066 21642 14978 5921 1713 11403 9495 19146 6773 21135 21860 347
"201692_at" 4377 6895 3998 21288 1817 13692 6965 21412 6337 3707 21125 5899 17396 1220 13437 577 1626
"201693_s_at" 6570 8559 22187 3225 1343 12350 13813 259 8707 2675 419 2581 1532 3912 10621 18040 17500
"201694_s_at" 15273 5517 17672 8589 13207 18270 2983 121 21531 3747 47 2424 16783 5740 2528 4095 790
"201695_s_at" 6735 7217 4535 3541 20714 15351 4804 7191 3697 8176 11974 4555 21163 5823 15477 8123 3399
"201696_at" 14926 15557 17421 6902 20368 15002 21668 20580 16688 7751 18284 17606 18535 8190 16064 20120 6809
"201697_s_at" 2906 2648 17735 4890 17880 14412 18893 6888 16766 6344 7122 5879 2638 13538 16828 10388 19574
"201698_s_at" 14285 10419 15621 3028 17274 15464 21092 20295 15721 7259 11857 10512 5239 9309 15366 10686 18841
"201699_at" 4590 7221 1750 17933 3606 18150 3387 5234 19204 2925 7663 4570 15771 7680 16860 5836 9172
"201700_at" 4624 8175 17206 8896 19218 20602 2942 2080 18368 5532 5061 20140 4538 8811 10539 7538 5477
"201701_s_at" 4111 8625 4411 6854 1402 18322 2533 9020 20218 7927 1418 3728 6101 3661 20881 5877 4944
"201702_s_at" 3438 2359 1438 22173 22114 18426 21742 5843 21917 19457 21154 11380 2122 21525 16280 22006 20099
"201703_s_at" 19346 6726 20604 18208 21317 16722 4998 21516 16319 6985 18670 19489 3944 12293 18314 19869 5089
"201704_at" 7565 6926 1288 21439 4504 17710 2842 21011 5789 20426 21369 5193 3004 11998 4256 3651 20529
"201705_at" 6751 4069 12682 5370 1207 15979 5971 7071 18442 7940 9574 3595 18414 13987 19275 9298 19047
"201706_s_at" 17157 2948 17282 2753 17283 14813 21245 3191 4045 2736 3272 10447 17012 1855 2968 6381 21500
"201707_at" 4754 1541 1609 20665 20871 3524 4028 7386 6106 2870 6865 4576 6063 9062 15276 302 18389
"201708_s_at" 18868 17080 11861 16669 16631 13690 7360 4499 16411 20656 11228 19243 6457 6968 20000 7886 18745
"201709_s_at" 13579 8295 16143 16036 2937 1571 20834 5755 16456 3403 10844 18753 19544 12195 17194 6331 7351
"201710_at" 1867 1051 19964 5124 22248 2527 6585 20160 4479 8693 11588 19757 1657 6479 19139 9687 8199
"201711_x_at" 5638 1513 16351 5468 18512 13886 21151 3900 17571 2352 6426 16930 6426 2381 18406 6724 9182
"201712_s_at" 20527 10138 4473 16443 5079 20367 2703 6682 17364 4229 11291 17650 15761 4004 20452 3964 4228
"201713_s_at" 12949 6212 394 4404 5406 21352 782 5140 18852 6163 7861 6619 3024 2484 16060 1643 18370
"201714_at" 12992 9764 4487 16118 3819 14233 19836 9456 5843 8995 8498 10045 6336 14195 16050 5255 8319
"201715_s_at" 2209 4617 17009 21074 3060 18408 21822 19395 20524 8679 10450 21687 2836 11293 13972 8352 21355
"201716_at" 4237 6338 17931 4315 17535 16356 18670 6288 4486 5255 9763 10660 17785 11312 17407 8857 9033
"201717_at" 13984 10287 5125 17103 18381 14530 6653 8501 16446 20819 7495 17995 18840 10226 14263 19949 9149
"201718_s_at" 16735 2839 20438 21549 1697 14606 20633 8959 16788 20072 9429 21977 21201 21008 2328 1212 1691
"201719_s_at" 14704 17202 4413 21588 17797 17852 20218 20904 5478 21024 12417 20547 16620 7350 12745 6413 22044
"201720_s_at" 184 143 20577 9280 12084 8700 12669 1865 13148 16036 6564 16220 13408 14660 10940 15823 16418
"201721_s_at" 19936 19322 15473 16500 18910 5878 18102 1821 12620 15103 6631 17931 14851 3976 13782 19096 15200
"201722_s_at" 4226 5184 5026 17385 2973 18190 499 3774 18056 4527 18374 4351 18174 5245 17065 3021 2384
"201723_s_at" 15707 15439 15993 19991 5199 15301 5321 7989 4739 9409 18571 5612 2542 10986 13410 8205 7484
"201724_s_at" 7990 5617 16991 1521 1026 19448 6558 5684 14825 6229 8058 1994 6810 7182 19645 4877 5917
"201725_at" 4218 2231 20374 6459 1204 3373 5827 9652 14694 19114 18691 8178 15827 8804 17957 8342 7523
"201726_at" 17893 19715 4162 18770 5915 17189 4783 19847 17290 8326 19214 9738 17313 10923 18978 5919 8908
"201727_s_at" 14562 6901 19513 7812 18799 20760 2243 9903 17625 4948 20832 18324 21975 11103 17841 4694 20567
"201728_s_at" 18718 9337 19047 20572 18556 401 1608 8325 3641 1220 19929 984 608 12113 17166 2838 3509
"201729_s_at" 13040 6991 5213 19425 19701 13720 3447 20626 18455 5631 11643 11242 6433 9114 18379 8994 20388
"201730_s_at" 15237 8880 4465 8734 4393 3293 6251 8173 6975 6574 10572 4724 4733 13797 18211 8792 5504
"201731_s_at" 16203 7327 15758 5430 1385 16719 20305 9008 3353 6648 9145 17565 8050 10012 13612 7018 20466
"201732_s_at" 6225 8850 164 8806 18014 2768 2935 9282 19867 908 4800 3282 5750 7050 10838 5176 21447
"201733_at" 21028 20667 15713 3758 14990 14971 6007 2071 2087 9765 1497 3767 7363 9433 14775 3663 2281
"201734_at" 15854 8254 4744 16387 5119 13282 2836 3391 15095 2752 3777 8407 16719 3755 11964 3902 5993
"201735_s_at" 13629 8896 4274 16731 4055 17539 6379 1002 3358 8383 6966 11524 21193 8790 3945 10474 8508
"201736_s_at" 5892 4114 19129 8121 20873 14697 19070 7117 4058 4113 8025 9581 15201 5889 14203 5438 7505
"201737_s_at" 7543 1962 14900 158 17247 15221 1479 19119 4249 3409 11154 6433 17182 4410 4166 9602 19651
"201738_at" 7751 6028 12225 6337 1283 16806 2290 2641 19685 4569 7941 3856 7825 5533 17872 4048 4359
"201739_at" 65 24 728 269 6092 729 36 288 4806 1460 958 9256 5540 110 4131 1464 7567
"201740_at" 6477 3603 4324 6403 359 17027 5252 19675 5710 8317 19108 9268 7101 9793 16786 8467 9171
"201741_x_at" 19042 10242 22137 624 6431 2317 5525 20241 306 22150 21544 20782 20755 2596 19356 21664 171
"201742_x_at" 13969 6030 14920 20267 17271 21208 21167 6085 18589 5656 19534 20030 22082 6091 18741 9400 8598
"201743_at" 11222 13111 9246 11996 7477 6450 13670 2613 13062 11680 9611 15036 8654 13727 12682 15668 17031
"201744_s_at" 9787 12644 7384 12544 11169 9114 17804 10606 1813 13561 1717 12992 13576 14943 4985 11075 13014
"201745_at" 6944 3837 12692 3622 3718 3541 2615 7550 15519 5584 1623 3770 15863 6564 12612 8337 8091
"201746_at" 16478 16560 18313 5537 14400 15522 2144 13909 12675 20065 16048 5820 8057 9983 5699 3104 21337
"201747_s_at" 88 75 1399 21210 282 15527 5386 21104 16229 4957 8965 21376 17304 2706 18113 21740 3446
"201748_s_at" 3872 9092 13505 17676 21444 14897 3125 20705 17393 20337 18728 17514 15408 9817 15983 3143 8516
"201749_at" 1895 684 30 974 188 554 5295 19926 15224 1427 749 1154 1689 5972 20029 657 6621
"201750_s_at" 19329 17477 10594 4265 12996 1227 1043 14867 718 12283 3509 22106 557 203 5582 17779 17838
"201751_at" 907 668 14072 21258 19212 2328 4202 527 5720 21285 2657 18255 19645 12382 3618 2146 20238
"201752_s_at" 2616 9130 14851 3119 21475 535 20627 6081 6055 20655 4910 6005 15732 9784 1996 20861 3493
"201753_s_at" 4899 1101 18028 1954 1067 19423 1102 1518 6060 2502 2794 3220 21055 2306 3151 1755 4555
"201754_at" 3502 8048 4754 3153 5302 13378 6909 7944 14666 9285 9994 11346 7206 12886 13778 10168 7967
"201755_at" 17536 16339 1257 20535 1148 19050 18915 4321 16235 6355 19878 18265 8066 14204 10821 10127 20605
"201756_at" 16212 16465 18670 1242 19015 21089 896 2479 19288 4611 3353 4119 20816 7080 12593 4404 6924
"201757_at" 3608 15608 1044 8297 4394 13243 6344 9086 15338 6201 10063 9946 3647 12663 12945 9305 8159
"201758_at" 4558 5293 4247 7040 6039 14405 2649 2488 18982 6916 6154 6054 6576 7608 11418 7344 18250
"201759_at" 5371 17900 1506 20735 840 1086 79 15581 2007 21431 21634 3730 3350 20365 3280 1261 5462
"201760_s_at" 17026 7678 2124 17453 2223 17546 18842 8945 14911 4288 1565 5515 7207 4840 16868 2049 7336
"201761_at" 5436 7286 765 5931 5658 12695 1245 7008 17892 5211 18625 6642 7864 7743 15769 2428 5090
"201762_s_at" 2373 15409 2351 17590 6257 13575 21053 7771 18614 3195 9971 8305 6554 9353 15610 5347 4518
"201763_s_at" 2210 4571 19886 3 4613 15587 4027 21396 3302 20950 9702 10406 2739 12278 11934 10797 20356
"201764_at" 2811 3371 17607 2687 4220 14017 6569 4128 15238 20998 5989 5093 17212 13795 10622 9109 18941
"201765_s_at" 7402 6130 954 16510 13107 15786 5015 7751 10197 8718 9880 14363 19809 12851 14887 9412 8412
"201766_at" 21224 9494 21000 1858 20736 12673 11119 8341 10134 14267 18165 4547 11584 922 13865 364 3787
"201767_s_at" 687 1217 2607 16406 1079 15950 20496 22119 17396 18949 20825 19105 6048 12136 17606 19783 2078
"201768_s_at" 14071 15632 15383 8423 18964 16574 20119 1801 19487 8790 18246 20012 22080 2775 15510 9288 9662
"201769_at" 1900 781 345 7109 2963 14096 6611 5098 17643 4824 12225 7509 15397 2559 15883 6481 4588
"201770_at" 5670 8980 3085 20820 3983 3404 20267 19440 4089 19649 18756 10780 5237 11582 19920 9749 7611
"201771_at" 5962 5527 14041 18647 18038 19090 3271 8353 17836 20242 9502 4670 3395 8152 14485 3570 7006
"201772_at" 16279 6521 2535 20014 3022 19742 2645 1122 15494 1558 9922 5362 19675 3088 16282 7591 5242
"201773_at" 4444 1369 15131 18084 17165 20878 6000 9571 19102 7771 18791 10694 20855 5624 18167 9392 19903
"201774_s_at" 7966 4443 5082 6313 20383 13643 20947 9828 17570 4119 20044 18529 8134 13344 12799 5882 1929
"201775_s_at" 20642 19673 18011 5129 4789 21699 6093 4426 20629 6414 8917 20358 21154 5743 11201 21156 951
"201776_s_at" 19712 2903 16065 2055 4716 19311 3259 3678 18151 3877 6311 3237 15275 5695 20010 7578 7577
"201777_s_at" 1264 1040 20968 7035 201 21830 21883 6021 2640 7904 9451 19875 19620 20622 15227 20322 4414
"201778_s_at" 7606 9529 14929 5312 16565 17945 4578 2625 15917 8365 7724 4127 18120 10306 15764 5203 6211
"201779_s_at" 6275 5940 4173 6417 6363 14531 6046 3279 4419 6722 6435 9968 19512 9438 14763 9190 7917
"201780_s_at" 6285 1799 4481 1051 19424 16291 4286 1132 21336 4407 3959 5597 18232 5285 18714 5295 7144
"201781_s_at" 13715 17012 4474 16056 1735 16470 1915 3647 15880 4902 4303 10024 20832 10199 10992 20385 5188
"201782_s_at" 5896 10646 5141 19181 5213 13925 5428 4540 15070 4899 18161 10731 6609 8424 3857 9095 19595
"201783_s_at" 20266 18925 20839 6689 19371 15400 4333 4461 18790 20445 18513 9090 3391 21191 15452 3767 20500
"201784_s_at" 2158 3896 3329 17561 4829 17638 2554 6253 6249 5352 9156 7340 19280 4962 16071 4941 7345
"201785_at" 15932 16440 16027 6847 21046 6507 16629 18517 18294 16477 14527 17203 14847 15890 5895 14027 15101
"201786_s_at" 2701 4402 2972 16090 5407 16881 20533 20326 15059 19563 19469 17830 6621 14509 13098 10189 18475
"201787_at" 9285 11410 9714 11170 15306 7771 11456 10575 15297 18888 17568 19029 17841 178 6588 12936 17832
"201788_at" 2465 2056 13467 3484 18060 17693 7279 9711 2747 2983 10554 6765 2752 10937 14126 2244 6543
"201789_at" 21891 21590 19352 15092 6615 11246 11239 12486 7344 12024 17724 13884 8310 16783 11080 16846 16733
"201790_s_at" 19785 10055 13098 17046 2563 15669 2310 2040 5111 3769 18074 19979 20590 2840 3884 4096 5411
"201791_s_at" 2951 3615 1994 3855 16868 1834 188 5663 3277 1573 5396 2292 4158 4553 11719 4272 2815
"201792_at" 15834 18092 8087 11977 15073 8684 11020 14087 9411 18216 14811 13278 12570 1467 5017 17095 16946
"201793_x_at" 19749 16561 19469 20802 22244 16029 22126 21749 18477 21480 3387 3135 7 12620 520 19890 22052
"201794_s_at" 5682 4129 16427 1794 20269 17509 21249 20640 5100 9576 21490 10396 3864 13400 10553 8602 5698
"201795_at" 15520 1968 735 2078 5634 19791 4659 6404 20515 1656 7782 3919 16604 1607 15330 1418 20623
"201796_s_at" 22096 18930 22281 2733 5450 2993 19059 21728 227 21865 21455 19305 21872 3601 21841 21829 21389
"201797_s_at" 482 837 13501 17367 5297 17545 7196 20725 18459 5841 19689 21292 2529 12532 21916 21485 20910
"201798_s_at" 4301 2435 3383 3460 6499 12710 6958 8672 18228 2845 21143 9269 17278 7778 19218 4335 4744
"201799_s_at" 7014 15316 231 18932 2644 16784 2134 1724 4308 769 5930 17601 20222 9274 11263 386 3402
"201800_s_at" 13205 5889 14408 4010 5761 12837 4529 21773 22166 7519 5534 19245 18198 4308 2478 9885 2114
"201801_s_at" 17925 15758 16537 21078 18816 13798 1340 21534 2889 8211 22010 20889 21721 3157 18949 20081 1847
"201802_at" 5818 3602 18633 16842 20329 2681 21065 21957 2150 5528 11390 21280 18183 20791 18076 863 6431
"201803_at" 3136 5213 2677 5820 19380 17737 7308 8402 14971 19293 19252 10891 18559 9296 15066 9381 5238
"201804_x_at" 18009 18109 3715 8790 19891 14649 5451 7754 4877 4362 11944 10882 6912 12519 21124 10581 18343
"201805_at" 18355 18303 11437 3467 20182 17004 3414 1042 1260 18982 6094 18213 22203 7252 4086 5669 6136
"201806_s_at" 6571 22067 18414 3405 13050 2981 11229 5205 11715 22050 11770 22080 784 888 13397 22239 2159
"201807_at" 4052 2133 2792 6761 16913 16729 5777 2190 18299 7533 9005 8746 17714 7703 13935 4847 7603
"201808_s_at" 21792 20213 19008 12134 173 5147 12167 991 10591 11252 19644 15833 11317 17757 13535 15578 9852
"201809_s_at" 19601 22052 18602 4085 20783 6198 13343 21535 4017 15813 11627 5930 14112 17911 14419 11354 12209
"201810_s_at" 1227 495 19127 2575 19588 20062 5412 337 20879 374 1097 17064 413 2382 21251 2421 7068
"201811_x_at" 5923 3843 1665 3949 20386 2580 292 921 6717 278 1310 2915 4134 2508 12779 960 1182
