"inst_267" "inst_268" "inst_382" "inst_638" "inst_703" "inst_1015" "inst_1073" "inst_1176" "inst_1235" "inst_1660" "inst_2695" "inst_4459" "inst_5232" "inst_5595" "inst_6194" "inst_6952" "inst_6994"
"200706_s_at" 16562 7610 16166 7375 12799 20426 6217 641 1454 8636 1683 9641 19865 4562 3976 20199 8270
"200707_at" 7131 9384 16222 17078 6027 3006 4183 21121 2091 9801 8953 11329 1739 21311 14237 6634 4895
"200708_at" 7763 8512 17178 5709 20094 13122 3819 8566 14899 5485 20867 8151 6698 10841 18932 8221 4885
"200709_at" 19124 6273 14396 4693 16305 19206 1721 9237 17546 4701 2999 5733 4653 2471 18073 9245 19892
"200710_at" 19326 19207 2747 16217 20317 13998 991 6851 14634 3198 8377 11152 5107 9791 16415 2595 8059
"200711_s_at" 4915 9984 4029 4892 678 18621 3269 4111 14527 8553 6777 5811 17098 7525 14319 4912 4855
"200712_s_at" 13826 2147 4709 7414 2065 20562 7137 1192 18155 4609 5332 4795 22062 2257 14843 9716 6833
"200713_s_at" 7000 5237 5066 6193 4069 14895 4605 6314 16631 5807 18509 11430 17745 12245 14991 7250 7009
"200714_x_at" 14864 6085 17517 4226 20036 17132 7036 9690 4108 3562 7680 18688 4862 7791 15307 8775 8905
"200715_x_at" 7193 7758 11920 19684 2426 13935 6853 8133 15878 7865 11648 9388 6872 10702 11068 10081 8455
"200716_x_at" 7464 17001 2453 19240 2181 2840 19694 19752 3751 9672 14404 13209 16848 14421 6254 10830 9552
"200717_x_at" 13896 7515 13881 3106 6427 7179 19822 19173 6803 20370 14316 13128 10848 16596 6163 20016 18391
"200718_s_at" 5243 6123 15574 4979 1019 14078 1996 6090 16077 6169 5869 7427 5873 11700 13503 7284 18480
"200719_at" 18118 6708 3880 8098 592 16456 1582 20575 17207 4471 6697 5343 19434 4957 18112 6270 6258
"200720_s_at" 4827 2665 12727 19262 17126 13464 1082 3417 6090 8450 4755 16811 18315 6149 16099 8768 8007
"200721_s_at" 4385 8232 3622 18231 3098 17228 1154 20137 3626 8165 9327 20717 1359 9982 12436 6750 3049
"200722_s_at" 6311 1907 18064 7096 5072 21934 19730 7221 2905 20945 18748 20143 22211 6183 17227 19835 18636
"200723_s_at" 5354 1884 15766 6586 16935 17215 20458 9639 6426 7952 20014 17440 21648 10200 16129 8027 8529
"200724_at" 21575 21208 21777 186 21561 8346 15868 9880 19909 7546 4101 16807 8216 21744 321 16905 14798
"200725_x_at" 4116 15765 12610 16658 17114 2588 20230 19594 6572 9332 11489 11171 16759 14475 10652 19871 18560
"200726_at" 5738 2571 4464 8255 3887 19531 21150 8628 16820 7677 10281 4752 19097 8754 18284 7570 8278
"200727_s_at" 7821 9543 13398 21131 20912 19309 20626 6201 16354 2187 8898 7502 20553 5209 14859 7947 4105
"200728_at" 3437 6154 11749 19501 16752 20109 4877 5285 18440 4854 8260 2569 20663 12979 16670 3581 20480
"200729_s_at" 7171 2310 11862 4410 20879 17726 1109 4252 19087 1751 5373 4166 15770 1605 17808 3839 6074
"200730_s_at" 16931 7082 13359 5168 18307 13849 2656 932 16142 4079 4346 18565 21527 2588 3870 2461 4009
"200731_s_at" 19435 4839 17494 7920 18003 14357 4010 1803 4228 3472 9918 10269 18264 1334 15924 627 3206
"200732_s_at" 4724 5993 15157 3462 20043 2167 4315 4469 5702 5388 10141 7488 17537 5042 12571 5369 7151
"200733_s_at" 17980 2753 14049 5110 3203 21565 555 447 18421 623 1621 2971 3213 5777 17639 1109 4911
"200734_s_at" 13660 6587 15301 16618 17632 1832 19023 6318 3967 7512 18827 7537 16051 12892 20305 5275 4202
"200735_x_at" 6712 10039 4343 7165 4902 7131 19827 9906 15724 8205 14368 13169 17437 16654 6214 10265 9618
"200736_s_at" 9608 11034 7615 9920 2481 6325 13309 6757 18489 12962 18167 8528 12434 15003 15169 13277 12358
"200737_at" 3280 5657 2955 16643 1210 18700 5508 2248 20444 2027 11490 5123 5833 3876 15355 5292 6045
"200738_s_at" 13411 10084 4524 17461 5333 3387 6705 8177 18406 7186 10852 9351 17389 12063 14728 7142 8841
"200739_s_at" 4464 6684 21451 17555 16740 20805 19942 9809 1795 20174 9023 19642 21397 12711 10866 7674 4119
"200740_s_at" 6684 6507 4739 16096 4485 17032 3364 6893 6260 6495 9452 8663 16038 13754 14170 5079 8236
"200741_s_at" 14569 17897 11967 8943 6252 7044 18860 20366 6192 20254 14246 13057 10697 16507 6065 20446 19325
"200742_s_at" 21255 18831 17195 6881 19481 21117 590 4669 14939 19525 7168 6990 19609 11677 13083 5890 2934
"200743_s_at" 18137 10173 14093 2024 2346 14928 5742 7110 4528 18962 7444 6269 16743 9146 11604 2117 18247
"200744_s_at" 6986 5895 13061 19019 20499 20310 4930 6768 18891 19949 10674 16908 20544 9333 16097 7916 18044
"200745_s_at" 6681 9707 4705 19050 21427 16399 4907 7353 5356 1564 11113 8493 19571 10275 12111 4682 9454
"200746_s_at" 4908 4165 12057 18925 16886 15905 6115 9767 17131 9848 9965 7616 5049 10963 16480 7697 18656
"200747_s_at" 5581 3473 21497 5822 4634 17666 21701 10195 16929 21268 4562 21414 5530 10353 3712 20028 20024
"200748_s_at" 4845 15368 3287 17483 5208 2377 20315 142 4776 9028 119 17180 6586 20665 994 20319 18890
"200749_at" 17976 2263 4537 5626 6144 20075 4307 9295 18810 8827 20366 8862 5753 6159 21467 1866 5799
"200750_s_at" 6415 10005 13012 6338 4105 14207 19480 20481 6855 9656 19701 13109 18667 13800 17660 10751 18917
"200751_s_at" 5745 4125 12419 5035 4068 15826 5317 2009 19183 4829 6690 17541 21536 3288 14021 9815 5944
"200752_s_at" 16599 5828 15725 21711 1208 20298 1864 7851 21820 21086 7961 17375 5151 20621 16910 7926 7650
"200753_x_at" 4668 10560 4847 19511 5131 18442 7303 19496 20658 6946 20589 11103 21283 8116 20846 9685 18392
"200754_x_at" 6577 8851 1345 20470 5717 12884 20066 20429 18972 9902 20592 11533 16573 13632 18313 20240 18072
"200755_s_at" 7201 10311 13794 17510 17055 15344 3188 333 5062 4657 5760 19137 18568 5324 2135 1973 8259
"200756_x_at" 18004 15303 18832 16461 17361 17962 5939 2831 16287 7235 6661 20895 21821 1683 4414 20681 3053
"200757_s_at" 13564 8025 13649 3579 17894 15049 5226 6948 16243 2545 6277 9349 6371 7821 3498 9827 2914
"200758_s_at" 14078 10372 17293 16562 20078 2790 19855 21353 6248 4345 18233 19433 16870 9893 15206 7433 6577
"200759_x_at" 6454 4570 19397 20888 5977 13267 7282 20484 3390 2660 10903 18830 1888 3447 15498 9085 19095
"200760_s_at" 5841 4736 16304 5455 17071 19606 4982 3980 15196 3977 8974 3509 19558 2829 17461 9471 5128
"200761_s_at" 2061 2311 15941 3776 17120 17905 5483 6373 5586 6484 18263 6461 17894 4986 16925 5809 7221
"200762_at" 698 222 2280 2108 3798 18212 19267 20491 17740 5917 18224 11150 19083 9536 19140 1735 19605
"200763_s_at" 13023 17276 2767 17799 4543 6827 19287 10103 14635 8924 14375 13180 8026 14471 6226 10231 19248
"200764_s_at" 4746 7718 12374 6427 12405 13110 20880 8330 8419 21435 2945 6600 20198 10095 14077 20172 20406
"200765_x_at" 7662 6845 2101 18882 7095 14432 7125 4619 7261 19854 4196 16360 6908 12435 1001 3909 18228
"200766_at" 15796 8170 15379 8303 19214 16707 316 1613 550 59 6630 3703 734 12742 3899 4969 2436
"200767_s_at" 6334 7177 16057 8682 20933 17734 20172 20930 19591 4162 20625 3957 8255 1851 17364 8155 20317
"200768_s_at" 1543 2824 12713 17228 3575 13113 20100 21755 16488 20411 21309 11074 1662 9788 19578 4350 5510
"200769_s_at" 13886 4123 17093 20867 1626 17310 3153 5174 16377 9440 20640 21583 20973 2953 17699 22130 21007
"200770_s_at" 4655 1789 15603 21391 846 2175 19888 7380 21016 19283 8777 11035 18179 10587 11199 6048 19216
"200771_at" 6673 4917 14094 2099 18672 15610 1318 9694 3712 7218 10928 18064 20952 8468 13428 8800 7156
"200772_x_at" 4776 15975 4974 20891 5249 2973 20705 19431 5227 21518 19710 18980 4488 20294 6192 20347 18807
"200773_x_at" 19994 19151 5414 5815 4124 3037 20033 20496 6514 18956 12074 10738 5983 14030 11769 9732 8511
"200774_at" 16596 7232 14199 5394 4537 15942 3869 19024 16276 9769 11802 5184 15433 11290 19563 5934 7494
"200775_s_at" 7382 6852 11763 5120 17544 14555 7438 6223 14602 7657 9723 20996 6721 13629 12299 10280 9012
"200776_s_at" 4352 2817 17490 17241 16569 15823 2051 915 17883 9658 3186 18123 21463 5950 14070 9144 8984
"200777_s_at" 7544 5830 13944 5567 5988 16131 7683 5943 14964 8079 4386 10303 5800 10705 10697 7637 9279
"200778_s_at" 15430 6264 4695 16603 6177 18428 5482 6242 15922 4331 11052 19316 21261 10411 12678 7938 3419
"200779_at" 3034 8799 1644 5882 1285 1809 5999 20830 16528 6037 18541 5729 7715 10224 16841 2534 4838
"200780_x_at" 7375 9875 15851 18071 16664 13131 20051 20247 5585 19756 12349 17959 15350 20876 14522 10125 9380
"200781_s_at" 5334 15876 13276 15951 4988 6782 18871 10238 6723 19169 14302 10739 15930 20011 6141 21136 19603
"200782_at" 7287 8310 5159 3361 2474 17662 2213 1244 15995 5463 4064 4598 17672 2651 14428 4014 19290
"200783_s_at" 21368 6927 1851 16436 19879 20246 7561 19687 18933 8338 10080 6222 7441 11492 19871 8817 19701
"200784_s_at" 12358 14820 6598 14214 8355 4513 11598 17055 5047 11098 1866 21342 12757 14978 5956 18723 12196
"200785_s_at" 22000 9377 20763 11541 9768 4541 17005 15780 13388 15800 16761 1073 11220 17411 8164 15076 16058
"200786_at" 2224 9739 834 6952 4048 13530 20574 8186 17936 6683 18038 7159 19324 11539 15171 9443 8305
"200787_s_at" 18013 8878 13510 6093 18715 16995 20546 7408 2156 20166 5109 19049 6844 20214 14201 8271 4742
"200788_s_at" 19166 10512 2474 6940 20719 13999 18680 9530 17633 9414 6802 9765 7743 13431 12185 9518 20787
"200789_at" 4267 16075 12346 6326 19066 13604 19607 4072 16987 1327 7583 19002 5316 10710 13587 5318 19718
"200790_at" 3479 4192 12661 6435 5654 15303 4188 10251 14630 4118 19368 11251 16606 7288 20356 5758 8055
"200791_s_at" 2736 1722 3470 16825 19602 12859 6769 7513 5902 9644 5502 5570 5895 7574 3447 10087 18967
"200792_at" 2367 3634 2473 16534 5624 12854 7334 20045 5016 9553 20456 11222 5507 11617 14542 7702 6900
"200793_s_at" 1745 4297 2776 20639 3548 19339 6691 8656 15887 18948 9661 17724 5625 5869 15639 20661 18151
"200794_x_at" 7735 7378 4758 8461 1048 17532 4790 5189 17541 9500 8391 5650 18677 9506 13750 4839 18996
"200795_at" 16506 19381 4883 17875 8158 6630 10389 10854 8132 14398 21852 155 539 4658 4197 18875 17355
"200796_s_at" 5993 1347 17887 20065 17706 2493 212 51 20948 9767 2100 21494 22268 1329 15595 10486 6772
"200797_s_at" 996 988 3190 16286 21019 20206 1691 1445 5954 8763 4996 4927 19160 13355 11822 6480 19064
"200798_x_at" 13158 1716 19489 5456 5714 18696 1663 711 18986 6224 1843 7718 19715 3179 10841 2839 3184
"200799_at" 2230 908 3499 7099 4620 15603 2225 13160 19698 4159 12495 4678 5515 10947 7870 8016 9034
"200800_s_at" 2670 3285 14866 16386 5117 20358 7693 20597 5993 7030 687 19242 2252 21050 11714 20564 9321
"200801_x_at" 17165 18721 14071 17840 18555 7019 19048 20444 16561 19967 14222 13034 7781 16476 6034 19905 18857
"200802_at" 1946 2130 5123 4149 17551 12810 5708 8851 17161 4815 19476 16698 3486 9738 18258 5804 7941
"200803_s_at" 7190 7872 5371 8791 4100 18595 4066 6787 6784 8163 9422 17287 19531 8045 15746 5137 6477
"200804_at" 4543 7246 14126 17545 17101 14472 5830 6595 14735 7993 11647 17942 6467 11481 11319 8717 8797
"200805_at" 2112 6914 1402 19865 20192 2950 20303 7570 16326 9705 8458 9932 6925 4414 14543 10682 18786
"200806_s_at" 6965 3935 14584 16360 6227 16022 6984 9366 16476 5321 12314 17968 18795 11464 15046 9796 7434
"200807_s_at" 7828 9324 11488 8012 4378 13298 7410 20483 15711 19726 18611 17339 15200 20024 13019 9256 8670
"200808_s_at" 19688 18571 21842 7129 21147 13571 20205 20275 20402 21320 18324 18334 3258 12662 12948 10810 21461
"200809_x_at" 3340 8865 5244 4381 6067 7123 20353 19553 3710 9778 14237 18911 7792 20769 6049 20625 8063
"200810_s_at" 2132 5794 639 5495 18881 2774 2447 1645 6899 4654 1834 7403 1913 6023 4422 2721 7483
"200811_at" 7562 9861 3259 15955 480 2572 1269 388 18070 2482 1740 10467 17559 6653 12681 846 2585
"200812_at" 509 1696 2007 18971 3793 17271 4795 6317 17609 8171 18095 9620 6275 10308 18235 5619 7670
"200813_s_at" 4475 7233 18706 18469 17955 15413 5673 9718 1271 9545 8363 8047 19945 6904 12817 9578 8808
"200814_at" 2840 6680 12143 7470 18101 13801 2713 9839 17309 9360 9696 9531 19848 7246 14075 2140 18872
"200815_s_at" 17593 16765 19733 17076 6459 15661 20706 5704 20878 9965 11259 8735 4675 11244 4222 20438 20901
"200816_s_at" 7959 4600 11670 8952 6211 20118 6247 9034 16531 6429 11577 4022 17971 5778 16041 3573 7362
"200817_x_at" 16978 19039 1712 20188 3485 6986 20434 19936 6610 19883 14234 13044 10664 16492 6047 19515 9404
"200818_at" 2963 7560 4188 7535 5194 2531 6499 19880 15730 6060 11067 11204 16020 12468 14192 6025 18116
"200819_s_at" 5309 9856 4275 7471 5708 6761 19981 9760 15823 19409 14324 17380 5950 14511 6171 20111 19418
"200820_at" 1384 8431 2648 16268 1734 1959 19713 8474 16472 6819 18801 7481 19416 10580 17376 7686 8181
"200821_at" 5475 1179 4663 8708 5378 21915 875 1253 18154 2208 4135 3631 4827 2190 18542 871 6456
"200822_x_at" 13618 15658 4393 7521 4846 18820 20599 21259 16108 9878 10565 19282 7794 13256 17758 10341 19197
"200823_x_at" 2669 9069 1023 19295 1138 2218 7648 9526 6325 19157 10871 9644 15176 21032 6252 9494 18795
"200824_at" 18859 18385 21647 323 16665 4339 9589 8811 16655 2580 3856 11436 16104 2069 11841 19103 1883
"200825_s_at" 17736 17622 11549 1901 17431 2033 3891 8090 2352 4477 5392 18448 1691 11156 3662 1712 8836
"200826_at" 3558 10641 3292 6852 2673 2139 19841 6350 6459 19132 9711 10816 16075 14260 13624 10091 19346
"200827_at" 1726 1588 21258 18213 20812 1429 20456 2204 15205 19921 1868 17748 2129 6937 10497 20532 19390
"200828_s_at" 720 791 13629 8042 18702 20523 19692 8250 19318 19276 19602 18070 21952 11599 15417 10058 7412
"200829_x_at" 14007 8047 12755 7307 1751 14605 4612 19642 17320 4811 18843 5698 17192 8791 19535 4906 9470
"200830_at" 814 1620 3270 17050 16712 15292 4823 3548 19981 6246 9862 7915 4233 11995 3614 8712 19146
"200831_s_at" 3157 3175 18933 18979 21293 14186 19700 19817 449 7149 7462 9793 20352 9997 2585 7155 18114
"200832_s_at" 5123 1800 16564 8966 579 14570 2674 8942 3874 5229 6649 5074 4610 7404 12136 3784 7255
"200833_s_at" 6963 7971 13580 4827 1149 17615 3415 7381 19991 5246 6882 3334 5939 3075 18677 4258 2153
"200834_s_at" 4656 9901 3605 6414 3209 6949 7042 19747 15415 9963 14274 13080 6137 16536 6095 9766 19253
"200835_s_at" 9609 14032 8342 14069 21834 403 21679 20540 1555 4209 18354 19275 20137 10462 17317 5088 9028
"200836_s_at" 17359 10555 20775 8404 19176 17885 7728 21699 18058 22172 22262 20196 4724 1184 20241 596 462
"200837_at" 5453 4875 2170 8933 19950 16474 4802 7656 17971 3780 18108 9974 18161 13044 14362 7731 18177
"200838_at" 2161 2460 4459 5185 2995 13204 1563 276 17508 7399 1062 8326 16191 9778 2780 10478 5574
"200839_s_at" 1194 3784 2357 17703 17707 14506 5025 763 15342 7881 1820 8226 5744 8141 3971 5883 7747
"200840_at" 2575 2521 2666 6926 2864 14146 4867 19519 18754 9753 11826 7522 5694 12380 16721 9140 9204
"200841_s_at" 4553 5479 5355 20242 17631 17037 6195 8023 6774 1692 20628 7968 21525 6491 17532 3908 2482
"200842_s_at" 3577 2433 3915 2522 20552 16011 5499 20265 15719 3803 20223 7184 3936 10309 19425 3010 9599
"200843_s_at" 859 1206 4294 7665 4121 1877 5853 21367 14596 5873 19607 7783 5416 10943 16823 3840 7673
"200844_s_at" 4600 15828 3097 7500 16956 12778 5290 8061 6039 19706 9338 17151 18366 12752 13293 3977 4643
"200845_s_at" 14400 8670 4180 6545 1255 14397 4480 6454 15340 6364 9099 9981 7385 7750 14982 3232 6816
"200846_s_at" 4548 7519 3696 17573 4754 15717 5605 6776 6053 19294 12379 18962 16775 10886 15327 10847 18588
"200847_s_at" 858 2380 2926 18639 281 3056 3247 3532 1643 3782 3922 4814 3809 8649 11318 7608 18372
"200848_at" 19862 18551 16254 3189 20968 16121 565 6095 14530 5908 5626 5277 15530 4721 19196 7919 2982
"200849_s_at" 19495 16831 20058 4699 4292 17805 4379 2948 18772 3837 8382 6031 1046 12139 15085 7515 19271
"200850_s_at" 18516 6868 16464 7022 17355 16035 5612 3686 18512 9505 7634 9121 5603 8251 14857 1986 18945
"200851_s_at" 5700 5054 4930 17084 1147 19838 1643 6705 5460 4105 9062 17035 19216 10467 13180 4229 9364
"200852_x_at" 7116 6871 18976 15976 20556 13888 18758 10040 3728 20846 11896 18676 3452 13151 18206 9740 20892
"200853_at" 5231 8373 15273 4534 4376 2489 5067 9654 4881 9899 10868 8023 18289 13040 15890 10681 9596
"200854_at" 16074 3463 16136 4769 22121 13749 3091 9431 4795 20533 7418 18304 16880 10072 20369 10219 20098
"200855_at" 15768 10190 14138 18985 21901 2702 22104 5342 18516 19879 6585 10202 19946 13618 14988 20774 21451
"200856_x_at" 17486 5323 19188 6362 17680 22023 20106 5128 2688 4285 6731 3215 15524 7449 3707 20453 1993
"200857_s_at" 13433 8585 16181 6598 3969 19575 19863 21165 17014 9699 18589 18655 20893 8342 20221 2277 2248
"200858_s_at" 3035 16355 1592 19971 2175 16205 6941 9983 5514 20274 7802 10785 8002 12974 11815 8616 19263
"200859_x_at" 13398 5770 18237 8329 19893 1870 6164 19819 17266 8285 6864 11324 2786 5368 4119 8166 18226
"200860_s_at" 2862 1639 13195 16708 17523 14283 2732 7161 18691 7157 18644 7250 16998 10643 18608 6035 4923
"200861_at" 13596 4749 13142 5072 16707 17702 2498 5651 16238 21124 20165 17792 21496 5836 17474 9147 2545
"200862_at" 6564 2540 16173 1489 17393 18692 19629 19660 18180 7146 9762 5329 7934 14468 14057 10571 19116
"200863_s_at" 13019 9548 4547 8003 3846 16102 6593 8117 15894 9269 11180 7127 19663 11846 16370 7954 8025
"200864_s_at" 7699 4580 13605 3248 16709 19486 6957 1409 6253 3328 6182 6695 15340 3387 19367 3032 3718
"200865_at" 12545 14973 15286 12229 7258 12086 9736 17079 9187 10455 1659 8931 11499 19865 7713 16983 17242
"200866_s_at" 13318 6556 15816 17716 16772 18780 6882 3410 4961 6179 7333 20716 20829 5297 11323 4476 20544
"200867_at" 1778 2172 12627 6473 2786 14993 5089 5150 17867 8905 10032 19865 5293 7352 2834 5502 6504
"200868_s_at" 5587 5005 14274 4470 5019 16890 3029 2516 4536 19446 11340 10131 20884 7864 12652 7581 7395
"200869_at" 2101 7490 3651 16721 4797 6772 19986 20003 5187 19984 14256 16799 16897 16517 6073 20224 18433
"200870_at" 14502 7170 4545 6256 5289 16733 3434 7045 5156 7584 10065 17376 16338 9140 17130 3936 8574
"200871_s_at" 5699 15920 17437 8040 148 19081 19950 3694 4318 5546 5618 9000 3621 7731 12134 4600 9052
"200872_at" 2537 16149 4199 17662 17282 3358 20175 9631 3802 20535 7712 18443 18595 20493 11273 9102 18399
"200873_s_at" 6395 2688 12297 1566 18278 16396 7569 19946 15631 9720 18908 10788 8058 11670 15738 9975 8219
"200874_s_at" 1073 909 4219 19999 20667 14363 2568 20204 19389 21080 11262 8280 7750 2681 19534 6479 5078
"200875_s_at" 1078 3736 2321 7595 2968 13329 21340 21426 15322 18932 21177 17501 1312 20571 15414 9734 8727
"200876_s_at" 6245 8441 4689 16128 2946 15514 5808 6210 14611 9308 8801 7354 7260 8028 15569 10048 19542
"200877_at" 4672 6707 4098 4806 17500 2482 19529 20602 15176 19517 11739 10309 18923 12783 19923 9737 8602
"200878_at" 6943 2666 20553 20030 19317 1975 1564 630 6442 6112 1024 2890 17846 13363 3423 3243 4175
"200879_s_at" 18657 9686 14874 14852 17614 12470 18442 16011 21055 16762 1220 21117 13012 4594 1506 18917 10536
"200880_at" 1997 2801 3755 6297 16751 16339 3484 20794 18867 3284 11956 4923 15894 4378 20046 7183 5346
"200881_s_at" 2668 5264 4475 7184 18074 16937 19247 19402 17805 19063 10662 10879 18396 10491 16896 10665 18755
"200882_s_at" 1794 4765 1684 16804 16580 2798 20116 7407 5142 7883 7862 5614 3209 12588 3984 8698 7558
"200883_at" 2414 2977 5320 18276 5970 15656 2362 4187 17225 5014 7918 8501 19326 3717 13394 8893 5505
"200884_at" 20307 18027 13075 3326 16686 2931 18681 7730 17216 8142 3616 3837 4744 20311 4348 9330 21765
"200885_at" 6418 15406 2640 21575 21269 14670 18692 2145 19937 2661 3051 5166 7687 4799 19679 3496 18700
"200886_s_at" 3655 7086 1972 17911 16527 1822 5253 10108 15609 9604 10266 10663 18027 14530 15242 8984 19121
"200887_s_at" 17802 6008 2226 4158 18443 16172 3550 5373 18300 5235 7859 7845 6350 3651 12950 1488 7036
"200888_s_at" 1238 16302 3713 16718 5090 3100 18919 10151 6196 5989 11222 10552 7722 13042 4432 20357 9440
"200889_s_at" 13429 8192 4387 2898 4937 12760 1135 1488 6913 2251 3817 6135 17227 942 11909 2457 2595
"200890_s_at" 17096 17368 4628 1590 3424 1808 3059 1352 2797 2111 2595 10765 15547 2377 11021 7673 1833
"200891_s_at" 4300 2365 309 3435 1497 19809 1653 2292 20142 6856 3267 5328 18254 11021 16212 1170 3515
"200892_s_at" 6224 4763 3812 3784 21803 18275 1979 5620 19456 5643 9479 8807 19821 4257 18963 5456 5756
"200893_at" 4691 3090 1967 16649 17752 18167 5003 8655 16697 6310 10167 5864 7107 10272 18403 8131 5590
"200894_s_at" 1132 3094 19237 3922 18258 16220 2017 21956 17871 2959 19473 11091 19910 7507 18354 10610 7196
"200895_s_at" 5747 5952 18199 5268 4413 14943 595 20359 5075 5776 20815 8561 4725 3593 21968 8201 4497
"200896_x_at" 5631 7886 16203 4489 17751 15565 19527 20057 18153 9565 21051 7425 17606 20866 21319 9846 8222
