"inst_993" "inst_1051" "inst_1154" "inst_1213" "inst_1638" "inst_2673" "inst_4437" "inst_5210" "inst_5573" "inst_6172" "inst_6933" "inst_6973"
"206538_at" 9263 13284 5015 10710 6236 6708 21666 10679 8684 9396 11340 9699
"206539_s_at" 8548 5523 14632 7347 10449 16017 12606 10678 1331 6474 11181 7655
"206540_at" 2134 3659 8934 1505 10258 11214 15292 16856 21991 7923 12304 4365
"206541_at" 10342 7639 10933 4924 9571 13402 12029 11481 14582 7983 6068 5417
"206542_s_at" 14437 15180 19507 18997 15194 8339 4204 1651 2612 20730 15211 16313
"206543_at" 2096 9460 3534 348 1489 21137 708 18827 6844 2286 2824 2926
"206544_x_at" 20112 16254 19040 3324 647 8995 3356 17294 2497 19698 717 2226
"206545_at" 11234 5980 13002 4779 11311 15227 11529 11017 13979 8614 11591 2706
"206546_at" 20295 11642 6381 1600 21719 21582 19969 22032 17113 10795 11255 13998
"206547_s_at" 8106 12022 8572 4514 1946 10937 20494 13573 15353 697 12781 11376
"206548_at" 19981 12490 10778 16638 19340 1269 21963 21536 20795 9580 17520 14522
"206549_at" 6433 8094 8517 184 6124 14703 11071 2386 18144 1228 7657 4089
"206550_s_at" 15291 15865 19541 14047 14290 6491 8781 5437 2522 12711 16383 16113
"206551_x_at" 18530 21004 2204 20925 21615 8678 16868 22161 19689 11911 17302 18116
"206552_s_at" 11192 9469 8474 9686 7552 13396 9994 7003 13680 4580 12796 4415
"206553_at" 1310 12494 9046 7952 6435 5364 11278 10068 13349 8052 14307 12157
"206554_x_at" 21829 20360 19492 17040 21974 20412 21896 22224 21942 19193 21353 20058
"206555_s_at" 13312 1469 5608 3247 2292 1712 2320 2169 2790 15747 4245 14084
"206556_at" 6128 7553 8120 11206 6536 20545 11445 9889 10775 8683 13001 6221
"206557_at" 11021 12856 13138 17910 5632 7660 20041 15526 11315 9973 8879 9057
"206558_at" 15788 13490 16573 20726 17254 18585 22072 1468 21445 2539 6934 6509
"206559_x_at" 7764 2193 7098 3637 15092 11907 10918 9420 15956 4476 15452 3752
"206560_s_at" 5371 8640 12630 4961 10964 11779 588 11172 622 11050 6697 5103
"206561_s_at" 108 9320 11756 17295 1663 19524 16272 10748 15874 10757 7465 3032
"206562_s_at" 3949 16525 19544 14443 3290 7895 19177 5254 6925 12209 14845 3787
"206563_s_at" 8433 8115 9651 4884 8950 12699 13480 12428 12298 152 6163 4588
"206564_at" 6204 13288 12758 6687 924 18302 20152 4919 1726 147 2733 14767
"206565_x_at" 16606 13943 5244 21807 21063 2239 20305 2634 21646 14698 18988 1328
"206566_at" 54 407 16211 5006 12860 16328 1533 15734 4428 10355 7259 3862
"206567_s_at" 13782 20083 19751 1495 17998 6553 3976 4712 3649 13724 15817 3632
"206568_at" 5647 6038 14804 10533 9993 14522 11663 13261 12222 7279 11710 6063
"206569_at" 132 13084 4338 19131 7072 7562 2287 11413 1681 18239 9478 10956
"206570_s_at" 6536 10657 9440 6982 1527 5733 19823 12755 6825 10327 13027 10525
"206571_s_at" 19092 17158 17743 16688 20146 4475 17413 4306 8572 9016 18032 21738
"206572_x_at" 17242 19115 21686 2352 16680 17743 18381 5623 3968 9194 2976 18453
"206573_at" 8599 8938 4375 2384 8239 1039 19090 11352 9018 16909 10619 902
"206574_s_at" 126 5217 19417 3397 20021 16539 6130 496 21791 19058 11661 17055
"206575_at" 7871 5822 13592 8371 7868 14353 11652 9289 13845 7877 8766 7011
"206576_s_at" 12335 2855 13486 7376 5628 20754 12370 9058 13837 6921 1940 7484
"206577_at" 11880 11310 10474 11216 8342 13001 553 11898 12287 624 6433 11326
"206578_at" 12508 7163 13468 6004 10497 11447 12589 12895 11180 6558 13710 8790
"206579_at" 8965 10215 10724 785 6329 446 415 7428 2000 12893 9158 9907
"206580_s_at" 6605 13298 13524 13041 1319 18140 20449 2565 20829 10081 6193 11743
"206581_at" 10665 5758 16127 12055 5481 15276 15904 13077 15407 7345 9409 7622
"206582_s_at" 951 13741 13044 10380 9609 12714 21593 18946 20203 6658 13883 9631
"206583_at" 16920 19127 7018 17764 4395 961 15861 5205 7693 15090 2492 19004
"206584_at" 11689 4810 30 16041 11288 797 1731 8640 11965 759 1429 6520
"206585_at" 11890 4606 12839 4204 7088 4940 10171 8431 12704 18731 6646 4856
"206586_at" 7060 12431 829 1238 18825 21393 11334 1557 21913 21712 1307 17226
"206587_at" 443 5067 1808 2793 2921 20426 5632 659 17990 9592 1930 18459
"206588_at" 6162 3469 16120 9396 11785 11240 9808 12732 13740 6284 12718 9314
"206589_at" 14329 4603 2700 5456 10658 8489 9640 13314 992 21501 2095 12838
"206590_x_at" 5392 3727 6626 15546 8346 3193 5001 8648 19248 22090 14014 1457
"206591_at" 6306 4587 11890 4785 2623 17179 9845 13697 8032 297 12371 991
"206592_s_at" 15448 21607 17593 16817 15892 9400 7216 5621 9788 19090 16185 17084
"206593_s_at" 13671 21148 21307 2330 19475 20011 6380 20554 19217 19526 1461 21245
"206594_at" 3007 10522 21653 556 1542 463 4834 4219 1916 18487 13751 20729
"206595_at" 14629 13547 7633 18080 1736 14351 17042 18619 22181 797 7251 15446
"206596_s_at" 10767 4086 16270 10075 899 16085 4400 13321 1958 5635 7174 11400
"206597_at" 12486 8207 7954 7687 5783 1534 11992 13357 17883 8865 13795 3038
"206598_at" 10723 3090 13584 9166 7570 19039 12549 7318 9944 4506 10465 4692
"206599_at" 9044 2551 14989 11151 10569 6862 1431 2530 14659 11446 13202 11891
"206600_s_at" 5775 11306 12897 5679 10704 18850 3593 13900 15750 788 13134 6958
"206601_s_at" 8583 3296 8833 3856 7370 14223 12310 8983 10211 7342 10089 8196
"206602_s_at" 5359 12402 11929 5335 7355 20564 10057 8504 4226 8425 13599 4245
"206603_at" 11450 12565 16462 10195 12654 4446 9804 13608 9230 3977 11451 11396
"206604_at" 8928 9199 10466 5202 10608 13507 18130 14588 21921 8602 13372 16503
"206605_at" 9989 7128 9597 9786 10732 13828 13981 12980 15438 5684 5357 9824
"206606_at" 7603 7667 10937 6465 9116 12420 11500 8979 11822 4656 9485 7685
"206607_at" 12352 11980 5669 548 7651 1332 817 5316 17999 10085 14958 5768
"206608_s_at" 4730 6636 16536 892 10761 13116 13359 6904 3845 9139 9355 7568
"206609_at" 6816 6750 10112 6583 12104 16569 9676 13837 11230 7487 8338 10238
"206610_s_at" 10783 6602 12373 5970 6191 13900 6818 12362 10800 377 9192 7414
"206611_at" 661 3846 5883 9479 119 21229 313 15344 21823 13015 8042 14145
"206612_at" 1670 13657 12780 10425 8007 15583 2344 2398 1455 8306 13924 347
"206613_s_at" 18346 15012 19807 18635 22067 6575 3576 20074 20503 15236 2381 21407
"206614_at" 6193 9335 7881 4726 6666 2830 6815 11775 14031 171 4606 6902
"206615_s_at" 5873 3719 7891 10114 13900 8008 18561 1001 4221 8713 5551 9245
"206616_s_at" 6525 12094 13200 10567 7208 20017 10145 7983 3294 6176 13939 12050
"206617_s_at" 8991 3298 11065 7408 9718 10247 12805 10711 12957 6926 9584 7773
"206618_at" 7205 6468 11121 8431 6679 12790 1881 9683 13318 3671 10096 4442
"206619_at" 9702 6916 11474 6524 8954 14416 13677 9632 12048 6093 9925 8049
"206620_at" 5112 11812 14502 9613 13670 15945 11068 12979 14666 9486 9616 7798
"206621_s_at" 15816 21241 5297 20767 15518 9704 6587 16927 9395 14057 16198 15238
"206622_at" 9985 12874 8319 8892 13655 2699 4983 482 15613 7991 646 9908
"206623_at" 9383 8634 14892 8807 6747 11364 14384 13242 10422 3246 12836 11138
"206624_at" 5297 4235 8180 9645 12195 11455 13220 10749 10681 10263 6448 5047
"206625_at" 1271 10138 8742 5788 13808 553 10692 13244 12735 7338 8013 4289
"206626_x_at" 11955 12455 14348 10998 6815 1183 1026 9042 10773 8125 7807 10787
"206627_s_at" 11714 10278 603 1548 5963 21453 687 9830 3057 2109 7709 9752
"206628_at" 10929 3370 12596 5138 12900 16151 10282 2382 18937 1736 12850 3722
"206629_at" 4937 4650 9632 6792 9442 11630 12022 7063 13219 6188 3528 7255
"206630_at" 7802 8737 7620 10671 9244 13048 11758 11168 12705 11081 10282 11055
"206631_at" 11913 13093 21044 20877 318 20087 20637 16055 18833 20795 12370 12156
"206632_s_at" 21551 15495 5503 20010 16528 16327 15310 17835 8647 11748 20014 21943
"206633_at" 11753 4114 10283 20653 10104 13668 13158 7517 12904 8883 11514 11453
"206634_at" 10736 9613 14027 9167 12611 22234 10326 8124 12045 7060 10573 10645
"206635_at" 7281 12339 20460 14449 13493 12349 21330 702 21003 9279 14502 12742
"206636_at" 21939 16783 7201 18837 5279 10070 7521 14920 9776 11899 15801 14313
"206637_at" 5662 7120 14001 6964 5844 10994 9525 11488 12949 3001 8631 8696
"206638_at" 10058 3898 10330 4094 11867 6569 14285 7532 11043 1840 12968 5999
"206639_x_at" 9128 7777 11228 7705 12402 15702 14243 13502 15251 6235 10679 10184
"206640_x_at" 4764 11645 11442 7729 9469 12988 13616 10796 14158 5737 8846 10223
"206641_at" 2129 9904 7216 15401 7902 19710 16122 1093 20035 2016 811 12753
"206642_at" 5703 10820 7970 9928 6948 6954 10341 13109 14728 7453 6723 10617
"206643_at" 12815 4600 3837 1173 13608 4310 19127 10159 11046 11469 12631 11766
"206644_at" 6965 12712 8227 4200 3134 9647 11943 13250 11107 3659 9284 7495
"206645_s_at" 7189 4550 12745 9445 5832 9970 11250 8702 15565 408 9062 11621
"206646_at" 9529 9573 11198 9235 13202 14745 10604 7199 12950 7995 6883 10587
"206647_at" 8352 8063 8108 9934 12190 13302 10167 12127 15629 3135 7479 9109
"206648_at" 19031 13750 6539 3136 388 2803 15858 18458 7830 11808 8146 9452
"206649_s_at" 1808 1269 3090 13542 3113 6371 6373 1656 7262 22255 3616 18811
"206650_at" 9417 9907 15794 10975 9693 21962 20828 13998 22079 10469 17337 9037
"206651_s_at" 6631 7774 4259 5060 8322 12142 977 1483 14810 12702 7951 4979
"206652_at" 19603 19398 2865 17889 15055 8759 21295 17850 9021 12977 20911 21435
"206653_at" 22031 19268 3870 19857 19746 7008 17323 16315 19297 17125 21126 21634
"206654_s_at" 1485 18948 17704 20951 2546 2960 16048 20118 20216 21986 15518 4176
"206655_s_at" 12906 2422 16350 1046 13419 21949 12870 8210 757 7698 14334 5644
"206656_s_at" 15348 14284 5546 14012 16723 5505 8312 14163 7420 19705 5380 13758
"206657_s_at" 11293 11696 10656 10429 7823 15988 12777 10506 12669 6138 9521 7719
"206658_at" 16238 4349 8702 4254 18309 20788 21101 20023 1994 3785 19762 50
"206659_at" 22152 191 10940 19320 22005 11657 22187 20869 18804 5081 3972 4059
"206660_at" 9027 10925 6166 11105 10488 17049 9574 13410 14022 8784 10925 12089
"206661_at" 61 8916 4178 455 284 8569 18184 14954 68 2698 17310 11939
"206662_at" 2082 15032 6083 19842 2545 4022 1081 4402 2043 10171 693 17128
"206663_at" 10192 12510 12635 12128 5799 11317 11031 7910 15358 1056 9620 8743
"206664_at" 5301 6530 9240 9203 12065 13718 12901 9507 10566 1297 9510 4394
"206665_s_at" 18972 17811 1691 2957 18226 21515 3924 2311 4584 5383 19998 13873
"206666_at" 5197 4057 13781 7072 12710 19120 2734 7496 2626 2301 14430 9582
"206667_s_at" 4181 19777 20421 20279 3295 18408 7587 18202 2564 16575 17266 2452
"206668_s_at" 3727 18918 22177 20574 2791 16490 6291 19142 17822 17150 19971 3087
"206669_at" 12026 12033 14195 2608 7751 20565 3394 2401 2420 10108 117 12663
"206670_s_at" 3321 8989 13969 12522 13113 12863 19066 13738 3107 6311 11231 11069
"206671_at" 6166 10037 8578 8318 9234 9042 10020 1044 1404 1995 11665 3725
"206672_at" 6617 5120 8621 9186 6895 12768 13660 7056 12364 7106 10510 7267
"206673_at" 948 3292 10016 2355 9318 3098 20909 18259 21216 10076 7967 12251
"206674_at" 10729 2563 19595 9979 11594 20852 2312 12948 10998 18251 12924 4873
"206675_s_at" 21569 19032 2463 20174 22078 21548 21590 21777 20254 1870 22018 21927
"206676_at" 8431 3067 11163 3866 9945 13235 10962 9564 13431 2713 9693 9065
"206677_at" 12777 9235 16517 11146 8042 21730 4935 153 5115 12315 87 8533
"206678_at" 4860 10594 16431 7086 7602 13919 12224 8291 12219 5189 14355 6917
"206679_at" 8526 10863 9758 7763 13166 10708 12799 7241 15307 7366 647 12114
"206680_at" 9220 6836 12032 7478 12145 13781 12101 7473 12489 3685 11322 7035
"206681_x_at" 1652 3549 16193 6789 12042 16501 12723 13745 19651 5240 4973 5353
"206682_at" 1820 13152 9318 10494 11114 21622 11277 13507 9978 2572 422 11015
"206683_at" 226 36 13480 12695 28 3877 1354 25 39 8518 19 65
"206684_s_at" 12207 3019 10334 6902 11710 1000 11958 719 12088 9232 11913 5345
"206685_at" 9140 11721 15201 2723 2368 21689 17577 10086 1335 6903 14375 12734
"206686_at" 19129 8389 5212 1232 18107 18954 21087 18147 20308 13472 16299 17623
"206687_s_at" 3666 1298 21122 15511 15106 19726 2248 15426 18841 18274 18653 14884
"206688_s_at" 14558 19217 20536 20869 19359 19983 18008 18864 5445 19007 20123 21887
"206689_x_at" 2277 17417 5543 14896 16641 19305 1228 15500 9304 14055 4860 3955
"206690_at" 10034 4226 15756 4687 11659 15502 3820 8295 13283 4619 12892 10739
"206691_s_at" 325 4213 8222 4911 8384 10683 13529 8527 10729 7293 12674 10974
"206692_at" 7356 5520 10386 3808 11645 8133 10467 7813 15576 5918 12209 4857
"206693_at" 9693 12483 11973 18193 13358 21760 20950 11770 10367 7036 12156 5580
"206694_at" 9799 9372 12694 9695 12002 11021 12269 9800 9899 7397 11127 5435
"206695_x_at" 13525 470 548 14785 14305 18420 15546 2778 1237 20206 18825 15297
"206696_at" 11181 11757 14705 10996 13717 14482 11465 12723 15757 5700 12232 11529
"206697_s_at" 11731 8186 1592 8910 10006 19565 257 12881 17133 11315 14154 8847
"206698_at" 13725 10432 11071 18002 20342 11850 3603 18733 17933 5948 12183 13886
"206699_x_at" 6053 7698 9204 10482 11134 5740 14064 9876 14127 4792 13145 1996
"206700_s_at" 5023 6274 10079 7494 9595 10378 13117 7203 12227 6652 6881 6249
"206701_x_at" 11006 9729 16507 4532 10417 18313 14028 8442 12707 8314 10045 8150
"206702_at" 1997 4503 14535 4659 12350 5173 13538 10586 15392 4672 8017 12438
"206703_at" 10994 8974 12459 1491 3957 22127 5094 10903 21093 8790 373 2258
"206704_at" 44 12096 1239 15560 20292 21911 5419 4928 8591 12541 19590 21008
"206705_at" 7198 11103 11595 8905 13292 15274 10554 13032 15448 6381 12011 413
"206706_at" 6518 8414 9528 10903 919 3983 1285 16799 22111 9186 1025 12715
"206707_x_at" 6262 3077 16176 7908 10535 11126 16705 11575 5790 7882 13851 6292
"206708_at" 6722 13622 21298 2467 13906 6875 7374 19256 16898 9250 9988 841
"206709_x_at" 12209 9220 9975 7028 13646 8484 15072 1232 6459 1807 13955 5693
"206710_s_at" 6837 5063 5661 12864 9108 4894 16771 13424 12717 17980 4427 4334
"206711_at" 12251 10532 15149 4650 9860 20544 12306 10953 14308 5405 13800 10363
"206712_at" 16629 9105 9312 1777 13288 21247 5154 21590 3426 146 5081 20222
"206713_at" 10762 5780 9713 7864 5850 10522 19204 11239 14897 11172 13340 10548
"206714_at" 9815 9082 13909 7107 12474 21248 18503 11395 758 9137 876 593
"206715_at" 8174 5606 2447 3918 7913 1397 11301 9726 12484 2322 6158 8214
"206716_at" 6280 7508 9193 6196 12024 12484 10750 12198 15160 8186 7881 7355
"206717_at" 6134 10848 15350 9294 12343 13466 1338 11415 10251 2521 13873 2151
"206718_at" 7514 6105 15345 7808 10274 12253 14478 10269 7943 6824 13552 8580
"206719_at" 8859 6397 11262 5469 7254 13103 12490 7043 9982 8067 8897 7132
"206720_at" 8733 5581 7936 5232 5924 11227 16067 11325 13451 3770 13033 10720
"206721_at" 9420 12340 11677 6602 13045 20651 13629 5375 11273 9944 7615 10400
"206722_s_at" 15192 19007 19081 21748 15603 3790 16938 21776 9256 12658 1246 17553
"206723_s_at" 21708 13934 12126 11797 17562 8875 20535 19912 19340 12133 18806 18554
"206724_at" 22274 2411 6294 20561 19773 21333 2953 21339 21038 1906 21986 21742
"206725_x_at" 8969 3363 12689 10675 13482 15073 1298 13272 15058 5187 13888 12069
"206726_at" 5850 3880 12933 6780 12479 1354 10644 12063 14483 13276 8122 11112
"206727_at" 7738 6813 11320 6095 10120 12125 5633 9441 14377 7307 9243 7447
"206728_at" 5237 6427 15407 6695 11236 13525 10000 10616 3298 6360 8959 7179
"206729_at" 6240 11334 5089 9567 3494 22106 2300 3676 12764 21831 13525 9529
"206730_at" 10587 12847 16259 9846 6429 12258 13960 7297 15142 7739 7588 3902
"206731_at" 6607 11469 8741 893 2033 12480 2775 2384 9058 5741 786 5582
"206732_at" 773 7239 13329 5293 9250 13656 1021 9781 10074 6210 9847 4731
"206733_at" 546 5141 7820 5697 6475 10538 11850 9841 15239 5925 12129 10842
"206734_at" 21616 20286 17740 20848 17702 19075 19340 18756 6980 21429 4712 4118
"206735_at" 10935 5958 11891 4560 5538 12551 11771 7036 11204 2746 8358 9661
"206736_x_at" 10015 5187 13516 9387 7206 15784 14390 7778 13756 10065 13574 1067
"206737_at" 5453 7189 11500 9778 10366 11228 11718 11927 13509 6634 9422 6478
"206738_at" 11035 8457 8502 3332 6671 19291 11981 16686 19090 7842 18228 3277
"206739_at" 11548 12416 15614 529 3453 13210 20483 1281 21233 3008 7899 12177
"206740_x_at" 6798 3136 8186 7474 10973 13867 14301 3965 7757 6280 10934 179
"206741_at" 8852 3711 11181 8149 13072 11746 13377 11034 12274 5849 6393 7953
"206742_at" 7334 2722 11317 6215 12713 10492 14026 8469 14722 3002 6024 4930
"206743_s_at" 9671 3643 11479 3932 7383 13428 11103 9148 11631 2981 8371 6670
"206744_s_at" 21904 15873 17761 3626 21720 19951 21331 22003 21842 2644 3546 21744
"206745_at" 20839 21716 14786 15150 19783 4521 147 21374 19115 2299 21762 3669
"206746_at" 1642 11993 8980 16204 16149 18385 2034 572 5885 1760 21798 12931
"206747_at" 12401 10170 19435 16948 322 1887 18250 21077 21922 21097 12730 5757
"206748_s_at" 2876 15094 17612 13549 14867 1651 7287 18143 2831 10430 19448 1609
"206749_at" 9207 3127 13888 8885 11373 10445 13217 12408 13522 7417 8435 11610
"206750_at" 1274 5312 12176 10270 12082 1927 132 12721 14842 7024 7531 10627
"206751_s_at" 12282 6128 16333 9739 5596 15071 408 10070 11061 3673 6891 990
"206752_s_at" 15341 11081 21740 20326 21416 21692 4650 17103 22149 11245 18626 18977
"206753_at" 6149 12262 12041 11188 10379 12711 12171 1579 10613 7621 9722 4715
"206754_s_at" 5307 4195 14044 10866 10101 10613 5109 14547 14834 7638 10384 10397
"206755_at" 10319 6950 14448 3075 11956 13350 10648 10459 3988 4883 6818 4918
"206756_at" 19259 4475 8139 21696 20322 21765 20498 19533 20877 9080 21357 20779
"206757_at" 7168 9373 9834 7018 6403 15630 8088 2594 8938 2559 2164 5011
"206758_at" 9665 3033 9710 10301 7042 84 10276 7650 12079 6054 10421 4268
"206759_at" 11665 9711 111 9269 6060 4724 12773 980 10834 19161 12002 11856
"206760_s_at" 6986 2657 6829 5860 6754 4558 13634 9544 14672 22148 9626 7808
"206761_at" 11878 11339 16012 9284 6673 14073 10611 8803 16089 7857 11958 4493
"206762_at" 12228 9284 17014 3651 6372 21772 12940 2767 7168 3483 641 11798
"206763_at" 4809 6533 7745 4074 8501 14084 12138 12812 1380 13857 12208 5090
"206764_x_at" 755 15720 121 2711 20940 5214 3557 4637 3529 12818 2599 2265
"206765_at" 11900 6523 21113 242 10549 12960 210 13114 11218 667 10255 8707
"206766_at" 8633 4879 4489 18101 8308 22006 19321 18844 21764 15825 14262 10780
"206767_at" 297 9188 15490 1209 7211 12117 21672 9913 15783 11152 6269 6755
"206768_at" 11996 11952 8930 6732 7343 15254 8673 11540 11441 3871 12728 10572
"206769_at" 9421 11764 10255 8324 11921 10827 11281 12105 13227 8479 9238 10273
"206770_s_at" 17815 21318 1942 13086 2841 6417 2363 3020 1882 14608 4820 13402
"206771_at" 7539 2940 20008 9461 4922 21770 11698 11668 14284 19181 12310 5057
"206772_at" 1021 6563 19280 6763 11895 2961 16687 13412 15603 11359 10405 10127
"206773_at" 5797 5763 8151 5898 8424 14047 14011 9177 13022 4681 8104 4798
"206774_at" 12885 4807 16689 4457 6724 22012 409 17207 14926 8165 606 86
"206775_at" 8572 8659 7618 10213 4689 14411 14326 10598 10225 2431 6240 5227
"206776_x_at" 5723 3575 14483 8262 9641 19430 14732 217 1971 1394 8073 5304
"206777_s_at" 22212 15663 20829 12226 21212 19381 18316 21623 8959 12127 15510 13861
"206778_at" 8563 6725 11067 6720 5554 14238 11946 9546 10334 6171 7224 7810
"206779_s_at" 2983 7259 7890 7544 8041 15521 19142 11890 15196 3153 13135 8590
"206780_at" 10530 3669 11842 11137 241 1728 1494 1284 19593 12794 14488 836
"206781_at" 9015 11279 8865 4596 7539 10104 69 6184 15069 4771 12684 12590
"206782_s_at" 1062 11458 12634 17817 9519 1365 8826 6175 19238 937 3658 4077
"206783_at" 6247 8454 6167 3359 3016 15509 59 2037 18755 11067 3270 6235
"206784_at" 5606 7488 10892 6172 6053 10659 10528 9526 14104 4956 9565 7759
"206785_s_at" 8750 12346 16130 9452 13753 14065 10124 13094 11280 6732 13446 8560
"206786_at" 4847 6148 12954 9866 9346 10480 12091 10735 13174 3955 8557 6819
"206787_at" 4930 6356 11889 8427 13204 13471 12964 13286 15204 8275 13607 11128
"206788_s_at" 14858 18759 6826 13708 17469 8925 20573 17486 5374 10508 15939 14791
"206789_s_at" 3753 1270 18163 13435 4320 8541 3419 1306 5848 2807 18560 1527
"206790_s_at" 18553 2409 7227 13046 15022 9780 9237 15270 8944 13149 18313 16962
"206791_s_at" 12006 4858 2690 15013 13380 20297 18199 10116 1576 21597 13533 12841
"206792_x_at" 15711 21649 18544 13026 15025 3286 6892 4974 17090 14909 19578 17720
"206793_at" 9419 6182 12326 7915 10694 13164 9588 11434 14048 3897 6884 4799
"206794_at" 11971 12619 9520 9141 12525 423 13331 13143 11252 4326 8446 11919
"206795_at" 10482 10464 14326 10326 12308 13521 12678 7481 13987 608 6982 5053
"206796_at" 1222 11219 7731 9059 5941 14406 9694 11886 15183 3846 11411 11059
"206797_at" 7253 6532 11438 8295 9364 12303 12663 8571 13606 6438 9435 7648
"206798_x_at" 6818 5793 11049 8019 6388 14362 9861 7811 12480 7000 9327 7535
"206799_at" 10417 7396 10877 7702 8761 12750 10899 9378 11984 4450 9052 7281
"206800_at" 12033 3047 15164 8059 12069 15730 11280 7848 13570 7082 9645 11615
"206801_at" 9731 9755 15819 5540 10038 18805 1714 11606 15813 12397 6974 10196
"206802_at" 8202 10413 16546 7418 6327 9072 2095 11045 1185 1421 1422 8406
"206803_at" 5093 7195 8398 6643 9046 11130 11877 8122 10465 3921 9873 8004
"206804_at" 10338 11662 9335 4542 8558 13321 10538 11763 14645 6827 11047 10505
"206805_at" 11130 10733 10302 3004 6685 8631 5698 8494 15141 13458 8979 4297
"206806_at" 7297 8663 8734 9088 10783 14598 13010 8880 6460 3991 11812 9583
"206807_s_at" 1921 8829 9709 6568 12708 490 664 14228 2340 10660 3408 12205
"206808_at" 197 4555 360 5360 67 2139 6343 20322 4761 1773 19580 14307
"206809_s_at" 15881 21369 6145 15429 17142 9170 8574 18981 4250 14397 2895 19900
"206810_at" 3416 11915 16273 1519 12968 19918 1899 6648 12024 10973 2731 3413
"206811_at" 8801 7444 10885 4138 10589 16014 11180 9139 12346 2884 8327 6621
"206812_at" 4944 3137 9316 5909 6541 21798 12747 8408 12889 164 7695 10328
"206813_at" 5370 12543 15122 10530 13117 8684 12405 10005 7524 8231 8370 9175
"206814_at" 7932 8515 14819 13230 7818 2936 1041 12581 13716 4292 11085 4572
"206815_at" 12921 9089 19384 6026 13147 22059 1004 16842 19183 14504 284 15884
"206816_s_at" 6194 9360 8316 2323 882 14032 10323 13506 7910 3114 9670 2818
"206817_x_at" 8017 9354 13769 7484 11743 14670 11466 13687 14701 7829 10052 8157
"206818_s_at" 3199 144 12303 1785 2216 341 19019 18477 6512 20676 4434 12938
"206819_at" 6236 9503 6777 9202 13735 22042 9652 13732 15651 4220 12811 2493
"206820_at" 11446 10986 10584 10328 10817 14586 10570 11497 10089 5701 6283 10434
"206821_x_at" 11590 12534 8660 8099 9516 14028 22040 15237 20502 8009 7625 10836
"206822_s_at" 5025 12528 11594 13126 8292 20856 2407 11929 614 13964 12592 4982
"206823_at" 10593 8125 12549 3820 5753 21944 4986 11943 12341 1096 6207 4318
"206824_at" 5149 8581 8067 6352 13092 13526 9797 12906 11793 7642 9230 9856
"206825_at" 4263 530 4499 59 801 19086 17 119 1964 1104 919 1081
"206826_at" 9031 3143 9054 11343 5906 20408 11367 13164 11365 8181 19466 1777
"206827_s_at" 11331 4160 21785 11480 9662 20835 515 17697 9127 22007 13595 12701
"206828_at" 9756 6478 14061 12116 10412 7119 20562 7539 13635 9415 13440 8739
"206829_x_at" 3554 109 7129 21285 19989 2432 20541 2903 2667 16024 2280 15251
"206830_at" 9073 6222 14236 6464 6245 14828 13274 7072 14808 491 11067 9917
"206831_s_at" 12730 11578 14239 5923 1484 16123 2179 3560 12508 12251 7684 6401
"206832_s_at" 15038 13015 11658 16500 18555 10851 4243 14587 18761 4627 10376 15234
"206833_s_at" 20676 16729 4327 2434 3094 6761 3301 1165 4242 12454 3584 3488
"206834_at" 9611 7603 13882 9435 9153 11537 10389 9486 15010 7375 10870 11953
"206835_at" 12867 11789 16297 10292 9956 998 3908 16841 14694 7445 14497 10744
"206836_at" 9946 5848 13657 9604 13025 10372 13926 8264 2495 8872 9957 11937
"206837_at" 8373 8863 12195 8441 7485 14077 9883 11371 14511 6353 10448 10796
"206838_at" 17891 8972 20358 12512 21356 5580 7258 21651 16984 10309 20427 802
"206839_at" 6398 11790 9992 4609 10881 16179 9183 12072 10748 5546 10857 9367
"206840_at" 4795 7722 9529 8619 12869 11354 10165 12149 12076 3778 6222 10354
"206841_at" 4719 7315 9989 8075 5378 615 10836 9224 11677 10693 8589 6847
"206842_at" 5622 7535 16101 5164 7448 2003 13508 9017 15254 3963 6236 6334
"206843_at" 9554 10296 11082 6157 7614 12147 11326 9504 11831 5460 9499 7703
"206844_at" 9316 3357 9940 8516 10022 13072 11953 8723 11135 3699 8351 6645
"206845_s_at" 21287 18334 21877 21899 18576 19669 17459 14131 7389 12325 17537 21513
"206846_s_at" 21789 1541 6565 14735 16570 18642 2020 18410 19966 9865 21791 20884
"206847_s_at" 1854 8535 10655 2329 12103 15030 22025 8731 1683 5923 1301 4787
"206848_at" 22170 17925 18779 18302 18578 7036 15224 19298 3631 16208 21933 21386
"206849_at" 6589 10239 16454 1682 5912 6023 1060 12354 1623 229 7808 10565
"206850_at" 6077 3378 14470 9670 11248 12116 12093 10359 13873 3044 10126 8218
"206851_at" 11498 5959 14021 9204 11575 14499 11588 7592 14082 6708 13392 4620
"206852_at" 5479 10387 15314 8810 7613 16100 240 8040 13495 3112 8130 10246
"206853_s_at" 4336 18436 2087 12561 2658 3541 4838 2972 2437 17860 2676 3307
"206854_s_at" 18758 13820 4602 19717 17047 1786 7082 4944 3817 18794 17637 16664
"206855_s_at" 21631 21491 4026 20154 22011 3726 17497 20128 21091 20303 21282 20318
"206856_at" 5019 9786 14006 9047 6197 14852 13845 12702 15079 8543 9967 5509
"206857_s_at" 7029 5206 11691 2403 14000 12057 992 2097 1945 7627 12609 2148
"206858_s_at" 14653 1485 7957 21463 467 10972 9039 2175 917 4272 4530 2007
