"inst_993" "inst_1051" "inst_1154" "inst_1213" "inst_1638" "inst_2673" "inst_4437" "inst_5210" "inst_5573" "inst_6172" "inst_6933" "inst_6973"
"200788_s_at" 19056 2197 3853 13522 20234 6534 6526 19353 17313 14779 18747 19770
"200789_at" 13496 21613 6252 19496 4847 7630 4277 14703 8556 19581 17869 20326
"200790_at" 16996 15749 18610 16112 16598 20498 15065 16513 9006 21225 17278 16627
"200791_s_at" 3672 21494 6797 13603 4092 2405 16030 15563 6986 14548 15173 14855
"200792_at" 14328 2380 18705 11730 14794 16776 15342 14550 8257 13609 5292 14747
"200793_s_at" 18910 393 5499 13241 16899 8918 6543 2307 7792 20411 5604 13501
"200794_x_at" 18046 14856 5709 16840 17046 4761 16744 14285 6273 12358 15551 17882
"200795_at" 9047 11997 14057 7789 2527 21531 10455 2282 8447 7137 2253 5823
"200796_s_at" 13712 17265 227 18980 1810 92 276 17240 3022 12076 1095 2779
"200797_s_at" 13746 1500 7330 13791 15155 4866 2805 2731 1639 11651 2136 1225
"200798_x_at" 4246 1809 250 19219 4219 1022 778 6221 1990 11988 4131 2487
"200799_at" 37 11 7746 4 19 10353 14 39 182 5489 16 12
"200800_s_at" 10 3 1 1 4 1 3 5 8 1 6 4
"200801_x_at" 7969 15387 19731 12484 15452 11805 10819 14478 11649 4350 5634 3915
"200802_at" 4548 17112 7118 12035 3051 17038 17681 4775 5018 18630 3836 2742
"200803_s_at" 14777 14443 3987 15905 14056 9103 9100 5349 4723 13695 5889 4157
"200804_at" 14954 18008 6531 16357 3626 7117 14985 6666 9812 13712 16581 13635
"200805_at" 13873 15489 3224 1924 4707 8879 17637 6806 7048 14071 14902 19425
"200806_s_at" 1342 130 222 515 194 379 1102 860 1549 1192 398 455
"200807_s_at" 3316 826 1325 662 1313 7722 7460 3336 11666 4363 1201 1206
"200808_s_at" 18239 20719 20716 16649 21691 16522 19805 16609 18267 15564 14891 20438
"200809_x_at" 7966 14192 18990 3199 14553 11821 15173 16282 9528 4367 14704 3474
"200810_s_at" 16743 15505 7213 19612 14528 9766 15460 3857 4116 19779 16182 17170
"200811_at" 17343 14828 6069 21672 15344 17768 17974 5100 7029 19121 16728 17743
"200812_at" 13360 15392 3344 12536 2068 5177 5506 5891 6667 10843 15436 3270
"200813_s_at" 3874 16058 19848 15829 1764 5038 4761 1270 5069 12527 2999 3715
"200814_at" 4638 2284 4287 17736 14561 5780 9324 18709 5163 20694 3870 17278
"200815_s_at" 13193 2463 21133 18653 18321 4635 19997 15423 16141 19449 19061 18394
"200816_s_at" 3567 21653 17058 14249 4417 6353 7793 2904 2323 9321 1818 13571
"200817_x_at" 7684 16010 11316 3515 15453 11818 10828 9200 11668 4365 15267 3795
"200818_at" 18111 17723 16856 12216 14729 10071 14662 15857 16376 13233 5884 15669
"200819_s_at" 8004 1231 6550 13822 15048 11920 14821 14724 16822 4491 16271 15075
"200820_at" 14185 17918 17027 11776 15739 7331 8438 16426 17424 19051 17257 16357
"200821_at" 17001 19700 2714 19736 4049 1523 4479 4312 2964 20238 4484 13308
"200822_x_at" 17919 17764 20359 13425 18886 7954 16496 17578 15964 12581 16328 17046
"200823_x_at" 13988 13984 18763 12170 3060 7753 15638 15342 16970 4576 5846 13659
"200824_at" 1987 12646 5103 18805 9374 5299 15050 15145 21401 16086 1300 1930
"200825_s_at" 1956 775 21160 12139 15180 2953 2412 3307 1976 20492 126 3114
"200826_at" 4155 2136 19570 14286 17269 16714 16442 14429 18981 13235 16851 14782
"200827_at" 1377 15830 90 12427 733 454 1325 852 822 362 444 2789
"200828_s_at" 13000 15372 2436 16099 4291 4574 6321 17655 9802 13252 18912 14889
"200829_x_at" 15260 17090 5455 13269 3771 4549 5067 4766 6051 14724 3086 4229
"200830_at" 4579 14200 2206 3233 2301 5703 5346 4395 5934 13189 2483 14799
"200831_s_at" 3124 16164 21097 11528 2780 9881 15243 5304 7372 15288 14626 2377
"200832_s_at" 13748 925 17763 15376 5064 6344 8937 5805 5585 15509 3734 4016
"200833_s_at" 18960 16727 2298 18784 2978 4153 8360 15178 9173 17924 15137 19742
"200834_s_at" 7773 14919 17330 3570 15366 11863 10869 14796 11724 4410 15285 13837
"200835_s_at" 802 147 5727 3195 21859 21967 21252 18256 8973 17346 20469 17547
"200836_s_at" 19329 53 21358 13618 21469 22265 7183 19870 2658 1041 19340 16323
"200837_at" 16076 17441 5793 20746 1439 17149 6443 3609 5375 13039 5113 2471
"200838_at" 18733 17711 2921 16890 15099 1976 16143 18209 8636 18876 20165 18441
"200839_s_at" 14532 18616 4412 15341 17444 4311 14542 15053 6760 13514 14903 17021
"200840_at" 16563 981 4862 12739 14229 9693 7151 6857 7228 15204 4709 13872
"200841_s_at" 13114 14047 5051 19118 1510 16307 8087 3234 2168 15170 16943 1975
"200842_s_at" 13261 1990 21043 13699 3092 18564 15048 3809 5328 18207 1926 16563
"200843_s_at" 3217 1223 18117 11790 3468 17003 15217 4080 6213 15203 15290 16406
"200844_s_at" 3715 13827 16872 1523 3505 7325 4995 5128 4924 11785 1922 1587
"200845_s_at" 4113 1331 2919 3682 2494 5165 5469 3464 3112 12997 2488 3112
"200846_s_at" 16335 1127 6813 15409 4794 18030 8161 16668 9585 14000 18861 17291
"200847_s_at" 2788 1560 966 2283 1458 774 3298 1359 3618 9079 2435 2068
"200848_at" 16441 15619 5324 13152 3233 10057 4885 3776 3972 18732 2863 3247
"200849_s_at" 18735 18450 6006 14033 3251 6593 7346 4018 4693 13152 5909 15427
"200850_s_at" 13891 14788 6028 14813 2580 6533 5031 3361 4480 16961 3076 16587
"200851_s_at" 17122 20477 3431 2656 4882 4401 5497 15559 7039 11895 3745 1949
"200852_x_at" 18873 17665 3722 12231 18403 9561 16017 18581 19478 15670 20475 21233
"200853_at" 14366 14261 6082 12781 15702 9777 9254 16108 9720 14270 17045 15072
"200854_at" 15318 19323 5856 14715 3437 7640 17791 16829 5033 22084 5394 17724
"200855_at" 2949 13911 1671 19616 20914 9068 15771 3185 3553 16929 1592 19227
"200856_x_at" 20111 490 19776 19724 15037 6797 7827 716 3642 9001 22074 21913
"200857_s_at" 18912 1787 916 17299 2059 6634 8456 16453 1562 18383 4053 3308
"200858_s_at" 17241 1206 7341 3740 15072 7387 5305 4537 8478 10391 17615 16291
"200859_x_at" 15026 18078 19767 13795 14077 4542 4101 14787 5364 17686 3419 3847
"200860_s_at" 13344 16220 17347 19129 2754 7530 5192 4432 5177 16574 2997 2969
"200861_at" 15446 1467 6136 19949 4439 4659 7088 5453 3212 15638 17695 13701
"200862_at" 20229 20071 20631 3218 14084 7281 6850 19339 17973 19196 15769 19473
"200863_s_at" 15833 15785 3723 13852 14031 7778 15154 16383 8950 14750 5464 13650
"200864_s_at" 16398 21749 1610 18607 3342 2389 3103 4032 1896 16308 15886 3124
"200865_at" 4408 12136 10563 7389 12863 3788 1753 7101 7410 8323 437 11769
"200866_s_at" 13188 2277 6443 13116 3584 6098 17115 4756 4806 14933 3377 14928
"200867_at" 13255 1715 21241 3302 4773 7656 19099 3601 5346 17966 14828 14968
"200868_s_at" 13443 853 19540 16716 14086 3127 6440 5534 5631 12613 4339 14682
"200869_at" 7868 2081 6742 2866 14821 11842 10857 14621 16394 4388 17764 14197
"200870_at" 14998 1121 3574 12282 15804 5774 14558 5072 6792 11679 2977 13657
"200871_s_at" 16361 21868 4568 15897 2191 4994 4979 2576 2768 11398 3924 16541
"200872_at" 13556 15994 2015 2076 15848 2050 10821 16460 18764 9581 4298 13306
"200873_s_at" 3219 14068 6313 12054 3154 6922 8951 4614 5404 11263 15239 3823
"200874_s_at" 20889 2199 4558 1052 4239 17090 7694 6691 6763 16379 21714 21843
"200875_s_at" 18741 17850 18221 13055 19835 16820 19540 14411 20675 17397 18815 19932
"200876_s_at" 14594 849 2826 14022 3062 5996 5842 3118 6150 12534 4326 14786
"200877_at" 2462 14262 619 871 1883 2112 3072 3772 3780 9252 1361 1092
"200878_at" 16727 20717 1720 18210 1432 17296 8254 5536 7365 16962 3825 15785
"200879_s_at" 6678 13378 16386 20144 12312 16101 20692 10075 17846 3404 14363 989
"200880_at" 52 28 9 42 17 12 84 29 28 53 21 19
"200881_s_at" 579 29 11 49 87 15 283 169 222 49 86 124
"200882_s_at" 13071 1649 17192 12229 2903 7019 8382 5363 8273 12376 15387 13852
"200883_at" 17473 16089 4730 3487 3694 6502 17091 5352 7874 16522 18177 15129
"200884_at" 4620 21079 4723 19927 20131 16744 6293 17765 16000 1242 16860 21132
"200885_at" 16758 21147 5626 20572 16139 7600 14830 4105 4828 20363 18770 17316
"200886_s_at" 13369 14857 5072 14119 5047 5256 16545 16474 8539 11179 4758 3073
"200887_s_at" 17066 20294 6236 18741 2753 3762 6391 2796 3432 16295 3448 13043
"200888_s_at" 14750 14429 6596 11508 1952 8933 15435 6809 7688 2823 17306 14182
"200889_s_at" 16233 14373 3765 17934 3320 2520 14602 6109 4730 14216 2150 16856
"200890_s_at" 3369 19265 3887 13099 4433 2032 18745 15569 4434 16076 1260 2572
"200891_s_at" 19663 21990 6685 17397 4528 1062 3020 14570 18115 18317 1894 3473
"200892_s_at" 19166 14111 4871 19741 15462 4529 14909 18274 6701 19268 20055 17123
"200893_at" 18353 1859 4252 15327 16773 6918 16834 17094 9780 15765 18274 17240
"200894_s_at" 1839 1383 120 466 417 102 128 607 554 683 1913 971
"200895_s_at" 1978 133 55 44 252 112 148 755 537 432 1484 403
"200896_x_at" 16578 14205 7202 15783 15346 17631 8941 14317 16650 17553 4630 14256
"200897_s_at" 1596 13863 10602 15535 2991 5240 5071 2996 1725 9995 1174 13781
"200898_s_at" 2736 21456 4785 12788 572 1220 2001 1379 1532 675 1726 1688
"200899_s_at" 13210 14964 18516 3632 1547 4380 5962 3794 4457 12910 15808 2715
"200900_s_at" 15028 19111 3041 1493 15620 17174 19517 5743 16858 11371 17409 15555
"200901_s_at" 18044 20055 3451 17553 15449 9723 17463 14567 17154 12228 17482 18671
"200902_at" 16483 2215 2810 14546 3651 2314 5016 4963 6325 16018 16789 17258
"200903_s_at" 16092 2221 5473 13863 15524 18849 8205 16158 6554 17627 5129 17020
"200904_at" 14077 16579 18678 21377 20535 5645 20847 20159 4941 14546 2233 2393
"200905_x_at" 15757 18499 3327 15124 19661 5910 18299 19902 17509 12109 15912 17684
"200906_s_at" 1720 14360 15048 3215 2161 21211 8280 5197 3856 9793 2790 2765
"200907_s_at" 1886 17032 14356 16689 1559 13975 16081 4717 2700 5513 1763 3853
"200908_s_at" 21687 8998 5768 19800 1269 8893 9321 3467 6870 9064 15036 17929
"200909_s_at" 4166 1610 19101 11473 5171 11878 10881 6841 17089 4428 17702 15261
"200910_at" 3900 2003 5208 1528 3034 2496 3766 3303 4763 2646 4733 3852
"200911_s_at" 21091 21873 1739 13160 21575 2319 16535 21919 22049 10513 22104 21497
"200912_s_at" 3334 15266 3856 1031 1821 3198 3268 3829 1564 11500 1993 2128
"200913_at" 20214 1036 21393 19632 20552 20168 8894 18188 15832 21281 14997 21156
"200914_x_at" 19055 1969 2474 16876 4000 1155 3162 2966 5575 15500 16011 16495
"200915_x_at" 13205 21051 3700 13673 3926 4683 5164 14441 7284 18702 5222 14244
"200916_at" 16054 16721 6762 13328 19044 18464 15315 18528 16285 14396 19032 16712
"200917_s_at" 14413 14845 4124 16706 3119 1059 18085 5002 19028 19322 1550 13143
"200918_s_at" 12962 601 19979 13548 19144 9181 17786 6787 3571 16564 2551 15498
"200919_at" 4159 19058 2854 17345 19862 20254 20761 14701 9310 17559 19457 20587
"200920_s_at" 13404 2073 2252 18756 1327 4814 18450 5305 17363 11896 18419 17801
"200921_s_at" 17884 17674 2715 21114 1758 2697 15655 4793 5671 15029 15729 16275
"200922_at" 3519 18465 4527 14936 15718 4943 17311 6543 17520 19210 5685 18740
"200923_at" 17290 9610 8685 18984 16614 13083 14938 1643 16331 7076 1103 17632
"200924_s_at" 13878 1895 18332 18090 436 7761 5083 2046 1875 21487 2360 1028
"200925_at" 4392 776 17535 2654 4914 9802 14878 6403 16348 11819 5609 14740
"200926_at" 7749 13894 17396 2548 15161 11985 10974 9610 11886 4552 5071 2986
"200927_s_at" 14790 20065 5201 15738 3391 2657 7490 5906 3188 12086 4208 14519
"200928_s_at" 14517 9651 341 8454 9182 4033 18782 1020 1584 11241 14178 12413
"200929_at" 14704 15007 3600 15545 2963 7560 8039 4737 5754 15719 3764 14450
"200930_s_at" 8247 10889 11589 555 10256 14951 15700 8292 15100 16865 11909 4310
"200931_s_at" 3995 15488 3263 13095 14520 2609 6781 4776 3335 12615 15382 16887
"200932_s_at" 13603 17288 5575 3723 17977 8257 19454 5786 2852 9606 5659 3076
"200933_x_at" 4465 14050 7371 3465 4171 11957 10949 14248 11842 4522 16341 14536
"200934_at" 16503 20044 2158 19604 3044 4592 4453 15891 5535 13025 16353 13078
"200935_at" 1537 622 6874 15258 3390 1405 14823 1983 3910 20436 5674 1973
"200936_at" 7751 1417 19815 6221 4144 11962 10955 15484 11851 4527 17374 14892
"200937_s_at" 16338 904 19420 2765 4646 7165 16454 18591 8965 9695 17393 15953
"200938_s_at" 8455 8868 12040 11272 10055 16529 1625 7832 15670 5357 7481 10010
"200939_s_at" 12029 9093 16523 6765 7828 4366 21410 3635 15178 10579 14017 11578
"200940_s_at" 4580 17682 20679 3671 21175 16829 19356 20802 16909 18975 22070 16777
"200941_at" 4380 1185 3135 2002 3105 2999 6801 2375 7251 10334 4316 13909
"200942_s_at" 13389 17006 3159 2996 4103 3179 8699 14144 8104 11502 16097 4234
"200943_at" 14771 21663 3912 19355 1228 2561 7398 4319 5201 16471 5729 3395
"200944_s_at" 4388 458 19045 14967 14882 9306 14959 16451 7272 11683 16071 15303
"200945_s_at" 18432 15576 7535 19763 19551 5687 17062 18024 7442 17551 3257 18834
"200946_x_at" 14154 17324 18728 13869 17069 10169 15037 16677 8071 16016 18584 17885
"200947_s_at" 17809 15218 19095 12339 14710 9497 8994 16974 7101 18188 4711 16296
"200948_at" 16565 19044 17474 17878 15724 4762 9222 14086 16022 16409 16424 13558
"200949_x_at" 13212 1147 16978 3103 15077 17884 8949 6492 16837 4361 16308 13057
"200950_at" 16374 13930 3462 14643 15983 6230 8753 15493 8191 11997 18144 18734
"200951_s_at" 6855 5899 4186 5862 10369 20454 10685 9314 12926 19687 8842 7089
"200952_s_at" 6642 4265 8357 11164 11294 22104 14591 10202 14738 14393 6378 12458
"200953_s_at" 3291 10876 20391 7170 13672 20986 65 7895 15154 21959 12436 9946
"200954_at" 19140 15916 19755 18715 16942 16414 7396 4386 17029 19403 15300 17006
"200955_at" 13034 20551 21357 3164 14318 5561 9006 17737 17380 13944 17679 15027
"200956_s_at" 14447 1666 3841 13824 18985 17977 16338 17824 18991 16278 16286 19305
"200957_s_at" 20038 14766 17781 17291 17519 17644 7811 15107 9266 14902 16339 20018
"200958_s_at" 4302 1710 4788 12875 16460 2388 15394 16806 8147 10874 15431 15505
"200959_at" 17943 16937 18377 11996 16249 5417 14902 21150 21602 14332 20141 18649
"200960_x_at" 17178 15861 20166 15010 17200 9917 14766 15519 16087 13779 17912 18447
"200961_at" 17599 1006 17817 17101 2657 9744 18043 14323 6885 19272 16220 13733
"200962_at" 4183 20697 19146 19526 21291 6262 22062 22025 17623 2452 20113 18276
"200963_x_at" 7768 13974 20189 2834 15215 11987 10978 15095 16332 4554 14637 4116
"200964_at" 13139 17561 21039 13940 18684 18902 4907 16284 18203 16168 5401 16905
"200965_s_at" 17867 16113 14242 17572 16717 11091 6721 5307 18130 8494 20773 19281
"200966_x_at" 3998 1105 5817 11910 4119 6561 8727 3831 7648 10199 5190 3871
"200967_at" 3685 1452 6575 15739 16194 1918 17223 4394 3941 16336 4752 13910
"200968_s_at" 14037 1713 20548 3471 3031 2044 18445 6225 8135 14925 4566 14923
"200969_at" 1091 2495 1721 14738 725 2071 2080 1194 930 11711 302 1375
"200970_s_at" 2278 17169 2502 15892 699 1752 3223 1807 1221 16415 354 854
"200971_s_at" 3833 2322 4799 14321 4004 4171 7555 4333 4027 13012 1156 4101
"200972_at" 18973 20974 5325 13831 16291 4877 5836 16236 8863 18757 16551 19868
"200973_s_at" 19638 19308 1624 15878 17985 20775 15677 21164 9724 15056 18678 15998
"200974_at" 21481 9054 1022 20129 17926 22169 3548 19422 19123 2159 16342 1221
"200975_at" 14921 15319 20604 14369 15607 16390 8170 15182 18070 13794 15707 15824
"200976_s_at" 4440 2201 5262 13862 3151 7552 5439 5980 4769 14985 3913 3997
"200977_s_at" 3453 20491 5427 11993 2630 6531 5460 3653 4244 11622 3387 3454
"200978_at" 15523 14105 5114 15663 3989 7725 6275 16068 7252 13492 4238 14041
"200979_at" 20979 2254 18859 18544 19561 18817 2168 17324 6138 21073 18468 17217
"200980_s_at" 16471 15509 6195 13921 15030 17473 6862 14425 7304 17421 15092 16233
"200981_x_at" 13297 1951 5535 15198 15580 9980 16655 14451 9716 14267 15712 13881
"200982_s_at" 1359 516 681 15607 18146 1102 2301 4499 4171 1250 2759 13490
"200983_x_at" 13708 18236 2781 13873 3064 909 5954 16495 7149 13624 2574 15267
"200984_s_at" 15903 15711 21886 16686 16224 20643 17678 15724 8180 21846 19819 4141
"200985_s_at" 17159 17175 1735 15920 14678 3457 16260 3377 2872 9371 19441 14498
"200986_at" 7219 6913 13914 8918 10929 14117 11362 13422 14002 3803 7515 8125
"200987_x_at" 17825 20915 2656 15433 14997 19723 20527 21267 18483 14586 18254 17081
"200988_s_at" 13654 20514 22040 11720 20260 21122 5945 21615 8364 19150 21441 15742
"200989_at" 14658 15051 3947 17172 3365 1387 6317 3212 2538 13976 1948 3248
"200990_at" 14903 17780 21658 13502 14765 18428 5917 19945 18268 18780 17095 18591
"200991_s_at" 15153 19962 20690 19392 16111 16487 14807 3999 6031 17833 4060 14825
"200992_at" 13012 847 4517 13957 2496 17129 5276 4619 3431 15917 3508 4210
"200993_at" 14179 650 6323 13544 2223 8252 5073 4138 3163 16560 3352 13749
"200994_at" 15241 509 5896 15631 15951 6089 6296 4678 6002 19475 4863 17963
"200995_at" 15387 19675 6238 15337 2509 4511 9233 4125 3198 19302 14822 13337
"200996_at" 15374 1322 4851 17121 16132 5798 14581 6093 8258 15945 15643 15908
"200997_at" 18611 528 1814 18158 14992 10136 8764 17555 17930 20064 15770 18863
"200998_s_at" 18010 18469 4853 12823 16023 7126 16760 17462 6093 17313 5625 14697
"200999_s_at" 15455 2094 18550 11689 14780 2038 3892 16892 18009 11205 659 19142
"201000_at" 4481 658 17711 13236 2461 18543 16307 3292 5363 15739 2157 3353
"201001_s_at" 17199 15590 7141 14796 14511 6063 14659 15623 15987 17474 18271 16191
"201002_s_at" 15013 14138 6245 15297 18374 8418 16911 18855 16568 17484 18478 19511
"201003_x_at" 20286 19369 3729 12097 15562 8885 16609 6854 6203 18802 15106 14143
"201004_at" 14340 17008 6583 14874 5004 9172 9074 5628 7472 16798 16154 13643
"201005_at" 16801 15589 16228 16725 16255 19307 18404 17326 16616 17189 15887 17977
"201006_at" 5878 10912 8348 12409 1921 21620 21832 13199 8687 2171 1586 12520
"201007_at" 14779 14821 17092 17222 4728 17976 16289 15813 7413 16030 15000 18523
"201008_s_at" 1028 354 860 1355 42 974 18343 2203 824 10717 1757 1945
"201009_s_at" 2528 63 2028 3729 338 1838 16742 693 676 11159 2127 1219
"201010_s_at" 1545 2059 1769 13020 133 1626 8104 649 431 12003 656 342
"201011_at" 14746 912 4513 16484 14239 4998 16172 18781 6154 17537 3130 17096
"201012_at" 1409 214 520 2716 571 153 3025 394 1336 1039 18152 586
"201013_s_at" 15923 20682 17187 16038 16276 7103 5540 6646 6355 16612 14715 15278
"201014_s_at" 15537 18926 17508 14587 16872 16554 8912 18396 9518 18254 19281 17140
"201015_s_at" 18322 14340 21833 16578 20023 5308 15250 17180 20019 20654 15045 18750
"201016_at" 19305 16245 6064 20055 18133 6835 16664 16308 8402 20533 18975 18563
"201017_at" 20843 21584 18933 16846 4427 18310 8179 15826 5007 18339 17629 19717
"201018_at" 18110 22114 6866 17191 14713 9962 8736 16285 2913 20708 3541 18364
"201019_s_at" 20638 16600 2111 18093 4137 4785 5226 5270 5968 18238 18192 18249
"201020_at" 20600 15273 19965 21729 21142 17018 21696 21186 20306 16723 21843 21976
"201021_s_at" 16363 14524 5075 12341 4273 4803 7167 17040 9277 14434 15334 3925
"201022_s_at" 13672 1672 5331 13781 14751 8047 14518 14056 8358 17038 5733 14986
"201023_at" 4383 1289 3339 20486 794 4411 8258 1164 848 12206 1516 2390
"201024_x_at" 18444 16728 4572 11887 16568 16543 6800 16452 18241 15812 19690 16994
"201025_at" 20462 19338 7390 16784 2974 17190 7310 15453 7849 19438 17150 15150
"201026_at" 21486 15653 19456 21036 20112 5168 20423 18500 9251 21674 22096 17958
"201027_s_at" 17252 18452 21467 3326 15469 16648 16336 14099 16202 16820 18378 21250
"201028_s_at" 15640 14418 17209 14866 15905 9981 5514 14772 16424 12687 19208 4197
"201029_s_at" 16340 15604 6976 12664 16226 17195 14499 4311 5810 9962 15151 14509
"201030_x_at" 5313 12779 17388 12887 8134 11807 8119 12890 13557 9614 8485 4455
"201031_s_at" 15670 737 5942 17000 4622 3598 15239 4797 5210 13126 5518 16631
"201032_at" 15941 1454 19399 16774 15714 8434 6901 3774 4030 17866 5281 3810
"201033_x_at" 7694 2456 18641 2964 16475 11804 10818 14686 11648 4349 5751 2993
"201034_at" 18067 20789 1657 17310 15448 3260 4431 16296 9722 17903 20799 16054
"201035_s_at" 15559 19637 6666 2627 20977 9724 19624 20862 16567 19454 16679 21319
"201036_s_at" 18679 17085 4856 18803 16138 3609 3629 16679 5056 16192 5382 19369
"201037_at" 15167 19178 7108 15811 17652 19512 17928 17734 9580 18825 16838 15950
"201038_s_at" 21507 14565 4989 21159 16551 6512 15602 3479 6766 19790 3768 15560
"201039_s_at" 16365 16567 6023 13793 15738 19081 14947 18108 7724 15970 19949 14058
"201040_at" 16396 15435 17069 13714 20932 7284 16874 19228 8810 13498 16474 16993
