"inst_201" "inst_446" "inst_564" "inst_1011" "inst_1069" "inst_1172" "inst_1231" "inst_1656" "inst_2691" "inst_4455" "inst_5228" "inst_5591" "inst_6190" "inst_6948" "inst_6990"
"205744_at" 21347 5810 5098 20873 1597 11811 3873 1696 21417 2774 3254 20803 20904 14398 17394
"205745_x_at" 5349 4776 2634 782 618 1126 3541 991 1077 2163 426 3266 1236 1731 1535
"205746_s_at" 1727 1205 13189 455 298 241 2742 459 4042 20817 574 62 3894 10550 3762
"205747_at" 15148 13490 17154 14853 11357 6815 9374 9453 12245 10106 14053 6550 9524 11819 11186
"205748_s_at" 2500 22092 22054 2155 308 5583 2035 1897 17802 17895 1534 13887 20605 20125 2020
"205749_at" 2224 17086 1781 22206 16006 13123 22262 2117 11808 187 2655 18281 10988 154 562
"205750_at" 1409 21383 19813 6662 19524 1162 21626 4444 21152 20195 5085 12943 7519 5955 7223
"205751_at" 10633 12523 10275 10619 12840 7362 4350 13448 7602 8169 10716 6664 15617 9086 14004
"205752_s_at" 4045 6036 579 14770 12458 15134 15160 12127 8862 7538 14134 20605 11509 14777 15924
"205753_at" 10678 9333 15659 15478 15005 15053 11779 12382 15058 747 14815 4610 16095 13024 15726
"205754_at" 14059 11964 15041 9257 9270 12857 10832 7797 12462 10355 13070 7238 12791 8420 11155
"205755_at" 19002 5514 14643 14797 4953 14209 7591 12424 9491 13015 15349 9954 12325 13537 12360
"205756_s_at" 1187 18191 5636 1206 2815 1444 5858 16792 19313 8299 7136 11846 16846 618 1572
"205757_at" 18054 18542 6258 21945 18714 15440 8517 4099 22106 4284 19855 17887 3606 17116 18675
"205758_at" 18928 22232 17613 9597 7734 9811 10439 10661 12018 8580 3283 10485 11347 10026 9377
"205759_s_at" 8117 17269 1772 20422 3103 798 18697 17986 13433 18742 21618 20238 18842 22032 21506
"205760_s_at" 4218 14660 14739 20213 18842 22114 18560 20806 6623 7106 2987 22244 19932 19343 18916
"205761_s_at" 3124 2714 1367 4133 208 5104 14343 1907 18770 15524 19266 12788 19168 1874 3800
"205762_s_at" 10842 1354 14284 20279 1114 1909 15944 15391 18412 2325 2938 17048 14980 5533 21818
"205763_s_at" 4966 16546 4876 17365 18225 20120 18974 5321 19309 15032 18122 14778 21343 18442 18005
"205764_at" 12619 9249 15318 14091 6093 8245 8201 11875 16278 12495 11514 3566 14451 12668 14449
"205765_at" 15126 13108 16455 7919 5462 9719 7991 6319 10214 9387 16085 1864 14381 16033 9839
"205766_at" 14070 13803 16950 9198 10280 10025 8503 9313 10354 11835 13067 6403 8981 10835 10276
"205767_at" 14502 12714 13090 13729 10523 12202 12827 5842 9098 6225 13634 10000 10068 13394 12308
"205768_s_at" 4207 8137 12020 5803 1912 21783 4102 16651 18936 1142 5878 20336 21954 2518 17536
"205769_at" 17882 2310 9105 3149 1544 19448 20212 2923 15918 4823 6186 18980 22062 7654 16651
"205770_at" 4555 123 894 1883 1909 85 275 713 325 6041 1224 2178 375 6635 1519
"205771_s_at" 8375 20789 15308 3700 6614 8004 16210 21510 8544 17658 19922 17608 21395 10377 357
"205772_s_at" 11023 17920 14424 15252 8656 11166 8319 13376 14587 1849 16149 10351 4455 16598 15747
"205773_at" 15413 13800 13922 11145 6958 13006 4237 8065 166 2344 872 2313 2715 3722 8869
"205774_at" 21998 14234 20118 16220 21054 19159 14777 21355 4346 3971 21616 21746 21532 20873 21381
"205775_at" 17159 3997 2579 19735 20767 5420 16014 5060 2712 14708 1871 19993 711 21957 234
"205776_at" 19409 22066 8744 1189 8017 4586 18703 14252 8809 13921 22116 13484 5703 15431 5776
"205777_at" 1937 14464 8274 18606 7031 13179 1521 9625 12741 2451 13222 1425 14103 804 5083
"205778_at" 11647 20582 13433 15072 7591 12750 16849 9733 1485 18981 15449 6355 16826 6439 9925
"205779_at" 14101 9810 8060 7511 9728 9612 8091 7905 10221 6135 10610 7757 9621 15828 14734
"205780_at" 22221 13234 17254 18199 2016 2399 21698 3784 400 17936 2554 2417 15665 2788 18437
"205781_at" 17498 18136 16762 1425 8694 15143 12171 8161 12757 7542 2411 3968 1940 2366 9688
"205782_at" 12930 13166 9629 10238 8471 11725 10108 10356 11395 10372 16445 6875 10232 11504 9792
"205783_at" 6850 18872 4075 15698 6167 498 13467 7893 12014 2061 15223 4948 3164 7577 1963
"205784_x_at" 14663 11340 16024 7829 15382 6912 4493 1084 13338 20783 11113 17375 14228 19233 16119
"205785_at" 3377 17103 2966 14388 5809 9448 7862 8033 9414 399 1422 9557 7868 8368 15866
"205786_s_at" 1561 9371 13033 10165 12493 2584 9492 7755 2709 12788 10973 7873 15707 12350 11694
"205787_x_at" 5184 6441 19689 2880 16466 17530 4365 3094 1461 5684 1273 13220 6296 8210 18396
"205788_s_at" 20259 6784 2742 4633 4035 3848 4410 4202 4151 7589 17273 14101 4397 6214 6073
"205789_at" 8960 12951 9431 14656 10349 22176 6964 8625 21938 12598 10411 8280 22227 13126 8335
"205790_at" 6881 18253 1348 14830 11467 6338 10758 961 12859 20719 16460 5797 17731 16223 15597
"205791_x_at" 13021 13543 11142 1173 4887 3237 14908 7796 2605 3842 703 675 4997 15789 8481
"205792_at" 2078 10111 10574 19752 21274 12901 9017 21572 12829 12379 9608 19039 11902 8078 19686
"205793_x_at" 22152 33 2370 142 10833 14867 1826 18091 21785 6203 8342 20741 820 1343 1024
"205794_s_at" 1356 6414 15071 15444 9896 7410 1833 14024 10169 15941 4816 5754 14241 9492 15692
"205795_at" 13414 12387 13788 11117 9949 7946 169 8879 12863 22090 12157 6047 10494 11088 10516
"205796_at" 1892 2930 13271 18206 15953 2440 6088 15093 5014 17521 20228 15596 18798 846 17115
"205797_s_at" 2753 195 18500 18155 6389 8515 4456 317 15974 130 20140 16299 18235 1768 1414
"205798_at" 22204 2454 12593 13949 8839 2756 65 9146 993 4548 15510 9457 383 14394 14522
"205799_s_at" 14756 15662 11202 11604 15799 18171 5095 19934 2275 20936 8860 3078 3714 2754 13426
"205800_at" 12761 12280 13910 8358 11470 9054 9692 8651 14501 10303 12528 6506 11066 12320 11670
"205801_s_at" 12539 11042 13505 10549 7343 13983 9646 9172 10334 9946 12034 6685 12098 10492 10163
"205802_at" 5181 344 17271 1617 3007 9150 22144 1610 9059 14931 4631 19167 10172 3398 18884
"205803_s_at" 3135 18621 6571 1841 16447 7858 15452 4048 3221 3617 17439 11867 9324 3653 4612
"205804_s_at" 14050 10948 13398 14754 6420 21058 11031 12168 17596 11589 15977 8371 5244 13156 7696
"205805_s_at" 14784 20951 21029 6352 11441 12114 1507 6792 13835 6404 15228 5107 9263 4616 6278
"205806_at" 7878 2424 4602 676 11341 12612 8442 412 13564 3134 154 11828 12410 1027 1086
"205807_s_at" 6068 2446 1364 743 550 328 210 1019 91 1346 7270 11121 16145 302 1946
"205808_at" 13737 14681 9294 4724 7801 9365 14122 2725 21359 20437 20495 16136 752 16764 1936
"205809_s_at" 17305 1029 20695 17135 15883 19986 16518 3089 2715 1593 18948 18851 4615 20106 7444
"205810_s_at" 22203 10061 17743 18123 13453 10722 10350 6239 10243 10589 13782 9806 11106 16334 15158
"205811_at" 4689 767 5004 20527 20359 21553 20887 19937 20954 14200 5151 18511 20331 17094 20987
"205812_s_at" 7442 5161 3467 16309 4467 3895 15773 16365 4573 7402 8580 12285 15143 6122 7066
"205813_s_at" 11094 9808 10271 11234 10343 10416 11740 9376 9181 12888 14671 4556 11164 10951 10380
"205814_at" 2245 1551 17265 9123 7680 13689 8301 12513 11850 11608 11542 805 12522 12803 13551
"205815_at" 7107 3206 15253 10721 10074 10222 8828 9184 13631 12970 11874 5724 10721 9804 10766
"205816_at" 12910 12484 4112 8454 8510 15085 10558 7969 10741 19807 16133 8553 12207 15034 11497
"205817_at" 10655 6646 7564 19717 15815 11651 67 4595 700 16845 7466 20900 13048 13265 16177
"205818_at" 11852 457 14606 13946 15647 7740 10126 9860 21342 2062 14667 1529 5258 9933 1091
"205819_at" 13201 10109 10927 13703 13933 7179 12109 11704 3506 9286 14316 7022 12819 9610 10783
"205820_s_at" 14971 13472 17406 10397 8832 6651 10815 10313 10303 9975 11353 7210 11200 10946 12133
"205821_at" 7493 135 15555 13542 9700 7990 11714 7360 13081 10708 14138 5195 2890 12717 10292
"205822_s_at" 21592 7120 4944 159 242 459 985 632 216 3051 1449 599 4252 5288 122
"205823_at" 8688 507 11092 17735 13315 8336 7840 17538 1777 5598 20841 10782 4535 17979 8470
"205824_at" 14977 12156 12494 14439 6011 13076 9622 7427 13998 12680 12734 4668 14583 11976 13968
"205825_at" 12362 10735 15694 13466 8381 14260 12628 10342 13111 13256 15497 8128 13222 11354 12505
"205826_at" 10220 15044 14481 11226 9117 12822 6804 8698 10583 12756 10329 9979 13526 10748 12305
"205827_at" 15523 12842 11622 8735 9430 6723 7253 11613 14017 8856 13330 4430 12221 12389 13369
"205828_at" 11632 17912 9843 14438 7116 15144 254 11638 3261 728 21373 18034 21228 12824 8157
"205829_at" 15189 13883 8914 2562 11486 14323 9497 15576 9291 18244 20328 15607 15396 20309 18920
"205830_at" 10371 4331 15768 934 6701 6633 1165 6205 32 15096 145 3767 2443 330 8396
"205831_at" 4694 255 10800 14308 5855 13508 8036 11096 14373 17227 11745 2801 12386 14385 15250
"205832_at" 7172 3173 12140 9873 4924 11780 19712 5387 1346 15844 17991 15210 18517 9659 900
"205833_s_at" 1306 13723 12508 8793 11038 7075 11583 6629 10316 11435 16444 4520 14609 9955 9225
"205834_s_at" 4847 14424 1909 15834 14800 15417 11268 14172 8775 12103 9834 5373 12557 14861 15683
"205835_s_at" 14414 1530 17233 22041 7735 7842 2133 1956 1994 19923 7392 12540 1396 3719 5545
"205836_s_at" 6976 15021 12218 3817 16952 4229 1989 5323 17319 20815 4733 20329 7571 2780 20138
"205837_s_at" 12685 11306 13757 7712 9921 10257 9554 8822 11855 10167 12526 5544 10666 12316 11666
"205838_at" 10972 9515 13931 7612 6201 16050 16130 11453 3968 20337 1695 12600 259 9888 15101
"205839_s_at" 9153 14101 10103 12993 15110 17413 17244 7332 22133 1646 11117 8038 18277 16594 11207
"205840_x_at" 11547 7941 13262 7666 7119 11299 8416 7536 15010 9275 15966 9238 1623 10595 9733
"205841_at" 9150 10497 14469 20769 14859 21806 16394 16778 17465 22171 8921 18376 8297 18083 12282
"205842_s_at" 4325 21291 15027 22180 21544 18116 22021 22232 19081 22010 21078 21248 8626 21742 22264
"205843_x_at" 10296 12987 3728 1362 15153 7635 10154 13211 17918 10861 14321 2929 12520 13614 13829
"205844_at" 9108 7706 7988 11713 14541 14129 20449 12632 17982 6487 16667 691 18237 10391 12982
"205845_at" 2244 9029 10907 3578 5736 10473 9595 10390 9146 8913 16824 9826 11143 6230 14571
"205846_at" 9130 12957 17583 9872 15420 15206 13967 7706 19498 13777 11615 5185 2045 8804 13270
"205847_at" 1632 3647 13226 1607 1785 14658 20651 18354 11995 2314 605 13697 2282 19502 7271
"205848_at" 14092 11655 11566 9619 4954 7781 9868 11724 15685 21098 2331 19542 15595 8507 13793
"205849_s_at" 525 6064 22175 17957 18930 17677 15857 16185 7315 5733 7091 4280 4722 4888 4027
"205850_s_at" 10245 16125 2842 7553 8968 6612 8121 11030 11486 6282 9991 4944 10906 11614 10977
"205851_at" 8320 5021 21830 19509 16155 21579 14074 20685 6594 1871 1548 16992 15502 969 5805
"205852_at" 12244 11251 13719 15266 6929 7078 10463 3061 13048 934 11005 5022 4591 15712 12833
"205853_at" 13212 9670 8854 7989 6477 12356 11080 8701 3475 12396 11292 8119 1279 15810 8307
"205854_at" 15607 14980 6662 2945 1044 684 14325 16718 909 2771 1851 10982 2768 4015 2795
"205855_at" 67 159 15013 12906 6832 2416 18008 10594 2984 1947 762 20778 5871 10265 2029
"205856_at" 12963 12232 7975 15732 7321 9416 9326 10184 9239 16355 13977 7323 10991 14116 7846
"205857_at" 10303 16897 8879 13901 13321 14342 8383 7387 16933 1131 15503 7823 13316 15894 8125
"205858_at" 13062 12010 10084 4888 14430 9368 8959 10346 13164 11502 9960 8793 9403 8685 12581
"205859_at" 4239 1667 15295 8212 14432 20497 13911 811 19609 21399 21487 8229 17197 12952 1090
"205860_x_at" 13308 7658 16209 9255 9092 12032 6568 10605 11086 12806 15789 6535 9036 14932 11432
"205861_at" 11305 5546 17469 2117 7484 9451 11671 5129 13956 9330 12778 149 13445 14649 13434
"205862_at" 7597 11081 4425 22119 22059 6999 12584 21673 13896 12489 17866 20425 13335 21380 19584
"205863_at" 1257 908 831 11375 5239 20032 12227 7318 2850 12605 13214 9353 17201 13078 14777
"205864_at" 327 1900 5981 13942 12389 12570 11933 6152 6269 12857 9726 10077 15487 13871 810
"205865_at" 8148 16126 11702 17901 21415 16024 18700 16161 17413 2679 18820 17985 8081 21703 21437
"205866_at" 9390 9767 5796 10546 11460 11018 13131 6173 13336 11924 14676 5062 13564 14509 14338
"205867_at" 10825 21008 16606 6677 12241 601 253 7071 19093 21467 2665 137 8258 16176 53
"205868_s_at" 21974 4253 11983 16470 16712 6292 20226 20493 21244 6290 3650 18268 5575 1229 589
"205869_at" 11373 13652 14054 10733 10342 7806 10409 11306 12093 10548 14402 6928 11185 13056 10557
"205870_at" 13058 10311 10735 7540 10617 6562 10707 7568 9617 11801 14267 6760 11892 14829 8236
"205871_at" 10968 13308 18072 2745 3710 6220 409 18386 4081 1960 7004 15651 16874 21855 181
"205872_x_at" 11361 10540 8576 16033 5019 7663 10731 12556 6336 12865 20384 427 261 19847 13658
"205873_at" 2789 3325 1220 2474 16023 6075 4330 18842 4085 2879 21429 4341 20485 7023 19623
"205874_at" 14824 8449 10438 12535 10775 14334 8270 14112 9058 817 10390 9831 10801 15672 15641
"205875_s_at" 12161 10493 9455 12897 15300 1449 15286 10668 6754 21567 13754 9007 1276 9425 7975
"205876_at" 9911 21253 13074 9329 6964 9979 2480 7692 13460 16278 9319 9619 14340 14002 14647
"205877_s_at" 193 21876 902 20896 7259 9438 3841 14381 7984 22211 14409 13277 18329 7918 847
"205878_at" 9443 8496 12430 9706 4907 15135 8404 14104 2989 13318 10766 8817 7116 15971 1971
"205879_x_at" 8600 398 16792 18760 16054 5181 8046 21262 20703 1887 19541 19356 7602 18570 20638
"205880_at" 8123 16392 10723 15052 6283 11442 277 7829 9168 4893 10239 692 13917 16015 8572
"205881_at" 16577 21361 10942 17456 2480 20906 737 20800 22050 6326 2135 4053 21975 639 828
"205882_x_at" 8322 16156 7002 19213 17861 3853 21194 17718 7423 7359 8705 12255 2124 20158 21849
"205883_at" 2365 22001 15008 12933 10059 9651 6784 11126 13791 11935 15403 9222 9978 14717 8663
"205884_at" 10239 10414 14037 9121 15392 21709 7092 11029 22203 4088 10475 7708 21332 16111 15893
"205885_s_at" 14634 13021 11923 8110 14881 21895 13328 11570 21990 11022 10889 4836 20887 10357 9043
"205886_at" 6154 1705 10694 14248 5290 6582 6709 13081 13684 12845 9883 4598 9373 10721 10171
"205887_x_at" 3872 14690 251 21204 20064 5885 14611 21372 16561 20468 18966 21981 6145 2673 21883
"205888_s_at" 2629 2651 15975 21172 12588 7600 6628 18721 15152 11008 19454 19816 14347 12674 16987
"205889_s_at" 11746 7660 9955 15258 6443 10375 12137 10053 13606 8988 16049 8852 11831 12865 13756
"205890_s_at" 10714 13836 10918 15749 10331 7300 11574 10586 11139 10523 9892 8641 11829 11759 12270
"205891_at" 20154 3396 2410 3193 384 4794 21313 3369 16210 15517 21422 19466 4459 17195 4790
"205892_s_at" 11936 11488 14434 9231 9027 9790 8150 8000 13525 10707 14394 9454 12896 14982 14250
"205893_at" 10458 12901 9665 16162 13785 14454 2857 7813 21245 1681 20351 13148 16148 2359 12832
"205894_at" 4064 15894 5627 8235 13374 11663 11742 8143 4519 10588 10980 7182 12570 15329 6551
"205895_s_at" 7836 5906 7113 17077 16336 19937 3610 20740 20548 7055 19721 20255 21917 17942 20252
"205896_at" 5258 17723 18092 16742 8171 22019 5423 15234 21361 4735 2108 21540 18521 9584 307
"205897_at" 21218 19540 11854 13473 13432 14398 12065 6545 9408 12285 14032 2614 14415 11639 11009
"205898_at" 18378 13250 12507 9185 14256 19404 12826 6416 21375 8781 11232 8272 17271 15133 8539
"205899_at" 14419 1016 7820 13889 10281 19575 21302 10086 19556 4418 15595 9683 19363 11128 9625
"205900_at" 18553 1192 11956 8412 8885 8107 7094 11634 11314 9779 10303 10108 11776 13427 9000
"205901_at" 9471 5805 17292 8329 9692 22012 9133 5582 8854 10008 12172 4799 3054 11122 10546
"205902_at" 12686 11307 13759 10704 9922 6687 9183 8156 13023 11993 11252 5059 10218 12055 11402
"205903_s_at" 13162 9741 13592 9711 9702 9209 8643 11375 12444 10011 11227 6056 9087 11134 10554
"205904_at" 2887 20483 7365 1981 783 1859 485 2627 4320 4549 7400 12936 2156 1495 3625
"205905_s_at" 2991 3857 1698 2481 1580 446 1205 3158 4202 5256 1894 2410 7464 3312 2039
"205906_at" 12049 13442 10101 8268 11580 12457 9532 13087 13099 10278 14147 8325 9167 15895 11358
"205907_s_at" 11787 12425 9527 11688 7790 18908 10551 10230 21692 14608 13668 37 19874 10382 14575
"205908_s_at" 9253 9172 8346 12819 14037 19577 12132 5908 21953 9155 11529 2422 19569 15822 15905
"205909_at" 21390 14589 20742 21641 21571 20702 20565 22049 19698 18685 20750 20895 17851 21445 21584
"205910_s_at" 11269 11989 13865 14234 10058 18397 2432 9804 17973 20762 10409 1507 2922 8581 13239
"205911_at" 6550 4813 7570 12404 14163 14372 10954 7916 10215 19968 15141 10191 17452 15861 12574
"205912_at" 15310 11434 10032 11520 5720 8078 13085 11031 13887 8855 14197 8051 9750 10421 14196
"205913_at" 9599 11671 15882 13708 8945 9043 9158 8934 11580 11063 12113 8802 9666 8788 10421
"205914_s_at" 13767 9933 10243 10616 9365 11307 9023 9229 10648 10133 12436 6711 9041 12052 13421
"205915_x_at" 20914 9168 6408 13306 6830 6725 11239 8362 13301 9866 13365 1164 11721 15014 2586
"205916_at" 11320 12834 13554 10448 9640 10347 9804 11402 12566 10210 3026 20 10958 21315 16008
"205917_at" 15695 1194 21347 10658 12261 3245 15141 7140 3122 2008 10506 4706 20210 11911 12734
"205918_at" 13854 10108 13923 8809 14325 12160 7772 7064 11831 14494 14007 6895 12284 15551 10305
"205919_at" 18739 5817 2210 9114 6876 9261 13918 7184 10664 19725 11607 2749 3689 12775 13461
"205920_at" 284 8810 14311 1936 1446 1355 7029 1170 3899 2183 3581 701 521 262 1766
"205921_s_at" 2586 1432 16661 12605 8333 7289 10834 3205 2043 437 224 4205 235 9751 9195
"205922_at" 14183 11072 13954 12518 6547 873 8588 6682 15126 13914 14520 15036 3545 19071 16251
"205923_at" 2529 17340 18030 3395 7334 13038 5304 1950 8233 7441 14624 10816 17771 9994 14965
"205924_at" 14843 13005 8317 10337 13128 9367 2803 12200 13207 5848 16251 9834 10869 555 13744
"205925_s_at" 3290 20207 8954 7814 5385 12254 5761 8258 13479 4590 18417 1646 12909 3467 2928
"205926_at" 18577 20624 80 19445 17165 14613 19277 16754 800 8095 6267 2433 20707 16901 1672
"205927_s_at" 333 477 2164 12556 12787 12376 12784 12278 16563 13802 18652 17929 91 12721 9738
"205928_at" 20569 17830 4231 20808 21932 1883 17680 20997 8213 16425 20919 17775 2600 18052 5135
"205929_at" 18513 19874 9454 12595 13349 13126 7405 13197 13870 8998 8742 5760 10385 11777 13485
"205930_at" 2186 19881 2541 16524 4092 3381 18023 16199 21242 14125 5164 11364 17398 4836 20430
"205931_s_at" 13311 11641 12506 13229 15313 10754 12793 12194 17776 5668 13982 5482 18566 16339 10092
"205932_s_at" 815 3926 4818 106 76 8542 72 211 439 2408 556 1493 11234 542 1139
"205933_at" 4988 20781 16273 10312 12423 1786 18707 9838 4363 4650 21240 13706 13368 2065 15131
"205934_at" 9300 8359 15880 15324 6034 623 7138 5891 142 9219 15373 9774 1884 10961 13159
"205935_at" 1775 149 17125 11233 8044 15397 12309 8401 3374 12383 11272 13502 10842 16261 8698
"205936_s_at" 11823 10533 12670 11487 10195 7713 11456 8968 12524 8996 12388 6197 11690 11924 11275
"205937_at" 13315 13435 10609 18713 18029 22058 21454 18602 20440 14809 18884 11192 22268 17647 21994
"205938_at" 5743 10291 11045 154 137 13899 7422 804 424 11659 4053 11898 5651 436 1122
"205939_at" 7655 21255 13139 10966 6413 8898 7789 13452 13159 9724 2589 8834 4921 11169 13481
"205940_at" 12720 10625 8017 10463 10999 14296 6839 10699 1256 12364 13337 6316 11501 13299 11915
"205941_s_at" 9330 6723 17306 15453 15488 15668 10697 9734 6116 12211 16025 4647 82 11305 14077
"205942_s_at" 10555 16438 15424 7644 12066 11941 20305 5963 1569 1456 13258 9316 11613 15208 11344
"205943_at" 1084 16034 18154 11398 6899 8120 13426 5862 13452 9096 186 250 7679 9983 8720
"205944_s_at" 19657 3654 1455 9033 5959 22256 10277 13278 22154 21679 15893 8238 21790 10411 10764
"205945_at" 3916 6080 21330 173 1327 21100 3665 277 20725 792 51 29 8674 524 765
"205946_at" 13138 12792 12169 14874 9434 9304 10190 9439 9333 9154 11261 8347 9273 12397 12579
"205947_s_at" 11155 8708 8899 14289 5345 6641 6793 11856 10903 11966 10674 5745 12721 14271 11082
"205948_at" 16180 9790 15405 11803 13373 12320 6592 10864 11917 8799 16269 7176 11975 9133 10678
"205949_at" 6830 7174 17255 8424 7077 11576 8321 13542 10129 11456 14488 5260 2013 13122 13919
"205950_s_at" 4118 15882 82 975 12083 5705 16200 9988 1429 5962 1079 3213 7635 2949 9951
"205951_at" 10879 7850 8765 11138 9004 9808 8063 8862 11757 11986 12151 6042 9090 10561 10502
"205952_at" 3220 9005 17783 12550 11546 10170 10371 9152 13260 10402 14362 6270 11717 6907 11647
"205953_at" 4592 4836 18616 5639 17796 4426 18952 5465 2875 18402 5079 4095 15677 1266 2609
"205954_at" 12961 3773 5957 12998 9701 6785 9264 7302 12914 10953 10771 7926 11980 11044 7655
"205955_at" 1284 21736 6900 5869 16859 382 14548 5155 3949 22273 5995 20648 22081 4156 1677
"205956_x_at" 19541 4207 5412 21392 18044 2728 17874 21202 15730 14412 5845 15075 7555 21736 19840
"205957_at" 19177 21104 8598 15276 10846 9020 8556 10043 13186 14020 16129 18619 14403 18894 8362
"205958_x_at" 11626 11992 12522 15996 15736 11121 12225 12775 19372 10596 16017 7126 13186 12706 12841
"205959_at" 15221 12920 13021 7934 6722 13934 21072 11619 14181 17083 14014 5365 13412 14236 9667
"205960_at" 12981 860 6026 12577 7292 1580 1380 8003 2208 414 445 1450 501 16180 15969
"205961_s_at" 21373 544 3716 7113 19787 20364 19319 16919 18835 5414 17301 18646 18193 8149 18727
"205962_at" 13594 10359 12692 11791 9807 11469 10655 8856 12078 8639 11857 9336 9300 11765 8730
"205963_s_at" 18153 6026 1946 4405 16299 18948 18982 3536 18105 7370 4751 21371 20775 2688 19217
"205964_at" 11394 21497 8527 10548 14076 1120 1821 7316 981 485 12756 9895 4029 13742 8391
"205965_at" 18136 8742 10557 22232 2153 21499 8093 416 14897 9814 19909 16151 18068 2127 543
"205966_at" 10617 5035 8241 992 1197 2532 900 3097 2893 8320 582 743 5573 8125 1596
"205967_at" 949 14976 850 21610 19172 15603 19776 16062 3568 1866 4641 14358 8315 20393 5793
"205968_at" 6213 13717 6323 3005 11023 12868 16388 5309 10794 21290 1529 10419 366 4751 4068
"205969_at" 13357 12301 11758 7705 11698 15439 3724 6700 5003 310 14410 8140 9227 13837 8131
"205970_at" 4400 1749 8539 13050 13402 7137 11954 8068 3427 9306 16430 10132 12952 10454 14979
"205971_s_at" 12902 10297 12824 13198 13633 10987 10977 11873 20089 9386 16303 240 13059 13727 7633
"205972_at" 3912 6878 11753 10555 10424 8296 11040 7895 9444 11326 14824 5691 12871 10971 10402
"205973_at" 222 2124 16402 12793 11593 11918 11379 12100 8658 12847 15367 19257 2026 15834 8760
"205974_at" 12175 13037 17367 15448 12430 14409 7201 11162 13753 13743 16361 4553 13004 12830 11975
"205975_s_at" 546 1105 6648 1866 6724 4111 15631 14950 2101 22153 21877 19340 17485 8460 8529
"205976_at" 11817 5713 9723 5852 6112 16509 381 14426 5639 7058 4987 21458 1899 9413 1410
"205977_s_at" 6355 20508 9040 21211 17774 9462 22110 22161 10295 21865 21709 19446 3736 382 14071
"205978_at" 12945 12810 9653 15779 7110 13716 8007 7830 8136 11235 11775 5581 753 9203 8710
"205979_at" 12809 9404 12992 9366 12806 14202 13059 8485 11962 11584 13879 5215 9012 3988 11870
"205980_s_at" 21982 8538 13584 21916 22016 9756 20499 21118 9953 7274 20019 19934 9577 21576 20225
"205981_s_at" 17112 1820 20480 21040 3987 15619 19844 17811 7358 21226 8660 18193 16621 16934 3734
"205982_x_at" 12043 12220 11598 13977 9388 10154 7142 8107 10633 10678 12147 7762 12260 13119 12341
"205983_at" 200 15540 20262 8220 9578 13593 11525 9931 11644 9486 14941 5662 13400 11173 10594
"205984_at" 12558 16701 15855 10469 9631 10324 11453 8602 10034 8769 12142 6579 11523 11056 12266
"205985_x_at" 11792 12114 11382 9535 12605 10129 6976 6746 11390 12928 15155 9060 3143 13057 10719
"205986_at" 296 20735 22152 9695 14614 7490 19069 8359 18872 17610 3631 12404 588 10949 14588
"205987_at" 11161 12531 17650 7710 10382 10732 13583 9579 13552 12003 10183 9115 22015 13793 11714
"205988_at" 1899 20070 15007 15440 10637 1088 9979 10702 6909 13239 15541 8635 197 16509 15306
"205989_s_at" 14417 9600 8327 12441 12687 13577 10957 7931 9267 9552 13946 6293 11963 10577 11768
"205990_s_at" 12678 17660 11036 15940 6694 7103 20674 7955 14601 16861 19802 1245 18485 10388 556
"205991_s_at" 986 749 3546 11438 12765 10768 11021 6243 13146 13721 16000 10204 9168 8910 14872
"205992_s_at" 12254 4978 13224 7616 5278 11521 1151 7500 6206 2520 10629 307 15641 8042 12937
"205993_s_at" 21431 537 22260 21089 20526 13022 9367 20913 14722 21960 6110 19460 13364 22159 5107
"205994_at" 9214 9501 8085 3443 1737 9345 5719 5451 882 19378 7938 13990 1393 20177 7100
"205995_x_at" 4957 3834 222 1441 3382 3551 2606 380 5200 16687 4852 15303 15890 2488 6456
"205996_s_at" 16702 5326 7341 7352 1440 19751 2508 18572 20762 7587 1582 21282 20756 1170 7571
"205997_at" 12449 10894 13381 12261 7191 12283 7636 9488 6925 10098 13132 7193 3254 11755 11123
"205998_x_at" 4336 17222 5134 13214 14298 913 2569 18780 4524 590 738 16766 1654 18279 520
"205999_x_at" 14720 1684 8127 14064 10702 13566 11130 10414 11062 10379 10346 8689 9189 13459 8854
"206000_at" 10468 10967 10428 8626 10110 10334 9100 9413 11591 10077 10140 5213 10571 11575 10943
"206001_at" 21080 21543 18534 12426 5305 14369 13351 8029 19971 928 4847 11048 4010 9177 15473
"206002_at" 4862 19202 14709 296 5587 3829 18907 15478 4417 17577 1099 21833 21514 920 16145
"206003_at" 895 19750 14860 3828 4207 16227 15417 3054 19082 15815 17504 18168 3986 1225 6811
"206004_at" 1002 1062 2681 14136 10767 12464 12226 13219 10983 12715 16021 8246 9654 9102 12917
"206005_s_at" 11704 9794 16083 5955 2269 2904 19486 2018 4210 13880 1087 21447 2255 16996 1601
"206006_s_at" 15789 6989 15558 4967 12003 377 15319 5333 607 5400 1838 17381 18159 4724 4747
"206007_at" 9127 10228 14910 14306 6541 10279 12379 10071 7169 12771 16066 4691 8539 9547 7843
"206008_at" 12943 9555 13274 11683 8298 10590 12605 10839 3028 9010 8037 6968 11546 9404 8751
"206009_at" 10768 13758 5517 8406 13170 13039 13134 5265 7456 12195 11087 974 13925 9895 8224
"206010_at" 2363 386 15107 15461 7382 13336 7894 6874 17886 19942 11893 6822 19365 11213 15878
