"inst_417" "inst_422" "inst_1010" "inst_1068" "inst_1171" "inst_1230" "inst_1486" "inst_1655" "inst_1905" "inst_1986" "inst_2690" "inst_4085" "inst_4164" "inst_4454" "inst_5227" "inst_5590" "inst_5916" "inst_5921" "inst_6189" "inst_6989"
"220156_at" 8076 20320 12921 7873 10792 6004 13834 9665 13234 14817 15112 6459 8323 9091 10630 10591 11290 7338 9481 14605
"220157_x_at" 2384 1024 16632 13079 2659 2767 1635 3917 15732 13608 10019 11577 14332 17005 6636 18467 6326 2638 20573 16904
"220158_at" 19507 3012 11101 10896 8005 11569 16477 12322 16805 18655 10982 5142 8531 11606 7567 10848 13445 8613 13646 10282
"220159_at" 20756 1679 18748 1423 4490 20619 21652 3292 9215 564 19940 18946 21059 17679 5369 4765 20824 13477 18490 19735
"220160_s_at" 21058 2782 4943 2038 21780 3721 21321 2622 134 4161 4745 21301 19062 18490 14955 16343 4287 2330 16089 4237
"220161_s_at" 16725 5134 19990 21358 9898 18371 19748 19559 20238 14547 19663 17337 18230 16889 21248 19430 18002 13673 2114 19883
"220162_s_at" 19871 21485 6976 14839 22142 12519 16662 13111 11635 994 18223 14032 7391 12752 2083 7961 19494 11136 15217 9067
"220163_s_at" 13255 20477 14516 13018 13213 13157 14148 13202 3056 16364 15497 8732 18792 12025 878 5570 13595 10202 6526 2456
"220164_s_at" 10648 11450 13188 14120 15983 878 14741 11617 6237 15710 697 156 1252 1269 5313 12765 282 2016 7247 13444
"220165_at" 19226 18556 14777 9856 15144 11522 3457 20014 21516 22256 4541 17732 22057 1710 1353 17886 7071 19377 2240 12742
"220166_at" 21923 21254 635 16105 11942 8194 22115 1261 11734 15882 19346 2603 18871 17950 15962 1581 16728 9432 20676 1863
"220167_s_at" 18651 17977 7987 7046 8593 6014 19167 11576 3840 16381 15462 5717 487 877 1276 11868 12763 7743 1884 12613
"220168_at" 9635 13631 14563 7716 12988 13068 14117 8262 7606 5982 18174 16083 1936 1850 6129 13288 19893 5834 19637 8850
"220169_at" 10934 12408 6337 6516 2695 687 16717 9317 33 12810 1148 2425 8604 556 7814 9491 9244 1439 2422 8035
"220170_at" 7100 12244 8140 11870 7778 5854 10792 12092 14495 6068 14538 8409 12415 3512 11803 10962 13061 11938 13625 15285
"220171_x_at" 21809 3127 16464 17467 2004 21947 3756 16289 12800 10636 19307 22165 20665 18903 3831 17887 19042 18473 15684 16543
"220172_at" 20753 13101 17253 16806 9260 14549 21933 21791 599 11730 7351 17906 19122 2678 21221 18673 18694 6612 66 17158
"220173_at" 373 19556 1530 18441 511 17884 4673 14774 18200 378 892 21514 2164 5302 1282 12172 20731 19925 6739 3397
"220174_at" 2637 21945 17785 3510 13570 20931 18348 19049 16770 15906 17720 10153 20062 7093 18325 15136 15794 16726 138 22156
"220175_s_at" 18127 5747 5336 2849 6536 19930 574 4306 20411 17577 3718 13877 16094 5350 21529 19751 5264 2454 6827 17463
"220176_at" 22117 19016 21631 17586 21922 3930 10066 5291 17441 17542 21452 17020 21600 17346 21273 20604 15929 19748 22176 22107
"220177_s_at" 2961 19192 497 4790 13120 11616 168 3528 8780 14544 13175 6781 1557 15316 4420 1193 15832 19734 5661 3483
"220178_at" 11618 13724 21155 22268 21087 4191 19449 15523 20817 4295 8389 10189 19305 17222 20599 2567 4783 5987 19805 5065
"220179_at" 10878 11765 9757 7556 13009 11187 10629 9235 10230 9953 915 3949 8649 5443 6851 5887 11699 11495 11361 8226
"220180_at" 1197 19424 3958 8870 14331 16262 70 705 16402 14249 13510 10881 3791 1217 353 246 1267 2937 12584 195
"220181_x_at" 21919 4869 18895 9223 4034 18450 4244 5160 13390 11960 20449 4862 22178 14230 20345 11651 22069 21784 19236 22245
"220182_at" 15818 12861 229 14246 17348 1946 1594 392 4763 2385 22083 2285 2035 4541 3492 22033 4153 1312 2958 5972
"220183_s_at" 11949 10938 16891 19196 5894 22243 20940 16735 14501 8854 21858 21386 18111 20535 17813 17551 16243 17242 14634 22064
"220184_at" 6207 13254 7408 7757 15748 8127 15222 13845 10746 11386 15518 6211 12432 12414 11701 11209 12090 13253 253 7973
"220185_at" 20645 11144 10907 12431 13181 5844 10960 11206 6354 14836 14782 7438 10001 10034 11940 10111 11205 7817 12112 14905
"220186_s_at" 4105 6530 7024 8844 9541 18679 17779 10585 571 714 18318 12063 18563 12741 248 214 3227 20266 12790 14872
"220187_at" 8267 11482 12660 10107 8508 20974 12897 1624 9510 11337 8954 4197 1925 793 99 2142 469 3609 9774 13116
"220188_at" 20028 15909 13758 6461 9532 13190 17725 7824 15131 7609 1626 269 1309 10973 6581 4491 12361 8511 12927 12922
"220189_s_at" 13855 5540 4913 18509 18978 14440 18687 20511 20117 1563 4059 15614 3829 14358 18455 18927 4271 18520 5492 6001
"220190_s_at" 5402 12538 11541 8499 13125 10353 17280 8737 7666 9970 14243 7660 8975 13414 11453 11334 13974 7732 12844 14108
"220191_at" 5468 10859 6556 10250 9623 11530 15874 8589 11976 5821 10827 7337 9554 11975 8087 7138 12347 7714 13167 10376
"220192_x_at" 12462 18586 2600 18153 11540 14794 21463 21212 5012 8613 10670 2349 17524 15120 19445 14078 17198 14413 10391 7809
"220193_at" 3443 11662 12847 7024 15540 247 16900 6849 2280 15629 12441 14991 10588 1400 12473 433 3628 20687 9300 15586
"220194_at" 826 18431 1894 14816 7483 12094 17360 11588 2184 13359 11389 2757 1118 11939 11609 7385 12076 10247 10149 9986
"220195_at" 3425 1807 16216 4218 3701 17966 18824 18385 3768 1056 7893 14718 7594 17588 15984 19464 9163 15601 1555 20014
"220196_at" 10039 13495 8908 5836 10744 8094 13174 9537 12153 11377 12684 7702 9414 11700 7974 8959 9198 11387 10005 11490
"220197_at" 16220 9125 10660 16002 8370 7652 13432 14204 8007 8532 11654 93 1906 10564 10472 7419 10094 16269 8826 9131
"220198_s_at" 13918 1664 19122 17361 9261 2240 18174 22052 19406 7574 7321 20905 2772 2526 15576 21361 2880 3403 4163 5296
"220199_s_at" 15585 20944 20209 16681 2844 18366 8209 4826 16368 1792 6794 14915 13780 6768 6104 5661 3911 20964 4833 3160
"220200_s_at" 16634 21143 3044 22273 2736 80 18356 3967 394 21074 20991 4171 20320 5602 2272 2414 22261 22275 16846 1529
"220201_at" 21380 1546 16400 19436 894 17112 19157 3628 4973 8076 18905 11854 6449 3328 20180 13945 15714 3845 21925 7035
"220202_s_at" 17229 1921 18485 22179 3932 3334 5007 16741 15883 2039 4419 19393 14067 6711 16608 15778 6704 18997 6277 2984
"220203_at" 10008 9643 7430 16114 14602 11156 15758 11782 5054 3366 15933 8037 12079 11057 11527 6105 9722 11381 10091 8169
"220204_s_at" 9342 13055 11793 11838 8220 6081 16879 14022 12287 13501 11282 6106 11634 12675 10888 5848 13972 7813 8474 7920
"220205_at" 16878 523 18949 5490 9398 6517 19501 21821 6286 16282 10437 10174 16232 7899 17004 17581 20373 1858 11055 1388
"220206_at" 13693 19483 2655 19361 3374 21515 1648 17973 4598 17009 16827 17823 16455 21518 14963 21380 17279 19222 5227 21832
"220207_at" 21120 21966 8207 15439 16006 10652 5158 10511 4825 9045 15276 1843 2340 7824 1706 18674 19367 6082 8687 16440
"220208_at" 20881 3618 10582 14271 9393 9101 13378 13741 5385 14647 12568 1221 5091 14002 8749 2369 12723 6204 1337 15957
"220209_at" 10052 14334 12552 6065 14607 10494 17616 5854 8630 13387 14416 8381 9126 12324 8472 5820 6003 9606 12575 8764
"220210_at" 1425 12925 6755 10010 17497 11142 9435 8886 11099 18309 477 20405 1272 4145 374 2393 20304 704 21828 10071
"220211_at" 6478 12364 6776 7190 8073 11680 16769 13303 10709 10380 5001 8306 11369 8856 13459 9604 18237 9163 11192 12791
"220212_s_at" 22154 2977 20085 21398 19438 15610 21839 21081 20728 20718 21533 22169 19447 4524 4507 16775 6706 16130 20427 21214
"220213_at" 9721 15026 12575 6162 14262 6402 15959 12312 12582 15067 7420 9167 1966 13103 6883 10681 20243 12259 8683 10118
"220214_at" 10541 13713 10847 14162 22025 3492 15546 11889 6494 6953 22192 20419 10873 22274 10536 10641 13348 3901 21623 10330
"220215_at" 17242 4463 4619 688 2386 14201 7716 689 1232 19199 4046 1415 2076 6318 15444 2002 18702 19718 2495 5060
"220216_at" 9892 13256 10760 14868 19175 20864 19185 13248 12449 2905 22095 6853 19822 21828 10692 19229 981 6291 1284 15579
"220217_x_at" 2653 18793 2064 20872 14348 9768 20582 2760 2037 14349 13659 8783 6244 4042 17761 12645 1754 674 14231 5346
"220218_at" 4710 14567 8591 6120 9355 11232 16164 12325 12748 13550 10184 7762 11614 629 11433 8341 10490 10422 12777 11952
"220219_s_at" 5397 11628 536 1760 6492 16546 452 11252 14613 5060 16130 2575 2305 19936 76 15056 695 19979 4147 1272
"220220_at" 5108 12973 12303 9284 14100 8067 16174 5858 14713 15087 11902 1521 10714 22097 8893 7892 11399 18672 13327 11185
"220221_at" 6101 16218 1984 12542 4097 17338 19196 512 15199 8361 9603 13137 17600 14190 2520 21758 17886 21140 20338 13001
"220222_at" 7983 12439 6381 7600 8414 10739 11107 12619 10339 10178 2148 13800 12288 12046 8726 6584 13868 8382 13857 15563
"220223_at" 13801 17124 2051 22158 22218 147 22179 886 346 1923 9040 17684 20286 21896 19738 18512 7469 21989 15000 2958
"220224_at" 14565 980 8291 13104 7529 13233 11184 12071 8648 13351 10735 6260 7737 11512 11289 11165 13600 851 10576 11689
"220225_at" 2108 18630 1915 21236 1656 7077 10138 20575 10606 8755 860 1344 16514 7461 22209 20313 17246 3125 17841 5096
"220226_at" 18064 3719 8543 15473 7910 11458 15162 12672 7551 13749 14099 693 11335 8933 12741 10243 9851 10962 11639 16196
"220227_at" 20925 284 12624 15111 9397 7050 16303 6479 9755 14587 13518 9045 19632 7710 10189 6663 20828 4300 13539 9985
"220228_at" 7452 9061 10507 7995 13364 7006 16920 14292 5888 8771 4071 458 1460 10817 12232 9112 20389 10185 13116 6672
"220229_s_at" 9027 16089 20145 17172 338 10305 18114 18242 9282 12615 19635 19689 14723 4333 22174 20760 21095 14604 17930 20097
"220230_s_at" 9056 14358 7452 13649 4808 479 14577 9095 11084 16444 21536 20957 962 6609 2712 7026 10250 18237 1123 12460
"220231_at" 3314 21703 13912 14083 16195 7534 12653 12895 1071 16229 11491 9637 10154 3061 7275 11167 8840 10122 20175 13964
"220232_at" 21625 26 22005 13378 5997 21339 2695 4798 9746 20356 20664 1332 703 17478 3432 15628 21692 17550 16039 17302
"220233_at" 7510 11623 4517 20406 8746 12678 2888 21108 9806 9751 3492 8574 3208 13199 21648 5650 15310 9051 11573 3565
"220234_at" 7309 9158 12704 6371 15466 7770 17190 6254 3280 16174 344 8744 8340 7368 11296 9752 11506 11691 19774 10451
"220235_s_at" 18320 5149 19690 18214 4950 20851 6735 14946 16493 4598 9059 17143 16595 6187 5908 12584 18205 14882 5478 3864
"220236_at" 3264 4854 20719 13382 3089 10208 18381 10586 9216 19954 21958 3213 5102 20586 920 17540 21928 4779 6900 3002
"220237_at" 10679 9791 18634 420 6412 21155 4609 20913 7341 13212 2449 2124 20561 2148 15659 15204 20555 6936 22248 18609
"220238_s_at" 20503 7403 19308 19634 18736 4197 2807 16066 16477 17926 4019 18318 15800 3532 5959 13113 15496 4963 7946 1750
"220239_at" 11926 21357 2287 3726 4259 13515 5997 17981 2567 16826 4640 4437 13958 2655 6494 3739 16125 6620 15390 17682
"220240_s_at" 13533 2482 18068 1664 4867 1549 2101 1531 2984 8051 3599 10765 13447 20693 1997 942 5880 4731 2201 5177
"220241_at" 16847 11600 1085 2251 1297 19219 926 15603 9092 7963 2318 13325 16165 6210 17884 4442 16992 1160 7636 1588
"220242_x_at" 21831 18674 626 4791 4163 14887 1871 17528 4428 21274 9319 2780 6088 4668 20243 20380 14788 19282 21184 1666
"220243_at" 6628 12930 792 14361 5480 20682 5263 11551 13045 16823 9470 13124 4865 8522 5596 21106 5841 17786 19219 12486
"220244_at" 15112 2866 14450 14516 14143 7479 15147 7952 15542 5597 10833 5689 549 14553 9115 283 2155 539 14053 16038
"220245_at" 3627 1127 6061 6483 10630 2563 19752 8361 920 15604 17971 82 6014 1062 783 18201 370 19848 18944 13024
"220246_at" 2321 15005 14416 15282 9627 8066 17555 7567 12958 15261 972 363 2479 9473 12611 573 22256 20119 384 15830
"220247_at" 6228 15202 7997 13163 15640 5926 15211 7783 11694 13723 13783 5506 11253 9524 7376 8839 9665 7797 8745 12225
"220248_x_at" 14833 20441 4063 17191 6203 16598 9318 17561 17781 20524 16390 15971 15708 15540 14053 14355 6982 17288 17521 17033
"220249_at" 5889 15033 6327 8383 9328 12931 15752 6935 9271 12923 422 4612 617 13619 7584 8223 1937 10570 12754 14133
"220250_at" 19926 19021 21479 4827 16105 5519 5819 10284 9673 12200 1647 20689 12795 21681 1040 22066 22249 21044 19114 10195
"220251_at" 472 6792 2114 16126 2239 21955 12550 3545 19050 21311 16884 9815 14784 6906 22225 2496 979 15378 18564 12108
"220252_x_at" 8979 11353 8314 15797 4890 497 14780 5701 1070 5076 3992 1600 5116 20956 4984 1121 660 228 6378 760
"220253_s_at" 11545 12636 7173 13817 966 4430 15284 13646 21682 1013 207 17694 19044 2042 20342 827 992 7065 3924 10057
"220254_at" 7727 12604 8462 8865 1016 20304 16942 8668 8940 8556 832 20997 22112 2613 21501 16977 697 6800 5424 3019
"220255_at" 2963 21197 1864 14786 4523 2782 18897 4205 1945 4374 17656 17992 17762 20837 19659 21805 1017 19499 16838 3288
"220256_s_at" 7061 14425 14362 14675 6082 11310 11524 14269 11710 11304 5250 21389 21003 5709 13195 1717 20310 21910 11245 13240
"220257_x_at" 487 18379 12658 13879 8411 11678 14651 6525 4820 11668 542 8799 11708 11499 8664 11182 10770 619 6129 12177
"220258_s_at" 20236 4269 3211 22213 13756 22211 19314 22082 10839 11350 15890 17674 17080 22232 15661 14416 5670 19645 3512 19466
"220259_at" 5595 10119 13730 9269 7479 6549 11073 13215 9848 9939 6470 9398 12457 12578 11968 2902 21310 9342 8527 10251
"220260_at" 9320 14532 7926 7930 17197 13872 250 4271 7839 8454 21350 17075 20297 15525 1398 21537 2650 1242 15884 141
"220261_s_at" 18739 20611 15203 17976 18310 19306 3342 16330 17508 17623 19959 13030 14537 19267 19007 18302 14715 18274 15205 7304
"220262_s_at" 384 999 10396 10419 9107 12415 21294 8891 17989 2136 14087 10578 22080 1820 4638 20969 645 15375 319 14871
"220263_at" 14436 19846 11734 13365 15763 8790 12124 11514 14622 12059 13130 3768 8703 15160 9584 10368 3631 8958 9602 2214
"220264_s_at" 4023 19928 22027 3927 14590 2096 22086 20993 102 16585 1851 1725 13394 5845 6528 1949 19369 2591 3685 21371
"220265_at" 10081 13905 21938 3012 12579 3923 5257 3049 11647 16183 3011 18682 7503 3017 19032 19580 20687 849 818 21237
"220266_s_at" 14684 1875 408 258 1448 137 161 1934 14405 14754 165 1076 1110 609 15049 3005 15284 19060 10671 4147
"220267_at" 14648 19422 12485 15872 12026 3989 19743 10496 14990 15233 18649 9735 880 20092 1328 20368 18945 9234 19830 10163
"220268_at" 8183 16069 7940 9308 10637 10045 17981 10164 10720 11522 8823 580 7588 19748 1782 20762 115 18035 12262 18522
"220269_at" 8679 15575 13589 8734 10288 7237 14832 12551 13681 13648 10472 7878 12197 6686 6905 5925 11262 12202 10643 12189
"220270_at" 4396 9876 14587 13593 5771 11832 11627 13662 6046 11030 11095 9453 585 13198 594 1785 3558 8837 11698 15755
"220271_x_at" 9536 15110 13690 12660 2495 13176 6884 14537 8364 9624 15057 3115 10194 15493 8536 11473 7903 10432 18542 8866
"220272_at" 20272 159 9693 7350 896 14086 16037 8510 15600 7104 4984 4778 513 19153 8249 6194 822 17516 479 15236
"220273_at" 7259 12141 10887 6954 10958 11626 11070 12926 7346 9617 13383 5228 9297 11730 8601 7583 10335 9578 11821 10820
"220274_at" 12323 5276 13808 7830 4885 8075 12515 14326 8132 16484 13709 12341 3482 13675 2299 1736 11383 10104 17722 8009
"220275_at" 2362 21097 3038 15524 7718 14536 443 4849 1833 8296 13312 19732 3911 19204 21402 18976 2086 20493 13836 850
"220276_at" 5130 8548 13543 12498 13414 11200 13040 11930 6896 6376 11367 8502 7690 12271 10439 6639 12415 10039 8263 7898
"220277_at" 6104 1744 9827 16117 237 6640 18764 8727 13101 14709 14878 10193 21796 1322 18379 9092 994 7973 17989 13142
"220278_at" 5043 10096 12917 13727 7880 5463 17031 10142 17031 15454 11265 3744 9047 18118 12915 11414 1959 1226 5888 8519
"220279_at" 6948 9096 10951 11864 11543 6510 16340 7930 12566 10134 12478 9092 10273 12061 10366 6778 12496 8397 10894 7963
"220280_s_at" 9262 9910 7779 15944 15410 13012 14565 14133 9834 7547 7395 6640 1834 12361 11497 3952 942 11072 2576 9070
"220281_at" 9452 12793 12317 11668 13015 7326 16332 10824 13370 13617 10734 7084 11910 11009 7178 8790 12672 11764 11418 14456
"220282_at" 2509 5511 6841 8173 9103 8931 10943 8476 13930 11154 13691 12635 13744 11640 12755 8609 10558 10913 13687 14870
"220283_at" 15702 2587 6018 12136 12254 11060 14704 13421 15117 7627 3834 11894 2748 9863 12005 538 12307 17418 1963 7895
"220284_at" 5805 14723 13959 7194 13750 12226 15939 8201 8664 11651 3470 4165 7996 9993 4233 10509 13352 10639 1387 8838
"220285_at" 12853 19948 19951 3518 7136 18641 18535 14855 5626 17018 8149 11254 2028 5889 1986 3550 22269 1267 21712 5063
"220286_at" 20076 15570 7740 11465 14084 6751 13166 6044 12730 8440 12464 6302 7765 13058 9439 6264 10205 9768 2925 11351
"220287_at" 18126 6897 7191 8169 16187 7620 14474 14340 263 639 14591 8116 456 11024 10744 8277 11120 1980 11070 14261
"220288_at" 20364 19122 12763 8879 16324 7582 1993 8920 2123 16352 6939 2817 4970 10029 13421 16954 4234 19407 5131 15970
"220289_s_at" 7798 12900 6045 12090 11123 20497 13681 7876 6792 9512 11344 9624 8916 1216 9210 9756 11317 32 9396 10467
"220290_at" 20510 21992 12631 14486 16179 8299 647 14235 8413 8477 15349 9326 19838 19067 17344 787 6129 245 6191 10140
"220291_at" 7267 10700 12221 7948 12810 11777 15182 8052 11797 11471 2022 13694 1915 10055 13589 10674 20311 11710 8797 2293
"220292_at" 19714 2239 10451 14893 5570 3100 8037 3300 5577 5524 21999 21698 20902 18287 1087 19470 5127 15297 17140 16549
"220293_at" 6595 14373 8303 11114 11733 10203 11650 7022 9352 8291 14698 8195 1285 2106 5310 6926 1560 7177 6397 1233
"220294_at" 10936 12275 6239 6108 13535 11645 16220 11992 12489 12605 7558 2827 9784 11268 11818 7127 10580 9734 10382 11249
"220295_x_at" 4316 4606 15012 2484 1323 20427 18695 4859 5035 20089 17965 19888 4681 15094 3734 3479 16544 19880 5183 18448
"220296_at" 14281 4953 15519 13821 14704 609 2806 11543 17613 9302 11716 19914 4863 19581 22165 13251 21539 2661 8478 8939
"220297_at" 2527 4432 21732 1610 6627 14107 22175 19147 13573 14597 2399 11244 3967 6742 4026 5589 21537 5508 3534 3714
"220298_s_at" 7860 10831 7106 9936 12085 892 12908 8791 8520 8431 4896 3256 12521 16147 7721 6188 13796 12953 10280 13534
"220299_at" 16198 13209 8016 8419 13905 19672 15530 6061 10987 7943 10441 4152 8538 16646 9673 7173 8833 866 8264 10266
"220300_at" 14474 15558 9789 10210 7497 12280 3792 5143 7064 7150 14919 10438 2138 18403 1024 12515 22009 5958 10967 13878
"220301_at" 10790 12639 14548 12447 7933 8694 16405 8694 9970 8188 10664 1656 11899 462 7791 642 20630 6323 13007 14249
"220302_at" 6362 8524 8248 8364 1829 10686 12685 11628 12860 10814 8455 15406 1502 8604 6089 549 18650 13193 17238 16033
"220303_at" 9365 11789 13096 13555 9560 10260 12854 12823 7023 10933 14970 9423 10328 11429 12805 9736 12714 10376 9135 12364
"220304_s_at" 1306 18536 10270 9829 11514 1104 831 882 1184 1257 2001 10520 16767 21450 1864 2925 20374 20001 3437 869
"220305_at" 3062 17909 21702 22021 2576 20835 18796 20997 21019 1844 5265 14538 5732 16634 6198 16271 19795 19597 14599 19946
"220306_at" 20548 3731 52 358 11434 9725 79 446 8550 16407 14468 1148 92 20749 372 12 15819 9303 21004 7563
"220307_at" 14280 15391 13471 14621 751 6222 15433 12515 7433 1947 7590 11966 12421 12327 12566 6650 13394 12384 4446 12798
"220308_at" 16289 10200 5059 15035 13299 2741 18463 8281 9086 5692 19133 19570 17133 17254 778 21134 21443 2967 61 15822
"220309_at" 9850 193 11831 14170 15015 6638 16899 11207 14001 11819 12420 17004 10787 15347 9384 11512 12265 2968 12833 8653
"220310_at" 17863 10289 10973 12007 12651 5910 15254 11741 12868 6555 10502 8389 8869 2444 7955 5956 13173 10638 12831 13338
"220311_at" 5280 10565 16902 2445 21874 20960 20260 14977 20887 13358 5427 15140 16979 6412 19496 19422 6043 13344 20669 19299
"220312_at" 7790 12726 11794 12003 10295 7219 16768 9685 10477 9522 10980 8339 8653 8175 6828 6977 9285 8617 10667 7878
"220313_at" 7938 11345 5949 9395 8181 13273 15127 10451 7821 12879 9617 6404 9717 9929 9568 10113 20700 7160 11524 12838
"220314_at" 1482 15156 8469 10599 14588 13397 16059 6379 7049 5779 13831 8617 9929 13579 11973 11008 616 8826 13831 10256
"220315_at" 9155 8529 1863 10307 17437 13253 4204 10452 7178 12562 2304 471 1844 9423 12444 3488 17863 21558 3782 12594
"220316_at" 9636 8700 12530 11672 12527 9837 12296 10955 10863 13177 11810 8023 5325 13500 1881 8142 10883 11115 4067 15908
"220317_at" 8781 10742 13990 11030 13614 6326 13887 9060 14737 6542 13726 880 9675 6561 13124 17398 20831 10522 10896 8180
"220318_at" 20964 854 20858 21258 12780 22274 21789 20705 21933 5681 15571 20318 16255 22196 21499 3352 8712 3661 12772 22092
"220319_s_at" 3703 1726 637 293 18956 17158 3947 1311 1463 4856 7549 1285 15381 4550 1857 2287 7820 19257 15910 7254
"220320_at" 17366 18870 10297 7898 17698 13239 12154 7449 15297 20883 21504 2193 5296 9745 13434 9718 11105 8429 19985 8418
"220321_s_at" 8261 11500 12436 15751 10304 9038 21891 11907 6923 8153 11597 4267 18656 1645 17109 12007 1567 10415 21670 266
"220322_at" 21875 13310 6877 10610 16294 11074 4044 14127 13130 7070 18891 8928 4937 19935 13013 4928 10430 423 11612 14420
"220323_at" 87 12056 8453 11397 11747 11088 16431 8570 21456 18329 15520 3116 8713 12268 2147 2987 213 1166 10156 11234
"220324_at" 11489 13329 11365 7045 9662 16093 18729 7808 14432 14947 7733 3807 3540 2186 8660 7092 2726 21669 8848 6391
"220325_at" 12230 17888 8515 15433 9854 7713 4298 6239 13536 16525 12433 5266 4548 176 12920 8294 10270 6205 11879 8454
"220326_s_at" 5326 13147 13582 9692 7191 9306 16866 8917 13662 2170 8310 9386 11743 13665 9609 10620 12470 19624 6389 11957
"220327_at" 6324 10283 13479 15790 12509 13550 17933 7193 13610 14790 10787 12455 1564 22108 11362 202 13682 171 11184 15625
"220328_at" 10227 11328 13743 8456 15517 7529 12825 9909 8465 13204 10109 14099 21996 5874 6732 1967 19750 10285 2081 10178
"220329_s_at" 20429 17995 19657 20104 6451 21699 19139 17509 11597 4761 20790 3965 15022 6119 15911 16972 15930 3396 18326 18589
"220330_s_at" 7368 10782 14536 15722 4763 17721 3006 4491 14600 2873 7038 19242 2778 20864 14875 8178 2785 5882 17738 4012
"220331_at" 115 11675 6649 7113 8533 11196 16064 7090 9122 6013 5153 6642 10767 8842 10842 9336 10732 20456 12737 8236
"220332_at" 5873 12847 13146 11857 8879 11552 16890 12450 11440 14451 13114 7580 8436 11056 12480 10906 10630 9824 12959 13396
"220333_at" 8674 9395 13125 13116 9690 20248 15266 11728 14751 14465 15651 17854 2424 18856 11872 10768 20859 14045 20829 13962
"220334_at" 4566 4050 4152 2837 8421 3410 6611 299 13763 15290 14256 750 4563 20275 6103 3028 1829 21589 10392 3665
"220335_x_at" 21578 22166 8615 13305 10740 16214 4309 365 4166 195 13049 15571 1312 8418 3726 22018 21657 21242 21663 17836
"220336_s_at" 2839 2667 14227 14232 9529 10676 17535 6166 2891 8478 14971 317 15295 10581 8112 1137 4313 1165 11970 9664
"220337_at" 11247 12064 8346 7295 12127 7484 11126 6226 13654 8391 13493 5624 11584 10674 8795 7324 13823 4894 11709 13455
"220338_at" 13735 10743 22054 9874 12309 864 727 19357 8539 15913 4089 695 13404 18044 21370 22243 17626 2373 8647 20142
"220339_s_at" 3706 21765 13095 11868 12971 1836 16133 13164 12718 15041 11092 7400 6326 11548 9077 607 21158 10978 10980 12840
"220340_at" 21963 29 11876 9959 10801 3842 14342 13957 8654 11249 11950 2640 3013 2066 11261 1628 21535 3223 5379 15180
"220341_s_at" 17218 16320 1375 2901 97 682 1113 5065 6515 4191 3948 10232 5746 5980 2497 20791 3731 1852 60 22056
"220342_x_at" 12782 702 4660 16472 3457 3664 3733 15053 4993 2171 19070 3092 6495 2628 18978 15960 3708 14177 7998 5198
"220343_at" 20546 6923 9924 2203 10547 2663 8535 6966 11156 11019 9951 1960 192 9425 12679 8134 10644 11238 15669 15594
"220344_at" 9255 13767 9491 14134 2401 6459 16470 8258 8650 11489 3113 5805 1331 1902 148 18372 10294 5186 35 7552
"220345_at" 9246 11591 6185 14508 9639 12763 4287 6767 13692 6952 14578 9310 9523 9628 10788 11758 13325 10596 6644 8781
"220346_at" 5163 13947 7525 14550 19578 2293 13591 1032 2409 8036 4391 21083 4554 15595 21534 20502 18755 12498 6268 490
"220347_at" 13210 20142 6151 11229 8265 9944 1948 11960 15410 8170 15120 5186 828 1510 12626 2551 10819 8097 13886 10864
"220348_at" 11096 13532 2080 13077 14675 17696 1639 7489 14767 6377 2486 4471 7066 16935 18576 3376 20903 4025 15020 1669
"220349_s_at" 3271 16590 20005 13124 21913 20533 435 19656 17704 4744 17417 14396 13191 19209 20146 20749 7929 13367 15437 7111
"220350_at" 7530 13617 7879 8488 452 12140 12946 7463 11988 12455 20282 2279 20887 18455 13487 456 20912 18920 15243 4927
"220351_at" 11628 8527 11340 11570 10487 8283 16345 9300 14433 12603 10278 5215 11688 10361 8489 8516 11816 8031 9993 11397
"220352_x_at" 1789 1467 3068 21537 21091 2282 1019 933 17592 18474 17030 10392 3382 19212 15309 3863 1657 17224 15895 3394
"220353_at" 4800 6927 21517 3154 12175 21617 2301 16182 17349 7820 9630 13468 15982 21318 21969 21926 18688 21964 2347 21659
"220354_at" 13119 17305 292 13110 8010 799 232 14678 15419 16058 14956 2460 19545 21133 2868 120 17935 21908 13293 16477
"220355_s_at" 4000 16645 5076 892 18305 3824 19076 16509 18817 19385 9905 14079 18008 6654 3742 16179 18970 15434 6786 3611
"220356_at" 7224 10485 13783 10828 10751 10187 15487 12865 13033 10710 5467 5086 9427 8702 9502 7706 13104 11898 9484 12615
"220357_s_at" 12175 4217 6211 7466 1450 8962 14094 12119 5685 2398 15495 16568 21318 5740 4145 3945 13570 7122 14298 17273
"220358_at" 7503 16748 7858 14708 4193 14002 16819 11476 19362 5311 21537 14994 11460 19253 13101 1022 13562 20564 21418 8533
"220359_s_at" 9550 11477 6114 11505 11616 2936 16516 10871 9553 13455 4656 3833 11768 8827 13332 10531 9770 8339 11045 11143
"220360_at" 8715 15307 8586 9182 9733 9631 11923 11142 10274 9451 13609 15335 3353 20626 4367 19190 18728 4186 17173 8732
"220361_at" 7859 11955 14660 6346 8365 6844 13736 14149 11912 9749 10592 7575 4725 13488 11361 2271 7018 8849 9426 9781
"220362_at" 6541 11359 7306 14446 8521 9201 14702 8282 11127 13665 13282 21749 8699 13735 455 10212 9420 2053 12008 13487
"220363_s_at" 245 199 20411 3208 2130 15824 8486 15251 13238 2716 7775 18628 3259 2769 15198 20159 8804 5931 5182 20242
